date,side,scalp_t,run_t,mae_t,mfe_t,gross_t,net_usd
2026-03-11,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-03-11,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-11,BL,-22.0,-22.0,22.0,1.0,-44.0,-558.0
2026-03-11,BL,4.0,0.0,6.0,26.0,4.0,42.0
2026-03-11,BL,4.0,0.0,3.0,6.0,4.0,42.0
2026-03-11,BR,4.0,0.0,5.0,13.0,4.0,42.0
2026-03-11,BR,-15.0,-15.0,15.0,0.0,-30.0,-383.0
2026-03-11,BL,4.0,0.0,13.0,6.0,4.0,42.0
2026-03-11,BL,4.0,0.0,13.0,17.0,4.0,42.0
2026-03-11,BL,4.0,10.0,9.0,29.0,14.0,167.0
2026-03-11,BL,4.0,0.0,5.0,5.0,4.0,42.0
2026-03-11,BL,4.0,0.0,6.0,9.0,4.0,42.0
2026-03-11,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-11,BR,4.0,0.0,-0.0,7.0,4.0,42.0
2026-03-11,BR,-19.0,-19.0,19.0,1.0,-38.0,-483.0
2026-03-11,BR,4.0,0.0,13.0,22.0,4.0,42.0
2026-03-11,BL,-17.0,-17.0,18.0,0.0,-34.0,-433.0
2026-03-11,BL,4.0,0.0,5.0,9.0,4.0,42.0
2026-03-11,BR,4.0,0.0,6.0,5.0,4.0,42.0
2026-03-11,BR,4.0,0.0,8.0,9.0,4.0,42.0
2026-03-11,BL,4.0,0.0,5.0,11.0,4.0,42.0
2026-03-11,BL,4.0,0.0,6.0,7.0,4.0,42.0
2026-03-11,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-11,BR,-15.0,-15.0,15.0,2.0,-30.0,-383.0
2026-03-11,BR,-20.0,-20.0,20.0,0.0,-40.0,-508.0
2026-03-11,BR,4.0,1.0,1.0,29.0,5.0,54.5
2026-03-12,BL,4.0,0.0,3.0,23.0,4.0,42.0
2026-03-12,BR,4.0,0.0,14.0,9.0,4.0,42.0
2026-03-12,BR,4.0,0.0,5.0,9.0,4.0,42.0
2026-03-12,BR,4.0,0.0,5.0,7.0,4.0,42.0
2026-03-12,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-12,BL,4.0,5.0,2.0,28.0,9.0,104.5
2026-03-12,BR,4.0,58.0,16.0,77.0,62.0,767.0
2026-03-12,BL,4.0,0.0,-0.0,11.0,4.0,42.0
2026-03-12,BR,-16.0,-16.0,16.0,0.0,-32.0,-408.0
2026-03-12,BR,-22.0,-22.0,22.0,1.0,-44.0,-558.0
2026-03-12,BL,4.0,0.0,4.0,22.0,4.0,42.0
2026-03-12,BR,4.0,0.0,-0.0,14.0,4.0,42.0
2026-03-12,BL,4.0,17.0,4.0,40.0,21.0,254.5
2026-03-12,BR,4.0,0.0,6.0,9.0,4.0,42.0
2026-03-12,BL,4.0,0.0,11.0,8.0,4.0,42.0
2026-03-12,BR,-12.0,-12.0,12.0,0.0,-24.0,-308.0
2026-03-12,BR,4.0,0.0,2.0,8.0,4.0,42.0
2026-03-12,BL,-15.0,-15.0,18.0,3.0,-30.0,-383.0
2026-03-12,BL,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-12,BL,4.0,0.0,6.0,7.0,4.0,42.0
2026-03-12,BR,4.0,14.0,-0.0,44.0,18.0,217.0
2026-03-12,BR,4.0,0.0,5.0,6.0,4.0,42.0
2026-03-12,BL,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-12,BR,4.0,0.0,4.0,25.0,4.0,42.0
2026-03-12,BL,-10.0,-10.0,10.0,2.0,-20.0,-258.0
2026-03-12,BR,-11.0,-11.0,11.0,2.0,-22.0,-283.0
2026-03-13,BR,-17.0,-17.0,18.0,0.0,-34.0,-433.0
2026-03-13,BR,4.0,0.0,7.0,7.0,4.0,42.0
2026-03-13,BR,-11.0,-11.0,11.0,0.0,-22.0,-283.0
2026-03-13,BL,4.0,0.0,2.0,14.0,4.0,42.0
2026-03-13,BL,4.0,0.0,-0.0,11.0,4.0,42.0
2026-03-13,BL,-21.0,-21.0,21.0,0.0,-42.0,-533.0
2026-03-13,BL,4.0,0.0,2.0,6.0,4.0,42.0
2026-03-13,BL,4.0,0.0,9.0,7.0,4.0,42.0
2026-03-13,BR,4.0,0.0,9.0,6.0,4.0,42.0
2026-03-13,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-13,BR,4.0,0.0,3.0,5.0,4.0,42.0
2026-03-13,BL,4.0,0.0,-0.0,12.0,4.0,42.0
2026-03-13,BR,4.0,14.0,6.0,45.0,18.0,217.0
2026-03-13,BR,4.0,14.0,2.0,41.0,18.0,217.0
2026-03-13,BR,-16.0,-16.0,16.0,2.0,-32.0,-408.0
2026-03-13,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-13,BL,4.0,-21.0,21.0,4.0,-17.0,-220.5
2026-03-13,BL,-15.0,-15.0,15.0,2.0,-30.0,-383.0
2026-03-13,BL,4.0,0.0,-0.0,14.0,4.0,42.0
2026-03-13,BR,4.0,0.0,1.0,9.0,4.0,42.0
2026-03-13,BR,4.0,10.0,4.0,35.0,14.0,167.0
2026-03-13,BR,4.0,0.0,13.0,7.0,4.0,42.0
2026-03-13,BL,4.0,0.0,3.0,19.0,4.0,42.0
2026-03-13,BL,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-13,BR,-14.0,-14.0,14.0,2.0,-28.0,-358.0
2026-03-13,BR,4.0,0.0,-0.0,10.0,4.0,42.0
2026-03-16,BL,4.0,0.0,-0.0,8.0,4.0,42.0
2026-03-16,BR,4.0,15.0,3.0,41.0,19.0,229.5
2026-03-16,BR,4.0,0.0,10.0,7.0,4.0,42.0
2026-03-16,BR,4.0,0.0,6.0,5.0,4.0,42.0
2026-03-16,BL,-14.0,-14.0,14.0,0.0,-28.0,-358.0
2026-03-16,BL,4.0,0.0,12.0,6.0,4.0,42.0
2026-03-16,BL,4.0,0.0,4.0,6.0,4.0,42.0
2026-03-16,BL,4.0,53.0,4.0,81.0,57.0,704.5
2026-03-16,BR,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-16,BR,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-16,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-03-16,BL,-21.0,-21.0,21.0,2.0,-42.0,-533.0
2026-03-16,BR,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-16,BR,-20.0,-20.0,20.0,2.0,-40.0,-508.0
2026-03-16,BR,4.0,0.0,5.0,8.0,4.0,42.0
2026-03-16,BR,-14.0,-14.0,14.0,1.0,-28.0,-358.0
2026-03-16,BR,4.0,0.0,-0.0,6.0,4.0,42.0
2026-03-16,BL,-13.0,-13.0,13.0,1.0,-26.0,-333.0
2026-03-16,BL,4.0,0.0,3.0,7.0,4.0,42.0
2026-03-16,BL,-15.0,-15.0,15.0,2.0,-30.0,-383.0
2026-03-16,BR,4.0,0.0,2.0,6.0,4.0,42.0
2026-03-16,BR,-5.0,-5.0,5.0,0.0,-10.0,-133.0
2026-03-16,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-16,BL,4.0,-11.0,11.0,4.0,-7.0,-95.5
2026-03-17,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-17,BR,4.0,0.0,9.0,19.0,4.0,42.0
2026-03-17,BL,4.0,0.0,1.0,8.0,4.0,42.0
2026-03-17,BL,4.0,18.0,-0.0,36.0,22.0,267.0
2026-03-17,BR,4.0,0.0,-0.0,8.0,4.0,42.0
2026-03-17,BL,4.0,-13.0,13.0,4.0,-9.0,-120.5
2026-03-17,BL,-17.0,-17.0,17.0,1.0,-34.0,-433.0
2026-03-17,BL,4.0,0.0,5.0,6.0,4.0,42.0
2026-03-17,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-17,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-17,BL,4.0,0.0,-0.0,21.0,4.0,42.0
2026-03-17,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-17,BL,4.0,0.0,-0.0,9.0,4.0,42.0
2026-03-17,BL,4.0,7.0,4.0,17.0,11.0,129.5
2026-03-18,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-18,BL,4.0,0.0,-0.0,31.0,4.0,42.0
2026-03-18,BL,4.0,0.0,2.0,8.0,4.0,42.0
2026-03-18,BR,4.0,0.0,2.0,25.0,4.0,42.0
2026-03-18,BL,4.0,0.0,5.0,19.0,4.0,42.0
2026-03-18,BL,4.0,0.0,1.0,8.0,4.0,42.0
2026-03-18,BL,4.0,12.0,2.0,26.0,16.0,192.0
2026-03-18,BL,4.0,0.0,5.0,6.0,4.0,42.0
2026-03-18,BL,-28.0,-28.0,28.0,0.0,-56.0,-708.0
2026-03-18,BR,4.0,4.0,20.0,17.0,8.0,92.0
2026-03-18,BR,4.0,0.0,11.0,5.0,4.0,42.0
2026-03-18,BL,4.0,0.0,2.0,7.0,4.0,42.0
2026-03-18,BL,4.0,0.0,4.0,6.0,4.0,42.0
2026-03-18,BL,4.0,0.0,2.0,10.0,4.0,42.0
2026-03-18,BL,4.0,0.0,-0.0,12.0,4.0,42.0
2026-03-18,BL,4.0,0.0,6.0,5.0,4.0,42.0
2026-03-18,BL,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-18,BL,-19.0,-19.0,19.0,1.0,-38.0,-483.0
2026-03-18,BL,4.0,0.0,3.0,9.0,4.0,42.0
2026-03-18,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-18,BL,-8.0,-8.0,8.0,0.0,-16.0,-208.0
2026-03-18,BL,4.0,0.0,2.0,19.0,4.0,42.0
2026-03-19,BR,4.0,0.0,14.0,5.0,4.0,42.0
2026-03-19,BR,4.0,0.0,8.0,7.0,4.0,42.0
2026-03-19,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-03-19,BL,4.0,0.0,11.0,18.0,4.0,42.0
2026-03-19,BL,-18.0,-18.0,19.0,2.0,-36.0,-458.0
2026-03-19,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-19,BL,4.0,-14.0,14.0,4.0,-10.0,-133.0
2026-03-19,BL,4.0,0.0,13.0,10.0,4.0,42.0
2026-03-19,BL,4.0,-14.0,14.0,4.0,-10.0,-133.0
2026-03-19,BL,4.0,0.0,3.0,9.0,4.0,42.0
2026-03-19,BR,4.0,0.0,6.0,9.0,4.0,42.0
2026-03-19,BL,4.0,0.0,10.0,20.0,4.0,42.0
2026-03-19,BL,4.0,0.0,5.0,7.0,4.0,42.0
2026-03-19,BR,4.0,0.0,4.0,7.0,4.0,42.0
2026-03-19,BL,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-19,BL,4.0,0.0,6.0,5.0,4.0,42.0
2026-03-19,BL,4.0,0.0,1.0,9.0,4.0,42.0
2026-03-19,BR,4.0,0.0,3.0,13.0,4.0,42.0
2026-03-19,BR,4.0,0.0,8.0,7.0,4.0,42.0
2026-03-19,BL,4.0,0.0,14.0,13.0,4.0,42.0
2026-03-19,BR,4.0,0.0,3.0,6.0,4.0,42.0
2026-03-19,BR,4.0,0.0,2.0,12.0,4.0,42.0
2026-03-19,BL,4.0,0.0,4.0,9.0,4.0,42.0
2026-03-20,BL,-25.0,-25.0,25.0,1.0,-50.0,-633.0
2026-03-20,BL,4.0,0.0,-0.0,12.0,4.0,42.0
2026-03-20,BL,4.0,0.0,10.0,7.0,4.0,42.0
2026-03-20,BL,4.0,0.0,3.0,5.0,4.0,42.0
2026-03-20,BR,4.0,0.0,-0.0,9.0,4.0,42.0
2026-03-20,BR,-16.0,-16.0,18.0,2.0,-32.0,-408.0
2026-03-20,BL,4.0,0.0,10.0,5.0,4.0,42.0
2026-03-20,BL,4.0,-15.0,16.0,4.0,-11.0,-145.5
2026-03-20,BL,4.0,0.0,3.0,12.0,4.0,42.0
2026-03-20,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-20,BR,-14.0,-14.0,14.0,3.0,-28.0,-358.0
2026-03-20,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-20,BL,4.0,0.0,-0.0,16.0,4.0,42.0
2026-03-20,BR,4.0,0.0,10.0,28.0,4.0,42.0
2026-03-20,BR,4.0,0.0,7.0,8.0,4.0,42.0
2026-03-20,BR,4.0,-13.0,13.0,4.0,-9.0,-120.5
2026-03-20,BR,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-03-20,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-20,BL,4.0,10.0,3.0,31.0,14.0,167.0
2026-03-20,BL,4.0,0.0,3.0,14.0,4.0,42.0
2026-03-20,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-03-20,BL,4.0,15.0,3.0,37.0,19.0,229.5
2026-03-20,BL,4.0,0.0,1.0,10.0,4.0,42.0
2026-03-20,BL,4.0,6.0,4.0,32.0,10.0,117.0
2026-03-20,BL,4.0,0.0,5.0,9.0,4.0,42.0
2026-03-20,BL,-14.0,-14.0,18.0,3.0,-28.0,-358.0
2026-03-20,BL,4.0,0.0,2.0,7.0,4.0,42.0
2026-03-20,BL,4.0,0.0,5.0,5.0,4.0,42.0
2026-03-20,BR,4.0,0.0,1.0,8.0,4.0,42.0
2026-03-20,BL,4.0,0.0,7.0,5.0,4.0,42.0
2026-03-20,BL,4.0,0.0,3.0,6.0,4.0,42.0
2026-03-20,BR,4.0,0.0,6.0,13.0,4.0,42.0
2026-03-20,BL,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-20,BR,4.0,0.0,1.0,7.0,4.0,42.0
2026-03-20,BR,-9.0,-9.0,9.0,3.0,-18.0,-233.0
2026-03-20,BR,-15.0,-15.0,15.0,1.0,-30.0,-383.0
2026-03-23,BL,4.0,0.0,2.0,15.0,4.0,42.0
2026-03-23,BL,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-23,BR,4.0,38.0,-0.0,68.0,42.0,517.0
2026-03-23,BR,4.0,0.0,1.0,25.0,4.0,42.0
2026-03-23,BL,4.0,0.0,5.0,6.0,4.0,42.0
2026-03-23,BR,4.0,0.0,11.0,5.0,4.0,42.0
2026-03-23,BL,-16.0,-16.0,16.0,3.0,-32.0,-408.0
2026-03-23,BL,-20.0,-20.0,20.0,0.0,-40.0,-508.0
2026-03-23,BL,4.0,0.0,2.0,12.0,4.0,42.0
2026-03-23,BL,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-23,BL,4.0,0.0,10.0,5.0,4.0,42.0
2026-03-23,BL,4.0,0.0,2.0,18.0,4.0,42.0
2026-03-23,BL,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-03-23,BL,-19.0,-19.0,19.0,1.0,-38.0,-483.0
2026-03-23,BL,4.0,0.0,11.0,18.0,4.0,42.0
2026-03-23,BR,4.0,0.0,1.0,10.0,4.0,42.0
2026-03-23,BL,4.0,0.0,3.0,10.0,4.0,42.0
2026-03-23,BR,4.0,0.0,2.0,9.0,4.0,42.0
2026-03-23,BR,4.0,0.0,1.0,18.0,4.0,42.0
2026-03-23,BL,4.0,-35.0,35.0,4.0,-31.0,-395.5
2026-03-23,BL,4.0,0.0,11.0,5.0,4.0,42.0
2026-03-23,BR,-25.0,-25.0,25.0,1.0,-50.0,-633.0
2026-03-23,BR,4.0,0.0,6.0,5.0,4.0,42.0
2026-03-23,BR,4.0,0.0,6.0,6.0,4.0,42.0
2026-03-23,BL,4.0,-16.0,16.0,4.0,-12.0,-158.0
2026-03-23,BL,4.0,0.0,7.0,8.0,4.0,42.0
2026-03-23,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-23,BR,4.0,35.0,10.0,56.0,39.0,479.5
2026-03-24,BR,-18.0,-18.0,18.0,1.0,-36.0,-458.0
2026-03-24,BR,4.0,0.0,4.0,13.0,4.0,42.0
2026-03-24,BL,-22.0,-22.0,22.0,1.0,-44.0,-558.0
2026-03-24,BL,4.0,9.0,5.0,38.0,13.0,154.5
2026-03-24,BL,4.0,0.0,5.0,21.0,4.0,42.0
2026-03-24,BR,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-24,BR,4.0,8.0,5.0,37.0,12.0,142.0
2026-03-24,BR,4.0,0.0,-0.0,22.0,4.0,42.0
2026-03-24,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-24,BR,4.0,0.0,19.0,8.0,4.0,42.0
2026-03-24,BL,4.0,0.0,9.0,6.0,4.0,42.0
2026-03-24,BL,4.0,0.0,5.0,16.0,4.0,42.0
2026-03-24,BR,4.0,7.0,1.0,27.0,11.0,129.5
2026-03-24,BL,4.0,0.0,1.0,9.0,4.0,42.0
2026-03-24,BR,4.0,0.0,3.0,5.0,4.0,42.0
2026-03-24,BL,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-24,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-24,BR,-19.0,-19.0,19.0,3.0,-38.0,-483.0
2026-03-24,BR,4.0,0.0,24.0,5.0,4.0,42.0
2026-03-24,BL,-14.0,-14.0,14.0,3.0,-28.0,-358.0
2026-03-24,BL,4.0,0.0,2.0,6.0,4.0,42.0
2026-03-24,BR,-17.0,-17.0,17.0,0.0,-34.0,-433.0
2026-03-24,BR,4.0,32.0,2.0,58.0,36.0,442.0
2026-03-24,BL,4.0,0.0,-0.0,9.0,4.0,42.0
2026-03-24,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-24,BL,-13.0,-13.0,14.0,2.0,-26.0,-333.0
2026-03-24,BL,4.0,14.0,8.0,29.0,18.0,217.0
2026-03-25,BR,4.0,0.0,4.0,22.0,4.0,42.0
2026-03-25,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-25,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-25,BR,4.0,27.0,1.0,61.0,31.0,379.5
2026-03-25,BR,4.0,0.0,1.0,7.0,4.0,42.0
2026-03-25,BR,4.0,0.0,-0.0,9.0,4.0,42.0
2026-03-25,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-25,BR,4.0,0.0,12.0,21.0,4.0,42.0
2026-03-25,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-25,BR,4.0,0.0,1.0,13.0,4.0,42.0
2026-03-25,BR,-14.0,-14.0,14.0,2.0,-28.0,-358.0
2026-03-25,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-25,BL,4.0,0.0,17.0,8.0,4.0,42.0
2026-03-25,BR,4.0,-17.0,17.0,4.0,-13.0,-170.5
2026-03-25,BR,4.0,0.0,2.0,8.0,4.0,42.0
2026-03-25,BL,-12.0,-12.0,12.0,1.0,-24.0,-308.0
2026-03-25,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-03-25,BR,4.0,0.0,1.0,10.0,4.0,42.0
2026-03-25,BR,4.0,0.0,11.0,7.0,4.0,42.0
2026-03-25,BL,4.0,0.0,3.0,9.0,4.0,42.0
2026-03-25,BL,-19.0,-19.0,19.0,2.0,-38.0,-483.0
2026-03-25,BR,4.0,0.0,1.0,8.0,4.0,42.0
2026-03-25,BR,4.0,0.0,2.0,20.0,4.0,42.0
2026-03-25,BR,-13.0,-13.0,13.0,1.0,-26.0,-333.0
2026-03-25,BR,-10.0,-10.0,10.0,3.0,-20.0,-258.0
2026-03-25,BR,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-03-25,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-03-25,BL,4.0,0.0,2.0,6.0,4.0,42.0
2026-03-25,BL,4.0,0.0,1.0,15.0,4.0,42.0
2026-03-25,BR,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-25,BL,4.0,0.0,3.0,9.0,4.0,42.0
2026-03-25,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-25,BR,4.0,13.0,9.0,16.0,17.0,204.5
2026-03-26,BL,4.0,0.0,1.0,17.0,4.0,42.0
2026-03-26,BR,4.0,0.0,12.0,8.0,4.0,42.0
2026-03-26,BR,4.0,5.0,-0.0,23.0,9.0,104.5
2026-03-26,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-03-26,BL,4.0,0.0,-0.0,20.0,4.0,42.0
2026-03-26,BL,4.0,0.0,1.0,14.0,4.0,42.0
2026-03-26,BL,4.0,0.0,1.0,8.0,4.0,42.0
2026-03-26,BL,4.0,28.0,3.0,45.0,32.0,392.0
2026-03-26,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-26,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-26,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-26,BL,4.0,0.0,3.0,5.0,4.0,42.0
2026-03-26,BL,4.0,0.0,11.0,7.0,4.0,42.0
2026-03-26,BL,4.0,0.0,12.0,6.0,4.0,42.0
2026-03-26,BL,-16.0,-16.0,17.0,0.0,-32.0,-408.0
2026-03-26,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-03-26,BL,-9.0,-9.0,9.0,0.0,-18.0,-233.0
2026-03-26,BL,4.0,0.0,3.0,22.0,4.0,42.0
2026-03-26,BL,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-03-26,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-26,BR,4.0,0.0,5.0,16.0,4.0,42.0
2026-03-26,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-26,BL,-18.0,-18.0,18.0,2.0,-36.0,-458.0
2026-03-27,BL,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-27,BR,4.0,0.0,2.0,6.0,4.0,42.0
2026-03-27,BR,4.0,0.0,-0.0,8.0,4.0,42.0
2026-03-27,BL,4.0,0.0,2.0,15.0,4.0,42.0
2026-03-27,BR,4.0,0.0,2.0,27.0,4.0,42.0
2026-03-27,BR,4.0,0.0,1.0,13.0,4.0,42.0
2026-03-27,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-03-27,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-27,BL,4.0,0.0,1.0,8.0,4.0,42.0
2026-03-27,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-27,BL,4.0,0.0,-0.0,13.0,4.0,42.0
2026-03-27,BL,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-27,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-27,BR,4.0,0.0,5.0,6.0,4.0,42.0
2026-03-27,BL,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-03-27,BL,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-03-27,BL,4.0,28.0,5.0,51.0,32.0,392.0
2026-03-27,BL,4.0,-14.0,14.0,4.0,-10.0,-133.0
2026-03-27,BL,4.0,-14.0,14.0,4.0,-10.0,-133.0
2026-03-27,BR,4.0,0.0,8.0,5.0,4.0,42.0
2026-03-27,BR,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-03-27,BL,4.0,0.0,6.0,6.0,4.0,42.0
2026-03-27,BL,4.0,22.0,6.0,37.0,26.0,317.0
2026-03-27,BR,4.0,0.0,6.0,7.0,4.0,42.0
2026-03-27,BL,4.0,0.0,39.0,12.0,4.0,42.0
2026-03-27,BL,1.0,1.0,1.0,3.0,2.0,17.0
2026-03-30,BR,4.0,13.0,8.0,45.0,17.0,204.5
2026-03-30,BR,4.0,0.0,7.0,8.0,4.0,42.0
2026-03-30,BL,4.0,0.0,15.0,11.0,4.0,42.0
2026-03-30,BL,-12.0,-12.0,12.0,3.0,-24.0,-308.0
2026-03-30,BL,4.0,36.0,1.0,72.0,40.0,492.0
2026-03-30,BL,4.0,0.0,3.0,5.0,4.0,42.0
2026-03-30,BR,4.0,51.0,1.0,69.0,55.0,679.5
2026-03-30,BR,4.0,0.0,3.0,27.0,4.0,42.0
2026-03-30,BL,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-30,BL,4.0,0.0,-0.0,5.0,4.0,42.0
2026-03-30,BL,4.0,0.0,2.0,14.0,4.0,42.0
2026-03-30,BL,4.0,-18.0,18.0,4.0,-14.0,-183.0
2026-03-30,BL,4.0,0.0,6.0,25.0,4.0,42.0
2026-03-30,BL,4.0,0.0,1.0,15.0,4.0,42.0
2026-03-30,BL,4.0,0.0,6.0,6.0,4.0,42.0
2026-03-30,BL,4.0,27.0,1.0,64.0,31.0,379.5
2026-03-30,BR,4.0,27.0,5.0,43.0,31.0,379.5
2026-03-30,BL,-12.0,-12.0,12.0,1.0,-24.0,-308.0
2026-03-30,BR,4.0,0.0,10.0,11.0,4.0,42.0
2026-03-30,BL,-13.0,-13.0,14.0,2.0,-26.0,-333.0
2026-03-30,BR,4.0,0.0,4.0,8.0,4.0,42.0
2026-03-30,BR,4.0,0.0,3.0,5.0,4.0,42.0
2026-03-30,BL,4.0,0.0,4.0,6.0,4.0,42.0
2026-03-31,BR,4.0,0.0,7.0,7.0,4.0,42.0
2026-03-31,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-03-31,BR,4.0,0.0,-0.0,41.0,4.0,42.0
2026-03-31,BL,-14.0,-14.0,14.0,0.0,-28.0,-358.0
2026-03-31,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-03-31,BL,4.0,48.0,7.0,69.0,52.0,642.0
2026-03-31,BR,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-31,BL,4.0,0.0,5.0,11.0,4.0,42.0
2026-03-31,BL,-14.0,-14.0,14.0,1.0,-28.0,-358.0
2026-03-31,BL,-16.0,-16.0,16.0,1.0,-32.0,-408.0
2026-03-31,BR,-20.0,-20.0,20.0,1.0,-40.0,-508.0
2026-03-31,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-03-31,BR,4.0,0.0,3.0,7.0,4.0,42.0
2026-03-31,BL,4.0,0.0,10.0,5.0,4.0,42.0
2026-03-31,BL,4.0,0.0,10.0,5.0,4.0,42.0
2026-03-31,BL,4.0,0.0,2.0,18.0,4.0,42.0
2026-03-31,BR,4.0,0.0,4.0,9.0,4.0,42.0
2026-03-31,BR,4.0,0.0,3.0,8.0,4.0,42.0
2026-03-31,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-03-31,BL,4.0,0.0,2.0,6.0,4.0,42.0
2026-03-31,BL,4.0,6.0,-0.0,39.0,10.0,117.0
2026-03-31,BR,4.0,0.0,4.0,5.0,4.0,42.0
2026-03-31,BR,4.0,0.0,3.0,9.0,4.0,42.0
2026-03-31,BR,4.0,0.0,6.0,18.0,4.0,42.0
2026-03-31,BR,4.0,0.0,4.0,6.0,4.0,42.0
2026-03-31,BR,4.0,0.0,2.0,11.0,4.0,42.0
2026-03-31,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-03-31,BR,4.0,11.0,2.0,31.0,15.0,179.5
2026-03-31,BR,4.0,1.0,1.0,18.0,5.0,54.5
2026-03-31,BR,-8.0,-8.0,8.0,0.0,-16.0,-208.0
2026-03-31,BL,4.0,0.0,6.0,10.0,4.0,42.0
2026-03-31,BL,4.0,0.0,14.0,14.0,4.0,42.0
2026-04-01,BR,4.0,0.0,5.0,19.0,4.0,42.0
2026-04-01,BR,4.0,72.0,8.0,95.0,76.0,942.0
2026-04-01,BR,4.0,0.0,5.0,8.0,4.0,42.0
2026-04-01,BR,4.0,11.0,5.0,42.0,15.0,179.5
2026-04-01,BL,4.0,45.0,17.0,83.0,49.0,604.5
2026-04-01,BR,4.0,0.0,14.0,19.0,4.0,42.0
2026-04-01,BR,4.0,0.0,2.0,10.0,4.0,42.0
2026-04-01,BR,4.0,0.0,1.0,10.0,4.0,42.0
2026-04-01,BL,4.0,0.0,2.0,16.0,4.0,42.0
2026-04-01,BR,4.0,0.0,10.0,8.0,4.0,42.0
2026-04-01,BR,4.0,0.0,2.0,5.0,4.0,42.0
