date,side,scalp_t,run_t,mae_t,mfe_t,gross_t,net_usd
2026-04-01,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-04-01,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-01,BL,-13.0,-13.0,13.0,1.0,-26.0,-333.0
2026-04-01,BL,4.0,12.0,4.0,21.0,16.0,192.0
2026-04-01,BR,4.0,-9.0,9.0,4.0,-5.0,-70.5
2026-04-01,BL,4.0,-15.0,15.0,4.0,-11.0,-145.5
2026-04-01,BL,-12.0,-12.0,14.0,2.0,-24.0,-308.0
2026-04-01,BL,4.0,0.0,5.0,7.0,4.0,42.0
2026-04-01,BR,4.0,0.0,11.0,6.0,4.0,42.0
2026-04-01,BR,4.0,0.0,6.0,8.0,4.0,42.0
2026-04-01,BL,4.0,0.0,8.0,6.0,4.0,42.0
2026-04-01,BL,4.0,0.0,6.0,7.0,4.0,42.0
2026-04-01,BR,-8.0,-8.0,8.0,3.0,-16.0,-208.0
2026-04-02,BR,4.0,0.0,13.0,9.0,4.0,42.0
2026-04-02,BL,4.0,0.0,7.0,5.0,4.0,42.0
2026-04-02,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-02,BR,4.0,0.0,2.0,7.0,4.0,42.0
2026-04-02,BR,-15.0,-15.0,19.0,3.0,-30.0,-383.0
2026-04-02,BR,-16.0,-16.0,16.0,3.0,-32.0,-408.0
2026-04-02,BR,4.0,0.0,9.0,10.0,4.0,42.0
2026-04-02,BL,4.0,30.0,-0.0,47.0,34.0,417.0
2026-04-02,BR,-15.0,-15.0,15.0,2.0,-30.0,-383.0
2026-04-02,BR,4.0,0.0,1.0,9.0,4.0,42.0
2026-04-02,BR,-25.0,-25.0,25.0,2.0,-50.0,-633.0
2026-04-02,BR,4.0,46.0,2.0,71.0,50.0,617.0
2026-04-02,BL,4.0,0.0,-0.0,9.0,4.0,42.0
2026-04-02,BR,4.0,0.0,10.0,19.0,4.0,42.0
2026-04-02,BL,4.0,0.0,4.0,8.0,4.0,42.0
2026-04-02,BR,-22.0,-22.0,22.0,3.0,-44.0,-558.0
2026-04-02,BL,4.0,0.0,3.0,7.0,4.0,42.0
2026-04-02,BR,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-04-02,BL,4.0,0.0,3.0,7.0,4.0,42.0
2026-04-02,BR,4.0,0.0,2.0,15.0,4.0,42.0
2026-04-02,BR,4.0,13.0,5.0,34.0,17.0,204.5
2026-04-02,BL,4.0,9.0,1.0,28.0,13.0,154.5
2026-04-02,BR,4.0,0.0,1.0,13.0,4.0,42.0
2026-04-02,BR,4.0,0.0,5.0,10.0,4.0,42.0
2026-04-02,BL,4.0,0.0,1.0,11.0,4.0,42.0
2026-04-06,BR,-20.0,-20.0,20.0,2.0,-40.0,-508.0
2026-04-06,BR,4.0,0.0,2.0,6.0,4.0,42.0
2026-04-06,BR,4.0,0.0,1.0,20.0,4.0,42.0
2026-04-06,BR,4.0,0.0,3.0,8.0,4.0,42.0
2026-04-06,BR,4.0,0.0,2.0,9.0,4.0,42.0
2026-04-06,BR,4.0,0.0,6.0,8.0,4.0,42.0
2026-04-06,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-06,BL,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-06,BR,4.0,0.0,1.0,14.0,4.0,42.0
2026-04-06,BL,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-06,BL,4.0,0.0,5.0,12.0,4.0,42.0
2026-04-06,BR,-21.0,-21.0,21.0,2.0,-42.0,-533.0
2026-04-06,BR,4.0,0.0,2.0,10.0,4.0,42.0
2026-04-06,BL,4.0,0.0,12.0,5.0,4.0,42.0
2026-04-06,BL,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-04-06,BL,4.0,0.0,11.0,10.0,4.0,42.0
2026-04-06,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-06,BL,4.0,9.0,7.0,25.0,13.0,154.5
2026-04-07,BL,-12.0,-12.0,12.0,2.0,-24.0,-308.0
2026-04-07,BR,-10.0,-10.0,10.0,0.0,-20.0,-258.0
2026-04-07,BR,4.0,0.0,10.0,12.0,4.0,42.0
2026-04-07,BR,-12.0,-12.0,12.0,2.0,-24.0,-308.0
2026-04-07,BR,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-07,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-07,BL,-20.0,-20.0,21.0,1.0,-40.0,-508.0
2026-04-07,BL,-25.0,-25.0,25.0,0.0,-50.0,-633.0
2026-04-07,BL,4.0,0.0,6.0,5.0,4.0,42.0
2026-04-07,BR,4.0,0.0,2.0,14.0,4.0,42.0
2026-04-07,BL,4.0,0.0,22.0,5.0,4.0,42.0
2026-04-07,BL,4.0,0.0,14.0,12.0,4.0,42.0
2026-04-07,BL,-10.0,-10.0,10.0,1.0,-20.0,-258.0
2026-04-07,BR,4.0,0.0,1.0,8.0,4.0,42.0
2026-04-07,BL,-15.0,-15.0,15.0,1.0,-30.0,-383.0
2026-04-07,BL,-10.0,-10.0,10.0,1.0,-20.0,-258.0
2026-04-07,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-07,BR,4.0,0.0,3.0,5.0,4.0,42.0
2026-04-07,BR,-11.0,-11.0,11.0,1.0,-22.0,-283.0
2026-04-07,BR,4.0,0.0,2.0,11.0,4.0,42.0
2026-04-07,BR,4.0,0.0,10.0,5.0,4.0,42.0
2026-04-07,BR,4.0,-17.0,17.0,4.0,-13.0,-170.5
2026-04-07,BR,4.0,26.0,2.0,44.0,30.0,367.0
2026-04-07,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-04-07,BL,-17.0,-17.0,18.0,1.0,-34.0,-433.0
2026-04-07,BR,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-07,BR,-12.0,-12.0,12.0,3.0,-24.0,-308.0
2026-04-08,BR,4.0,0.0,8.0,9.0,4.0,42.0
2026-04-08,BR,-15.0,-15.0,16.0,1.0,-30.0,-383.0
2026-04-08,BR,4.0,0.0,1.0,14.0,4.0,42.0
2026-04-08,BL,4.0,0.0,10.0,23.0,4.0,42.0
2026-04-08,BR,4.0,0.0,6.0,6.0,4.0,42.0
2026-04-08,BR,4.0,0.0,2.0,16.0,4.0,42.0
2026-04-08,BL,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-08,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-08,BL,-14.0,-14.0,14.0,1.0,-28.0,-358.0
2026-04-08,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-04-08,BR,-12.0,-12.0,12.0,0.0,-24.0,-308.0
2026-04-08,BR,-9.0,-9.0,9.0,1.0,-18.0,-233.0
2026-04-08,BR,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-08,BR,-19.0,-19.0,19.0,1.0,-38.0,-483.0
2026-04-08,BR,-11.0,-11.0,11.0,1.0,-22.0,-283.0
2026-04-08,BR,4.0,-9.0,9.0,4.0,-5.0,-70.5
2026-04-08,BR,-9.0,-9.0,9.0,1.0,-18.0,-233.0
2026-04-08,BR,4.0,35.0,1.0,54.0,39.0,479.5
2026-04-08,BR,4.0,0.0,-0.0,24.0,4.0,42.0
2026-04-08,BR,-11.0,-11.0,11.0,0.0,-22.0,-283.0
2026-04-08,BL,4.0,0.0,3.0,6.0,4.0,42.0
2026-04-08,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-08,BL,-23.0,-23.0,24.0,0.0,-46.0,-583.0
2026-04-08,BL,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-08,BL,4.0,25.0,2.0,35.0,29.0,354.5
2026-04-08,BR,4.0,0.0,-0.0,8.0,4.0,42.0
2026-04-08,BR,-6.0,-6.0,6.0,1.0,-12.0,-158.0
2026-04-08,BR,-11.0,-11.0,11.0,1.0,-22.0,-283.0
2026-04-08,BR,4.0,0.0,3.0,6.0,4.0,42.0
2026-04-08,BL,4.0,0.0,-0.0,9.0,4.0,42.0
2026-04-09,BR,-18.0,-18.0,18.0,3.0,-36.0,-458.0
2026-04-09,BL,4.0,0.0,2.0,11.0,4.0,42.0
2026-04-09,BL,4.0,0.0,10.0,8.0,4.0,42.0
2026-04-09,BL,4.0,0.0,10.0,6.0,4.0,42.0
2026-04-09,BL,4.0,0.0,11.0,9.0,4.0,42.0
2026-04-09,BR,-13.0,-13.0,13.0,1.0,-26.0,-333.0
2026-04-09,BR,4.0,0.0,5.0,8.0,4.0,42.0
2026-04-09,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-09,BR,4.0,0.0,6.0,11.0,4.0,42.0
2026-04-09,BL,-12.0,-12.0,14.0,2.0,-24.0,-308.0
2026-04-09,BL,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-04-09,BR,4.0,0.0,4.0,8.0,4.0,42.0
2026-04-09,BL,-13.0,-13.0,13.0,1.0,-26.0,-333.0
2026-04-09,BL,-15.0,-15.0,15.0,0.0,-30.0,-383.0
2026-04-09,BR,4.0,0.0,5.0,5.0,4.0,42.0
2026-04-09,BL,4.0,0.0,-0.0,8.0,4.0,42.0
2026-04-09,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-09,BR,4.0,-14.0,14.0,4.0,-10.0,-133.0
2026-04-09,BL,-9.0,-9.0,10.0,0.0,-18.0,-233.0
2026-04-09,BL,4.0,-10.0,10.0,4.0,-6.0,-83.0
2026-04-09,BL,-3.0,-3.0,7.0,2.0,-6.0,-83.0
2026-04-10,BL,-11.0,-11.0,11.0,2.0,-22.0,-283.0
2026-04-10,BL,4.0,0.0,4.0,5.0,4.0,42.0
2026-04-10,BL,4.0,0.0,2.0,7.0,4.0,42.0
2026-04-10,BR,4.0,0.0,1.0,12.0,4.0,42.0
2026-04-10,BL,4.0,20.0,2.0,30.0,24.0,292.0
2026-04-10,BR,4.0,-11.0,11.0,4.0,-7.0,-95.5
2026-04-10,BR,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-04-10,BR,4.0,0.0,7.0,12.0,4.0,42.0
2026-04-10,BL,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-10,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-10,BR,4.0,56.0,1.0,72.0,60.0,742.0
2026-04-10,BL,4.0,0.0,-0.0,10.0,4.0,42.0
2026-04-10,BR,4.0,0.0,-0.0,9.0,4.0,42.0
2026-04-10,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-10,BR,-10.0,-10.0,10.0,0.0,-20.0,-258.0
2026-04-10,BR,4.0,0.0,8.0,6.0,4.0,42.0
2026-04-10,BL,4.0,0.0,4.0,5.0,4.0,42.0
2026-04-10,BR,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-04-10,BR,-10.0,-10.0,10.0,0.0,-20.0,-258.0
2026-04-10,BL,-10.0,-10.0,11.0,1.0,-20.0,-258.0
2026-04-10,BL,-8.0,-8.0,8.0,1.0,-16.0,-208.0
2026-04-10,BL,4.0,0.0,3.0,9.0,4.0,42.0
2026-04-13,BR,4.0,9.0,6.0,28.0,13.0,154.5
2026-04-13,BL,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-13,BR,-11.0,-11.0,11.0,1.0,-22.0,-283.0
2026-04-13,BR,4.0,0.0,5.0,8.0,4.0,42.0
2026-04-13,BL,4.0,-8.0,8.0,4.0,-4.0,-58.0
2026-04-13,BL,4.0,2.0,4.0,21.0,6.0,67.0
2026-04-13,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-13,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-13,BR,-11.0,-11.0,11.0,2.0,-22.0,-283.0
2026-04-13,BR,4.0,7.0,3.0,21.0,11.0,129.5
2026-04-13,BL,4.0,-16.0,16.0,4.0,-12.0,-158.0
2026-04-13,BR,-15.0,-15.0,16.0,3.0,-30.0,-383.0
2026-04-13,BR,-17.0,-17.0,17.0,1.0,-34.0,-433.0
2026-04-13,BR,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-13,BL,4.0,0.0,3.0,5.0,4.0,42.0
2026-04-13,BL,4.0,33.0,6.0,47.0,37.0,454.5
2026-04-13,BL,4.0,35.0,4.0,53.0,39.0,479.5
2026-04-13,BR,-9.0,-9.0,9.0,3.0,-18.0,-233.0
2026-04-13,BR,-11.0,-11.0,11.0,0.0,-22.0,-283.0
2026-04-13,BL,4.0,7.0,4.0,16.0,11.0,129.5
2026-04-14,BR,4.0,0.0,3.0,15.0,4.0,42.0
2026-04-14,BR,-11.0,-11.0,11.0,3.0,-22.0,-283.0
2026-04-14,BR,4.0,0.0,4.0,9.0,4.0,42.0
2026-04-14,BL,4.0,0.0,7.0,5.0,4.0,42.0
2026-04-14,BR,4.0,0.0,9.0,6.0,4.0,42.0
2026-04-14,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-04-14,BR,-8.0,-8.0,8.0,2.0,-16.0,-208.0
2026-04-14,BR,-10.0,-10.0,10.0,1.0,-20.0,-258.0
2026-04-14,BR,4.0,0.0,2.0,7.0,4.0,42.0
2026-04-14,BR,-8.0,-8.0,8.0,0.0,-16.0,-208.0
2026-04-14,BR,-9.0,-9.0,9.0,3.0,-18.0,-233.0
2026-04-14,BR,4.0,12.0,1.0,26.0,16.0,192.0
2026-04-14,BL,4.0,12.0,1.0,28.0,16.0,192.0
2026-04-14,BR,4.0,-9.0,9.0,4.0,-5.0,-70.5
2026-04-14,BR,4.0,11.0,6.0,25.0,15.0,179.5
2026-04-14,BL,4.0,0.0,1.0,9.0,4.0,42.0
2026-04-14,BL,4.0,0.0,-0.0,6.0,4.0,42.0
2026-04-14,BR,4.0,6.0,6.0,16.0,10.0,117.0
2026-04-15,BR,-14.0,-14.0,14.0,0.0,-28.0,-358.0
2026-04-15,BR,4.0,0.0,3.0,10.0,4.0,42.0
2026-04-15,BR,4.0,0.0,5.0,7.0,4.0,42.0
2026-04-15,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-15,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-15,BL,4.0,0.0,2.0,11.0,4.0,42.0
2026-04-15,BR,4.0,0.0,4.0,5.0,4.0,42.0
2026-04-15,BL,4.0,25.0,1.0,37.0,29.0,354.5
2026-04-15,BR,4.0,8.0,3.0,20.0,12.0,142.0
2026-04-15,BL,4.0,0.0,3.0,5.0,4.0,42.0
2026-04-15,BR,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-15,BR,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-04-15,BR,4.0,6.0,5.0,17.0,10.0,117.0
2026-04-15,BR,4.0,13.0,4.0,28.0,17.0,204.5
2026-04-15,BR,4.0,0.0,-0.0,8.0,4.0,42.0
2026-04-15,BR,4.0,0.0,12.0,10.0,4.0,42.0
2026-04-15,BR,4.0,0.0,1.0,5.0,4.0,42.0
2026-04-15,BL,4.0,0.0,2.0,10.0,4.0,42.0
2026-04-15,BL,-10.0,-10.0,10.0,0.0,-20.0,-258.0
2026-04-16,BR,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-16,BL,4.0,0.0,1.0,26.0,4.0,42.0
2026-04-16,BR,-11.0,-11.0,11.0,0.0,-22.0,-283.0
2026-04-16,BR,-15.0,-15.0,15.0,2.0,-30.0,-383.0
2026-04-16,BR,4.0,0.0,6.0,10.0,4.0,42.0
2026-04-16,BL,4.0,0.0,-0.0,9.0,4.0,42.0
2026-04-16,BR,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-04-16,BR,4.0,0.0,3.0,7.0,4.0,42.0
2026-04-16,BL,4.0,26.0,9.0,43.0,30.0,367.0
2026-04-16,BR,4.0,0.0,-0.0,7.0,4.0,42.0
2026-04-16,BR,-12.0,-12.0,12.0,2.0,-24.0,-308.0
2026-04-16,BR,-8.0,-8.0,8.0,1.0,-16.0,-208.0
2026-04-16,BR,-9.0,-9.0,9.0,0.0,-18.0,-233.0
2026-04-16,BR,4.0,0.0,7.0,16.0,4.0,42.0
2026-04-16,BL,4.0,0.0,5.0,7.0,4.0,42.0
2026-04-16,BL,4.0,0.0,6.0,7.0,4.0,42.0
2026-04-16,BL,-14.0,-14.0,14.0,0.0,-28.0,-358.0
2026-04-16,BL,4.0,0.0,9.0,13.0,4.0,42.0
2026-04-16,BL,4.0,14.0,11.0,35.0,18.0,217.0
2026-04-16,BR,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-04-16,BL,4.0,34.0,1.0,53.0,38.0,467.0
2026-04-16,BL,4.0,9.0,7.0,21.0,13.0,154.5
2026-04-16,BR,4.0,0.0,-0.0,9.0,4.0,42.0
2026-04-16,BR,4.0,0.0,2.0,8.0,4.0,42.0
2026-04-17,BR,4.0,0.0,1.0,12.0,4.0,42.0
2026-04-17,BR,4.0,0.0,1.0,15.0,4.0,42.0
2026-04-17,BR,-12.0,-12.0,12.0,0.0,-24.0,-308.0
2026-04-17,BL,-16.0,-16.0,16.0,3.0,-32.0,-408.0
2026-04-17,BR,4.0,0.0,1.0,8.0,4.0,42.0
2026-04-17,BR,4.0,0.0,2.0,9.0,4.0,42.0
2026-04-17,BR,4.0,0.0,8.0,5.0,4.0,42.0
2026-04-17,BR,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-04-17,BL,4.0,0.0,6.0,6.0,4.0,42.0
2026-04-17,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-17,BR,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-04-17,BR,4.0,0.0,4.0,7.0,4.0,42.0
2026-04-17,BR,-14.0,-14.0,14.0,3.0,-28.0,-358.0
2026-04-17,BR,4.0,0.0,2.0,14.0,4.0,42.0
2026-04-17,BL,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-17,BL,4.0,33.0,11.0,50.0,37.0,454.5
2026-04-17,BR,4.0,0.0,-0.0,11.0,4.0,42.0
2026-04-17,BR,4.0,0.0,7.0,6.0,4.0,42.0
2026-04-17,BL,-12.0,-12.0,13.0,1.0,-24.0,-308.0
2026-04-17,BR,4.0,0.0,2.0,7.0,4.0,42.0
2026-04-17,BR,4.0,0.0,7.0,8.0,4.0,42.0
2026-04-17,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-04-17,BR,4.0,0.0,10.0,15.0,4.0,42.0
2026-04-17,BL,4.0,1.0,1.0,14.0,5.0,54.5
2026-04-17,BL,4.0,-18.0,18.0,4.0,-14.0,-183.0
2026-04-20,BR,4.0,17.0,3.0,36.0,21.0,254.5
2026-04-20,BR,-13.0,-13.0,13.0,2.0,-26.0,-333.0
2026-04-20,BL,-15.0,-15.0,15.0,0.0,-30.0,-383.0
2026-04-20,BR,4.0,56.0,3.0,78.0,60.0,742.0
2026-04-20,BL,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-20,BL,4.0,7.0,2.0,31.0,11.0,129.5
2026-04-20,BR,4.0,0.0,-0.0,6.0,4.0,42.0
2026-04-20,BR,4.0,-10.0,10.0,4.0,-6.0,-83.0
2026-04-20,BR,4.0,0.0,3.0,7.0,4.0,42.0
2026-04-20,BR,4.0,0.0,12.0,5.0,4.0,42.0
2026-04-20,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-04-20,BL,-10.0,-10.0,10.0,2.0,-20.0,-258.0
2026-04-20,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-04-20,BR,-9.0,-9.0,9.0,0.0,-18.0,-233.0
2026-04-20,BL,-10.0,-10.0,10.0,1.0,-20.0,-258.0
2026-04-20,BL,4.0,0.0,4.0,7.0,4.0,42.0
2026-04-20,BL,4.0,-11.0,11.0,4.0,-7.0,-95.5
2026-04-20,BL,4.0,0.0,3.0,12.0,4.0,42.0
2026-04-20,BR,1.0,1.0,2.0,1.0,2.0,17.0
2026-04-21,BL,4.0,0.0,3.0,8.0,4.0,42.0
2026-04-21,BL,4.0,0.0,3.0,8.0,4.0,42.0
2026-04-21,BR,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-04-21,BR,-21.0,-21.0,21.0,1.0,-42.0,-533.0
2026-04-21,BR,4.0,0.0,2.0,6.0,4.0,42.0
2026-04-21,BL,4.0,0.0,4.0,5.0,4.0,42.0
2026-04-21,BL,4.0,-16.0,16.0,4.0,-12.0,-158.0
2026-04-21,BL,4.0,0.0,1.0,10.0,4.0,42.0
2026-04-21,BL,4.0,0.0,2.0,16.0,4.0,42.0
2026-04-21,BR,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-04-21,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-21,BR,4.0,6.0,5.0,22.0,10.0,117.0
2026-04-21,BR,4.0,0.0,7.0,5.0,4.0,42.0
2026-04-21,BR,4.0,15.0,-0.0,28.0,19.0,229.5
2026-04-21,BL,4.0,0.0,1.0,8.0,4.0,42.0
2026-04-21,BL,-13.0,-13.0,13.0,0.0,-26.0,-333.0
2026-04-21,BR,4.0,0.0,2.0,8.0,4.0,42.0
2026-04-21,BR,-16.0,-16.0,16.0,3.0,-32.0,-408.0
2026-04-21,BR,4.0,0.0,1.0,8.0,4.0,42.0
2026-04-21,BR,4.0,29.0,-0.0,44.0,33.0,404.5
2026-04-21,BL,4.0,0.0,3.0,5.0,4.0,42.0
2026-04-21,BL,4.0,0.0,-0.0,14.0,4.0,42.0
2026-04-21,BR,4.0,0.0,13.0,5.0,4.0,42.0
2026-04-21,BL,4.0,7.0,7.0,21.0,11.0,129.5
2026-04-21,BL,4.0,0.0,-0.0,9.0,4.0,42.0
2026-04-21,BL,-18.0,-18.0,18.0,2.0,-36.0,-458.0
2026-04-21,BL,4.0,17.0,8.0,36.0,21.0,254.5
2026-04-21,BR,-7.0,-7.0,7.0,1.0,-14.0,-183.0
2026-04-21,BL,4.0,0.0,13.0,23.0,4.0,42.0
2026-04-21,BR,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-22,BL,4.0,0.0,2.0,9.0,4.0,42.0
2026-04-22,BL,-12.0,-12.0,12.0,2.0,-24.0,-308.0
2026-04-22,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-04-22,BR,4.0,0.0,1.0,6.0,4.0,42.0
2026-04-22,BL,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-22,BL,4.0,12.0,2.0,32.0,16.0,192.0
2026-04-22,BL,4.0,13.0,10.0,28.0,17.0,204.5
2026-04-22,BL,4.0,5.0,2.0,25.0,9.0,104.5
2026-04-22,BL,-13.0,-13.0,13.0,1.0,-26.0,-333.0
2026-04-22,BR,4.0,0.0,7.0,11.0,4.0,42.0
2026-04-22,BR,4.0,0.0,1.0,11.0,4.0,42.0
2026-04-22,BL,4.0,0.0,-0.0,13.0,4.0,42.0
2026-04-22,BR,4.0,0.0,15.0,5.0,4.0,42.0
2026-04-22,BR,-9.0,-9.0,9.0,1.0,-18.0,-233.0
2026-04-22,BR,4.0,12.0,7.0,28.0,16.0,192.0
2026-04-22,BR,-12.0,-12.0,12.0,1.0,-24.0,-308.0
2026-04-22,BR,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-04-22,BR,4.0,0.0,3.0,5.0,4.0,42.0
2026-04-22,BR,4.0,0.0,7.0,7.0,4.0,42.0
2026-04-23,BR,4.0,-11.0,11.0,4.0,-7.0,-95.5
2026-04-23,BR,-8.0,-8.0,8.0,3.0,-16.0,-208.0
2026-04-23,BR,4.0,0.0,4.0,11.0,4.0,42.0
2026-04-23,BL,4.0,0.0,6.0,7.0,4.0,42.0
2026-04-23,BR,4.0,-8.0,8.0,4.0,-4.0,-58.0
2026-04-23,BR,4.0,0.0,5.0,5.0,4.0,42.0
2026-04-23,BR,4.0,38.0,2.0,56.0,42.0,517.0
2026-04-23,BL,4.0,0.0,1.0,19.0,4.0,42.0
2026-04-23,BL,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-23,BL,4.0,0.0,5.0,5.0,4.0,42.0
2026-04-23,BL,4.0,0.0,5.0,8.0,4.0,42.0
2026-04-23,BL,4.0,0.0,12.0,5.0,4.0,42.0
2026-04-23,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-04-23,BL,4.0,0.0,-0.0,7.0,4.0,42.0
2026-04-23,BL,4.0,35.0,3.0,63.0,39.0,479.5
2026-04-23,BL,4.0,0.0,1.0,13.0,4.0,42.0
2026-04-23,BL,4.0,0.0,1.0,7.0,4.0,42.0
2026-04-23,BR,4.0,0.0,1.0,14.0,4.0,42.0
2026-04-23,BR,4.0,0.0,2.0,5.0,4.0,42.0
2026-04-23,BR,-14.0,-14.0,14.0,3.0,-28.0,-358.0
2026-04-23,BR,-8.0,-8.0,8.0,0.0,-16.0,-208.0
2026-04-23,BL,4.0,0.0,10.0,9.0,4.0,42.0
2026-04-23,BL,4.0,0.0,10.0,15.0,4.0,42.0
2026-04-23,BR,4.0,32.0,6.0,53.0,36.0,442.0
2026-04-23,BL,-7.0,-7.0,7.0,0.0,-14.0,-183.0
2026-04-23,BL,4.0,0.0,1.0,8.0,4.0,42.0
2026-04-24,BL,4.0,11.0,9.0,23.0,15.0,179.5
2026-04-24,BL,-17.0,-17.0,17.0,0.0,-34.0,-433.0
2026-04-24,BL,-15.0,-15.0,16.0,1.0,-30.0,-383.0
2026-04-24,BL,4.0,0.0,5.0,12.0,4.0,42.0
2026-04-24,BR,4.0,0.0,-0.0,10.0,4.0,42.0
2026-04-24,BR,4.0,0.0,-0.0,14.0,4.0,42.0
2026-04-24,BR,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-24,BR,4.0,0.0,1.0,12.0,4.0,42.0
2026-04-24,BR,-11.0,-11.0,11.0,2.0,-22.0,-283.0
2026-04-24,BL,4.0,0.0,6.0,5.0,4.0,42.0
2026-04-24,BL,4.0,0.0,2.0,9.0,4.0,42.0
2026-04-24,BR,4.0,0.0,4.0,6.0,4.0,42.0
2026-04-24,BR,-14.0,-14.0,14.0,3.0,-28.0,-358.0
2026-04-24,BL,4.0,-10.0,10.0,4.0,-6.0,-83.0
2026-04-24,BL,4.0,0.0,2.0,7.0,4.0,42.0
2026-04-24,BR,4.0,0.0,-0.0,8.0,4.0,42.0
2026-04-24,BR,4.0,0.0,3.0,6.0,4.0,42.0
2026-04-24,BL,4.0,0.0,2.0,9.0,4.0,42.0
2026-04-24,BR,4.0,0.0,6.0,5.0,4.0,42.0
2026-04-24,BL,4.0,0.0,-0.0,5.0,4.0,42.0
2026-04-24,BR,4.0,0.0,-0.0,8.0,4.0,42.0
2026-04-27,BR,4.0,0.0,-0.0,5.0,4.0,42.0
2026-04-27,BL,4.0,0.0,2.0,10.0,4.0,42.0
2026-04-27,BL,-11.0,-11.0,11.0,1.0,-22.0,-283.0
2026-04-27,BL,-14.0,-14.0,14.0,0.0,-28.0,-358.0
2026-04-27,BL,4.0,0.0,2.0,6.0,4.0,42.0
2026-04-27,BL,-11.0,-11.0,11.0,1.0,-22.0,-283.0
2026-04-27,BL,-9.0,-9.0,9.0,2.0,-18.0,-233.0
2026-04-27,BL,4.0,-15.0,15.0,4.0,-11.0,-145.5
2026-04-27,BL,4.0,9.0,8.0,28.0,13.0,154.5
2026-04-27,BR,4.0,0.0,3.0,11.0,4.0,42.0
2026-04-27,BR,4.0,0.0,2.0,9.0,4.0,42.0
2026-04-27,BR,4.0,1.0,6.0,15.0,5.0,54.5
2026-04-27,BR,-10.0,-10.0,10.0,0.0,-20.0,-258.0
2026-04-27,BR,4.0,0.0,9.0,5.0,4.0,42.0
2026-04-27,BR,4.0,6.0,2.0,12.0,10.0,117.0
2026-04-28,BR,4.0,-13.0,13.0,4.0,-9.0,-120.5
2026-04-28,BL,4.0,0.0,5.0,17.0,4.0,42.0
2026-04-28,BL,4.0,0.0,3.0,5.0,4.0,42.0
