date,open,high,low,close
2024-05-22,5319.28,5323.18,5286.01,5307.01
2024-05-23,5340.26,5341.88,5256.93,5267.84
2024-05-24,5281.45,5311.65,5278.39,5304.72
2024-05-28,5315.91,5315.91,5280.89,5306.04
2024-05-29,5278.73,5282.27,5262.7,5266.95
2024-05-30,5259.77,5260.21,5222.1,5235.48
2024-05-31,5243.21,5280.33,5191.68,5277.51
2024-06-03,5297.15,5302.11,5234.32,5283.4
2024-06-04,5278.24,5298.8,5257.63,5291.34
2024-06-05,5314.48,5354.16,5297.64,5354.03
2024-06-06,5357.8,5362.35,5335.36,5352.96
2024-06-07,5343.81,5375.08,5331.33,5346.99
2024-06-10,5341.22,5365.79,5331.52,5360.79
2024-06-11,5353.0,5375.95,5327.25,5375.32
2024-06-12,5409.13,5447.25,5409.13,5421.03
2024-06-13,5441.93,5441.93,5402.51,5433.74
2024-06-14,5424.08,5432.39,5403.75,5431.6
2024-06-17,5431.11,5488.5,5420.4,5473.23
2024-06-18,5476.15,5490.38,5471.32,5487.03
2024-06-20,5499.99,5505.53,5455.56,5473.17
2024-06-21,5466.77,5478.31,5452.03,5464.62
2024-06-24,5459.58,5490.66,5447.59,5447.87
2024-06-25,5460.73,5472.88,5446.56,5469.3
2024-06-26,5460.71,5483.14,5451.87,5477.9
2024-06-27,5473.59,5490.81,5467.54,5482.87
2024-06-28,5488.48,5523.64,5451.12,5460.48
2024-07-01,5471.08,5479.55,5446.53,5475.09
2024-07-02,5461.84,5509.69,5458.43,5509.01
2024-07-03,5507.44,5539.27,5507.42,5537.02
2024-07-05,5537.91,5570.33,5531.63,5567.19
2024-07-08,5572.75,5583.11,5562.51,5572.85
2024-07-09,5584.24,5590.75,5574.57,5576.98
2024-07-10,5591.26,5635.39,5586.44,5633.91
2024-07-11,5635.21,5642.45,5576.53,5584.54
2024-07-12,5590.76,5655.56,5590.44,5615.35
2024-07-15,5638.16,5666.94,5614.75,5631.22
2024-07-16,5644.09,5669.67,5639.02,5667.2
2024-07-17,5610.07,5622.49,5584.81,5588.27
2024-07-18,5608.56,5614.05,5522.81,5544.59
2024-07-19,5543.37,5557.5,5497.04,5505.0
2024-07-22,5544.54,5570.36,5529.04,5564.41
2024-07-23,5565.3,5585.34,5550.9,5555.74
2024-07-24,5505.84,5508.04,5419.98,5427.13
2024-07-25,5428.7,5491.59,5390.95,5399.22
2024-07-26,5433.67,5488.32,5430.7,5459.1
2024-07-29,5476.55,5487.74,5444.44,5463.54
2024-07-30,5478.73,5489.46,5401.7,5436.44
2024-07-31,5505.59,5551.51,5493.75,5522.3
2024-08-01,5537.84,5566.16,5410.42,5446.68
2024-08-02,5376.63,5383.89,5302.03,5346.56
2024-08-05,5151.14,5250.89,5119.26,5186.33
2024-08-06,5206.42,5312.34,5193.56,5240.03
2024-08-07,5293.13,5330.64,5195.54,5199.5
2024-08-08,5252.57,5328.03,5233.85,5319.31
2024-08-09,5314.66,5358.67,5300.84,5344.16
2024-08-12,5351.88,5371.2,5324.37,5344.39
2024-08-13,5376.98,5436.5,5376.98,5434.43
2024-08-14,5442.36,5463.22,5415.91,5455.21
2024-08-15,5501.13,5546.23,5501.13,5543.22
2024-08-16,5530.5,5561.98,5525.17,5554.25
2024-08-19,5557.23,5608.3,5550.74,5608.25
2024-08-20,5602.88,5620.51,5585.5,5597.12
2024-08-21,5603.09,5632.68,5591.57,5620.85
2024-08-22,5637.77,5643.22,5560.95,5570.64
2024-08-23,5602.49,5641.82,5585.16,5634.61
2024-08-26,5639.66,5651.62,5602.34,5616.84
2024-08-27,5602.89,5631.18,5593.48,5625.8
2024-08-28,5624.51,5627.03,5560.95,5592.18
2024-08-29,5607.3,5646.95,5583.71,5591.96
2024-08-30,5612.74,5651.37,5581.79,5648.4
2024-09-03,5623.89,5623.89,5504.33,5528.93
2024-09-04,5506.68,5552.99,5503.66,5520.07
2024-09-05,5520.08,5546.3,5480.54,5503.41
2024-09-06,5507.33,5522.47,5402.62,5408.42
2024-09-09,5442.07,5484.2,5434.49,5471.05
2024-09-10,5490.51,5497.91,5441.72,5495.52
2024-09-11,5496.42,5560.41,5406.96,5554.13
2024-09-12,5557.48,5600.71,5535.5,5595.76
2024-09-13,5603.34,5636.27,5601.65,5626.02
2024-09-16,5615.21,5636.05,5604.53,5633.09
2024-09-17,5655.51,5670.81,5614.05,5634.58
2024-09-18,5641.68,5689.75,5615.08,5618.26
2024-09-19,5702.63,5733.57,5686.42,5713.64
2024-09-20,5709.64,5715.14,5674.49,5702.55
2024-09-23,5711.9,5725.36,5704.22,5718.57
2024-09-24,5727.66,5735.32,5698.99,5732.93
2024-09-25,5733.65,5741.03,5712.06,5722.26
2024-09-26,5762.22,5767.37,5721.01,5745.37
2024-09-27,5755.36,5763.78,5727.34,5738.17
2024-09-30,5726.52,5765.14,5703.53,5762.48
2024-10-01,5757.73,5757.73,5681.28,5708.75
2024-10-02,5698.14,5719.63,5674.0,5709.54
2024-10-03,5698.19,5718.78,5677.37,5699.94
2024-10-04,5737.48,5753.21,5702.83,5751.07
2024-10-07,5737.8,5739.34,5686.85,5695.94
2024-10-08,5719.14,5757.6,5714.56,5751.13
2024-10-09,5751.8,5796.8,5745.02,5792.04
2024-10-10,5778.36,5795.03,5764.76,5780.05
2024-10-11,5775.09,5822.13,5775.09,5815.03
2024-10-14,5829.81,5871.41,5829.57,5859.85
2024-10-15,5866.74,5870.36,5804.48,5815.26
2024-10-16,5816.58,5846.52,5808.34,5842.47
2024-10-17,5875.62,5878.46,5840.25,5841.47
2024-10-18,5859.43,5872.17,5846.11,5864.67
2024-10-21,5857.82,5866.92,5824.79,5853.98
2024-10-22,5832.7,5863.04,5821.17,5851.2
2024-10-23,5834.5,5834.85,5762.41,5797.42
2024-10-24,5817.8,5817.8,5784.92,5809.86
2024-10-25,5826.75,5862.82,5799.98,5808.12
2024-10-28,5833.93,5842.92,5823.08,5823.52
2024-10-29,5819.68,5847.19,5802.17,5832.92
2024-10-30,5832.65,5850.94,5811.28,5813.67
2024-10-31,5775.34,5775.34,5702.86,5705.45
2024-11-01,5723.22,5772.52,5723.22,5728.8
2024-11-04,5725.15,5741.43,5696.51,5712.69
2024-11-05,5722.43,5783.44,5722.1,5782.76
2024-11-06,5864.89,5936.14,5864.89,5929.04
2024-11-07,5947.21,5983.84,5947.21,5973.1
2024-11-08,5976.76,6012.45,5976.76,5995.54
2024-11-11,6008.86,6017.31,5986.69,6001.35
2024-11-12,6003.6,6009.92,5960.08,5983.99
2024-11-13,5985.75,6008.19,5965.91,5985.38
2024-11-14,5989.68,5993.88,5942.28,5949.17
2024-11-15,5912.79,5915.32,5853.01,5870.62
2024-11-18,5874.17,5908.12,5865.95,5893.62
2024-11-19,5870.05,5923.51,5855.29,5916.98
2024-11-20,5914.34,5920.67,5860.56,5917.11
2024-11-21,5940.58,5963.32,5887.26,5948.71
2024-11-22,5944.36,5972.9,5944.36,5969.34
2024-11-25,5992.28,6020.75,5963.91,5987.37
2024-11-26,6000.03,6025.42,5992.27,6021.63
2024-11-27,6014.11,6020.16,5984.87,5998.74
2024-11-29,6003.98,6044.17,6003.98,6032.38
2024-12-02,6040.11,6053.58,6035.33,6047.15
2024-12-03,6042.97,6052.07,6033.39,6049.88
2024-12-04,6069.39,6089.84,6061.06,6086.49
2024-12-05,6089.03,6094.55,6072.9,6075.11
2024-12-06,6081.38,6099.97,6079.98,6090.27
2024-12-09,6083.01,6088.51,6048.63,6052.85
2024-12-10,6057.59,6065.4,6029.89,6034.91
2024-12-11,6060.15,6092.59,6060.15,6084.19
2024-12-12,6074.29,6079.68,6051.25,6051.25
2024-12-13,6068.17,6078.58,6035.77,6051.09
2024-12-16,6063.79,6085.19,6059.14,6074.08
2024-12-17,6052.55,6057.68,6035.19,6050.61
2024-12-18,6047.65,6070.67,5867.79,5872.16
2024-12-19,5912.71,5935.52,5866.07,5867.08
2024-12-20,5842.0,5982.06,5832.3,5930.85
2024-12-23,5940.25,5978.25,5902.57,5974.07
2024-12-24,5984.63,6040.1,5981.44,6040.04
2024-12-26,6024.97,6049.75,6007.37,6037.59
2024-12-27,6006.17,6006.17,5932.95,5970.84
2024-12-30,5920.67,5940.79,5869.16,5906.94
2024-12-31,5919.74,5929.74,5868.86,5881.63
2025-01-02,5903.26,5935.09,5829.53,5868.55
2025-01-03,5891.07,5949.34,5888.66,5942.47
2025-01-06,5982.81,6021.04,5960.01,5975.38
2025-01-07,5993.26,6000.68,5890.68,5909.03
2025-01-08,5910.66,5927.89,5874.78,5918.25
2025-01-10,5890.35,5890.35,5807.78,5827.04
2025-01-13,5782.02,5838.61,5773.31,5836.22
2025-01-14,5859.27,5871.92,5805.42,5842.91
2025-01-15,5905.21,5960.61,5905.21,5949.91
2025-01-16,5963.61,5964.69,5930.72,5937.34
2025-01-17,5995.4,6014.96,5978.44,5996.66
2025-01-21,6014.12,6051.51,6006.88,6049.24
2025-01-22,6081.39,6100.81,6076.13,6086.37
2025-01-23,6076.32,6118.73,6074.67,6118.71
2025-01-24,6121.43,6128.18,6088.74,6101.24
2025-01-27,5969.04,6017.17,5962.92,6012.28
2025-01-28,6026.97,6074.54,5994.63,6067.7
2025-01-29,6057.7,6062.83,6012.96,6039.31
2025-01-30,6050.75,6086.64,6027.46,6071.17
2025-01-31,6096.79,6120.91,6030.93,6040.53
2025-02-03,5969.65,6022.13,5923.93,5994.57
2025-02-04,5998.14,6042.48,5990.87,6037.88
2025-02-05,6020.45,6062.86,6007.06,6061.48
2025-02-06,6072.22,6084.03,6046.83,6083.57
2025-02-07,6083.13,6101.28,6019.96,6025.99
2025-02-10,6046.4,6073.38,6044.84,6066.44
2025-02-11,6049.32,6076.28,6042.34,6068.5
2025-02-12,6025.08,6063.0,6003.0,6051.97
2025-02-13,6060.59,6116.91,6050.95,6115.07
2025-02-14,6115.52,6127.47,6107.62,6114.63
2025-02-18,6121.6,6129.63,6099.51,6129.58
2025-02-19,6117.76,6147.43,6111.15,6144.15
2025-02-20,6134.5,6134.5,6084.59,6117.52
2025-02-21,6114.1,6114.82,6008.56,6013.13
2025-02-24,6026.69,6043.65,5977.83,5983.25
2025-02-25,5982.73,5992.65,5908.49,5955.25
2025-02-26,5970.87,6009.82,5932.69,5956.06
2025-02-27,5981.88,5993.69,5858.78,5861.57
2025-02-28,5856.74,5959.4,5837.66,5954.5
2025-03-03,5968.33,5986.09,5810.91,5849.72
2025-03-04,5811.98,5865.08,5732.59,5778.15
2025-03-05,5781.36,5860.59,5742.35,5842.63
2025-03-06,5785.87,5812.08,5711.64,5738.52
2025-03-07,5726.01,5783.01,5666.29,5770.2
2025-03-10,5705.37,5705.37,5564.02,5614.56
2025-03-11,5603.65,5636.3,5528.41,5572.07
2025-03-12,5624.84,5642.19,5546.09,5599.3
2025-03-13,5594.45,5597.78,5504.65,5521.52
2025-03-14,5563.85,5645.27,5563.85,5638.94
2025-03-17,5635.6,5703.52,5631.12,5675.12
2025-03-18,5654.53,5654.53,5597.76,5614.66
2025-03-19,5632.37,5715.33,5622.2,5675.29
2025-03-20,5646.92,5711.15,5632.33,5662.89
2025-03-21,5630.73,5670.84,5603.1,5667.56
2025-03-24,5718.08,5775.14,5718.08,5767.57
2025-03-25,5775.96,5786.95,5760.42,5776.65
2025-03-26,5771.66,5783.62,5694.41,5712.2
2025-03-27,5695.64,5732.28,5670.94,5693.31
2025-03-28,5679.2,5685.89,5572.42,5580.94
2025-03-31,5527.91,5627.56,5488.73,5611.85
2025-04-01,5597.53,5650.57,5558.52,5633.07
2025-04-02,5580.76,5695.31,5571.48,5670.97
2025-04-03,5492.74,5499.53,5390.83,5396.52
2025-04-04,5292.14,5292.14,5069.9,5074.08
2025-04-07,4953.79,5246.57,4835.04,5062.25
2025-04-08,5193.57,5267.47,4910.42,4982.77
2025-04-09,4965.28,5481.34,4948.43,5456.9
2025-04-10,5353.15,5353.15,5115.27,5268.05
2025-04-11,5255.56,5381.46,5220.77,5363.36
2025-04-14,5441.96,5459.46,5358.02,5405.97
2025-04-15,5411.99,5450.41,5386.44,5396.63
2025-04-16,5335.75,5367.24,5220.79,5275.7
2025-04-17,5305.45,5328.31,5255.58,5282.7
2025-04-21,5232.94,5232.94,5101.63,5158.2
2025-04-22,5207.67,5309.61,5207.67,5287.76
2025-04-23,5395.92,5469.69,5356.17,5375.86
2025-04-24,5381.38,5489.4,5371.96,5484.77
2025-04-25,5489.73,5528.11,5455.86,5525.21
2025-04-28,5529.22,5553.66,5468.64,5528.75
2025-04-29,5508.87,5571.95,5505.7,5560.83
2025-04-30,5499.44,5581.84,5433.24,5569.06
2025-05-01,5625.14,5658.91,5597.35,5604.14
2025-05-02,5645.88,5700.7,5642.28,5686.67
2025-05-05,5655.32,5683.38,5634.48,5650.38
2025-05-06,5605.87,5649.58,5586.04,5606.91
2025-05-07,5614.18,5654.73,5578.64,5631.28
2025-05-08,5663.6,5720.1,5635.38,5663.94
2025-05-09,5679.65,5691.69,5644.15,5659.91
2025-05-12,5807.2,5845.37,5786.08,5844.19
2025-05-13,5854.15,5906.64,5845.02,5886.55
2025-05-14,5896.74,5906.55,5872.11,5892.58
2025-05-15,5869.82,5924.21,5865.16,5916.93
2025-05-16,5929.09,5958.62,5907.36,5958.38
2025-05-19,5902.88,5968.61,5895.69,5963.6
2025-05-20,5944.66,5953.06,5909.26,5940.46
2025-05-21,5910.18,5938.37,5830.91,5844.61
2025-05-22,5841.26,5878.08,5825.82,5842.01
2025-05-23,5781.89,5829.51,5767.41,5802.82
2025-05-27,5854.07,5924.33,5854.07,5921.54
2025-05-28,5925.54,5939.92,5881.88,5888.55
2025-05-29,5939.96,5943.13,5873.8,5912.17
2025-05-30,5903.67,5922.14,5843.66,5911.69
2025-06-02,5896.68,5937.4,5861.43,5935.94
2025-06-03,5938.56,5981.35,5929.0,5970.37
2025-06-04,5978.94,5990.48,5966.11,5970.81
2025-06-05,5985.67,5999.7,5921.2,5939.3
2025-06-06,5987.06,6016.87,5978.63,6000.36
2025-06-09,6004.63,6021.31,5994.18,6005.88
2025-06-10,6009.91,6043.01,6000.28,6038.81
2025-06-11,6049.38,6059.4,6002.32,6022.24
2025-06-12,6009.9,6045.43,6003.88,6045.26
2025-06-13,6000.56,6026.16,5963.21,5976.97
2025-06-16,6004.0,6050.83,6004.0,6033.11
2025-06-17,6012.15,6023.25,5974.8,5982.72
2025-06-18,5987.93,6018.25,5971.89,5980.87
2025-06-20,5999.67,6018.2,5952.56,5967.84
2025-06-23,5969.67,6028.77,5943.23,6025.17
2025-06-24,6061.21,6101.76,6059.25,6092.18
2025-06-25,6104.23,6108.51,6080.09,6092.16
2025-06-26,6112.09,6146.52,6107.27,6141.02
2025-06-27,6150.7,6187.68,6132.35,6173.07
2025-06-30,6193.36,6215.08,6174.97,6204.95
2025-07-01,6187.25,6210.78,6177.97,6198.01
2025-07-02,6193.88,6227.6,6188.29,6227.42
2025-07-03,6246.46,6284.65,6246.46,6279.35
2025-07-07,6259.04,6262.07,6201.0,6229.98
2025-07-08,6234.03,6242.7,6217.75,6225.52
2025-07-09,6243.33,6269.16,6231.43,6263.26
2025-07-10,6266.8,6290.22,6251.44,6280.46
2025-07-11,6255.68,6269.44,6237.6,6259.75
2025-07-14,6255.15,6273.31,6239.22,6268.56
2025-07-15,6295.29,6302.04,6241.68,6243.76
2025-07-16,6254.5,6268.12,6201.59,6263.7
2025-07-17,6263.4,6304.69,6262.27,6297.36
2025-07-18,6312.95,6315.61,6285.27,6296.79
2025-07-21,6304.74,6336.08,6303.79,6305.6
2025-07-22,6306.6,6316.12,6281.71,6309.62
2025-07-23,6326.9,6360.64,6317.49,6358.91
2025-07-24,6368.6,6381.31,6360.57,6363.35
2025-07-25,6370.01,6395.82,6368.53,6388.64
2025-07-28,6397.69,6401.07,6375.79,6389.77
2025-07-29,6405.62,6409.26,6363.92,6370.86
2025-07-30,6381.23,6396.54,6336.38,6362.9
2025-07-31,6427.02,6427.02,6327.64,6339.39
2025-08-01,6287.28,6287.28,6212.69,6238.01
2025-08-04,6271.71,6330.69,6271.71,6329.94
2025-08-05,6336.63,6346.0,6289.37,6299.19
2025-08-06,6309.3,6352.83,6301.11,6345.06
2025-08-07,6374.32,6389.71,6310.32,6340.0
2025-08-08,6355.22,6395.16,6355.22,6389.45
2025-08-11,6389.67,6407.25,6364.06,6373.45
2025-08-12,6395.17,6446.55,6385.76,6445.76
2025-08-13,6462.67,6480.28,6445.02,6466.58
2025-08-14,6453.46,6473.92,6441.07,6468.54
2025-08-15,6477.38,6481.34,6441.85,6449.8
2025-08-18,6445.02,6455.35,6437.7,6449.15
2025-08-19,6446.24,6456.48,6400.22,6411.37
2025-08-20,6406.62,6408.4,6343.86,6395.78
2025-08-21,6380.83,6393.65,6352.71,6370.17
2025-08-22,6384.59,6478.89,6384.59,6466.91
2025-08-25,6457.67,6466.89,6438.06,6439.32
2025-08-26,6435.49,6468.37,6429.21,6465.94
2025-08-27,6462.26,6487.06,6457.84,6481.4
2025-08-28,6483.84,6508.23,6466.96,6501.86
2025-08-29,6489.28,6491.76,6444.57,6460.26
2025-09-02,6401.51,6416.54,6360.58,6415.54
2025-09-03,6445.82,6453.67,6416.17,6448.26
2025-09-04,6456.6,6502.54,6445.98,6502.08
2025-09-05,6529.08,6532.65,6443.98,6481.5
2025-09-08,6498.09,6508.67,6483.29,6495.15
2025-09-09,6503.33,6518.23,6483.08,6512.61
2025-09-10,6550.29,6555.97,6516.34,6532.04
2025-09-11,6554.41,6592.89,6545.8,6587.47
2025-09-12,6590.66,6600.21,6579.49,6584.29
2025-09-15,6603.49,6619.62,6602.07,6615.28
2025-09-16,6624.13,6626.99,6600.11,6606.76
2025-09-17,6604.87,6624.39,6551.15,6600.35
2025-09-18,6626.85,6656.8,6611.89,6631.96
2025-09-19,6647.11,6671.82,6630.31,6664.36
2025-09-22,6654.28,6698.88,6648.07,6693.75
2025-09-23,6692.44,6699.52,6645.58,6656.92
2025-09-24,6669.79,6672.66,6621.76,6637.97
2025-09-25,6608.19,6619.0,6569.22,6604.72
2025-09-26,6615.38,6648.97,6604.43,6643.7
2025-09-29,6661.58,6677.31,6644.49,6661.21
2025-09-30,6656.19,6691.25,6641.0,6688.46
2025-10-01,6664.92,6718.48,6656.2,6711.2
2025-10-02,6731.31,6731.94,6693.23,6715.35
2025-10-03,6722.14,6750.87,6705.67,6715.79
2025-10-06,6733.86,6749.52,6717.78,6740.28
2025-10-07,6746.14,6754.49,6699.96,6714.59
2025-10-08,6723.87,6755.64,6718.09,6753.72
2025-10-09,6760.5,6764.58,6716.17,6735.11
2025-10-10,6740.49,6762.4,6550.78,6552.51
2025-10-13,6622.53,6668.68,6620.71,6654.72
2025-10-14,6602.49,6680.7,6555.07,6644.31
2025-10-15,6688.27,6724.12,6612.11,6671.06
2025-10-16,6689.02,6709.34,6593.99,6629.07
2025-10-17,6613.27,6678.88,6603.76,6664.01
2025-10-20,6690.05,6744.35,6690.05,6735.13
2025-10-21,6736.75,6752.16,6722.03,6735.35
2025-10-22,6741.34,6741.75,6655.69,6699.4
2025-10-23,6703.65,6749.53,6700.14,6738.44
2025-10-24,6772.07,6807.11,6772.07,6791.69
2025-10-27,6845.46,6877.28,6843.94,6875.16
2025-10-28,6897.74,6911.3,6870.73,6890.89
2025-10-29,6910.95,6920.34,6851.91,6890.59
2025-10-30,6860.5,6880.75,6820.69,6822.34
2025-10-31,6879.17,6879.17,6814.26,6840.2
2025-11-03,6882.32,6882.32,6820.62,6851.97
2025-11-04,6788.52,6820.21,6766.71,6771.55
2025-11-05,6769.77,6829.78,6763.11,6796.29
2025-11-06,6787.59,6796.68,6707.51,6720.32
2025-11-07,6696.18,6730.11,6631.44,6728.8
2025-11-10,6785.36,6841.32,6770.56,6832.43
2025-11-11,6815.64,6855.13,6806.87,6846.61
2025-11-12,6867.77,6869.91,6829.62,6850.92
2025-11-13,6826.47,6828.05,6724.72,6737.49
2025-11-14,6672.14,6774.31,6646.87,6734.11
2025-11-17,6713.61,6754.5,6638.9,6672.41
2025-11-18,6641.19,6666.63,6574.32,6617.32
2025-11-19,6625.84,6689.75,6603.5,6642.16
2025-11-20,6737.93,6770.35,6534.05,6538.76
2025-11-21,6555.77,6660.05,6521.92,6602.99
2025-11-24,6636.54,6715.75,6630.7,6705.12
2025-11-25,6697.03,6776.4,6659.98,6765.88
2025-11-26,6793.55,6831.44,6783.87,6812.61
2025-11-28,6822.52,6850.86,6819.75,6849.09
2025-12-01,6812.3,6843.65,6799.94,6812.63
2025-12-02,6830.96,6851.55,6806.71,6829.37
2025-12-03,6815.29,6862.42,6810.43,6849.72
2025-12-04,6866.47,6866.47,6827.12,6857.12
2025-12-05,6866.32,6895.78,6858.29,6870.4
2025-12-08,6875.2,6878.27,6827.19,6846.51
2025-12-09,6840.61,6864.92,6837.43,6840.51
2025-12-10,6833.49,6900.67,6824.69,6886.68
2025-12-11,6861.3,6903.46,6833.45,6901.0
2025-12-12,6886.85,6899.85,6801.79,6827.41
2025-12-15,6860.19,6861.59,6801.49,6816.51
2025-12-16,6800.12,6819.27,6759.74,6800.26
2025-12-17,6802.88,6812.26,6720.43,6721.43
2025-12-18,6778.06,6816.13,6758.5,6774.76
2025-12-19,6792.62,6840.02,6792.62,6834.5
2025-12-22,6865.21,6882.03,6855.74,6878.49
2025-12-23,6872.41,6910.88,6868.81,6909.79
2025-12-24,6904.91,6937.32,6904.91,6932.05
2025-12-26,6936.02,6945.77,6921.6,6929.94
2025-12-29,6903.6,6920.21,6888.76,6905.74
2025-12-30,6900.44,6913.25,6893.47,6896.24
2025-12-31,6898.82,6901.42,6844.55,6845.5
2026-01-02,6878.11,6894.87,6824.31,6858.47
2026-01-05,6892.19,6920.38,6891.56,6902.05
2026-01-06,6908.03,6948.69,6904.02,6944.82
2026-01-07,6945.07,6965.69,6919.19,6920.93
2026-01-08,6914.11,6931.28,6899.33,6921.46
2026-01-09,6927.83,6978.36,6917.64,6966.28
2026-01-12,6944.12,6986.33,6934.07,6977.27
2026-01-13,6977.41,6985.83,6938.77,6963.74
2026-01-14,6937.41,6941.3,6885.74,6926.6
2026-01-15,6969.46,6979.34,6937.93,6944.47
2026-01-16,6960.54,6967.3,6925.09,6940.01
2026-01-20,6865.24,6871.17,6789.05,6796.86
2026-01-21,6810.71,6910.39,6804.96,6875.62
2026-01-22,6914.44,6934.75,6893.62,6913.35
2026-01-23,6907.85,6932.96,6895.5,6915.61
2026-01-26,6923.23,6964.66,6921.6,6950.23
2026-01-27,6965.96,6988.82,6958.83,6978.6
2026-01-28,7002.0,7002.28,6963.46,6978.03
2026-01-29,6977.74,6992.84,6870.8,6969.01
2026-01-30,6947.27,6964.09,6893.48,6939.03
2026-02-02,6916.64,6991.92,6914.34,6976.44
2026-02-03,6985.45,6993.08,6862.05,6917.81
2026-02-04,6924.5,6936.09,6838.8,6882.72
2026-02-05,6837.39,6857.85,6780.13,6798.4
2026-02-06,6816.74,6944.89,6816.74,6932.3
2026-02-09,6917.26,6980.1,6905.87,6964.82
2026-02-10,6974.49,6986.83,6937.53,6941.81
2026-02-11,6976.48,6993.48,6911.97,6941.47
2026-02-12,6957.54,6973.22,6824.04,6832.76
2026-02-13,6834.27,6881.96,6794.55,6836.17
2026-02-17,6819.86,6866.99,6775.5,6843.22
2026-02-18,6855.48,6909.12,6849.66,6881.31
2026-02-19,6861.34,6879.12,6833.06,6861.89
2026-02-20,6843.26,6915.86,6836.33,6909.51
2026-02-23,6901.25,6916.96,6819.82,6837.75
2026-02-24,6837.37,6899.17,6815.43,6890.07
2026-02-25,6915.15,6952.51,6915.15,6946.13
2026-02-26,6944.74,6947.25,6859.73,6908.86
2026-02-27,6856.54,6882.96,6831.74,6878.88
2026-03-02,6824.36,6901.01,6796.85,6881.62
2026-03-03,6800.26,6840.05,6710.42,6816.63
2026-03-04,6831.69,6885.94,6811.64,6869.5
2026-03-05,6851.08,6870.43,6770.78,6830.71
2026-03-06,6769.03,6773.42,6711.56,6740.02
2026-03-09,6699.8,6810.44,6636.04,6795.99
2026-03-10,6796.56,6845.08,6759.74,6781.48
2026-03-11,6790.09,6811.15,6745.59,6775.8
2026-03-12,6740.88,6740.88,6670.4,6672.62
2026-03-13,6673.49,6733.3,6623.92,6632.19
2026-03-16,6674.37,6729.79,6674.37,6699.38
2026-03-17,6722.35,6754.3,6710.8,6716.09
2026-03-18,6697.16,6705.18,6621.66,6624.7
2026-03-19,6583.12,6636.74,6557.82,6606.49
2026-03-20,6594.66,6594.66,6473.52,6506.48
2026-03-23,6574.96,6651.62,6565.55,6581.0
2026-03-24,6552.09,6595.75,6525.11,6556.37
2026-03-25,6598.35,6633.94,6568.41,6591.9
2026-03-26,6555.86,6573.22,6473.79,6477.16
2026-03-27,6453.89,6453.89,6356.08,6368.85
2026-03-30,6403.37,6427.31,6316.91,6343.72
2026-03-31,6395.88,6539.05,6395.88,6528.52
2026-04-01,6556.56,6609.67,6554.29,6575.32
2026-04-02,6512.61,6601.91,6474.94,6582.69
2026-04-06,6587.66,6618.13,6579.72,6611.83
2026-04-07,6601.93,6618.26,6534.55,6616.85
2026-04-08,6754.36,6793.5,6740.28,6782.81
2026-04-09,6783.69,6835.31,6761.55,6824.66
2026-04-10,6839.24,6845.77,6808.46,6816.89
2026-04-13,6806.47,6887.0,6790.02,6886.24
2026-04-14,6910.2,6969.42,6905.17,6967.38
2026-04-15,6978.17,7026.24,6967.13,7022.95
2026-04-16,7037.78,7051.23,7008.52,7041.28
2026-04-17,7074.55,7147.52,7074.55,7126.06
2026-04-20,7117.05,7122.65,7084.41,7109.14
2026-04-21,7122.64,7137.27,7050.2,7064.01
2026-04-22,7102.91,7138.64,7102.91,7137.9
2026-04-23,7118.8,7147.78,7046.55,7108.4
2026-04-24,7136.48,7168.59,7112.82,7165.08
2026-04-27,7152.72,7178.74,7146.72,7173.91
2026-04-28,7133.74,7152.52,7115.17,7138.8
2026-04-29,7131.61,7145.63,7107.86,7135.95
2026-04-30,7161.75,7219.83,7126.15,7209.01
2026-05-01,7234.54,7272.52,7229.32,7230.12
2026-05-04,7228.38,7244.54,7174.12,7200.75
2026-05-05,7233.62,7273.26,7233.62,7259.22
2026-05-06,7294.14,7369.22,7294.14,7365.12
2026-05-07,7376.78,7385.02,7321.25,7337.11
2026-05-08,7362.97,7401.5,7362.97,7398.93
2026-05-11,7385.31,7428.97,7384.2,7412.84
2026-05-12,7390.63,7409.57,7338.54,7400.96
2026-05-13,7409.12,7460.04,7375.13,7444.25
2026-05-14,7454.4,7517.12,7454.4,7501.24
2026-05-15,7445.11,7454.85,7397.5,7408.5
2026-05-18,7415.07,7434.06,7353.17,7403.05
2026-05-19,7375.75,7395.32,7333.68,7353.61
2026-05-20,7369.19,7435.69,7357.46,7432.97
2026-05-21,7410.78,7465.96,7389.48,7445.72
2026-05-22,7468.82,7506.32,7463.29,7473.47
2026-05-26,7511.79,7539.09,7501.1,7519.12
2026-05-27,7526.01,7530.72,7499.72,7520.36
2026-05-28,7519.82,7568.72,7508.04,7563.63
2026-05-29,7579.33,7599.38,7563.55,7580.06
2026-06-01,7582.29,7617.66,7562.61,7599.96
2026-06-02,7595.4,7620.9,7582.99,7609.78
2026-06-03,7605.31,7605.35,7551.22,7553.68
2026-06-04,7516.54,7598.19,7516.54,7584.31
2026-06-05,7537.36,7541.81,7368.63,7383.74
2026-06-08,7440.57,7466.81,7395.13,7405.73
2026-06-09,7438.66,7483.15,7237.85,7386.65
2026-06-10,7350.54,7396.56,7265.93,7266.99
2026-06-11,7287.67,7412.68,7257.33,7394.3
2026-06-12,7410.85,7456.4,7363.01,7431.46
2026-06-15,7516.75,7577.92,7516.75,7554.29
2026-06-16,7548.78,7564.96,7508.68,7511.35
