date,policy,strat,event,center,em,short_k,long_k,credit,entry_et,exit_kind,exit_val,pnl,note
2022-05-26,nowait,openic_c,,3998.35,71.1,4070.0,4095.0,1.1,09:33:00,time,3.75,-271.52,
2022-05-26,nowait,openfly_p,,3998.35,71.1,4000.0,3975.0,9.6,09:33:00,settle,0.0,956.74,
2022-05-26,nowait,openfly_c,,3998.35,71.1,4000.0,4025.0,10.0,09:33:00,stop,14.8,-486.52,
2022-05-26,calwait,openic_p,,3998.35,71.1,3925.0,3900.0,1.6,09:33:00,settle,0.0,156.74,
2022-05-26,calwait,openic_c,,3998.35,71.1,4070.0,4095.0,1.1,09:33:00,time,3.75,-271.52,
2022-05-26,calwait,openfly_p,,3998.35,71.1,4000.0,3975.0,9.6,09:33:00,settle,0.0,956.74,
2022-05-26,calwait,openfly_c,,3998.35,71.1,4000.0,4025.0,10.0,09:33:00,stop,14.8,-486.52,
2022-05-27,eod,eodic_p,,4057.84,70.3,3990.0,3965.0,0.4,09:31:00,settle,0.0,36.74,
2022-05-27,eod,eodic_c,,4057.84,70.3,4130.0,4155.0,2.25,09:31:00,stop,7.15,-496.52,
2022-05-27,eod,eodfly_p,,4057.84,70.3,4060.0,4035.0,3.7,09:31:00,settle,0.0,366.74,
2022-05-27,eod,eodfly_c,,4057.84,70.3,4060.0,4085.0,16.3,09:31:00,stop,20.6,-436.52,
2022-05-27,nowait,openic_p,,4093.65,70.3,4025.0,4000.0,1.0,09:33:00,settle,0.0,96.74,
2022-05-27,nowait,openic_c,,4093.65,70.3,4165.0,4190.0,0.3,09:33:00,time,0.2,3.48,
2022-05-27,nowait,openfly_p,,4093.65,70.3,4095.0,4070.0,8.9,09:33:00,settle,0.0,886.74,
2022-05-27,nowait,openfly_c,,4093.65,70.3,4095.0,4120.0,10.0,09:33:00,stop,12.0,-206.52,
2022-05-27,calwait,openic_p,,4093.65,70.3,4025.0,4000.0,1.0,09:33:00,settle,0.0,96.74,
2022-05-27,calwait,openic_c,,4093.65,70.3,4165.0,4190.0,0.3,09:33:00,time,0.2,3.48,
2022-05-27,calwait,openfly_p,,4093.65,70.3,4095.0,4070.0,8.9,09:33:00,settle,0.0,886.74,
2022-05-27,calwait,openfly_c,,4093.65,70.3,4095.0,4120.0,10.0,09:33:00,stop,12.0,-206.52,
2022-05-31,eod,eodic_p,,4158.24,67.4,4090.0,4065.0,3.5,09:31:00,settle,0.0,346.74,
2022-05-31,eod,eodic_c,,4158.24,67.4,4225.0,4250.0,1.05,09:31:00,settle,0.0,101.74,
2022-05-31,eod,eodfly_p,,4158.24,67.4,4160.0,4135.0,12.8,09:31:00,stop,19.8,-706.52,
2022-05-31,eod,eodfly_c,,4158.24,67.4,4160.0,4185.0,7.0,09:31:00,stop,11.4,-446.52,
2022-05-31,nowait,openic_p,,4128.65,67.4,4060.0,4035.0,2.2,09:33:00,settle,0.0,216.74,
2022-05-31,nowait,openic_c,,4128.65,67.4,4195.0,4220.0,2.2,09:33:00,settle,0.0,216.74,
2022-05-31,nowait,openfly_p,,4128.65,67.4,4130.0,4105.0,9.8,09:33:00,stop,14.7,-496.52,
2022-05-31,nowait,openfly_c,,4128.65,67.4,4130.0,4155.0,10.0,09:33:00,stop,10.6,-66.52,
2022-05-31,calwait,openic_p,,4128.65,67.4,4060.0,4035.0,2.2,09:33:00,settle,0.0,216.74,
2022-05-31,calwait,openic_c,,4128.65,67.4,4195.0,4220.0,2.2,09:33:00,settle,0.0,216.74,
2022-05-31,calwait,openfly_p,,4128.65,67.4,4130.0,4105.0,9.8,09:33:00,stop,14.7,-496.52,
2022-05-31,calwait,openfly_c,,4128.65,67.4,4130.0,4155.0,10.0,09:33:00,stop,10.6,-66.52,
2022-06-01,eod,eodic_p,,4132.15,68.2,4065.0,4040.0,0.4,09:31:00,settle,0.0,36.74,
2022-06-01,eod,eodic_c,,4132.15,68.2,4200.0,4225.0,3.6,09:31:00,settle,0.0,356.74,
2022-06-01,eod,eodfly_p,,4132.15,68.2,4130.0,4105.0,4.4,09:31:00,stop,13.5,-916.52,
2022-06-01,eod,eodfly_c,,4132.15,68.2,4130.0,4155.0,15.7,09:31:00,stop,15.0,63.48,
2022-06-01,nowait,openic_p,,4160.8,68.2,4095.0,4070.0,1.4,09:33:00,stop,10.6,-926.52,
2022-06-01,nowait,openic_c,,4160.8,68.2,4230.0,4255.0,1.0,09:33:00,settle,0.0,96.74,
2022-06-01,nowait,openfly_p,,4160.8,68.2,4160.0,4135.0,9.4,09:33:00,stop,12.9,-356.52,
2022-06-01,nowait,openfly_c,,4160.8,68.2,4160.0,4185.0,9.9,09:33:00,settle,0.0,986.74,
2022-06-01,calwait,openic_p,,4160.8,68.2,4095.0,4070.0,1.4,09:33:00,stop,10.6,-926.52,
2022-06-01,calwait,openic_c,,4160.8,68.2,4230.0,4255.0,1.0,09:33:00,settle,0.0,96.74,
2022-06-01,calwait,openfly_p,,4160.8,68.2,4160.0,4135.0,9.4,09:33:00,stop,12.9,-356.52,
2022-06-01,calwait,openfly_c,,4160.8,68.2,4160.0,4185.0,9.9,09:33:00,settle,0.0,986.74,
2022-06-02,eod,eodic_p,,4101.23,66.4,4035.0,4010.0,,09:31:00,SKIP,,,no entry quote
2022-06-02,eod,eodic_c,,4101.23,66.4,4170.0,4195.0,,09:31:00,SKIP,,,no entry quote
2022-06-02,eod,eodfly_p,,4101.23,66.4,4100.0,4075.0,10.5,09:31:00,settle,0.0,1046.74,
2022-06-02,eod,eodfly_c,,4101.23,66.4,4100.0,4125.0,8.8,09:31:00,stop,25.7,-1696.52,
2022-06-02,nowait,openic_p,,4154.5,66.4,4090.0,4065.0,21.9,09:33:00,settle,0.0,2186.74,
2022-06-02,nowait,openic_c,,4154.5,66.4,4220.0,4245.0,,09:33:00,SKIP,,,no entry quote
2022-06-02,nowait,openfly_p,,4154.5,66.4,4155.0,4130.0,-49.2,09:33:00,SKIP,,,gate: broken
2022-06-02,nowait,openfly_c,,4154.5,66.4,4155.0,4180.0,-0.55,09:33:00,SKIP,,,gate: broken
2022-06-02,calwait,openic_p,,4154.5,66.4,4090.0,4065.0,21.9,09:33:00,settle,0.0,2186.74,
2022-06-02,calwait,openic_c,,4154.5,66.4,4220.0,4245.0,,09:33:00,SKIP,,,no entry quote
2022-06-02,calwait,openfly_p,,4154.5,66.4,4155.0,4130.0,-49.2,09:33:00,SKIP,,,gate: broken
2022-06-02,calwait,openfly_c,,4154.5,66.4,4155.0,4180.0,-0.55,09:33:00,SKIP,,,gate: broken
2022-06-03,eod,eodic_p,NFP,4176.82,65.0,4110.0,4085.0,6.7,09:31:00,stop,12.0,-536.52,
2022-06-03,eod,eodic_c,NFP,4176.82,65.0,4240.0,4265.0,0.25,09:31:00,settle,0.0,21.74,
2022-06-03,eod,eodfly_p,NFP,4176.82,65.0,4175.0,4150.0,17.6,09:31:00,stop,19.0,-146.52,
2022-06-03,eod,eodfly_c,NFP,4176.82,65.0,4175.0,4200.0,2.9,09:31:00,settle,0.0,286.74,
2022-06-03,nowait,openic_p,NFP,4137.7,65.0,4075.0,4050.0,2.1,09:33:00,time,0.25,178.48,
2022-06-03,nowait,openic_c,NFP,4137.7,65.0,4205.0,4230.0,1.65,09:33:00,settle,0.0,161.74,
2022-06-03,nowait,openfly_p,NFP,4137.7,65.0,4140.0,4115.0,9.6,09:33:00,stop,13.1,-356.52,
2022-06-03,nowait,openfly_c,NFP,4137.7,65.0,4140.0,4165.0,9.4,09:33:00,settle,0.0,936.74,
2022-06-03,calwait,openic_p,NFP,4139.25,65.0,4075.0,4050.0,1.2,10:08:00,time,0.25,88.48,
2022-06-03,calwait,openic_c,NFP,4139.25,65.0,4205.0,4230.0,1.1,10:08:00,settle,0.0,106.74,
2022-06-03,calwait,openfly_p,NFP,4139.25,65.0,4140.0,4115.0,9.3,10:08:00,stop,9.7,-46.52,
2022-06-03,calwait,openfly_c,NFP,4139.25,65.0,4140.0,4165.0,9.3,10:08:00,settle,0.0,926.74,
2022-06-06,eod,eodic_p,,4108.54,64.2,4045.0,4020.0,0.1,09:31:00,settle,0.0,6.74,
2022-06-06,eod,eodic_c,,4108.54,64.2,4175.0,4200.0,5.4,09:31:00,settle,0.0,536.74,
2022-06-06,eod,eodfly_p,,4108.54,64.2,4110.0,4085.0,2.15,09:31:00,time,1.1,98.48,
2022-06-06,eod,eodfly_c,,4108.54,64.2,4110.0,4135.0,18.6,09:31:00,stop,19.2,-66.52,
2022-06-06,nowait,openic_p,,4150.5,64.2,4085.0,4060.0,1.05,09:33:00,settle,0.0,101.74,
2022-06-06,nowait,openic_c,,4150.5,64.2,4215.0,4240.0,0.55,09:33:00,settle,0.0,51.74,
2022-06-06,nowait,openfly_p,,4150.5,64.2,4150.0,4125.0,8.5,09:33:00,stop,9.8,-136.52,
2022-06-06,nowait,openfly_c,,4150.5,64.2,4150.0,4175.0,9.9,09:33:00,stop,14.1,-426.52,
2022-06-06,calwait,openic_p,,4150.5,64.2,4085.0,4060.0,1.05,09:33:00,settle,0.0,101.74,
2022-06-06,calwait,openic_c,,4150.5,64.2,4215.0,4240.0,0.55,09:33:00,settle,0.0,51.74,
2022-06-06,calwait,openfly_p,,4150.5,64.2,4150.0,4125.0,8.5,09:33:00,stop,9.8,-136.52,
2022-06-06,calwait,openfly_c,,4150.5,64.2,4150.0,4175.0,9.9,09:33:00,stop,14.1,-426.52,
2022-06-07,eod,eodic_p,,4121.43,65.1,4055.0,4030.0,4.4,09:31:00,settle,0.0,436.74,
2022-06-07,eod,eodic_c,,4121.43,65.1,4185.0,4210.0,0.1,09:31:00,settle,0.0,6.74,
2022-06-07,eod,eodfly_p,,4121.43,65.1,4120.0,4095.0,15.7,09:31:00,stop,14.4,123.48,
2022-06-07,eod,eodfly_c,,4121.43,65.1,4120.0,4145.0,4.0,09:31:00,stop,15.6,-1166.52,
2022-06-07,nowait,openic_p,,4089.8,65.1,4025.0,4000.0,1.45,09:33:00,settle,0.0,141.74,
2022-06-07,nowait,openic_c,,4089.8,65.1,4155.0,4180.0,0.95,09:33:00,stop,6.0,-511.52,
2022-06-07,nowait,openfly_p,,4089.8,65.1,4090.0,4065.0,8.3,09:33:00,settle,0.0,826.74,
2022-06-07,nowait,openfly_c,,4089.8,65.1,4090.0,4115.0,9.6,09:33:00,stop,12.2,-266.52,
2022-06-07,calwait,openic_p,,4089.8,65.1,4025.0,4000.0,1.45,09:33:00,settle,0.0,141.74,
2022-06-07,calwait,openic_c,,4089.8,65.1,4155.0,4180.0,0.95,09:33:00,stop,6.0,-511.52,
2022-06-07,calwait,openfly_p,,4089.8,65.1,4090.0,4065.0,8.3,09:33:00,settle,0.0,826.74,
2022-06-07,calwait,openfly_c,,4089.8,65.1,4090.0,4115.0,9.6,09:33:00,stop,12.2,-266.52,
2022-06-08,eod,eodic_p,,4160.68,63.0,4100.0,4075.0,3.2,09:31:00,time,0.15,298.48,
2022-06-08,eod,eodic_c,,4160.68,63.0,4225.0,4250.0,0.15,09:31:00,settle,0.0,11.74,
2022-06-08,eod,eodfly_p,,4160.68,63.0,4160.0,4135.0,14.2,09:31:00,stop,14.8,-66.52,
2022-06-08,eod,eodfly_c,,4160.68,63.0,4160.0,4185.0,5.1,09:31:00,settle,0.0,506.74,
2022-06-08,nowait,openic_p,,4130.9,63.0,4070.0,4045.0,1.3,09:33:00,settle,0.0,126.74,
2022-06-08,nowait,openic_c,,4130.9,63.0,4195.0,4220.0,1.05,09:33:00,settle,0.0,101.74,
2022-06-08,nowait,openfly_p,,4130.9,63.0,4130.0,4105.0,8.9,09:33:00,stop,9.8,-96.52,
2022-06-08,nowait,openfly_c,,4130.9,63.0,4130.0,4155.0,9.7,09:33:00,stop,12.7,-306.52,
2022-06-08,calwait,openic_p,,4130.9,63.0,4070.0,4045.0,1.3,09:33:00,settle,0.0,126.74,
2022-06-08,calwait,openic_c,,4130.9,63.0,4195.0,4220.0,1.05,09:33:00,settle,0.0,101.74,
2022-06-08,calwait,openfly_p,,4130.9,63.0,4130.0,4105.0,8.9,09:33:00,stop,9.8,-96.52,
2022-06-08,calwait,openfly_c,,4130.9,63.0,4130.0,4155.0,9.7,09:33:00,stop,12.7,-306.52,
2022-06-09,eod,eodic_p,,4115.77,62.1,4055.0,4030.0,2.85,09:31:00,stop,11.95,-916.52,
2022-06-09,eod,eodic_c,,4115.77,62.1,4180.0,4205.0,0.35,09:31:00,settle,0.0,31.74,
2022-06-09,eod,eodfly_p,,4115.77,62.1,4115.0,4090.0,12.3,09:31:00,stop,13.5,-126.52,
2022-06-09,eod,eodfly_c,,4115.77,62.1,4115.0,4140.0,6.8,09:31:00,settle,0.0,676.74,
2022-06-09,nowait,openic_p,,4092.85,62.1,4030.0,4005.0,1.45,09:33:00,time,1.9,-51.52,
2022-06-09,nowait,openic_c,,4092.85,62.1,4155.0,4180.0,1.25,09:33:00,settle,0.0,121.74,
2022-06-09,nowait,openfly_p,,4092.85,62.1,4095.0,4070.0,9.7,09:33:00,stop,10.0,-36.52,
2022-06-09,nowait,openfly_c,,4092.85,62.1,4095.0,4120.0,9.7,09:33:00,stop,14.5,-486.52,
2022-06-09,calwait,openic_p,,4092.85,62.1,4030.0,4005.0,1.45,09:33:00,time,1.9,-51.52,
2022-06-09,calwait,openic_c,,4092.85,62.1,4155.0,4180.0,1.25,09:33:00,settle,0.0,121.74,
2022-06-09,calwait,openfly_p,,4092.85,62.1,4095.0,4070.0,9.7,09:33:00,stop,10.0,-36.52,
2022-06-09,calwait,openfly_c,,4092.85,62.1,4095.0,4120.0,9.7,09:33:00,stop,14.5,-486.52,
2022-06-10,eod,eodic_p,CPI,4017.82,66.0,3950.0,3925.0,9.8,09:31:00,stop,13.1,-336.52,
2022-06-10,eod,eodic_c,CPI,4017.82,66.0,4085.0,4110.0,0.3,09:31:00,settle,0.0,26.74,
2022-06-10,eod,eodfly_p,CPI,4017.82,66.0,4020.0,3995.0,17.8,09:31:00,stop,23.5,-576.52,
2022-06-10,eod,eodfly_c,CPI,4017.82,66.0,4020.0,4045.0,2.3,09:31:00,settle,0.0,226.74,
2022-06-10,nowait,openic_p,CPI,3947.7,66.0,3880.0,3855.0,2.0,09:33:00,time,0.15,178.48,
2022-06-10,nowait,openic_c,CPI,3947.7,66.0,4015.0,4040.0,2.4,09:33:00,settle,0.0,236.74,
2022-06-10,nowait,openfly_p,CPI,3947.7,66.0,3950.0,3925.0,10.9,09:33:00,stop,13.1,-226.52,
2022-06-10,nowait,openfly_c,CPI,3947.7,66.0,3950.0,3975.0,9.7,09:33:00,time,0.75,888.48,
2022-06-10,calwait,openic_p,CPI,3917.45,66.0,3850.0,3825.0,1.4,10:08:00,settle,0.0,136.74,
2022-06-10,calwait,openic_c,CPI,3917.45,66.0,3985.0,4010.0,1.65,10:08:00,settle,0.0,161.74,
2022-06-10,calwait,openfly_p,CPI,3917.45,66.0,3915.0,3890.0,9.6,10:08:00,stop,12.0,-246.52,
2022-06-10,calwait,openfly_c,CPI,3917.45,66.0,3915.0,3940.0,10.2,10:08:00,stop,11.4,-126.52,
2022-06-13,eod,eodic_p,,3900.86,68.2,3835.0,3810.0,13.8,09:31:00,stop,15.8,-206.52,
2022-06-13,eod,eodic_c,,3900.86,68.2,3970.0,3995.0,0.05,09:31:00,SKIP,,,gate: thin_credit
2022-06-13,eod,eodfly_p,,3900.86,68.2,3900.0,3875.0,19.3,09:31:00,stop,24.1,-486.52,
2022-06-13,eod,eodfly_c,,3900.86,68.2,3900.0,3925.0,1.45,09:31:00,settle,0.0,141.74,
2022-06-13,nowait,openic_p,,3812.85,68.2,3745.0,3720.0,2.9,09:33:00,time,8.55,-571.52,
2022-06-13,nowait,openic_c,,3812.85,68.2,3880.0,3905.0,2.75,09:33:00,settle,0.0,271.74,
