date,policy,strat,event,center,em,short_k,long_k,credit,entry_et,exit_kind,exit_val,pnl,note
2023-08-03,calwait,openic_c,,4492.05,45.7,4540.0,4565.0,0.25,09:33:00,settle,0.0,21.74,
2023-08-03,calwait,openfly_p,,4492.05,45.7,4490.0,4465.0,7.15,09:33:00,settle,0.0,711.74,
2023-08-03,calwait,openfly_c,,4492.05,45.7,4490.0,4515.0,9.0,09:33:00,stop,8.95,-1.52,
2023-08-04,eod,eodic_p,NFP,4501.89,45.1,4455.0,4430.0,0.25,09:31:00,time,0.15,3.48,
2023-08-04,eod,eodic_c,NFP,4501.89,45.1,4545.0,4570.0,1.65,09:31:00,settle,0.0,161.74,
2023-08-04,eod,eodfly_p,NFP,4501.89,45.1,4500.0,4475.0,3.6,09:31:00,stop,7.85,-431.52,
2023-08-04,eod,eodfly_c,NFP,4501.89,45.1,4500.0,4525.0,14.2,09:31:00,stop,19.5,-536.52,
2023-08-04,nowait,openic_p,NFP,4522.5,45.1,4475.0,4450.0,0.55,09:33:00,time,2.75,-226.52,
2023-08-04,nowait,openic_c,NFP,4522.5,45.1,4570.0,4595.0,0.15,09:33:00,settle,0.0,11.74,
2023-08-04,nowait,openfly_p,NFP,4522.5,45.1,4520.0,4495.0,6.55,09:33:00,stop,12.3,-581.52,
2023-08-04,nowait,openfly_c,NFP,4522.5,45.1,4520.0,4545.0,9.25,09:33:00,stop,10.3,-111.52,
2023-08-04,calwait,openic_p,NFP,4502.7,45.1,4460.0,4435.0,0.75,10:08:00,time,0.25,43.48,
2023-08-04,calwait,openic_c,NFP,4502.7,45.1,4550.0,4575.0,0.2,10:08:00,settle,0.0,16.74,
2023-08-04,calwait,openfly_p,NFP,4502.7,45.1,4505.0,4480.0,8.3,10:08:00,stop,9.95,-171.52,
2023-08-04,calwait,openfly_c,NFP,4502.7,45.1,4505.0,4530.0,7.5,10:08:00,stop,12.25,-481.52,
2023-08-07,eod,eodic_p,,4478.03,48.2,4430.0,4405.0,0.0,09:31:00,SKIP,,,gate: broken
2023-08-07,eod,eodic_c,,4478.03,48.2,4525.0,4550.0,2.05,09:31:00,settle,0.0,201.74,
2023-08-07,eod,eodfly_p,,4478.03,48.2,4480.0,4455.0,1.9,09:31:00,settle,0.0,186.74,
2023-08-07,eod,eodfly_c,,4478.03,48.2,4480.0,4505.0,17.0,09:31:00,stop,18.2,-126.52,
2023-08-07,nowait,openic_p,,4503.95,48.2,4455.0,4430.0,0.35,09:33:00,settle,0.0,31.74,
2023-08-07,nowait,openic_c,,4503.95,48.2,4550.0,4575.0,0.05,09:33:00,SKIP,,,gate: thin_credit
2023-08-07,nowait,openfly_p,,4503.95,48.2,4505.0,4480.0,7.2,09:33:00,stop,11.0,-386.52,
2023-08-07,nowait,openfly_c,,4503.95,48.2,4505.0,4530.0,7.65,09:33:00,stop,7.25,33.48,
2023-08-07,calwait,openic_p,,4503.95,48.2,4455.0,4430.0,0.35,09:33:00,settle,0.0,31.74,
2023-08-07,calwait,openic_c,,4503.95,48.2,4550.0,4575.0,0.05,09:33:00,SKIP,,,gate: thin_credit
2023-08-07,calwait,openfly_p,,4503.95,48.2,4505.0,4480.0,7.2,09:33:00,stop,11.0,-386.52,
2023-08-07,calwait,openfly_c,,4503.95,48.2,4505.0,4530.0,7.65,09:33:00,stop,7.25,33.48,
2023-08-08,eod,eodic_p,,4518.44,44.9,4475.0,4450.0,3.4,09:31:00,stop,9.9,-656.52,
2023-08-08,eod,eodic_c,,4518.44,44.9,4565.0,4590.0,0.0,09:31:00,SKIP,,,gate: broken
2023-08-08,eod,eodfly_p,,4518.44,44.9,4520.0,4495.0,16.5,09:31:00,stop,19.9,-346.52,
2023-08-08,eod,eodfly_c,,4518.44,44.9,4520.0,4545.0,1.15,09:31:00,settle,0.0,111.74,
2023-08-08,nowait,openic_p,,4490.25,44.9,4445.0,4420.0,0.4,09:33:00,settle,0.0,36.74,
2023-08-08,nowait,openic_c,,4490.25,44.9,4535.0,4560.0,0.15,09:33:00,settle,0.0,11.74,
2023-08-08,nowait,openfly_p,,4490.25,44.9,4490.0,4465.0,7.4,09:33:00,stop,10.0,-266.52,
2023-08-08,nowait,openfly_c,,4490.25,44.9,4490.0,4515.0,8.55,09:33:00,stop,7.55,93.48,
2023-08-08,calwait,openic_p,,4490.25,44.9,4445.0,4420.0,0.4,09:33:00,settle,0.0,36.74,
2023-08-08,calwait,openic_c,,4490.25,44.9,4535.0,4560.0,0.15,09:33:00,settle,0.0,11.74,
2023-08-08,calwait,openfly_p,,4490.25,44.9,4490.0,4465.0,7.4,09:33:00,stop,10.0,-266.52,
2023-08-08,calwait,openfly_c,,4490.25,44.9,4490.0,4515.0,8.55,09:33:00,stop,7.55,93.48,
2023-08-09,eod,eodic_p,,4499.38,45.3,4455.0,4430.0,0.45,09:31:00,settle,0.0,41.74,
2023-08-09,eod,eodic_c,,4499.38,45.3,4545.0,4570.0,0.15,09:31:00,settle,0.0,11.74,
2023-08-09,eod,eodfly_p,,4499.38,45.3,4500.0,4475.0,7.3,09:31:00,stop,8.75,-151.52,
2023-08-09,eod,eodfly_c,,4499.38,45.3,4500.0,4525.0,7.45,09:31:00,settle,0.0,741.74,
2023-08-09,nowait,openic_p,,4497.9,45.3,4455.0,4430.0,0.45,09:33:00,settle,0.0,41.74,
2023-08-09,nowait,openic_c,,4497.9,45.3,4545.0,4570.0,0.1,09:33:00,settle,0.0,6.74,
2023-08-09,nowait,openfly_p,,4497.9,45.3,4500.0,4475.0,7.85,09:33:00,stop,8.75,-96.52,
2023-08-09,nowait,openfly_c,,4497.9,45.3,4500.0,4525.0,6.9,09:33:00,settle,0.0,686.74,
2023-08-09,calwait,openic_p,,4497.9,45.3,4455.0,4430.0,0.45,09:33:00,settle,0.0,41.74,
2023-08-09,calwait,openic_c,,4497.9,45.3,4545.0,4570.0,0.1,09:33:00,settle,0.0,6.74,
2023-08-09,calwait,openfly_p,,4497.9,45.3,4500.0,4475.0,7.85,09:33:00,stop,8.75,-96.52,
2023-08-09,calwait,openfly_c,,4497.9,45.3,4500.0,4525.0,6.9,09:33:00,settle,0.0,686.74,
2023-08-10,eod,eodic_p,CPI,4467.71,44.9,4425.0,4400.0,0.35,09:31:00,settle,0.0,31.74,
2023-08-10,eod,eodic_c,CPI,4467.71,44.9,4515.0,4540.0,3.25,09:31:00,stop,12.6,-941.52,
2023-08-10,eod,eodfly_p,CPI,4467.71,44.9,4470.0,4445.0,2.85,09:31:00,stop,7.6,-481.52,
2023-08-10,eod,eodfly_c,CPI,4467.71,44.9,4470.0,4495.0,16.5,09:31:00,stop,21.4,-496.52,
2023-08-10,nowait,openic_p,CPI,4498.6,44.9,4455.0,4430.0,1.15,09:33:00,time,1.45,-36.52,
2023-08-10,nowait,openic_c,CPI,4498.6,44.9,4545.0,4570.0,0.55,09:33:00,settle,0.0,51.74,
2023-08-10,nowait,openfly_p,CPI,4498.6,44.9,4500.0,4475.0,7.9,09:33:00,stop,9.8,-196.52,
2023-08-10,nowait,openfly_c,CPI,4498.6,44.9,4500.0,4525.0,8.15,09:33:00,stop,11.2,-311.52,
2023-08-10,calwait,openic_p,CPI,4522.5,44.9,4480.0,4455.0,0.85,10:08:00,stop,9.2,-841.52,
2023-08-10,calwait,openic_c,CPI,4522.5,44.9,4565.0,4590.0,0.35,10:08:00,settle,0.0,31.74,
2023-08-10,calwait,openfly_p,CPI,4522.5,44.9,4520.0,4495.0,6.25,10:08:00,stop,14.3,-811.52,
2023-08-10,calwait,openfly_c,CPI,4522.5,44.9,4520.0,4545.0,9.2,10:08:00,stop,9.75,-61.52,
2023-08-11,eod,eodic_p,,4468.83,44.6,4425.0,4400.0,3.55,09:31:00,settle,0.0,351.74,
2023-08-11,eod,eodic_c,,4468.83,44.6,4515.0,4540.0,0.05,09:31:00,SKIP,,,gate: thin_credit
2023-08-11,eod,eodfly_p,,4468.83,44.6,4470.0,4445.0,14.9,09:31:00,stop,14.9,-6.52,
2023-08-11,eod,eodfly_c,,4468.83,44.6,4470.0,4495.0,3.3,09:31:00,stop,9.0,-576.52,
2023-08-11,nowait,openic_p,,4445.95,44.6,4400.0,4375.0,1.1,09:33:00,settle,0.0,106.74,
2023-08-11,nowait,openic_c,,4445.95,44.6,4490.0,4515.0,0.75,09:33:00,settle,0.0,71.74,
2023-08-11,nowait,openfly_p,,4445.95,44.6,4445.0,4420.0,7.8,09:33:00,settle,0.0,776.74,
2023-08-11,nowait,openfly_c,,4445.95,44.6,4445.0,4470.0,9.3,09:33:00,stop,10.2,-96.52,
2023-08-11,calwait,openic_p,,4445.95,44.6,4400.0,4375.0,1.1,09:33:00,settle,0.0,106.74,
2023-08-11,calwait,openic_c,,4445.95,44.6,4490.0,4515.0,0.75,09:33:00,settle,0.0,71.74,
2023-08-11,calwait,openfly_p,,4445.95,44.6,4445.0,4420.0,7.8,09:33:00,settle,0.0,776.74,
2023-08-11,calwait,openfly_c,,4445.95,44.6,4445.0,4470.0,9.3,09:33:00,stop,10.2,-96.52,
2023-08-14,eod,eodic_p,,4464.05,41.7,4420.0,4395.0,1.3,09:31:00,settle,0.0,126.74,
2023-08-14,eod,eodic_c,,4464.05,41.7,4505.0,4530.0,0.25,09:31:00,settle,0.0,21.74,
2023-08-14,eod,eodfly_p,,4464.05,41.7,4465.0,4440.0,9.9,09:31:00,stop,8.8,103.48,
2023-08-14,eod,eodfly_c,,4464.05,41.7,4465.0,4490.0,6.0,09:31:00,stop,9.4,-346.52,
2023-08-14,nowait,openic_p,,4455.9,41.7,4415.0,4390.0,1.0,09:33:00,settle,0.0,96.74,
2023-08-14,nowait,openic_c,,4455.9,41.7,4500.0,4525.0,0.3,09:33:00,settle,0.0,26.74,
2023-08-14,nowait,openfly_p,,4455.9,41.7,4455.0,4430.0,7.1,09:33:00,settle,0.0,706.74,
2023-08-14,nowait,openfly_c,,4455.9,41.7,4455.0,4480.0,8.8,09:33:00,stop,11.3,-256.52,
2023-08-14,calwait,openic_p,,4455.9,41.7,4415.0,4390.0,1.0,09:33:00,settle,0.0,96.74,
2023-08-14,calwait,openic_c,,4455.9,41.7,4500.0,4525.0,0.3,09:33:00,settle,0.0,26.74,
2023-08-14,calwait,openfly_p,,4455.9,41.7,4455.0,4430.0,7.1,09:33:00,settle,0.0,706.74,
2023-08-14,calwait,openfly_c,,4455.9,41.7,4455.0,4480.0,8.8,09:33:00,stop,11.3,-256.52,
2023-08-15,eod,eodic_p,,4489.72,41.9,4450.0,4425.0,2.6,09:31:00,stop,9.5,-696.52,
2023-08-15,eod,eodic_c,,4489.72,41.9,4530.0,4555.0,0.05,09:31:00,SKIP,,,gate: thin_credit
2023-08-15,eod,eodfly_p,,4489.72,41.9,4490.0,4465.0,13.3,09:31:00,stop,15.2,-196.52,
2023-08-15,eod,eodfly_c,,4489.72,41.9,4490.0,4515.0,3.4,09:31:00,settle,0.0,336.74,
2023-08-15,nowait,openic_p,,4473.7,41.9,4430.0,4405.0,0.55,09:33:00,time,2.0,-151.52,
2023-08-15,nowait,openic_c,,4473.7,41.9,4515.0,4540.0,0.4,09:33:00,settle,0.0,36.74,
2023-08-15,nowait,openfly_p,,4473.7,41.9,4475.0,4450.0,7.95,09:33:00,stop,10.2,-231.52,
2023-08-15,nowait,openfly_c,,4473.7,41.9,4475.0,4500.0,7.5,09:33:00,settle,0.0,746.74,
2023-08-15,calwait,openic_p,,4473.7,41.9,4430.0,4405.0,0.55,09:33:00,time,2.0,-151.52,
2023-08-15,calwait,openic_c,,4473.7,41.9,4515.0,4540.0,0.4,09:33:00,settle,0.0,36.74,
2023-08-15,calwait,openfly_p,,4473.7,41.9,4475.0,4450.0,7.95,09:33:00,stop,10.2,-231.52,
2023-08-15,calwait,openfly_c,,4473.7,41.9,4475.0,4500.0,7.5,09:33:00,settle,0.0,746.74,
2023-08-16,eod,eodic_p,,4437.86,46.0,4390.0,4365.0,0.6,09:31:00,time,0.15,38.48,
2023-08-16,eod,eodic_c,,4437.86,46.0,4485.0,4510.0,0.25,09:31:00,settle,0.0,21.74,
2023-08-16,eod,eodfly_p,,4437.86,46.0,4440.0,4415.0,9.4,09:31:00,stop,8.15,118.48,
2023-08-16,eod,eodfly_c,,4437.86,46.0,4440.0,4465.0,6.65,09:31:00,stop,11.2,-461.52,
2023-08-16,nowait,openic_p,,4434.1,46.0,4390.0,4365.0,0.6,09:33:00,time,0.15,38.48,
2023-08-16,nowait,openic_c,,4434.1,46.0,4480.0,4505.0,0.35,09:33:00,settle,0.0,31.74,
2023-08-16,nowait,openfly_p,,4434.1,46.0,4435.0,4410.0,8.1,09:33:00,stop,9.8,-176.52,
2023-08-16,nowait,openfly_c,,4434.1,46.0,4435.0,4460.0,7.85,09:33:00,stop,12.3,-451.52,
2023-08-16,calwait,openic_p,,4434.1,46.0,4390.0,4365.0,0.6,09:33:00,time,0.15,38.48,
2023-08-16,calwait,openic_c,,4434.1,46.0,4480.0,4505.0,0.35,09:33:00,settle,0.0,31.74,
2023-08-16,calwait,openfly_p,,4434.1,46.0,4435.0,4410.0,8.1,09:33:00,stop,9.8,-176.52,
2023-08-16,calwait,openfly_c,,4434.1,46.0,4435.0,4460.0,7.85,09:33:00,stop,12.3,-451.52,
2023-08-17,eod,eodic_p,,4404.33,46.6,4360.0,4335.0,0.25,09:31:00,time,0.65,-46.52,
2023-08-17,eod,eodic_c,,4404.33,46.6,4450.0,4475.0,1.4,09:31:00,settle,0.0,136.74,
2023-08-17,eod,eodfly_p,,4404.33,46.6,4405.0,4380.0,3.5,09:31:00,stop,7.6,-416.52,
2023-08-17,eod,eodfly_c,,4404.33,46.6,4405.0,4430.0,13.9,09:31:00,stop,12.0,183.48,
2023-08-17,nowait,openic_p,,4419.95,46.6,4375.0,4350.0,0.7,09:33:00,stop,7.65,-701.52,
2023-08-17,nowait,openic_c,,4419.95,46.6,4465.0,4490.0,0.35,09:33:00,settle,0.0,31.74,
2023-08-17,nowait,openfly_p,,4419.95,46.6,4420.0,4395.0,7.4,09:33:00,stop,8.4,-106.52,
2023-08-17,nowait,openfly_c,,4419.95,46.6,4420.0,4445.0,8.25,09:33:00,settle,0.0,821.74,
2023-08-17,calwait,openic_p,,4419.95,46.6,4375.0,4350.0,0.7,09:33:00,stop,7.65,-701.52,
2023-08-17,calwait,openic_c,,4419.95,46.6,4465.0,4490.0,0.35,09:33:00,settle,0.0,31.74,
2023-08-17,calwait,openfly_p,,4419.95,46.6,4420.0,4395.0,7.4,09:33:00,stop,8.4,-106.52,
2023-08-17,calwait,openfly_c,,4419.95,46.6,4420.0,4445.0,8.25,09:33:00,settle,0.0,821.74,
2023-08-18,eod,eodic_p,,4370.36,49.3,4320.0,4295.0,2.9,09:31:00,settle,0.0,286.74,
2023-08-18,eod,eodic_c,,4370.36,49.3,4420.0,4445.0,0.05,09:31:00,SKIP,,,gate: thin_credit
2023-08-18,eod,eodfly_p,,4370.36,49.3,4370.0,4345.0,16.8,09:31:00,stop,14.1,263.48,
2023-08-18,eod,eodfly_c,,4370.36,49.3,4370.0,4395.0,2.75,09:31:00,stop,7.45,-476.52,
2023-08-18,nowait,openic_p,,4348.95,49.3,4300.0,4275.0,0.6,09:33:00,settle,0.0,56.74,
2023-08-18,nowait,openic_c,,4348.95,49.3,4400.0,4425.0,0.45,09:33:00,settle,0.0,41.74,
2023-08-18,nowait,openfly_p,,4348.95,49.3,4350.0,4325.0,8.5,09:33:00,settle,0.0,846.74,
2023-08-18,nowait,openfly_c,,4348.95,49.3,4350.0,4375.0,8.0,09:33:00,stop,8.9,-96.52,
2023-08-18,calwait,openic_p,,4348.95,49.3,4300.0,4275.0,0.6,09:33:00,settle,0.0,56.74,
2023-08-18,calwait,openic_c,,4348.95,49.3,4400.0,4425.0,0.45,09:33:00,settle,0.0,41.74,
2023-08-18,calwait,openfly_p,,4348.95,49.3,4350.0,4325.0,8.5,09:33:00,settle,0.0,846.74,
2023-08-18,calwait,openfly_c,,4348.95,49.3,4350.0,4375.0,8.0,09:33:00,stop,8.9,-96.52,
2023-08-21,eod,eodic_p,,4369.71,47.6,4320.0,4295.0,0.3,09:31:00,settle,0.0,26.74,
2023-08-21,eod,eodic_c,,4369.71,47.6,4415.0,4440.0,1.0,09:31:00,time,0.2,73.48,
2023-08-21,eod,eodfly_p,,4369.71,47.6,4370.0,4345.0,4.55,09:31:00,stop,8.0,-351.52,
2023-08-21,eod,eodfly_c,,4369.71,47.6,4370.0,4395.0,12.4,09:31:00,stop,16.2,-386.52,
2023-08-21,nowait,openic_p,,4383.75,47.6,4335.0,4310.0,0.5,09:33:00,settle,0.0,46.74,
2023-08-21,nowait,openic_c,,4383.75,47.6,4430.0,4455.0,0.2,09:33:00,settle,0.0,16.74,
2023-08-21,nowait,openfly_p,,4383.75,47.6,4385.0,4360.0,7.9,09:33:00,stop,10.9,-306.52,
2023-08-21,nowait,openfly_c,,4383.75,47.6,4385.0,4410.0,8.0,09:33:00,stop,9.45,-151.52,
2023-08-21,calwait,openic_p,,4383.75,47.6,4335.0,4310.0,0.5,09:33:00,settle,0.0,46.74,
2023-08-21,calwait,openic_c,,4383.75,47.6,4430.0,4455.0,0.2,09:33:00,settle,0.0,16.74,
2023-08-21,calwait,openfly_p,,4383.75,47.6,4385.0,4360.0,7.9,09:33:00,stop,10.9,-306.52,
2023-08-21,calwait,openfly_c,,4383.75,47.6,4385.0,4410.0,8.0,09:33:00,stop,9.45,-151.52,
2023-08-22,eod,eodic_p,,4399.77,47.5,4350.0,4325.0,0.1,09:31:00,settle,0.0,6.74,
2023-08-22,eod,eodic_c,,4399.77,47.5,4445.0,4470.0,1.05,09:31:00,settle,0.0,101.74,
2023-08-22,eod,eodfly_p,,4399.77,47.5,4400.0,4375.0,3.55,09:31:00,stop,8.7,-521.52,
2023-08-22,eod,eodfly_c,,4399.77,47.5,4400.0,4425.0,14.1,09:31:00,stop,11.6,243.48,
2023-08-22,nowait,openic_p,,4413.4,47.5,4365.0,4340.0,0.4,09:33:00,settle,0.0,36.74,
2023-08-22,nowait,openic_c,,4413.4,47.5,4460.0,4485.0,0.1,09:33:00,settle,0.0,6.74,
2023-08-22,nowait,openfly_p,,4413.4,47.5,4415.0,4390.0,7.7,09:33:00,stop,9.4,-176.52,
2023-08-22,nowait,openfly_c,,4413.4,47.5,4415.0,4440.0,7.75,09:33:00,settle,0.0,771.74,
2023-08-22,calwait,openic_p,,4413.4,47.5,4365.0,4340.0,0.4,09:33:00,settle,0.0,36.74,
2023-08-22,calwait,openic_c,,4413.4,47.5,4460.0,4485.0,0.1,09:33:00,settle,0.0,6.74,
2023-08-22,calwait,openfly_p,,4413.4,47.5,4415.0,4390.0,7.7,09:33:00,stop,9.4,-176.52,
2023-08-22,calwait,openfly_c,,4413.4,47.5,4415.0,4440.0,7.75,09:33:00,settle,0.0,771.74,
2023-08-23,eod,eodic_p,,4387.55,46.9,4340.0,4315.0,0.05,09:31:00,SKIP,,,gate: thin_credit
2023-08-23,eod,eodic_c,,4387.55,46.9,4435.0,4460.0,0.9,09:31:00,stop,7.1,-626.52,
2023-08-23,eod,eodfly_p,,4387.55,46.9,4390.0,4365.0,4.3,09:31:00,settle,0.0,426.74,
2023-08-23,eod,eodfly_c,,4387.55,46.9,4390.0,4415.0,12.8,09:31:00,stop,12.7,3.48,
2023-08-23,nowait,openic_p,,4401.25,46.9,4355.0,4330.0,0.5,09:33:00,settle,0.0,46.74,
2023-08-23,nowait,openic_c,,4401.25,46.9,4450.0,4475.0,0.1,09:33:00,settle,0.0,6.74,
2023-08-23,nowait,openfly_p,,4401.25,46.9,4400.0,4375.0,7.2,09:33:00,settle,0.0,716.74,
2023-08-23,nowait,openfly_c,,4401.25,46.9,4400.0,4425.0,8.9,09:33:00,stop,10.25,-141.52,
2023-08-23,calwait,openic_p,,4401.25,46.9,4355.0,4330.0,0.5,09:33:00,settle,0.0,46.74,
2023-08-23,calwait,openic_c,,4401.25,46.9,4450.0,4475.0,0.1,09:33:00,settle,0.0,6.74,
2023-08-23,calwait,openfly_p,,4401.25,46.9,4400.0,4375.0,7.2,09:33:00,settle,0.0,716.74,
2023-08-23,calwait,openfly_c,,4401.25,46.9,4400.0,4425.0,8.9,09:33:00,stop,10.25,-141.52,
2023-08-24,eod,eodic_p,,4436.01,44.7,4390.0,4365.0,0.2,09:31:00,stop,8.85,-871.52,
2023-08-24,eod,eodic_c,,4436.01,44.7,4480.0,4505.0,1.6,09:31:00,settle,0.0,156.74,
2023-08-24,eod,eodfly_p,,4436.01,44.7,4435.0,4410.0,3.1,09:31:00,stop,11.6,-856.52,
2023-08-24,eod,eodfly_c,,4436.01,44.7,4435.0,4460.0,15.0,09:31:00,stop,12.9,203.48,
2023-08-24,nowait,openic_p,,4449.3,44.7,4405.0,4380.0,0.8,09:33:00,stop,8.8,-806.52,
2023-08-24,nowait,openic_c,,4449.3,44.7,4495.0,4520.0,0.3,09:33:00,settle,0.0,26.74,
2023-08-24,nowait,openfly_p,,4449.3,44.7,4450.0,4425.0,7.8,09:33:00,stop,10.4,-266.52,
2023-08-24,nowait,openfly_c,,4449.3,44.7,4450.0,4475.0,8.45,09:33:00,stop,9.15,-76.52,
2023-08-24,calwait,openic_p,,4449.3,44.7,4405.0,4380.0,0.8,09:33:00,stop,8.8,-806.52,
2023-08-24,calwait,openic_c,,4449.3,44.7,4495.0,4520.0,0.3,09:33:00,settle,0.0,26.74,
2023-08-24,calwait,openfly_p,,4449.3,44.7,4450.0,4425.0,7.8,09:33:00,stop,10.4,-266.52,
2023-08-24,calwait,openfly_c,,4449.3,44.7,4450.0,4475.0,8.45,09:33:00,stop,9.15,-76.52,
2023-08-25,eod,eodic_p,,4376.31,47.4,4330.0,4305.0,0.7,09:31:00,settle,0.0,66.74,
2023-08-25,eod,eodic_c,,4376.31,47.4,4425.0,4450.0,3.75,09:31:00,time,0.35,333.48,
2023-08-25,eod,eodfly_p,,4376.31,47.4,4375.0,4350.0,4.85,09:31:00,stop,12.3,-751.52,
2023-08-25,eod,eodfly_c,,4376.31,47.4,4375.0,4400.0,14.6,09:31:00,stop,15.2,-66.52,
2023-08-25,nowait,openic_p,,4399.05,47.4,4350.0,4325.0,1.8,09:33:00,settle,0.0,176.74,
2023-08-25,nowait,openic_c,,4399.05,47.4,4445.0,4470.0,1.75,09:33:00,settle,0.0,171.74,
2023-08-25,nowait,openfly_p,,4399.05,47.4,4400.0,4375.0,9.2,09:33:00,stop,9.9,-76.52,
2023-08-25,nowait,openfly_c,,4399.05,47.4,4400.0,4425.0,9.3,09:33:00,stop,11.05,-181.52,
2023-08-25,calwait,openic_p,,4399.05,47.4,4350.0,4325.0,1.8,09:33:00,settle,0.0,176.74,
2023-08-25,calwait,openic_c,,4399.05,47.4,4445.0,4470.0,1.75,09:33:00,settle,0.0,171.74,
2023-08-25,calwait,openfly_p,,4399.05,47.4,4400.0,4375.0,9.2,09:33:00,stop,9.9,-76.52,
2023-08-25,calwait,openfly_c,,4399.05,47.4,4400.0,4425.0,9.3,09:33:00,stop,11.05,-181.52,
2023-08-28,eod,eodic_p,,4405.71,43.5,4360.0,4335.0,0.2,09:31:00,settle,0.0,16.74,
2023-08-28,eod,eodic_c,,4405.71,43.5,4450.0,4475.0,1.75,09:31:00,settle,0.0,171.74,
2023-08-28,eod,eodfly_p,,4405.71,43.5,4405.0,4380.0,2.45,09:31:00,settle,0.0,241.74,
2023-08-28,eod,eodfly_c,,4405.71,43.5,4405.0,4430.0,16.5,09:31:00,stop,18.9,-246.52,
2023-08-28,nowait,openic_p,,4430.65,43.5,4385.0,4360.0,0.6,09:33:00,settle,0.0,56.74,
2023-08-28,nowait,openic_c,,4430.65,43.5,4475.0,4500.0,0.2,09:33:00,settle,0.0,16.74,
2023-08-28,nowait,openfly_p,,4430.65,43.5,4430.0,4405.0,6.7,09:33:00,stop,8.35,-171.52,
2023-08-28,nowait,openfly_c,,4430.65,43.5,4430.0,4455.0,8.35,09:33:00,stop,11.1,-281.52,
2023-08-28,calwait,openic_p,,4430.65,43.5,4385.0,4360.0,0.6,09:33:00,settle,0.0,56.74,
2023-08-28,calwait,openic_c,,4430.65,43.5,4475.0,4500.0,0.2,09:33:00,settle,0.0,16.74,
2023-08-28,calwait,openfly_p,,4430.65,43.5,4430.0,4405.0,6.7,09:33:00,stop,8.35,-171.52,
2023-08-28,calwait,openfly_c,,4430.65,43.5,4430.0,4455.0,8.35,09:33:00,stop,11.1,-281.52,
2023-08-29,eod,eodic_p,,4433.31,42.1,4390.0,4365.0,0.5,09:31:00,settle,0.0,46.74,
2023-08-29,eod,eodic_c,,4433.31,42.1,4475.0,4500.0,0.35,09:31:00,stop,11.35,-1106.52,
2023-08-29,eod,eodfly_p,,4433.31,42.1,4435.0,4410.0,8.2,09:31:00,settle,0.0,816.74,
2023-08-29,eod,eodfly_c,,4433.31,42.1,4435.0,4460.0,7.55,09:31:00,stop,11.1,-361.52,
2023-08-29,nowait,openic_p,,4433.4,42.1,4390.0,4365.0,0.5,09:33:00,settle,0.0,46.74,
2023-08-29,nowait,openic_c,,4433.4,42.1,4475.0,4500.0,0.25,09:33:00,stop,11.35,-1116.52,
2023-08-29,nowait,openfly_p,,4433.4,42.1,4435.0,4410.0,8.0,09:33:00,settle,0.0,796.74,
2023-08-29,nowait,openfly_c,,4433.4,42.1,4435.0,4460.0,7.5,09:33:00,stop,11.1,-366.52,
2023-08-29,calwait,openic_p,,4433.4,42.1,4390.0,4365.0,0.5,09:33:00,settle,0.0,46.74,
2023-08-29,calwait,openic_c,,4433.4,42.1,4475.0,4500.0,0.25,09:33:00,stop,11.35,-1116.52,
2023-08-29,calwait,openfly_p,,4433.4,42.1,4435.0,4410.0,8.0,09:33:00,settle,0.0,796.74,
2023-08-29,calwait,openfly_c,,4433.4,42.1,4435.0,4460.0,7.5,09:33:00,stop,11.1,-366.52,
2023-08-30,eod,eodic_p,,4497.63,40.9,4455.0,4430.0,0.45,09:31:00,settle,0.0,41.74,
2023-08-30,eod,eodic_c,,4497.63,40.9,4540.0,4565.0,0.9,09:31:00,settle,0.0,86.74,
2023-08-30,eod,eodfly_p,,4497.63,40.9,4500.0,4475.0,6.35,09:31:00,time,0.15,613.48,
2023-08-30,eod,eodfly_c,,4497.63,40.9,4500.0,4525.0,9.0,09:31:00,stop,9.1,-16.52,
2023-08-30,nowait,openic_p,,4508.6,40.9,4470.0,4445.0,0.85,09:33:00,settle,0.0,81.74,
2023-08-30,nowait,openic_c,,4508.6,40.9,4550.0,4575.0,0.65,09:33:00,settle,0.0,61.74,
2023-08-30,nowait,openfly_p,,4508.6,40.9,4510.0,4485.0,8.2,09:33:00,stop,9.8,-166.52,
2023-08-30,nowait,openfly_c,,4508.6,40.9,4510.0,4535.0,7.4,09:33:00,stop,11.4,-406.52,
2023-08-30,calwait,openic_p,,4508.6,40.9,4470.0,4445.0,0.85,09:33:00,settle,0.0,81.74,
2023-08-30,calwait,openic_c,,4508.6,40.9,4550.0,4575.0,0.65,09:33:00,settle,0.0,61.74,
2023-08-30,calwait,openfly_p,,4508.6,40.9,4510.0,4485.0,8.2,09:33:00,stop,9.8,-166.52,
2023-08-30,calwait,openfly_c,,4508.6,40.9,4510.0,4535.0,7.4,09:33:00,stop,11.4,-406.52,
2023-08-31,eod,eodic_p,,4514.87,39.5,4475.0,4450.0,0.4,09:31:00,settle,0.0,36.74,
2023-08-31,eod,eodic_c,,4514.87,39.5,4555.0,4580.0,1.05,09:31:00,settle,0.0,101.74,
2023-08-31,eod,eodfly_p,,4514.87,39.5,4515.0,4490.0,5.3,09:31:00,stop,7.65,-241.52,
2023-08-31,eod,eodfly_c,,4514.87,39.5,4515.0,4540.0,10.8,09:31:00,stop,11.6,-86.52,
