date,strat,method,center,em,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2023-04-18,openic_c,vix252,4164.26,44.3,4210.0,4235.0,0.05,settle,0.0,1.74,
2023-04-18,openic_c,vix365,4164.26,36.8,4200.0,4225.0,0.1,settle,0.0,6.74,
2023-04-18,openic_c,straddle,4164.26,17.2,4180.0,4205.0,1.25,settle,0.0,121.74,
2023-04-19,eodic_p,vix252,4154.87,44.0,4110.0,4085.0,1.1,settle,0.0,106.74,
2023-04-19,eodic_p,vix365,4154.87,36.6,4120.0,4095.0,2.45,settle,0.0,241.74,
2023-04-19,eodic_p,straddle,4154.87,18.4,4135.0,4110.0,5.95,settle,0.0,591.74,
2023-04-19,eodic_c,vix252,4154.87,44.0,4200.0,4225.0,0.05,settle,0.0,1.74,
2023-04-19,eodic_c,vix365,4154.87,36.6,4190.0,4215.0,0.05,settle,0.0,1.74,
2023-04-19,eodic_c,straddle,4154.87,18.4,4175.0,4200.0,0.4,settle,0.0,36.74,
2023-04-19,openic_p,vix252,4139.33,44.0,4095.0,4070.0,0.3,settle,0.0,26.74,
2023-04-19,openic_p,vix365,4139.33,36.6,4105.0,4080.0,0.7,settle,0.0,66.74,
2023-04-19,openic_p,straddle,4139.33,18.4,4120.0,4095.0,2.15,settle,0.0,211.74,
2023-04-19,openic_c,vix252,4139.33,44.0,4185.0,4210.0,0.05,settle,0.0,1.74,
2023-04-19,openic_c,vix365,4139.33,36.6,4175.0,4200.0,0.2,settle,0.0,16.74,
2023-04-19,openic_c,straddle,4139.33,18.4,4160.0,4185.0,1.25,settle,0.0,121.74,
2023-04-20,eodic_p,vix252,4154.52,43.1,4110.0,4085.0,2.9,settle,0.0,286.74,
2023-04-20,eodic_p,vix365,4154.52,35.8,4120.0,4095.0,5.2,stop,4.55,58.48,
2023-04-20,eodic_p,straddle,4154.52,18.8,4135.0,4110.0,10.7,stop,9.4,123.48,
2023-04-20,eodic_c,vix252,4154.52,43.1,4200.0,4225.0,0.0,settle,0.0,-3.26,
2023-04-20,eodic_c,vix365,4154.52,35.8,4190.0,4215.0,0.0,settle,0.0,-3.26,
2023-04-20,eodic_c,straddle,4154.52,18.8,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-04-20,openic_p,vix252,4130.48,43.1,4085.0,4060.0,0.15,settle,0.0,11.74,
2023-04-20,openic_p,vix365,4130.48,35.8,4095.0,4070.0,0.5,settle,0.0,46.74,
2023-04-20,openic_p,straddle,4130.48,18.8,4110.0,4085.0,2.05,settle,0.0,201.74,
2023-04-20,openic_c,vix252,4130.48,43.1,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-04-20,openic_c,vix365,4130.48,35.8,4165.0,4190.0,0.35,settle,0.0,31.74,
2023-04-20,openic_c,straddle,4130.48,18.8,4150.0,4175.0,1.55,settle,0.0,151.74,
2023-04-21,eodic_p,vix252,4129.79,44.7,4085.0,4060.0,0.5,settle,0.0,46.74,
2023-04-21,eodic_p,vix365,4129.79,37.1,4095.0,4070.0,1.0,settle,0.0,96.74,
2023-04-21,eodic_p,straddle,4129.79,18.8,4110.0,4085.0,2.45,settle,0.0,241.74,
2023-04-21,eodic_c,vix252,4129.79,44.7,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-04-21,eodic_c,vix365,4129.79,37.1,4165.0,4190.0,0.4,settle,0.0,36.74,
2023-04-21,eodic_c,straddle,4129.79,18.8,4150.0,4175.0,1.9,settle,0.0,186.74,
2023-04-21,openic_p,vix252,4132.14,44.7,4085.0,4060.0,1.0,settle,0.0,96.74,
2023-04-21,openic_p,vix365,4132.14,37.1,4095.0,4070.0,2.05,settle,0.0,201.74,
2023-04-21,openic_p,straddle,4132.14,18.8,4115.0,4090.0,6.15,settle,0.0,611.74,
2023-04-21,openic_c,vix252,4132.14,44.7,4175.0,4200.0,0.05,settle,0.0,1.74,
2023-04-21,openic_c,vix365,4132.14,37.1,4170.0,4195.0,0.05,settle,0.0,1.74,
2023-04-21,openic_c,straddle,4132.14,18.8,4150.0,4175.0,0.7,settle,0.0,66.74,
2023-04-24,eodic_p,vix252,4133.52,43.7,4090.0,4065.0,0.25,settle,0.0,21.74,
2023-04-24,eodic_p,vix365,4133.52,36.3,4095.0,4070.0,0.35,settle,0.0,31.74,
2023-04-24,eodic_p,straddle,4133.52,17.4,4115.0,4090.0,1.6,settle,0.0,156.74,
2023-04-24,eodic_c,vix252,4133.52,43.7,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-04-24,eodic_c,vix365,4133.52,36.3,4170.0,4195.0,0.2,settle,0.0,16.74,
2023-04-24,eodic_c,straddle,4133.52,17.4,4150.0,4175.0,2.15,settle,0.0,211.74,
2023-04-24,openic_p,vix252,4132.07,43.7,4090.0,4065.0,0.2,settle,0.0,16.74,
2023-04-24,openic_p,vix365,4132.07,36.3,4095.0,4070.0,0.25,settle,0.0,21.74,
2023-04-24,openic_p,straddle,4132.07,17.4,4115.0,4090.0,1.4,settle,0.0,136.74,
2023-04-24,openic_c,vix252,4132.07,43.7,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-04-24,openic_c,vix365,4132.07,36.3,4170.0,4195.0,0.25,settle,0.0,21.74,
2023-04-24,openic_c,straddle,4132.07,17.4,4150.0,4175.0,3.0,settle,0.0,296.74,
2023-04-25,eodic_p,vix252,4137.04,44.0,4095.0,4070.0,1.05,stop,11.5,-1051.52,
2023-04-25,eodic_p,vix365,4137.04,36.6,4100.0,4075.0,1.65,stop,6.8,-521.52,
2023-04-25,eodic_p,straddle,4137.04,16.4,4120.0,4095.0,6.6,stop,9.9,-336.52,
2023-04-25,eodic_c,vix252,4137.04,44.0,4180.0,4205.0,-0.05,settle,0.0,-8.26,
2023-04-25,eodic_c,vix365,4137.04,36.6,4175.0,4200.0,0.0,settle,0.0,-3.26,
2023-04-25,eodic_c,straddle,4137.04,16.4,4155.0,4180.0,0.15,settle,0.0,11.74,
2023-04-25,openic_p,vix252,4126.43,44.0,4080.0,4055.0,0.35,stop,5.25,-496.52,
2023-04-25,openic_p,vix365,4126.43,36.6,4090.0,4065.0,1.0,stop,9.3,-836.52,
2023-04-25,openic_p,straddle,4126.43,16.4,4110.0,4085.0,4.9,stop,8.25,-341.52,
2023-04-25,openic_c,vix252,4126.43,44.0,4170.0,4195.0,0.0,settle,0.0,-3.26,
2023-04-25,openic_c,vix365,4126.43,36.6,4165.0,4190.0,0.0,settle,0.0,-3.26,
2023-04-25,openic_c,straddle,4126.43,16.4,4145.0,4170.0,0.4,settle,0.0,36.74,
2023-04-26,eodic_p,vix252,4071.63,48.1,4025.0,4000.0,0.4,settle,0.0,36.74,
2023-04-26,eodic_p,vix365,4071.63,40.0,4030.0,4005.0,0.6,settle,0.0,56.74,
2023-04-26,eodic_p,straddle,4071.63,22.0,4050.0,4025.0,1.8,settle,0.0,176.74,
2023-04-26,eodic_c,vix252,4071.63,48.1,4120.0,4145.0,0.5,settle,0.0,46.74,
2023-04-26,eodic_c,vix365,4071.63,40.0,4110.0,4135.0,1.3,settle,0.0,126.74,
2023-04-26,eodic_c,straddle,4071.63,22.0,4095.0,4120.0,3.95,settle,0.0,391.74,
2023-04-26,openic_p,vix252,4087.78,48.1,4040.0,4015.0,0.9,settle,0.0,86.74,
2023-04-26,openic_p,vix365,4087.78,40.0,4050.0,4025.0,1.55,settle,0.0,151.74,
2023-04-26,openic_p,straddle,4087.78,22.0,4065.0,4040.0,3.5,stop,5.95,-251.52,
2023-04-26,openic_c,vix252,4087.78,48.1,4135.0,4160.0,0.05,settle,0.0,1.74,
2023-04-26,openic_c,vix365,4087.78,40.0,4130.0,4155.0,0.05,settle,0.0,1.74,
2023-04-26,openic_c,straddle,4087.78,22.0,4110.0,4135.0,0.65,settle,0.0,61.74,
2023-04-27,eodic_p,vix252,4055.99,48.1,4010.0,3985.0,0.05,settle,0.0,1.74,
2023-04-27,eodic_p,vix365,4055.99,40.0,4015.0,3990.0,0.1,settle,0.0,6.74,
2023-04-27,eodic_p,straddle,4055.99,18.6,4035.0,4010.0,0.5,settle,0.0,46.74,
2023-04-27,eodic_c,vix252,4055.99,48.1,4105.0,4130.0,0.75,stop,6.2,-551.52,
2023-04-27,eodic_c,vix365,4055.99,40.0,4095.0,4120.0,2.3,stop,9.4,-716.52,
2023-04-27,eodic_c,straddle,4055.99,18.6,4075.0,4100.0,9.65,stop,13.25,-366.52,
2023-04-27,openic_p,vix252,4075.29,48.1,4025.0,4000.0,0.15,settle,0.0,11.74,
2023-04-27,openic_p,vix365,4075.29,40.0,4035.0,4010.0,0.3,settle,0.0,26.74,
2023-04-27,openic_p,straddle,4075.29,18.6,4055.0,4030.0,1.15,settle,0.0,111.74,
2023-04-27,openic_c,vix252,4075.29,48.1,4125.0,4150.0,0.1,stop,8.75,-871.52,
2023-04-27,openic_c,vix365,4075.29,40.0,4115.0,4140.0,0.45,stop,7.15,-676.52,
2023-04-27,openic_c,straddle,4075.29,18.6,4095.0,4120.0,4.5,stop,9.4,-496.52,
2023-04-28,eodic_p,vix252,4135.35,44.4,4090.0,4065.0,0.65,settle,0.0,61.74,
2023-04-28,eodic_p,vix365,4135.35,36.9,4100.0,4075.0,1.2,settle,0.0,116.74,
2023-04-28,eodic_p,straddle,4135.35,19.4,4115.0,4090.0,3.1,settle,0.0,306.74,
2023-04-28,eodic_c,vix252,4135.35,44.4,4180.0,4205.0,0.05,settle,0.0,1.74,
2023-04-28,eodic_c,vix365,4135.35,36.9,4170.0,4195.0,0.25,settle,0.0,21.74,
2023-04-28,eodic_c,straddle,4135.35,19.4,4155.0,4180.0,1.4,stop,8.6,-726.52,
2023-04-28,openic_p,vix252,4129.63,44.4,4085.0,4060.0,0.3,settle,0.0,26.74,
2023-04-28,openic_p,vix365,4129.63,36.9,4095.0,4070.0,0.45,settle,0.0,41.74,
2023-04-28,openic_p,straddle,4129.63,19.4,4110.0,4085.0,0.95,settle,0.0,91.74,
2023-04-28,openic_c,vix252,4129.63,44.4,4175.0,4200.0,0.35,settle,0.0,31.74,
2023-04-28,openic_c,vix365,4129.63,36.9,4165.0,4190.0,1.2,settle,4.479999999999563,-331.26,
2023-04-28,openic_c,straddle,4129.63,19.4,4150.0,4175.0,4.2,stop,10.1,-596.52,
2023-05-01,eodic_p,vix252,4169.48,41.4,4130.0,4105.0,0.7,settle,0.0,66.74,
2023-05-01,eodic_p,vix365,4169.48,34.4,4135.0,4110.0,0.95,settle,0.0,91.74,
2023-05-01,eodic_p,straddle,4169.48,18.2,4150.0,4125.0,2.35,settle,0.0,231.74,
2023-05-01,eodic_c,vix252,4169.48,41.4,4210.0,4235.0,0.2,settle,0.0,16.74,
2023-05-01,eodic_c,vix365,4169.48,34.4,4205.0,4230.0,0.4,settle,0.0,36.74,
2023-05-01,eodic_c,straddle,4169.48,18.2,4190.0,4215.0,1.7,settle,0.0,166.74,
2023-05-01,openic_p,vix252,4166.79,41.4,4125.0,4100.0,0.25,settle,0.0,21.74,
2023-05-01,openic_p,vix365,4166.79,34.4,4130.0,4105.0,0.45,settle,0.0,41.74,
2023-05-01,openic_p,straddle,4166.79,18.2,4150.0,4125.0,1.65,settle,0.0,161.74,
2023-05-01,openic_c,vix252,4166.79,41.4,4210.0,4235.0,0.2,settle,0.0,16.74,
2023-05-01,openic_c,vix365,4166.79,34.4,4200.0,4225.0,0.7,settle,0.0,66.74,
2023-05-01,openic_c,straddle,4166.79,18.2,4185.0,4210.0,2.85,settle,0.0,281.74,
2023-05-02,eodic_p,vix252,4167.87,42.2,4125.0,4100.0,0.8,stop,11.3,-1056.52,
2023-05-02,eodic_p,vix365,4167.87,35.1,4135.0,4110.0,1.75,stop,10.8,-911.52,
2023-05-02,eodic_p,straddle,4167.87,18.2,4150.0,4125.0,4.7,stop,10.05,-541.52,
2023-05-02,eodic_c,vix252,4167.87,42.2,4210.0,4235.0,0.0,settle,0.0,-3.26,
2023-05-02,eodic_c,vix365,4167.87,35.1,4205.0,4230.0,0.0,settle,0.0,-3.26,
2023-05-02,eodic_c,straddle,4167.87,18.2,4185.0,4210.0,0.6,settle,0.0,56.74,
2023-05-02,openic_p,vix252,4164.1,42.2,4120.0,4095.0,1.2,stop,11.0,-986.52,
2023-05-02,openic_p,vix365,4164.1,35.1,4130.0,4105.0,2.6,stop,12.5,-996.52,
2023-05-02,openic_p,straddle,4164.1,18.2,4145.0,4120.0,7.2,stop,13.0,-586.52,
2023-05-02,openic_c,vix252,4164.1,42.2,4205.0,4230.0,0.0,settle,0.0,-3.26,
2023-05-02,openic_c,vix365,4164.1,35.1,4200.0,4225.0,0.0,settle,0.0,-3.26,
2023-05-02,openic_c,straddle,4164.1,18.2,4180.0,4205.0,0.25,settle,0.0,21.74,
2023-05-03,eodic_p,vix252,4119.58,46.1,4075.0,4050.0,2.5,settle,0.0,246.74,
2023-05-03,eodic_p,vix365,4119.58,38.3,4080.0,4055.0,3.05,settle,0.0,301.74,
2023-05-03,eodic_p,straddle,4119.58,40.4,4080.0,4055.0,3.05,settle,0.0,301.74,
2023-05-03,eodic_c,vix252,4119.58,46.1,4165.0,4190.0,3.75,settle,0.0,371.74,
2023-05-03,eodic_c,vix365,4119.58,38.3,4160.0,4185.0,4.4,settle,0.0,436.74,
2023-05-03,eodic_c,straddle,4119.58,40.4,4160.0,4185.0,4.4,settle,0.0,436.74,
2023-05-03,openic_p,vix252,4122.25,46.1,4075.0,4050.0,1.95,settle,0.0,191.74,
2023-05-03,openic_p,vix365,4122.25,38.3,4085.0,4060.0,2.95,settle,0.0,291.74,
2023-05-03,openic_p,straddle,4122.25,40.4,4080.0,4055.0,2.35,settle,0.0,231.74,
2023-05-03,openic_c,vix252,4122.25,46.1,4170.0,4195.0,3.75,settle,0.0,371.74,
2023-05-03,openic_c,vix365,4122.25,38.3,4160.0,4185.0,5.3,settle,0.0,526.74,
2023-05-03,openic_c,straddle,4122.25,40.4,4165.0,4190.0,4.55,settle,0.0,451.74,
2023-05-04,eodic_p,vix252,4090.75,47.3,4045.0,4020.0,2.5,settle,0.0,246.74,
2023-05-04,eodic_p,vix365,4090.75,39.3,4050.0,4025.0,3.05,settle,0.0,301.74,
2023-05-04,eodic_p,straddle,4090.75,28.6,4060.0,4035.0,4.3,stop,10.9,-666.52,
2023-05-04,eodic_c,vix252,4090.75,47.3,4140.0,4165.0,0.4,settle,0.0,36.74,
2023-05-04,eodic_c,vix365,4090.75,39.3,4130.0,4155.0,0.85,settle,0.0,81.74,
2023-05-04,eodic_c,straddle,4090.75,28.6,4120.0,4145.0,1.65,settle,0.0,161.74,
2023-05-04,openic_p,vix252,4082.55,47.3,4035.0,4010.0,2.75,settle,0.0,271.74,
2023-05-04,openic_p,vix365,4082.55,39.3,4045.0,4020.0,4.0,settle,0.0,396.74,
2023-05-04,openic_p,straddle,4082.55,28.6,4055.0,4030.0,5.5,stop,8.8,-336.52,
2023-05-04,openic_c,vix252,4082.55,47.3,4130.0,4155.0,0.3,settle,0.0,26.74,
2023-05-04,openic_c,vix365,4082.55,39.3,4120.0,4145.0,0.6,settle,0.0,56.74,
2023-05-04,openic_c,straddle,4082.55,28.6,4110.0,4135.0,1.1,settle,0.0,106.74,
2023-05-05,eodic_p,vix252,4061.22,51.4,4010.0,3985.0,0.1,settle,0.0,6.74,
2023-05-05,eodic_p,vix365,4061.22,42.7,4020.0,3995.0,0.25,settle,0.0,21.74,
2023-05-05,eodic_p,straddle,4061.22,27.6,4035.0,4010.0,0.5,settle,0.0,46.74,
2023-05-05,eodic_c,vix252,4061.22,51.4,4115.0,4140.0,3.8,stop,10.15,-641.52,
2023-05-05,eodic_c,vix365,4061.22,42.7,4105.0,4130.0,6.45,stop,11.8,-541.52,
2023-05-05,eodic_c,straddle,4061.22,27.6,4090.0,4115.0,11.6,stop,16.1,-456.52,
2023-05-05,openic_p,vix252,4084.73,51.4,4035.0,4010.0,0.2,settle,0.0,16.74,
2023-05-05,openic_p,vix365,4084.73,42.7,4040.0,4015.0,0.25,settle,0.0,21.74,
2023-05-05,openic_p,straddle,4084.73,27.6,4055.0,4030.0,0.4,settle,0.0,36.74,
2023-05-05,openic_c,vix252,4084.73,51.4,4135.0,4160.0,2.45,stop,5.85,-346.52,
2023-05-05,openic_c,vix365,4084.73,42.7,4125.0,4150.0,4.8,stop,6.3,-156.52,
2023-05-05,openic_c,straddle,4084.73,27.6,4110.0,4135.0,10.0,stop,12.0,-206.52,
2023-05-08,eodic_p,vix252,4136.25,44.8,4090.0,4065.0,0.4,settle,0.0,36.74,
2023-05-08,eodic_p,vix365,4136.25,37.2,4100.0,4075.0,0.8,settle,0.0,76.74,
2023-05-08,eodic_p,straddle,4136.25,19.2,4115.0,4090.0,1.85,settle,0.0,181.74,
2023-05-08,eodic_c,vix252,4136.25,44.8,4180.0,4205.0,0.3,settle,0.0,26.74,
2023-05-08,eodic_c,vix365,4136.25,37.2,4175.0,4200.0,0.45,settle,0.0,41.74,
2023-05-08,eodic_c,straddle,4136.25,19.2,4155.0,4180.0,2.65,settle,0.0,261.74,
2023-05-08,openic_p,vix252,4136.98,44.8,4090.0,4065.0,0.45,settle,0.0,41.74,
2023-05-08,openic_p,vix365,4136.98,37.2,4100.0,4075.0,0.8,settle,0.0,76.74,
2023-05-08,openic_p,straddle,4136.98,19.2,4120.0,4095.0,2.6,settle,0.0,256.74,
2023-05-08,openic_c,vix252,4136.98,44.8,4180.0,4205.0,0.1,settle,0.0,6.74,
2023-05-08,openic_c,vix365,4136.98,37.2,4175.0,4200.0,0.2,settle,0.0,16.74,
2023-05-08,openic_c,straddle,4136.98,19.2,4155.0,4180.0,1.7,settle,0.0,166.74,
2023-05-09,eodic_p,vix252,4138.12,44.3,4095.0,4070.0,1.65,settle,0.0,161.74,
2023-05-09,eodic_p,vix365,4138.12,36.8,4100.0,4075.0,2.35,settle,0.0,231.74,
2023-05-09,eodic_p,straddle,4138.12,18.8,4120.0,4095.0,7.05,stop,7.65,-66.52,
2023-05-09,eodic_c,vix252,4138.12,44.3,4180.0,4205.0,0.0,settle,0.0,-3.26,
2023-05-09,eodic_c,vix365,4138.12,36.8,4175.0,4200.0,0.0,settle,0.0,-3.26,
2023-05-09,eodic_c,straddle,4138.12,18.8,4155.0,4180.0,0.4,settle,0.0,36.74,
2023-05-09,openic_p,vix252,4124.25,44.3,4080.0,4055.0,0.2,settle,0.0,16.74,
2023-05-09,openic_p,vix365,4124.25,36.8,4085.0,4060.0,0.35,settle,0.0,31.74,
2023-05-09,openic_p,straddle,4124.25,18.8,4105.0,4080.0,1.8,settle,0.0,176.74,
2023-05-09,openic_c,vix252,4124.25,44.3,4170.0,4195.0,0.0,settle,0.0,-3.26,
2023-05-09,openic_c,vix365,4124.25,36.8,4160.0,4185.0,0.15,settle,0.0,11.74,
2023-05-09,openic_c,straddle,4124.25,18.8,4145.0,4170.0,1.05,settle,0.0,101.74,
2023-05-10,eodic_p,vix252,4119.17,46.0,4075.0,4050.0,0.15,settle,0.0,11.74,
2023-05-10,eodic_p,vix365,4119.17,38.2,4080.0,4055.0,0.2,settle,0.0,16.74,
2023-05-10,eodic_p,straddle,4119.17,23.2,4095.0,4070.0,0.5,settle,0.0,46.74,
2023-05-10,eodic_c,vix252,4119.17,46.0,4165.0,4190.0,4.1,settle,0.0,406.74,
2023-05-10,eodic_c,vix365,4119.17,38.2,4155.0,4180.0,6.9,settle,0.0,686.74,
2023-05-10,eodic_c,straddle,4119.17,23.2,4140.0,4165.0,12.1,stop,9.9,213.48,
2023-05-10,openic_p,vix252,4143.74,46.0,4100.0,4075.0,0.7,settle,0.0,66.74,
2023-05-10,openic_p,vix365,4143.74,38.2,4105.0,4080.0,0.9,stop,6.7,-586.52,
2023-05-10,openic_p,straddle,4143.74,23.2,4120.0,4095.0,2.15,stop,8.05,-596.52,
2023-05-10,openic_c,vix252,4143.74,46.0,4190.0,4215.0,0.3,settle,0.0,26.74,
2023-05-10,openic_c,vix365,4143.74,38.2,4180.0,4205.0,0.6,settle,0.0,56.74,
2023-05-10,openic_c,straddle,4143.74,23.2,4165.0,4190.0,2.25,settle,0.0,221.74,
2023-05-11,eodic_p,vix252,4137.64,44.2,4095.0,4070.0,1.95,settle,0.0,191.74,
2023-05-11,eodic_p,vix365,4137.64,36.7,4100.0,4075.0,2.45,settle,0.0,241.74,
2023-05-11,eodic_p,straddle,4137.64,22.6,4115.0,4090.0,4.65,stop,8.7,-411.52,
2023-05-11,eodic_c,vix252,4137.64,44.2,4180.0,4205.0,0.15,settle,0.0,11.74,
2023-05-11,eodic_c,vix365,4137.64,36.7,4175.0,4200.0,0.3,settle,0.0,26.74,
2023-05-11,eodic_c,straddle,4137.64,22.6,4160.0,4185.0,1.15,settle,0.0,111.74,
2023-05-11,openic_p,vix252,4132.24,44.2,4090.0,4065.0,2.85,settle,0.0,281.74,
2023-05-11,openic_p,vix365,4132.24,36.7,4095.0,4070.0,3.85,settle,0.0,381.74,
2023-05-11,openic_p,straddle,4132.24,22.6,4110.0,4085.0,7.5,settle,0.0,746.74,
2023-05-11,openic_c,vix252,4132.24,44.2,4175.0,4200.0,0.05,settle,0.0,1.74,
2023-05-11,openic_c,vix365,4132.24,36.7,4170.0,4195.0,0.1,settle,0.0,6.74,
2023-05-11,openic_c,straddle,4132.24,22.6,4155.0,4180.0,0.4,settle,0.0,36.74,
2023-05-12,eodic_p,vix252,4130.62,44.1,4085.0,4060.0,0.25,settle,0.0,21.74,
2023-05-12,eodic_p,vix365,4130.62,36.6,4095.0,4070.0,0.45,settle,0.0,41.74,
2023-05-12,eodic_p,straddle,4130.62,18.8,4110.0,4085.0,1.1,stop,8.75,-771.52,
2023-05-12,eodic_c,vix252,4130.62,44.1,4175.0,4200.0,0.55,settle,0.0,51.74,
2023-05-12,eodic_c,vix365,4130.62,36.6,4165.0,4190.0,1.5,settle,0.0,146.74,
2023-05-12,eodic_c,straddle,4130.62,18.8,4150.0,4175.0,4.75,settle,0.0,471.74,
2023-05-12,openic_p,vix252,4138.54,44.1,4095.0,4070.0,1.15,settle,0.0,111.74,
2023-05-12,openic_p,vix365,4138.54,36.6,4100.0,4075.0,1.5,settle,0.0,146.74,
2023-05-12,openic_p,straddle,4138.54,18.8,4120.0,4095.0,4.3,stop,7.75,-351.52,
2023-05-12,openic_c,vix252,4138.54,44.1,4185.0,4210.0,0.05,settle,0.0,1.74,
2023-05-12,openic_c,vix365,4138.54,36.6,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-05-12,openic_c,straddle,4138.54,18.8,4155.0,4180.0,1.2,settle,0.0,116.74,
2023-05-15,eodic_p,vix252,4124.08,44.2,4080.0,4055.0,0.75,settle,0.0,71.74,
2023-05-15,eodic_p,vix365,4124.08,36.8,4085.0,4060.0,0.95,settle,0.0,91.74,
2023-05-15,eodic_p,straddle,4124.08,19.2,4105.0,4080.0,2.05,settle,0.0,201.74,
2023-05-15,eodic_c,vix252,4124.08,44.2,4170.0,4195.0,0.15,settle,0.0,11.74,
2023-05-15,eodic_c,vix365,4124.08,36.8,4160.0,4185.0,0.55,settle,0.0,51.74,
2023-05-15,eodic_c,straddle,4124.08,19.2,4145.0,4170.0,2.55,settle,0.0,251.74,
2023-05-15,openic_p,vix252,4126.65,44.2,4080.0,4055.0,0.9,settle,0.0,86.74,
2023-05-15,openic_p,vix365,4126.65,36.8,4090.0,4065.0,1.5,settle,0.0,146.74,
2023-05-15,openic_p,straddle,4126.65,19.2,4105.0,4080.0,3.25,settle,0.0,321.74,
2023-05-15,openic_c,vix252,4126.65,44.2,4170.0,4195.0,0.05,settle,0.0,1.74,
2023-05-15,openic_c,vix365,4126.65,36.8,4165.0,4190.0,0.05,settle,0.0,1.74,
2023-05-15,openic_c,straddle,4126.65,19.2,4145.0,4170.0,0.85,settle,0.0,81.74,
2023-05-16,eodic_p,vix252,4136.28,44.6,4090.0,4065.0,0.85,settle,0.0,81.74,
2023-05-16,eodic_p,vix365,4136.28,37.1,4100.0,4075.0,1.7,settle,0.0,166.74,
2023-05-16,eodic_p,straddle,4136.28,18.0,4120.0,4095.0,4.75,stop,8.7,-401.52,
2023-05-16,eodic_c,vix252,4136.28,44.6,4180.0,4205.0,0.05,settle,0.0,1.74,
2023-05-16,eodic_c,vix365,4136.28,37.1,4175.0,4200.0,0.1,settle,0.0,6.74,
2023-05-16,eodic_c,straddle,4136.28,18.0,4155.0,4180.0,0.9,settle,0.0,86.74,
2023-05-16,openic_p,vix252,4127.95,44.6,4085.0,4060.0,0.4,settle,0.0,36.74,
2023-05-16,openic_p,vix365,4127.95,37.1,4090.0,4065.0,0.6,settle,0.0,56.74,
2023-05-16,openic_p,straddle,4127.95,18.0,4110.0,4085.0,3.05,settle,0.1000000000003638,291.74,
2023-05-16,openic_c,vix252,4127.95,44.6,4175.0,4200.0,0.0,settle,0.0,-3.26,
2023-05-16,openic_c,vix365,4127.95,37.1,4165.0,4190.0,0.15,settle,0.0,11.74,
2023-05-16,openic_c,straddle,4127.95,18.0,4145.0,4170.0,1.35,settle,0.0,131.74,
2023-05-17,eodic_p,vix252,4109.9,46.6,4065.0,4040.0,0.1,settle,0.0,6.74,
2023-05-17,eodic_p,vix365,4109.9,38.7,4070.0,4045.0,0.15,settle,0.0,11.74,
2023-05-17,eodic_p,straddle,4109.9,18.2,4090.0,4065.0,0.6,settle,0.0,56.74,
2023-05-17,eodic_c,vix252,4109.9,46.6,4155.0,4180.0,0.9,stop,6.2,-536.52,
2023-05-17,eodic_c,vix365,4109.9,38.7,4150.0,4175.0,1.55,stop,9.45,-796.52,
2023-05-17,eodic_c,straddle,4109.9,18.2,4130.0,4155.0,7.1,stop,7.45,-41.52,
2023-05-17,openic_p,vix252,4122.85,46.6,4075.0,4050.0,0.4,settle,0.0,36.74,
2023-05-17,openic_p,vix365,4122.85,38.7,4085.0,4060.0,0.9,settle,0.0,86.74,
2023-05-17,openic_p,straddle,4122.85,18.2,4105.0,4080.0,3.65,settle,0.0,361.74,
2023-05-17,openic_c,vix252,4122.85,46.6,4170.0,4195.0,0.0,settle,0.0,-3.26,
2023-05-17,openic_c,vix365,4122.85,38.7,4160.0,4185.0,0.1,stop,8.05,-801.52,
2023-05-17,openic_c,straddle,4122.85,18.2,4140.0,4165.0,0.95,stop,10.85,-996.52,
2023-05-18,eodic_p,vix252,4158.77,44.2,4115.0,4090.0,0.7,settle,0.0,66.74,
2023-05-18,eodic_p,vix365,4158.77,36.7,4120.0,4095.0,1.05,settle,0.0,101.74,
2023-05-18,eodic_p,straddle,4158.77,19.6,4140.0,4115.0,3.15,settle,0.0,311.74,
2023-05-18,eodic_c,vix252,4158.77,44.2,4205.0,4230.0,0.05,settle,0.0,1.74,
2023-05-18,eodic_c,vix365,4158.77,36.7,4195.0,4220.0,0.35,stop,5.4,-511.52,
2023-05-18,eodic_c,straddle,4158.77,19.6,4180.0,4205.0,1.4,stop,8.15,-681.52,
2023-05-18,openic_p,vix252,4157.68,44.2,4115.0,4090.0,0.45,settle,0.0,41.74,
2023-05-18,openic_p,vix365,4157.68,36.7,4120.0,4095.0,0.75,settle,0.0,71.74,
2023-05-18,openic_p,straddle,4157.68,19.6,4140.0,4115.0,2.75,settle,0.0,271.74,
2023-05-18,openic_c,vix252,4157.68,44.2,4200.0,4225.0,0.15,settle,0.0,11.74,
2023-05-18,openic_c,vix365,4157.68,36.7,4195.0,4220.0,0.25,stop,5.4,-521.52,
2023-05-18,openic_c,straddle,4157.68,19.6,4175.0,4200.0,2.0,stop,8.95,-701.52,
2023-05-19,eodic_p,vix252,4198.05,42.4,4155.0,4130.0,0.55,settle,0.0,51.74,
2023-05-19,eodic_p,vix365,4198.05,35.3,4165.0,4140.0,0.95,settle,0.0,91.74,
