date,strat,method,center,em,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2024-06-21,eodic_c,vix365,5473.17,38.0,5510.0,5535.0,0.65,settle,0.0,61.74,
2024-06-21,eodic_c,straddle,5473.17,26.8,5500.0,5525.0,1.45,settle,0.0,141.74,
2024-06-21,openic_p,vix252,5466.77,45.8,5420.0,5395.0,1.0,settle,0.0,96.74,
2024-06-21,openic_p,vix365,5466.77,38.0,5430.0,5405.0,1.75,settle,0.0,171.74,
2024-06-21,openic_p,straddle,5466.77,26.8,5440.0,5415.0,2.8,settle,0.0,276.74,
2024-06-21,openic_c,vix252,5466.77,45.8,5515.0,5540.0,0.2,settle,0.0,16.74,
2024-06-21,openic_c,vix365,5466.77,38.0,5505.0,5530.0,0.5,settle,0.0,46.74,
2024-06-21,openic_c,straddle,5466.77,26.8,5495.0,5520.0,1.1,settle,0.0,106.74,
2024-06-24,eodic_p,vix252,5464.62,45.4,5420.0,5395.0,0.6,settle,0.0,56.74,
2024-06-24,eodic_p,vix365,5464.62,37.8,5425.0,5400.0,0.9,settle,0.0,86.74,
2024-06-24,eodic_p,straddle,5464.62,20.4,5445.0,5420.0,2.85,settle,0.0,281.74,
2024-06-24,eodic_c,vix252,5464.62,45.4,5510.0,5535.0,0.15,settle,0.0,11.74,
2024-06-24,eodic_c,vix365,5464.62,37.8,5500.0,5525.0,0.4,settle,0.0,36.74,
2024-06-24,eodic_c,straddle,5464.62,20.4,5485.0,5510.0,1.95,settle,0.0,191.74,
2024-06-24,openic_p,vix252,5459.58,45.4,5415.0,5390.0,0.15,settle,0.0,11.74,
2024-06-24,openic_p,vix365,5459.58,37.8,5420.0,5395.0,0.15,settle,0.0,11.74,
2024-06-24,openic_p,straddle,5459.58,20.4,5440.0,5415.0,0.6,settle,0.0,56.74,
2024-06-24,openic_c,vix252,5459.58,45.4,5505.0,5530.0,1.5,settle,0.0,146.74,
2024-06-24,openic_c,vix365,5459.58,37.8,5495.0,5520.0,3.5,settle,0.0,346.74,
2024-06-24,openic_c,straddle,5459.58,20.4,5480.0,5505.0,8.95,stop,10.6,-171.52,
2024-06-25,eodic_p,vix252,5447.87,45.7,5400.0,5375.0,0.15,settle,0.0,11.74,
2024-06-25,eodic_p,vix365,5447.87,38.0,5410.0,5385.0,0.35,settle,0.0,31.74,
2024-06-25,eodic_p,straddle,5447.87,19.3,5430.0,5405.0,1.35,settle,0.0,131.74,
2024-06-25,eodic_c,vix252,5447.87,45.7,5495.0,5520.0,0.45,settle,0.0,41.74,
2024-06-25,eodic_c,vix365,5447.87,38.0,5485.0,5510.0,1.3,settle,0.0,126.74,
2024-06-25,eodic_c,straddle,5447.87,19.3,5465.0,5490.0,6.0,stop,4.85,108.48,
2024-06-25,openic_p,vix252,5460.73,45.7,5415.0,5390.0,0.4,settle,0.0,36.74,
2024-06-25,openic_p,vix365,5460.73,38.0,5425.0,5400.0,0.7,settle,0.0,66.74,
2024-06-25,openic_p,straddle,5460.73,19.3,5440.0,5415.0,2.05,settle,0.0,201.74,
2024-06-25,openic_c,vix252,5460.73,45.7,5505.0,5530.0,0.15,settle,0.0,11.74,
2024-06-25,openic_c,vix365,5460.73,38.0,5500.0,5525.0,0.25,settle,0.0,21.74,
2024-06-25,openic_c,straddle,5460.73,19.3,5480.0,5505.0,1.85,settle,0.0,181.74,
2024-06-26,eodic_p,vix252,5469.3,44.2,5425.0,5400.0,1.3,settle,0.0,126.74,
2024-06-26,eodic_p,vix365,5469.3,36.8,5435.0,5410.0,2.5,settle,0.0,246.74,
2024-06-26,eodic_p,straddle,5469.3,20.4,5450.0,5425.0,5.45,settle,0.0,541.74,
2024-06-26,eodic_c,vix252,5469.3,44.2,5515.0,5540.0,0.05,settle,0.0,1.74,
2024-06-26,eodic_c,vix365,5469.3,36.8,5505.0,5530.0,0.15,settle,0.0,11.74,
2024-06-26,eodic_c,straddle,5469.3,20.4,5490.0,5515.0,0.8,settle,0.0,76.74,
2024-06-26,openic_p,vix252,5460.71,44.2,5415.0,5390.0,0.15,settle,0.0,11.74,
2024-06-26,openic_p,vix365,5460.71,36.8,5425.0,5400.0,0.4,settle,0.0,36.74,
2024-06-26,openic_p,straddle,5460.71,20.4,5440.0,5415.0,1.25,settle,0.0,121.74,
2024-06-26,openic_c,vix252,5460.71,44.2,5505.0,5530.0,0.25,settle,0.0,21.74,
2024-06-26,openic_c,vix365,5460.71,36.8,5495.0,5520.0,0.65,settle,0.0,61.74,
2024-06-26,openic_c,straddle,5460.71,20.4,5480.0,5505.0,2.6,settle,0.0,256.74,
2024-06-27,eodic_p,vix252,5477.9,43.3,5435.0,5410.0,0.65,settle,0.0,61.74,
2024-06-27,eodic_p,vix365,5477.9,36.0,5440.0,5415.0,0.85,settle,0.0,81.74,
2024-06-27,eodic_p,straddle,5477.9,19.3,5460.0,5435.0,2.6,settle,0.0,256.74,
2024-06-27,eodic_c,vix252,5477.9,43.3,5520.0,5545.0,0.2,settle,0.0,16.74,
2024-06-27,eodic_c,vix365,5477.9,36.0,5515.0,5540.0,0.3,settle,0.0,26.74,
2024-06-27,eodic_c,straddle,5477.9,19.3,5495.0,5520.0,2.55,settle,0.0,251.74,
2024-06-27,openic_p,vix252,5473.59,43.3,5430.0,5405.0,0.3,settle,0.0,26.74,
2024-06-27,openic_p,vix365,5473.59,36.0,5440.0,5415.0,0.55,settle,0.0,51.74,
2024-06-27,openic_p,straddle,5473.59,19.3,5455.0,5430.0,1.4,settle,0.0,136.74,
2024-06-27,openic_c,vix252,5473.59,43.3,5515.0,5540.0,0.45,settle,0.0,41.74,
2024-06-27,openic_c,vix365,5473.59,36.0,5510.0,5535.0,0.75,settle,0.0,71.74,
2024-06-27,openic_c,straddle,5473.59,19.3,5495.0,5520.0,3.1,settle,0.0,306.74,
2024-06-28,eodic_p,vix252,5482.87,42.3,5440.0,5415.0,0.8,settle,0.0,76.74,
2024-06-28,eodic_p,vix365,5482.87,35.1,5450.0,5425.0,1.4,settle,0.0,136.74,
2024-06-28,eodic_p,straddle,5482.87,24.9,5460.0,5435.0,2.45,settle,0.0,241.74,
2024-06-28,eodic_c,vix252,5482.87,42.3,5525.0,5550.0,1.0,settle,0.0,96.74,
2024-06-28,eodic_c,vix365,5482.87,35.1,5520.0,5545.0,1.6,settle,0.0,156.74,
2024-06-28,eodic_c,straddle,5482.87,24.9,5510.0,5535.0,3.35,stop,14.2,-1091.52,
2024-06-28,openic_p,vix252,5488.48,42.3,5445.0,5420.0,0.2,settle,0.0,16.74,
2024-06-28,openic_p,vix365,5488.48,35.1,5455.0,5430.0,0.35,settle,0.0,31.74,
2024-06-28,openic_p,straddle,5488.48,24.9,5465.0,5440.0,0.6,settle,4.520000000000437,-395.26,
2024-06-28,openic_c,vix252,5488.48,42.3,5530.0,5555.0,3.95,settle,0.0,391.74,
2024-06-28,openic_c,vix365,5488.48,35.1,5525.0,5550.0,5.3,settle,0.0,526.74,
2024-06-28,openic_c,straddle,5488.48,24.9,5515.0,5540.0,8.8,stop,12.0,-326.52,
2024-07-01,eodic_p,vix252,5460.48,42.8,5420.0,5395.0,0.35,settle,0.0,31.74,
2024-07-01,eodic_p,vix365,5460.48,35.6,5425.0,5400.0,0.5,settle,0.0,46.74,
2024-07-01,eodic_p,straddle,5460.48,21.4,5440.0,5415.0,1.15,settle,0.0,111.74,
2024-07-01,eodic_c,vix252,5460.48,42.8,5505.0,5530.0,1.1,settle,0.0,106.74,
2024-07-01,eodic_c,vix365,5460.48,35.6,5495.0,5520.0,2.55,settle,0.0,251.74,
2024-07-01,eodic_c,straddle,5460.48,21.4,5480.0,5505.0,6.8,settle,0.0,676.74,
2024-07-01,openic_p,vix252,5471.08,42.8,5430.0,5405.0,0.85,settle,0.0,81.74,
2024-07-01,openic_p,vix365,5471.08,35.6,5435.0,5410.0,1.1,settle,0.0,106.74,
2024-07-01,openic_p,straddle,5471.08,21.4,5450.0,5425.0,2.5,settle,0.0,246.74,
2024-07-01,openic_c,vix252,5471.08,42.8,5515.0,5540.0,0.25,settle,0.0,21.74,
2024-07-01,openic_c,vix365,5471.08,35.6,5505.0,5530.0,0.6,settle,0.0,56.74,
2024-07-01,openic_c,straddle,5471.08,21.4,5490.0,5515.0,2.3,settle,0.0,226.74,
2024-07-02,eodic_p,vix252,5475.09,42.1,5435.0,5410.0,2.25,settle,0.0,221.74,
2024-07-02,eodic_p,vix365,5475.09,35.0,5440.0,5415.0,2.9,settle,0.0,286.74,
2024-07-02,eodic_p,straddle,5475.09,20.2,5455.0,5430.0,6.1,settle,0.0,606.74,
2024-07-02,eodic_c,vix252,5475.09,42.1,5515.0,5540.0,0.1,settle,0.0,6.74,
2024-07-02,eodic_c,vix365,5475.09,35.0,5510.0,5535.0,0.15,settle,0.0,11.74,
2024-07-02,eodic_c,straddle,5475.09,20.2,5495.0,5520.0,0.65,stop,4.9,-431.52,
2024-07-02,openic_p,vix252,5461.84,42.1,5420.0,5395.0,0.25,settle,0.0,21.74,
2024-07-02,openic_p,vix365,5461.84,35.0,5425.0,5400.0,0.35,settle,0.0,31.74,
2024-07-02,openic_p,straddle,5461.84,20.2,5440.0,5415.0,0.9,settle,0.0,86.74,
2024-07-02,openic_c,vix252,5461.84,42.1,5505.0,5530.0,0.7,settle,4.010000000000218,-334.26,
2024-07-02,openic_c,vix365,5461.84,35.0,5495.0,5520.0,1.85,stop,4.9,-311.52,
2024-07-02,openic_c,straddle,5461.84,20.2,5480.0,5505.0,5.85,stop,7.55,-176.52,
2024-07-03,eodic_p,vix252,5509.01,41.7,5465.0,5440.0,0.1,settle,0.0,6.74,
2024-07-03,eodic_p,vix365,5509.01,34.7,5475.0,5450.0,0.3,settle,0.0,26.74,
2024-07-03,eodic_p,straddle,5509.01,15.3,5495.0,5470.0,1.5,settle,0.0,146.74,
2024-07-03,eodic_c,vix252,5509.01,41.7,5550.0,5575.0,0.1,settle,0.0,6.74,
2024-07-03,eodic_c,vix365,5509.01,34.7,5545.0,5570.0,0.25,settle,0.0,21.74,
2024-07-03,eodic_c,straddle,5509.01,15.3,5525.0,5550.0,2.1,stop,4.75,-271.52,
2024-07-03,openic_p,vix252,5507.44,41.7,5465.0,5440.0,0.05,settle,0.0,1.74,
2024-07-03,openic_p,vix365,5507.44,34.7,5475.0,5450.0,0.15,settle,0.0,11.74,
2024-07-03,openic_p,straddle,5507.44,15.3,5490.0,5465.0,0.6,settle,0.0,56.74,
2024-07-03,openic_c,vix252,5507.44,41.7,5550.0,5575.0,0.05,settle,0.0,1.74,
2024-07-03,openic_c,vix365,5507.44,34.7,5540.0,5565.0,0.35,settle,0.0,31.74,
2024-07-03,openic_c,straddle,5507.44,15.3,5525.0,5550.0,2.4,stop,4.75,-241.52,
2024-07-05,eodic_p,vix252,5537.02,42.2,5495.0,5470.0,0.65,settle,0.0,61.74,
2024-07-05,eodic_p,vix365,5537.02,35.0,5500.0,5475.0,0.9,settle,0.0,86.74,
2024-07-05,eodic_p,straddle,5537.02,19.0,5520.0,5495.0,2.7,settle,0.0,266.74,
2024-07-05,eodic_c,vix252,5537.02,42.2,5580.0,5605.0,0.3,settle,0.0,26.74,
2024-07-05,eodic_c,vix365,5537.02,35.0,5570.0,5595.0,0.65,settle,0.0,61.74,
2024-07-05,eodic_c,straddle,5537.02,19.0,5555.0,5580.0,2.3,stop,6.75,-451.52,
2024-07-05,openic_p,vix252,5537.91,42.2,5495.0,5470.0,0.3,settle,0.0,26.74,
2024-07-05,openic_p,vix365,5537.91,35.0,5505.0,5480.0,0.55,settle,0.0,51.74,
2024-07-05,openic_p,straddle,5537.91,19.0,5520.0,5495.0,1.4,settle,0.0,136.74,
2024-07-05,openic_c,vix252,5537.91,42.2,5580.0,5605.0,0.25,settle,0.0,21.74,
2024-07-05,openic_c,vix365,5537.91,35.0,5575.0,5600.0,0.4,settle,0.0,36.74,
2024-07-05,openic_c,straddle,5537.91,19.0,5555.0,5580.0,3.1,stop,6.75,-371.52,
2024-07-08,eodic_p,vix252,5567.19,43.8,5525.0,5500.0,0.25,settle,0.0,21.74,
2024-07-08,eodic_p,vix365,5567.19,36.4,5530.0,5505.0,0.3,settle,0.0,26.74,
2024-07-08,eodic_p,straddle,5567.19,15.4,5550.0,5525.0,1.1,settle,0.0,106.74,
2024-07-08,eodic_c,vix252,5567.19,43.8,5610.0,5635.0,0.15,settle,0.0,11.74,
2024-07-08,eodic_c,vix365,5567.19,36.4,5605.0,5630.0,0.3,settle,0.0,26.74,
2024-07-08,eodic_c,straddle,5567.19,15.4,5585.0,5610.0,3.3,settle,0.0,326.74,
2024-07-08,openic_p,vix252,5572.75,43.8,5530.0,5505.0,0.3,settle,0.0,26.74,
2024-07-08,openic_p,vix365,5572.75,36.4,5535.0,5510.0,0.35,settle,0.0,31.74,
2024-07-08,openic_p,straddle,5572.75,15.4,5555.0,5530.0,1.2,settle,0.0,116.74,
2024-07-08,openic_c,vix252,5572.75,43.8,5615.0,5640.0,0.05,settle,0.0,1.74,
2024-07-08,openic_c,vix365,5572.75,36.4,5610.0,5635.0,0.15,settle,0.0,11.74,
2024-07-08,openic_c,straddle,5572.75,15.4,5590.0,5615.0,2.25,settle,0.0,221.74,
2024-07-09,eodic_p,vix252,5572.85,43.4,5530.0,5505.0,0.25,settle,0.0,21.74,
2024-07-09,eodic_p,vix365,5572.85,36.1,5535.0,5510.0,0.45,settle,0.0,41.74,
2024-07-09,eodic_p,straddle,5572.85,19.0,5555.0,5530.0,1.5,settle,0.0,146.74,
2024-07-09,eodic_c,vix252,5572.85,43.4,5615.0,5640.0,0.35,settle,0.0,31.74,
2024-07-09,eodic_c,vix365,5572.85,36.1,5610.0,5635.0,0.7,settle,0.0,66.74,
2024-07-09,eodic_c,straddle,5572.85,19.0,5590.0,5615.0,5.2,settle,0.0,516.74,
2024-07-09,openic_p,vix252,5584.24,43.4,5540.0,5515.0,0.35,settle,0.0,31.74,
2024-07-09,openic_p,vix365,5584.24,36.1,5550.0,5525.0,0.65,settle,0.0,61.74,
2024-07-09,openic_p,straddle,5584.24,19.0,5565.0,5540.0,1.9,settle,0.0,186.74,
2024-07-09,openic_c,vix252,5584.24,43.4,5630.0,5655.0,0.05,settle,0.0,1.74,
2024-07-09,openic_c,vix365,5584.24,36.1,5620.0,5645.0,0.15,settle,0.0,11.74,
2024-07-09,openic_c,straddle,5584.24,19.0,5605.0,5630.0,1.2,settle,0.0,116.74,
2024-07-10,eodic_p,vix252,5576.98,43.9,5535.0,5510.0,0.15,settle,0.0,11.74,
2024-07-10,eodic_p,vix365,5576.98,36.5,5540.0,5515.0,0.2,settle,0.0,16.74,
2024-07-10,eodic_p,straddle,5576.98,16.6,5560.0,5535.0,0.85,settle,0.0,81.74,
2024-07-10,eodic_c,vix252,5576.98,43.9,5620.0,5645.0,0.4,stop,5.0,-466.52,
2024-07-10,eodic_c,vix365,5576.98,36.5,5615.0,5640.0,0.85,stop,5.2,-441.52,
2024-07-10,eodic_c,straddle,5576.98,16.6,5595.0,5620.0,5.85,stop,6.45,-66.52,
2024-07-10,openic_p,vix252,5591.26,43.9,5545.0,5520.0,0.1,settle,0.0,6.74,
2024-07-10,openic_p,vix365,5591.26,36.5,5555.0,5530.0,0.3,settle,0.0,26.74,
2024-07-10,openic_p,straddle,5591.26,16.6,5575.0,5550.0,1.45,settle,0.0,141.74,
2024-07-10,openic_c,vix252,5591.26,43.9,5635.0,5660.0,0.05,settle,0.0,1.74,
2024-07-10,openic_c,vix365,5591.26,36.5,5630.0,5655.0,0.1,settle,3.909999999999856,-384.26,
2024-07-10,openic_c,straddle,5591.26,16.6,5610.0,5635.0,1.5,stop,9.2,-776.52,
2024-07-11,eodic_p,vix252,5633.91,45.6,5590.0,5565.0,0.9,stop,9.6,-876.52,
2024-07-11,eodic_p,vix365,5633.91,37.9,5595.0,5570.0,1.2,stop,8.3,-716.52,
2024-07-11,eodic_p,straddle,5633.91,23.9,5610.0,5585.0,2.7,stop,9.7,-706.52,
2024-07-11,eodic_c,vix252,5633.91,45.6,5680.0,5705.0,0.6,settle,0.0,56.74,
2024-07-11,eodic_c,vix365,5633.91,37.9,5670.0,5695.0,1.25,settle,0.0,121.74,
2024-07-11,eodic_c,straddle,5633.91,23.9,5660.0,5685.0,2.45,settle,0.0,241.74,
2024-07-11,openic_p,vix252,5635.21,45.6,5590.0,5565.0,0.35,stop,9.6,-931.52,
2024-07-11,openic_p,vix365,5635.21,37.9,5595.0,5570.0,0.55,stop,8.3,-781.52,
2024-07-11,openic_p,straddle,5635.21,23.9,5610.0,5585.0,1.35,stop,9.7,-841.52,
2024-07-11,openic_c,vix252,5635.21,45.6,5680.0,5705.0,0.6,settle,0.0,56.74,
2024-07-11,openic_c,vix365,5635.21,37.9,5675.0,5700.0,1.0,settle,0.0,96.74,
2024-07-11,openic_c,straddle,5635.21,23.9,5660.0,5685.0,3.0,settle,0.0,296.74,
2024-07-12,eodic_p,vix252,5584.54,45.5,5540.0,5515.0,0.45,settle,0.0,41.74,
2024-07-12,eodic_p,vix365,5584.54,37.8,5545.0,5520.0,0.55,settle,0.0,51.74,
2024-07-12,eodic_p,straddle,5584.54,22.3,5560.0,5535.0,1.3,settle,0.0,126.74,
2024-07-12,eodic_c,vix252,5584.54,45.5,5630.0,5655.0,0.95,stop,8.05,-716.52,
2024-07-12,eodic_c,vix365,5584.54,37.8,5620.0,5645.0,2.15,stop,11.0,-891.52,
2024-07-12,eodic_c,straddle,5584.54,22.3,5605.0,5630.0,5.25,stop,10.7,-551.52,
2024-07-12,openic_p,vix252,5590.76,45.5,5545.0,5520.0,0.1,settle,0.0,6.74,
2024-07-12,openic_p,vix365,5590.76,37.8,5555.0,5530.0,0.25,settle,0.0,21.74,
2024-07-12,openic_p,straddle,5590.76,22.3,5570.0,5545.0,0.65,settle,0.0,61.74,
2024-07-12,openic_c,vix252,5590.76,45.5,5635.0,5660.0,1.25,stop,7.45,-626.52,
2024-07-12,openic_c,vix365,5590.76,37.8,5630.0,5655.0,1.85,stop,8.05,-626.52,
2024-07-12,openic_c,straddle,5590.76,22.3,5615.0,5640.0,5.3,stop,7.95,-271.52,
2024-07-15,eodic_p,vix252,5615.35,44.1,5570.0,5545.0,0.2,settle,0.0,16.74,
2024-07-15,eodic_p,vix365,5615.35,36.6,5580.0,5555.0,0.45,settle,0.0,41.74,
2024-07-15,eodic_p,straddle,5615.35,23.0,5590.0,5565.0,0.65,settle,0.0,61.74,
2024-07-15,eodic_c,vix252,5615.35,44.1,5660.0,5685.0,3.1,stop,10.3,-726.52,
2024-07-15,eodic_c,vix365,5615.35,36.6,5650.0,5675.0,5.5,stop,9.15,-371.52,
2024-07-15,eodic_c,straddle,5615.35,23.0,5640.0,5665.0,8.6,stop,9.55,-101.52,
2024-07-15,openic_p,vix252,5638.16,44.1,5595.0,5570.0,0.6,settle,0.0,56.74,
2024-07-15,openic_p,vix365,5638.16,36.6,5600.0,5575.0,0.8,settle,0.0,76.74,
2024-07-15,openic_p,straddle,5638.16,23.0,5615.0,5590.0,1.8,settle,0.0,176.74,
2024-07-15,openic_c,vix252,5638.16,44.1,5680.0,5705.0,0.7,settle,0.0,66.74,
2024-07-15,openic_c,vix365,5638.16,36.6,5675.0,5700.0,1.1,settle,0.0,106.74,
2024-07-15,openic_c,straddle,5638.16,23.0,5660.0,5685.0,3.35,stop,10.3,-701.52,
2024-07-16,eodic_p,vix252,5631.22,46.5,5585.0,5560.0,0.3,settle,0.0,26.74,
2024-07-16,eodic_p,vix365,5631.22,38.7,5595.0,5570.0,0.55,settle,0.0,51.74,
2024-07-16,eodic_p,straddle,5631.22,22.7,5610.0,5585.0,1.25,settle,0.0,121.74,
2024-07-16,eodic_c,vix252,5631.22,46.5,5680.0,5705.0,1.25,settle,0.0,121.74,
2024-07-16,eodic_c,vix365,5631.22,38.7,5670.0,5695.0,2.6,settle,0.0,256.74,
2024-07-16,eodic_c,straddle,5631.22,22.7,5655.0,5680.0,6.2,stop,8.75,-261.52,
2024-07-16,openic_p,vix252,5644.09,46.5,5600.0,5575.0,0.85,settle,0.0,81.74,
2024-07-16,openic_p,vix365,5644.09,38.7,5605.0,5580.0,1.1,settle,0.0,106.74,
2024-07-16,openic_p,straddle,5644.09,22.7,5620.0,5595.0,2.4,settle,0.0,236.74,
2024-07-16,openic_c,vix252,5644.09,46.5,5690.0,5715.0,0.2,settle,0.0,16.74,
2024-07-16,openic_c,vix365,5644.09,38.7,5685.0,5710.0,0.4,settle,0.0,36.74,
2024-07-16,openic_c,straddle,5644.09,22.7,5665.0,5690.0,2.5,settle,2.199999999999818,26.74,
2024-07-17,eodic_p,vix252,5667.2,47.1,5620.0,5595.0,10.7,stop,9.1,153.48,
2024-07-17,eodic_p,vix365,5667.2,39.1,5630.0,5605.0,13.5,stop,12.0,143.48,
2024-07-17,eodic_p,straddle,5667.2,26.0,5640.0,5615.0,16.3,stop,15.3,93.48,
2024-07-17,eodic_c,vix252,5667.2,47.1,5715.0,5740.0,-0.05,settle,0.0,-8.26,
2024-07-17,eodic_c,vix365,5667.2,39.1,5705.0,5730.0,0.0,settle,0.0,-3.26,
2024-07-17,eodic_c,straddle,5667.2,26.0,5695.0,5720.0,0.05,settle,0.0,1.74,
2024-07-17,openic_p,vix252,5610.07,47.1,5565.0,5540.0,1.0,settle,0.0,96.74,
2024-07-17,openic_p,vix365,5610.07,39.1,5570.0,5545.0,1.35,settle,0.0,131.74,
2024-07-17,openic_p,straddle,5610.07,26.0,5585.0,5560.0,3.0,settle,0.0,296.74,
2024-07-17,openic_c,vix252,5610.07,47.1,5655.0,5680.0,0.75,settle,0.0,71.74,
2024-07-17,openic_c,vix365,5610.07,39.1,5650.0,5675.0,1.05,settle,0.0,101.74,
2024-07-17,openic_c,straddle,5610.07,26.0,5635.0,5660.0,2.7,settle,0.0,266.74,
2024-07-18,eodic_p,vix252,5588.27,51.0,5535.0,5510.0,0.35,stop,9.35,-906.52,
2024-07-18,eodic_p,vix365,5588.27,42.4,5545.0,5520.0,0.7,stop,8.1,-746.52,
2024-07-18,eodic_p,straddle,5588.27,27.7,5560.0,5535.0,1.6,stop,11.7,-1016.52,
2024-07-18,eodic_c,vix252,5588.27,51.0,5640.0,5665.0,1.35,settle,0.0,131.74,
2024-07-18,eodic_c,vix365,5588.27,42.4,5630.0,5655.0,2.4,settle,0.0,236.74,
2024-07-18,eodic_c,straddle,5588.27,27.7,5615.0,5640.0,5.05,settle,0.0,501.74,
2024-07-18,openic_p,vix252,5608.56,51.0,5560.0,5535.0,0.6,stop,11.7,-1116.52,
2024-07-18,openic_p,vix365,5608.56,42.4,5565.0,5540.0,0.85,stop,10.0,-921.52,
2024-07-18,openic_p,straddle,5608.56,27.7,5580.0,5555.0,2.0,stop,13.3,-1136.52,
2024-07-18,openic_c,vix252,5608.56,51.0,5660.0,5685.0,0.35,settle,0.0,31.74,
2024-07-18,openic_c,vix365,5608.56,42.4,5650.0,5675.0,0.75,settle,0.0,71.74,
2024-07-18,openic_c,straddle,5608.56,27.7,5635.0,5660.0,2.2,settle,0.0,216.74,
2024-07-19,eodic_p,vix252,5544.59,55.6,5490.0,5465.0,1.5,settle,0.0,146.74,
2024-07-19,eodic_p,vix365,5544.59,46.2,5500.0,5475.0,2.3,settle,0.0,226.74,
2024-07-19,eodic_p,straddle,5544.59,32.6,5510.0,5485.0,3.4,stop,11.1,-776.52,
2024-07-19,eodic_c,vix252,5544.59,55.6,5600.0,5625.0,0.95,settle,0.0,91.74,
2024-07-19,eodic_c,vix365,5544.59,46.2,5590.0,5615.0,1.6,settle,0.0,156.74,
2024-07-19,eodic_c,straddle,5544.59,32.6,5575.0,5600.0,3.15,settle,0.0,311.74,
2024-07-19,openic_p,vix252,5543.37,55.6,5490.0,5465.0,1.15,settle,0.0,111.74,
2024-07-19,openic_p,vix365,5543.37,46.2,5495.0,5470.0,1.5,settle,0.0,146.74,
2024-07-19,openic_p,straddle,5543.37,32.6,5510.0,5485.0,2.75,stop,11.1,-841.52,
2024-07-19,openic_c,vix252,5543.37,55.6,5600.0,5625.0,0.7,settle,0.0,66.74,
2024-07-19,openic_c,vix365,5543.37,46.2,5590.0,5615.0,1.25,settle,0.0,121.74,
2024-07-19,openic_c,straddle,5543.37,32.6,5575.0,5600.0,2.75,settle,0.0,271.74,
2024-07-22,eodic_p,vix252,5505.0,57.3,5450.0,5425.0,0.1,settle,0.0,6.74,
2024-07-22,eodic_p,vix365,5505.0,47.6,5455.0,5430.0,0.15,settle,0.0,11.74,
2024-07-22,eodic_p,straddle,5505.0,26.0,5480.0,5455.0,0.55,settle,0.0,51.74,
2024-07-22,eodic_c,vix252,5505.0,57.3,5560.0,5585.0,4.2,stop,8.3,-416.52,
2024-07-22,eodic_c,vix365,5505.0,47.6,5555.0,5580.0,5.35,stop,10.4,-511.52,
2024-07-22,eodic_c,straddle,5505.0,26.0,5530.0,5555.0,12.5,stop,17.1,-466.52,
2024-07-22,openic_p,vix252,5544.54,57.3,5485.0,5460.0,0.9,settle,0.0,86.74,
2024-07-22,openic_p,vix365,5544.54,47.6,5495.0,5470.0,1.5,settle,0.0,146.74,
2024-07-22,openic_p,straddle,5544.54,26.0,5520.0,5495.0,4.25,settle,0.0,421.74,
2024-07-22,openic_c,vix252,5544.54,57.3,5600.0,5625.0,0.2,settle,0.0,16.74,
2024-07-22,openic_c,vix365,5544.54,47.6,5590.0,5615.0,0.45,settle,0.0,41.74,
2024-07-22,openic_c,straddle,5544.54,26.0,5570.0,5595.0,2.05,settle,0.0,201.74,
2024-07-23,eodic_p,vix252,5564.41,52.3,5510.0,5485.0,0.7,settle,0.0,66.74,
2024-07-23,eodic_p,vix365,5564.41,43.4,5520.0,5495.0,1.2,settle,0.0,116.74,
2024-07-23,eodic_p,straddle,5564.41,24.0,5540.0,5515.0,2.95,settle,0.0,291.74,
2024-07-23,eodic_c,vix252,5564.41,52.3,5615.0,5640.0,0.15,settle,0.0,11.74,
2024-07-23,eodic_c,vix365,5564.41,43.4,5610.0,5635.0,0.3,settle,0.0,26.74,
2024-07-23,eodic_c,straddle,5564.41,24.0,5590.0,5615.0,2.15,settle,0.0,211.74,
2024-07-23,openic_p,vix252,5565.3,52.3,5515.0,5490.0,0.3,settle,0.0,26.74,
2024-07-23,openic_p,vix365,5565.3,43.4,5520.0,5495.0,0.4,settle,0.0,36.74,
2024-07-23,openic_p,straddle,5565.3,24.0,5540.0,5515.0,1.3,settle,0.0,126.74,
2024-07-23,openic_c,vix252,5565.3,52.3,5620.0,5645.0,0.3,settle,0.0,26.74,
2024-07-23,openic_c,vix365,5565.3,43.4,5610.0,5635.0,0.9,settle,0.0,86.74,
2024-07-23,openic_c,straddle,5565.3,24.0,5590.0,5615.0,3.9,settle,0.0,386.74,
2024-07-24,eodic_p,vix252,5555.74,51.5,5505.0,5480.0,7.7,stop,11.1,-346.52,
2024-07-24,eodic_p,vix365,5555.74,42.8,5515.0,5490.0,10.5,stop,13.5,-306.52,
2024-07-24,eodic_p,straddle,5555.74,26.8,5530.0,5505.0,14.6,stop,17.4,-286.52,
2024-07-24,eodic_c,vix252,5555.74,51.5,5605.0,5630.0,0.0,settle,0.0,-3.26,
2024-07-24,eodic_c,vix365,5555.74,42.8,5600.0,5625.0,0.0,settle,0.0,-3.26,
2024-07-24,eodic_c,straddle,5555.74,26.8,5585.0,5610.0,0.0,settle,0.0,-3.26,
2024-07-24,openic_p,vix252,5505.84,51.5,5455.0,5430.0,3.05,stop,7.7,-471.52,
2024-07-24,openic_p,vix365,5505.84,42.8,5465.0,5440.0,4.7,stop,10.8,-616.52,
2024-07-24,openic_p,straddle,5505.84,26.8,5480.0,5455.0,8.4,stop,10.2,-186.52,
