date,strat,center,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2022-06-22,openfly_p,3748.4,3750.0,3725.0,9.1,settle,0.0,906.74,
2022-06-22,openfly_c,3748.4,3750.0,3775.0,9.6,stop,17.0,-746.52,
2022-06-23,eodfly_p,3759.89,3760.0,3735.0,5.4,stop,9.7,-436.52,
2022-06-23,eodfly_c,3759.89,3760.0,3785.0,14.7,stop,15.6,-96.52,
2022-06-23,openfly_p,3786.05,3785.0,3760.0,8.7,stop,11.9,-326.52,
2022-06-23,openfly_c,3786.05,3785.0,3810.0,9.9,stop,10.3,-46.52,
2022-06-24,eodfly_p,3795.73,3795.0,3770.0,3.3,settle,0.0,326.74,
2022-06-24,eodfly_c,3795.73,3795.0,3820.0,17.6,stop,21.1,-356.52,
2022-06-24,openfly_p,3874.35,3875.0,3850.0,8.2,settle,0.0,816.74,
2022-06-24,openfly_c,3874.35,3875.0,3900.0,10.3,stop,13.0,-276.52,
2022-06-27,eodfly_p,3911.74,3910.0,3885.0,6.2,stop,11.9,-576.52,
2022-06-27,eodfly_c,3911.74,3910.0,3935.0,13.1,stop,13.4,-36.52,
2022-06-27,openfly_p,3911.4,3910.0,3885.0,8.9,stop,11.8,-296.52,
2022-06-27,openfly_c,3911.4,3910.0,3935.0,9.5,stop,13.4,-396.52,
2022-06-28,eodfly_p,3900.11,3900.0,3875.0,4.8,stop,11.9,-716.52,
2022-06-28,eodfly_c,3900.11,3900.0,3925.0,14.9,stop,20.8,-596.52,
2022-06-28,openfly_p,3924.45,3925.0,3900.0,8.7,stop,10.0,-136.52,
2022-06-28,openfly_c,3924.45,3925.0,3950.0,8.7,settle,0.0,866.74,
2022-06-29,eodfly_p,3821.55,3820.0,3795.0,8.3,stop,13.0,-476.52,
2022-06-29,eodfly_c,3821.55,3820.0,3845.0,11.0,stop,11.6,-66.52,
2022-06-29,openfly_p,3832.35,3830.0,3805.0,8.1,stop,13.5,-546.52,
2022-06-29,openfly_c,3832.35,3830.0,3855.0,9.7,settle,0.0,966.74,
2022-06-30,eodfly_p,3818.83,3820.0,3795.0,14.5,stop,21.5,-706.52,
2022-06-30,eodfly_c,3818.83,3820.0,3845.0,3.9,settle,0.0,386.74,
2022-06-30,openfly_p,3740.8,3740.0,3715.0,9.8,settle,0.0,976.74,
2022-06-30,openfly_c,3740.8,3740.0,3765.0,9.8,stop,12.6,-286.52,
2022-07-01,eodfly_p,3785.38,3785.0,3760.0,9.3,stop,14.1,-486.52,
2022-07-01,eodfly_c,3785.38,3785.0,3810.0,9.6,stop,14.1,-456.52,
2022-07-01,openfly_p,3792.15,3790.0,3765.0,8.3,stop,15.6,-736.52,
2022-07-01,openfly_c,3792.15,3790.0,3815.0,10.2,stop,9.35,78.48,
2022-07-05,eodfly_p,3825.33,3825.0,3800.0,18.7,stop,24.4,-576.52,
2022-07-05,eodfly_c,3825.33,3825.0,3850.0,1.55,settle,6.389999999999873,-487.26,
2022-07-05,openfly_p,3743.9,3745.0,3720.0,9.6,settle,0.0,956.74,
2022-07-05,openfly_c,3743.9,3745.0,3770.0,9.3,stop,12.9,-366.52,
2022-07-06,eodfly_p,3831.39,3830.0,3805.0,9.2,stop,9.8,-66.52,
2022-07-06,eodfly_c,3831.39,3830.0,3855.0,10.4,stop,9.9,43.48,
2022-07-06,openfly_p,3827.45,3825.0,3800.0,8.6,stop,10.4,-186.52,
2022-07-06,openfly_c,3827.45,3825.0,3850.0,9.8,stop,12.1,-236.52,
2022-07-07,eodfly_p,3845.08,3845.0,3820.0,4.1,settle,0.0,406.74,
2022-07-07,eodfly_c,3845.08,3845.0,3870.0,15.7,stop,19.3,-366.52,
2022-07-07,openfly_p,3877.2,3875.0,3850.0,7.4,settle,0.0,736.74,
2022-07-07,openfly_c,3877.2,3875.0,3900.0,9.9,stop,10.7,-86.52,
2022-07-08,eodfly_p,3902.62,3905.0,3880.0,13.2,stop,13.5,-36.52,
2022-07-08,eodfly_c,3902.62,3905.0,3930.0,5.3,stop,9.5,-426.52,
2022-07-08,openfly_p,3879.6,3880.0,3855.0,8.5,settle,0.0,846.74,
2022-07-08,openfly_c,3879.6,3880.0,3905.0,9.0,stop,10.9,-196.52,
2022-07-11,eodfly_p,3899.38,3900.0,3875.0,15.1,stop,20.7,-566.52,
2022-07-11,eodfly_c,3899.38,3900.0,3925.0,3.8,settle,0.0,376.74,
2022-07-11,openfly_p,3853.15,3855.0,3830.0,9.4,stop,6.55,278.48,
2022-07-11,openfly_c,3853.15,3855.0,3880.0,8.7,stop,10.9,-226.52,
2022-07-12,eodfly_p,3854.43,3855.0,3830.0,8.9,stop,12.9,-406.52,
2022-07-12,eodfly_c,3854.43,3855.0,3880.0,9.2,stop,12.6,-346.52,
2022-07-12,openfly_p,3839.95,3840.0,3815.0,8.4,stop,13.0,-466.52,
2022-07-12,openfly_c,3839.95,3840.0,3865.0,9.0,stop,11.6,-266.52,
2022-07-13,eodfly_p,3818.8,3820.0,3795.0,16.8,stop,18.5,-176.52,
2022-07-13,eodfly_c,3818.8,3820.0,3845.0,2.8,stop,10.8,-806.52,
2022-07-13,openfly_p,3782.85,3785.0,3760.0,9.4,stop,11.3,-196.52,
2022-07-13,openfly_c,3782.85,3785.0,3810.0,9.7,stop,12.5,-286.52,
2022-07-14,eodfly_p,3801.78,3800.0,3775.0,17.4,stop,23.0,-566.52,
2022-07-14,eodfly_c,3801.78,3800.0,3825.0,2.75,settle,0.0,271.74,
2022-07-14,openfly_p,3723.7,3725.0,3700.0,10.5,settle,0.0,1046.74,
2022-07-14,openfly_c,3723.7,3725.0,3750.0,8.7,stop,10.5,-186.52,
2022-07-15,eodfly_p,3790.38,3790.0,3765.0,2.15,settle,0.0,211.74,
2022-07-15,eodfly_c,3790.38,3790.0,3815.0,18.4,stop,19.7,-136.52,
2022-07-15,openfly_p,3840.4,3840.0,3815.0,8.5,settle,0.0,846.74,
2022-07-15,openfly_c,3840.4,3840.0,3865.0,9.8,stop,14.4,-466.52,
2022-07-18,eodfly_p,3863.16,3865.0,3840.0,3.35,stop,11.3,-801.52,
2022-07-18,eodfly_c,3863.16,3865.0,3890.0,16.2,stop,16.9,-76.52,
2022-07-18,openfly_p,3894.7,3895.0,3870.0,8.2,stop,10.5,-236.52,
2022-07-18,openfly_c,3894.7,3895.0,3920.0,8.8,settle,0.0,876.74,
2022-07-19,eodfly_p,3830.85,3830.0,3805.0,2.2,settle,0.0,216.74,
2022-07-19,eodfly_c,3830.85,3830.0,3855.0,18.4,stop,21.5,-316.52,
2022-07-19,openfly_p,3880.6,3880.0,3855.0,7.2,settle,0.0,716.74,
2022-07-19,openfly_c,3880.6,3880.0,3905.0,9.6,stop,13.3,-376.52,
2022-07-20,eodfly_p,3936.69,3935.0,3910.0,9.8,stop,11.7,-196.52,
2022-07-20,eodfly_c,3936.69,3935.0,3960.0,8.4,stop,13.0,-466.52,
2022-07-20,openfly_p,3928.15,3930.0,3905.0,9.1,settle,0.0,906.74,
2022-07-20,openfly_c,3928.15,3930.0,3955.0,8.5,stop,9.9,-146.52,
2022-07-21,eodfly_p,3959.9,3960.0,3935.0,10.7,stop,12.7,-206.52,
2022-07-21,eodfly_c,3959.9,3960.0,3985.0,7.2,stop,11.0,-386.52,
2022-07-21,openfly_p,3946.9,3945.0,3920.0,8.2,stop,12.6,-446.52,
2022-07-21,openfly_c,3946.9,3945.0,3970.0,9.6,stop,11.8,-226.52,
2022-07-22,eodfly_p,3998.95,4000.0,3975.0,7.2,stop,10.7,-356.52,
2022-07-22,eodfly_c,3998.95,4000.0,4025.0,10.0,settle,0.0,996.74,
2022-07-22,openfly_p,3991.1,3990.0,3965.0,8.0,stop,12.2,-426.52,
2022-07-22,openfly_c,3991.1,3990.0,4015.0,9.2,stop,11.0,-186.52,
2022-07-25,eodfly_p,3961.63,3960.0,3935.0,6.4,stop,10.9,-456.52,
2022-07-25,eodfly_c,3961.63,3960.0,3985.0,11.5,stop,11.3,13.48,
2022-07-25,openfly_p,3966.25,3965.0,3940.0,7.8,stop,10.0,-226.52,
2022-07-25,openfly_c,3966.25,3965.0,3990.0,9.6,stop,10.4,-86.52,
2022-07-26,eodfly_p,3966.84,3965.0,3940.0,11.8,stop,13.2,-146.52,
2022-07-26,eodfly_c,3966.84,3965.0,3990.0,5.85,settle,0.0,581.74,
2022-07-26,openfly_p,3946.35,3945.0,3920.0,7.9,stop,11.1,-326.52,
2022-07-26,openfly_c,3946.35,3945.0,3970.0,9.6,settle,0.0,956.74,
2022-07-27,eodfly_p,3921.05,3920.0,3895.0,5.1,settle,0.0,506.74,
2022-07-27,eodfly_c,3921.05,3920.0,3945.0,15.9,stop,18.2,-236.52,
2022-07-27,openfly_p,3967.3,3965.0,3940.0,9.2,settle,0.0,916.74,
2022-07-27,openfly_c,3967.3,3965.0,3990.0,11.3,stop,12.2,-96.52,
2022-07-28,eodfly_p,4023.61,4025.0,4000.0,6.2,stop,16.2,-1006.52,
2022-07-28,eodfly_c,4023.61,4025.0,4050.0,12.3,stop,11.0,123.48,
2022-07-28,openfly_p,4008.4,4010.0,3985.0,8.6,stop,11.3,-276.52,
2022-07-28,openfly_c,4008.4,4010.0,4035.0,8.9,stop,13.8,-496.52,
2022-07-29,eodfly_p,4072.43,4070.0,4045.0,5.2,settle,0.0,516.74,
2022-07-29,eodfly_c,4072.43,4070.0,4095.0,13.6,stop,16.8,-326.52,
2022-07-29,openfly_p,4110.6,4110.0,4085.0,7.8,stop,10.4,-266.52,
2022-07-29,openfly_c,4110.6,4110.0,4135.0,9.4,stop,11.2,-186.52,
2022-08-01,eodfly_p,4130.29,4130.0,4105.0,14.5,stop,14.8,-36.52,
2022-08-01,eodfly_c,4130.29,4130.0,4155.0,4.0,stop,11.0,-706.52,
2022-08-01,openfly_p,4125.75,4125.0,4100.0,7.9,stop,11.9,-406.52,
2022-08-01,openfly_c,4125.75,4125.0,4150.0,9.6,stop,13.0,-346.52,
2022-08-02,eodfly_p,4118.63,4120.0,4095.0,12.4,stop,14.2,-186.52,
2022-08-02,eodfly_c,4118.63,4120.0,4145.0,5.35,stop,9.95,-466.52,
2022-08-02,openfly_p,4092.15,4090.0,4065.0,7.9,settle,0.0,786.74,
2022-08-02,openfly_c,4092.15,4090.0,4115.0,10.1,stop,10.6,-56.52,
2022-08-03,eodfly_p,4091.19,4090.0,4065.0,3.75,settle,0.0,371.74,
2022-08-03,eodfly_c,4091.19,4090.0,4115.0,15.8,stop,18.8,-306.52,
2022-08-03,openfly_p,4130.65,4130.0,4105.0,8.3,stop,9.9,-166.52,
2022-08-03,openfly_c,4130.65,4130.0,4155.0,9.2,stop,10.1,-96.52,
2022-08-04,eodfly_p,4155.17,4155.0,4130.0,8.7,stop,10.4,-176.52,
2022-08-04,eodfly_c,4155.17,4155.0,4180.0,9.0,stop,5.35,358.48,
2022-08-04,openfly_p,4159.0,4160.0,4135.0,8.5,stop,12.3,-386.52,
2022-08-04,openfly_c,4159.0,4160.0,4185.0,8.4,settle,0.0,836.74,
2022-08-05,eodfly_p,4151.94,4150.0,4125.0,17.5,stop,15.7,173.48,
2022-08-05,eodfly_c,4151.94,4150.0,4175.0,2.1,settle,0.0,206.74,
2022-08-05,openfly_p,4138.95,4140.0,4115.0,7.7,stop,9.6,-196.52,
2022-08-05,openfly_c,4138.95,4140.0,4165.0,8.7,stop,12.0,-336.52,
2022-08-08,eodfly_p,4145.19,4145.0,4120.0,4.2,stop,8.65,-451.52,
2022-08-08,eodfly_c,4145.19,4145.0,4170.0,14.0,stop,18.5,-456.52,
2022-08-08,openfly_p,4183.6,4185.0,4160.0,7.8,stop,9.6,-186.52,
2022-08-08,openfly_c,4183.6,4185.0,4210.0,8.35,settle,0.0,831.74,
2022-08-09,eodfly_p,4140.06,4140.0,4115.0,9.7,stop,11.6,-196.52,
2022-08-09,eodfly_c,4140.06,4140.0,4165.0,7.4,settle,0.0,736.74,
2022-08-09,openfly_p,4120.75,4120.0,4095.0,8.0,stop,8.3,-36.52,
2022-08-09,openfly_c,4120.75,4120.0,4145.0,9.0,stop,10.4,-146.52,
2022-08-10,eodfly_p,4122.47,4120.0,4095.0,0.45,settle,0.0,41.74,
2022-08-10,eodfly_c,4122.47,4120.0,4145.0,21.9,stop,24.4,-256.52,
2022-08-10,openfly_p,4194.25,4195.0,4170.0,7.9,stop,10.3,-246.52,
2022-08-10,openfly_c,4194.25,4195.0,4220.0,8.8,stop,11.5,-276.52,
2022-08-11,eodfly_p,4210.24,4210.0,4185.0,3.0,stop,6.9,-396.52,
2022-08-11,eodfly_c,4210.24,4210.0,4235.0,16.7,stop,17.9,-126.52,
2022-08-11,openfly_p,4246.8,4245.0,4220.0,6.5,stop,12.8,-636.52,
2022-08-11,openfly_c,4246.8,4245.0,4270.0,9.1,stop,10.95,-191.52,
2022-08-12,eodfly_p,4207.27,4205.0,4180.0,3.2,settle,0.0,316.74,
2022-08-12,eodfly_c,4207.27,4205.0,4230.0,15.6,stop,19.2,-366.52,
2022-08-12,openfly_p,4225.45,4225.0,4200.0,7.4,settle,0.0,736.74,
2022-08-12,openfly_c,4225.45,4225.0,4250.0,9.0,stop,11.4,-246.52,
2022-08-15,eodfly_p,4280.15,4280.0,4255.0,14.2,stop,14.2,-6.52,
2022-08-15,eodfly_c,4280.15,4280.0,4305.0,3.6,stop,11.7,-816.52,
2022-08-15,openfly_p,4274.95,4275.0,4250.0,7.6,stop,10.0,-246.52,
2022-08-15,openfly_c,4274.95,4275.0,4300.0,8.5,stop,10.65,-221.52,
2022-08-16,eodfly_p,4297.14,4295.0,4270.0,9.2,stop,9.4,-26.52,
2022-08-16,eodfly_c,4297.14,4295.0,4320.0,6.6,stop,8.9,-236.52,
2022-08-16,openfly_p,4287.2,4285.0,4260.0,6.85,stop,9.6,-281.52,
2022-08-16,openfly_c,4287.2,4285.0,4310.0,8.9,stop,10.45,-161.52,
2022-08-17,eodfly_p,4305.2,4305.0,4280.0,16.7,stop,20.0,-336.52,
2022-08-17,eodfly_c,4305.2,4305.0,4330.0,2.15,settle,0.0,211.74,
2022-08-17,openfly_p,4276.9,4275.0,4250.0,7.5,stop,9.0,-156.52,
2022-08-17,openfly_c,4276.9,4275.0,4300.0,9.1,stop,12.35,-331.52,
2022-08-18,eodfly_p,4274.04,4275.0,4250.0,7.7,stop,9.7,-206.52,
2022-08-18,eodfly_c,4274.04,4275.0,4300.0,9.2,stop,10.8,-166.52,
2022-08-18,openfly_p,4265.95,4265.0,4240.0,7.85,settle,0.0,781.74,
2022-08-18,openfly_c,4265.95,4265.0,4290.0,8.4,stop,10.8,-246.52,
2022-08-19,eodfly_p,4283.74,4285.0,4260.0,15.7,stop,19.1,-346.52,
2022-08-19,eodfly_c,4283.74,4285.0,4310.0,2.55,settle,0.0,251.74,
2022-08-19,openfly_p,4239.65,4240.0,4215.0,8.6,stop,9.4,-86.52,
2022-08-19,openfly_c,4239.65,4240.0,4265.0,8.7,settle,0.0,866.74,
2022-08-22,eodfly_p,4228.48,4230.0,4205.0,21.1,stop,23.3,-226.52,
2022-08-22,eodfly_c,4228.48,4230.0,4255.0,0.55,settle,0.0,51.74,
2022-08-22,openfly_p,4167.3,4165.0,4140.0,7.8,stop,10.9,-316.52,
2022-08-22,openfly_c,4167.3,4165.0,4190.0,9.3,settle,0.0,926.74,
2022-08-23,eodfly_p,4137.99,4140.0,4115.0,9.2,stop,11.1,-196.52,
2022-08-23,eodfly_c,4137.99,4140.0,4165.0,8.5,stop,10.5,-206.52,
2022-08-23,openfly_p,4141.35,4140.0,4115.0,7.8,stop,11.1,-336.52,
2022-08-23,openfly_c,4141.35,4140.0,4165.0,9.1,stop,15.2,-616.52,
2022-08-24,eodfly_p,4128.73,4130.0,4105.0,8.8,stop,9.9,-116.52,
2022-08-24,eodfly_c,4128.73,4130.0,4155.0,8.1,stop,11.6,-356.52,
2022-08-24,openfly_p,4125.95,4125.0,4100.0,7.65,settle,0.0,761.74,
2022-08-24,openfly_c,4125.95,4125.0,4150.0,8.4,stop,11.3,-296.52,
2022-08-25,eodfly_p,4140.77,4140.0,4115.0,4.45,settle,0.0,441.74,
2022-08-25,eodfly_c,4140.77,4140.0,4165.0,13.3,stop,12.7,53.48,
2022-08-25,openfly_p,4172.55,4175.0,4150.0,7.9,stop,8.9,-106.52,
2022-08-25,openfly_c,4172.55,4175.0,4200.0,7.6,stop,10.75,-321.52,
2022-08-26,eodfly_p,4199.12,4200.0,4175.0,10.6,stop,11.5,-96.52,
2022-08-26,eodfly_c,4199.12,4200.0,4225.0,9.8,settle,0.0,976.74,
2022-08-26,openfly_p,4160.4,4160.0,4135.0,10.0,stop,15.2,-526.52,
2022-08-26,openfly_c,4160.4,4160.0,4185.0,8.9,stop,17.9,-906.52,
2022-08-29,eodfly_p,4057.66,4060.0,4035.0,15.9,stop,13.9,193.48,
2022-08-29,eodfly_c,4057.66,4060.0,4085.0,3.3,settle,0.0,326.74,
2022-08-29,openfly_p,4032.0,4030.0,4005.0,7.9,stop,9.4,-156.52,
2022-08-29,openfly_c,4032.0,4030.0,4055.0,11.0,stop,12.6,-166.52,
2022-08-30,eodfly_p,4030.61,4030.0,4005.0,6.0,stop,9.9,-396.52,
2022-08-30,eodfly_c,4030.61,4030.0,4055.0,13.0,stop,11.6,133.48,
2022-08-30,openfly_p,4020.65,4020.0,3995.0,8.6,stop,12.8,-426.52,
2022-08-30,openfly_c,4020.65,4020.0,4045.0,9.4,settle,0.0,936.74,
2022-08-31,eodfly_p,3986.16,3985.0,3960.0,6.7,stop,11.7,-506.52,
2022-08-31,eodfly_c,3986.16,3985.0,4010.0,12.2,stop,13.5,-136.52,
2022-08-31,openfly_p,3992.75,3995.0,3970.0,9.6,stop,12.2,-266.52,
2022-08-31,openfly_c,3992.75,3995.0,4020.0,8.9,settle,0.0,886.74,
2022-09-01,eodfly_p,3955.0,3955.0,3930.0,13.4,stop,14.0,-66.52,
2022-09-01,eodfly_c,3955.0,3955.0,3980.0,5.7,settle,11.849999999999907,-618.26,
2022-09-01,openfly_p,3916.65,3915.0,3890.0,8.9,stop,12.2,-336.52,
2022-09-01,openfly_c,3916.65,3915.0,3940.0,9.6,stop,12.7,-316.52,
2022-09-02,eodfly_p,3966.85,3965.0,3940.0,3.5,stop,12.3,-886.52,
2022-09-02,eodfly_c,3966.85,3965.0,3990.0,17.1,stop,15.1,193.48,
2022-09-02,openfly_p,3975.15,3975.0,3950.0,8.8,stop,12.3,-356.52,
