date,ic,fly,book
2023-06-16,541.96,-141.07999999999996,400.8800000000001
2023-06-20,301.96,-572.8199999999999,-270.85999999999996
2023-06-21,411.96000000000004,-17.819999999999965,394.1400000000001
2023-06-22,296.96000000000004,-736.0799999999999,-439.1199999999999
2023-06-23,721.96,-77.82000000000001,644.14
2023-06-26,216.95999999999998,147.18000000000006,364.14000000000004
2023-06-27,-1119.56,-267.82000000000005,-1387.38
2023-06-28,141.95999999999998,-32.819999999999965,109.14000000000001
2023-06-29,256.96000000000004,182.18000000000004,439.1400000000001
2023-06-30,-241.29999999999995,-492.82,-734.1199999999999
2023-07-03,11.959999999999999,58.91999999999996,70.87999999999995
2023-07-05,226.96,232.18,459.14
2023-07-06,108.70000000000003,-292.82,-184.11999999999995
2023-07-07,191.96,-386.08,-194.11999999999998
2023-07-10,121.96000000000001,-92.81999999999994,29.14000000000007
2023-07-11,81.96000000000001,650.44,732.4000000000001
2023-07-12,-141.3,-737.8199999999999,-879.1199999999999
2023-07-13,-201.3,-237.82,-439.12
2023-07-14,106.96,-906.0799999999999,-799.1199999999999
2023-07-17,41.96,307.18,349.14
2023-07-18,71.96000000000001,227.18000000000004,299.14000000000004
2023-07-19,126.96,390.44000000000005,517.4000000000001
2023-07-20,106.96,990.44,1097.4
2023-07-21,221.95999999999998,297.18000000000006,519.1400000000001
2023-07-24,106.96,270.44000000000005,377.40000000000003
2023-07-25,31.959999999999997,1110.44,1142.4
2023-07-26,726.96,-656.0799999999999,70.88000000000011
2023-07-27,-521.3,-392.81999999999994,-914.1199999999999
2023-07-28,-191.29999999999995,-222.82,-414.11999999999995
2023-07-31,101.96,-686.08,-584.12
2023-08-01,166.96,520.44,687.4000000000001
2023-08-02,-714.56,190.44000000000005,-524.1199999999999
2023-08-03,271.96,-966.0799999999999,-694.1199999999999
2023-08-04,286.96000000000004,-1651.08,-1364.12
2023-08-07,231.96,260.44000000000005,492.4000000000001
2023-08-08,-461.29999999999995,-522.8199999999999,-984.1199999999999
2023-08-09,86.96,1095.44,1182.4
2023-08-10,-291.29999999999995,-282.81999999999994,-574.1199999999999
2023-08-11,501.96000000000004,-1101.08,-599.1199999999999
2023-08-14,211.95999999999998,297.18000000000006,509.14000000000004
2023-08-15,-436.29999999999995,2.1799999999999926,-434.11999999999995
2023-08-16,151.96,-636.0799999999999,-484.1199999999999
2023-08-17,236.96,337.18000000000006,574.1400000000001
2023-08-18,396.96000000000004,417.18000000000006,814.1400000000001
2023-08-21,166.95999999999998,-866.0799999999999,-699.1199999999999
2023-08-22,196.95999999999998,-691.0799999999999,-494.11999999999995
2023-08-23,-566.3,1035.44,469.1400000000001
2023-08-24,-1579.56,-497.81999999999994,-2077.38
2023-08-25,826.96,-1486.08,-659.1199999999999
2023-08-28,276.96000000000004,-437.82000000000005,-160.86
2023-08-29,-1994.56,700.44,-1294.12
2023-08-30,331.96000000000004,-352.81999999999994,-20.8599999999999
2023-08-31,271.96000000000004,-526.08,-254.12
2023-09-01,651.96,-671.0799999999999,-19.11999999999989
2023-09-05,261.96,663.44,925.4000000000001
2023-09-06,-1149.56,47.18000000000001,-1102.3799999999999
2023-09-07,501.96000000000004,860.44,1362.4
2023-09-08,211.95999999999998,177.18,389.14
2023-09-11,481.96000000000004,22.180000000000007,504.14000000000004
2023-09-12,191.96,-236.07999999999998,-44.119999999999976
2023-09-13,216.96,-1056.08,-839.1199999999999
2023-09-14,-371.29999999999995,-487.82,-859.1199999999999
2023-09-15,-1669.56,465.44000000000005,-1204.12
2023-09-18,86.96,307.18000000000006,394.14000000000004
2023-09-19,156.95999999999998,227.18,384.14
2023-09-20,-281.29999999999995,-636.08,-917.38
2023-09-21,-301.29999999999995,-697.8199999999999,-999.1199999999999
2023-09-22,146.96,-661.08,-514.12
2023-09-25,336.96000000000004,-816.0799999999999,-479.1199999999999
2023-09-26,-446.29999999999995,560.44,114.1400000000001
2023-09-27,161.95999999999998,-486.08,-324.12
2023-09-28,491.96000000000004,-1066.08,-574.1199999999999
2023-09-29,611.96,-17.819999999999936,594.1400000000001
2023-10-02,286.96000000000004,-966.0799999999999,-679.1199999999999
2023-10-03,-641.3,780.44,139.1400000000001
2023-10-04,291.96,-586.0799999999999,-294.11999999999995
2023-10-05,326.96000000000004,17.180000000000035,344.1400000000001
2023-10-06,-1004.56,-792.8199999999999,-1797.3799999999999
2023-10-09,-231.29999999999995,-886.0799999999999,-1117.3799999999999
2023-10-10,176.95999999999998,1090.44,1267.4
2023-10-11,326.96000000000004,-641.0799999999999,-314.1199999999999
2023-10-12,-1574.56,-891.0799999999999,-2465.64
2023-10-13,471.96000000000004,-232.81999999999994,239.1400000000001
2023-10-16,-621.3,530.44,-90.8599999999999
2023-10-17,531.96,-757.8199999999999,-225.8599999999999
2023-10-18,-446.29999999999995,-277.82,-724.1199999999999
2023-10-19,461.96000000000004,-1006.0799999999999,-544.1199999999999
2023-10-20,321.96,1370.44,1692.4
2023-10-23,271.96000000000004,-172.81999999999996,99.14000000000007
2023-10-24,301.96000000000004,-547.8199999999999,-245.8599999999999
2023-10-25,-576.3,-87.81999999999998,-664.1199999999999
2023-10-26,-396.29999999999995,-2.8199999999999363,-399.1199999999999
2023-10-27,446.96000000000004,-911.0799999999999,-464.1199999999999
2023-10-30,381.96000000000004,-367.81999999999994,14.1400000000001
2023-10-31,261.96,-167.82,94.13999999999999
2023-11-01,786.96,267.18000000000006,1054.14
2023-11-02,-409.55999999999995,-377.81999999999994,-787.3799999999999
2023-11-03,23.700000000000045,62.17999999999999,85.88000000000004
2023-11-06,226.96,-261.08000000000004,-34.12000000000003
2023-11-07,101.96000000000001,-906.0799999999999,-804.1199999999999
2023-11-08,111.96,-506.08,-394.12
2023-11-09,-291.29999999999995,-826.08,-1117.38
2023-11-10,-1234.56,-92.82000000000001,-1327.3799999999999
2023-11-13,211.96,-212.81999999999996,-0.8599999999999568
2023-11-14,-379.56,-542.82,-922.3800000000001
2023-11-15,306.96000000000004,47.180000000000064,354.1400000000001
2023-11-16,156.95999999999998,-121.07999999999993,35.88000000000005
2023-11-17,146.96,-261.08,-114.11999999999998
2023-11-20,-341.29999999999995,795.44,454.1400000000001
2023-11-21,96.96,47.18000000000005,144.14000000000004
2023-11-22,276.96000000000004,215.44000000000003,492.4000000000001
2023-11-24,-18.04,500.44,482.4
2023-11-27,41.96,17.18000000000003,59.14000000000003
2023-11-28,41.96,57.18000000000005,99.14000000000004
2023-11-29,271.96000000000004,-722.8199999999999,-450.8599999999999
2023-11-30,186.96,-671.0799999999999,-484.1199999999999
2023-12-01,-336.29999999999995,-491.08,-827.3799999999999
2023-12-04,-421.3,-107.81999999999998,-529.12
2023-12-05,266.96,-1176.08,-909.1199999999999
2023-12-06,225.96,-416.08000000000004,-190.12000000000003
2023-12-07,-201.3,10.440000000000055,-190.85999999999996
2023-12-08,321.96000000000004,-1461.08,-1139.12
2023-12-11,101.96000000000001,477.18000000000006,579.1400000000001
2023-12-12,146.95999999999998,-132.81999999999996,14.140000000000015
2023-12-13,-1969.56,-416.08,-2385.64
2023-12-14,591.96,-546.08,45.879999999999995
2023-12-15,211.95999999999998,-464.56,-252.60000000000002
2023-12-18,121.96,-112.82000000000001,9.139999999999986
2023-12-19,41.96,645.44,687.4000000000001
2023-12-20,-2314.56,-51.08,-2365.64
2023-12-21,343.7,-596.3,-252.59999999999997
2023-12-22,291.96,-82.81999999999994,209.14000000000004
2023-12-26,46.96,650.44,697.4000000000001
2023-12-27,21.959999999999997,-581.08,-559.12
2023-12-28,71.96,7.180000000000007,79.14
2023-12-29,151.96,187.18000000000006,339.1400000000001
2024-01-02,-196.29999999999998,-692.8199999999999,-889.1199999999999
2024-01-03,347.96000000000004,235.44000000000005,583.4000000000001
2024-01-04,126.96,-26.079999999999963,100.88000000000002
2024-01-05,446.96000000000004,-641.0799999999999,-194.1199999999999
2024-01-08,-1029.56,425.44000000000005,-604.1199999999999
2024-01-09,466.96,300.44000000000005,767.4000000000001
2024-01-10,91.96,680.44,772.4000000000001
2024-01-11,-276.29999999999995,-676.0799999999999,-952.3799999999999
2024-01-12,431.96000000000004,-976.08,-544.12
2024-01-16,391.96000000000004,-557.8199999999999,-165.8599999999999
2024-01-17,-76.30000000000003,-227.82,-304.12
2024-01-18,206.95999999999998,-237.82000000000002,-30.860000000000042
2024-01-19,-531.3,312.18,-219.11999999999995
2024-01-22,216.96,-472.81999999999994,-255.85999999999993
2024-01-23,121.96,-446.08,-324.12
2024-01-24,311.96000000000004,-642.8199999999999,-330.8599999999999
2024-01-25,211.96,-267.82000000000005,-55.86000000000004
2024-01-26,196.95999999999998,-641.08,-444.12000000000006
2024-01-29,61.959999999999994,-556.0799999999999,-494.11999999999995
2024-01-30,101.96000000000001,322.18000000000006,424.1400000000001
2024-01-31,-819.56,-42.81999999999996,-862.3799999999999
2024-02-01,-840.3,-422.81999999999994,-1263.12
2024-02-02,-1314.56,1070.44,-244.1199999999999
2024-02-05,326.96,-407.82,-80.86000000000001
2024-02-06,171.95999999999998,-691.0799999999999,-519.1199999999999
2024-02-07,-221.29999999999998,320.44000000000005,99.14000000000007
2024-02-08,116.96,528.9200000000001,645.8800000000001
2024-02-09,171.95999999999998,442.18,614.14
2024-02-12,41.96,23.919999999999987,65.88
2024-02-13,-224.55999999999997,-387.81999999999994,-612.3799999999999
2024-02-14,221.96,-367.81999999999994,-145.85999999999993
2024-02-15,126.96000000000001,-27.819999999999993,99.14000000000001
2024-02-16,476.96000000000004,-291.08000000000004,185.88
2024-02-20,316.96000000000004,-322.82,-5.859999999999957
2024-02-21,121.96,-797.82,-675.86
2024-02-22,-629.56,-332.82000000000005,-962.38
2024-02-23,151.95999999999998,-172.82000000000002,-20.860000000000042
2024-02-26,66.96,217.18000000000006,284.14000000000004
2024-02-27,36.96,383.9200000000001,420.88000000000005
2024-02-28,106.96,377.18000000000006,484.14000000000004
2024-02-29,326.96000000000004,-742.8199999999999,-415.8599999999999
2024-03-01,191.96,915.44,1107.4
2024-03-04,41.96,437.18,479.14
2024-03-05,-1569.56,75.44000000000005,-1494.12
2024-03-06,-36.3,705.44,669.1400000000001
2024-03-07,-496.29999999999995,365.44000000000005,-130.8599999999999
2024-03-08,341.96000000000004,107.18000000000006,449.1400000000001
2024-03-11,311.96,1180.44,1492.4
2024-03-12,-466.29999999999995,1355.44,889.1400000000001
2024-03-13,116.96000000000001,-21.08000000000004,95.87999999999997
2024-03-14,531.96,-1331.08,-799.1199999999999
2024-03-15,571.96,-1267.82,-695.8599999999999
2024-03-18,-196.3,-262.82000000000005,-459.12000000000006
2024-03-19,221.96,-946.0799999999999,-724.1199999999999
2024-03-20,1036.96,-336.08,700.8800000000001
2024-03-21,251.96,-407.82,-155.85999999999999
2024-03-22,66.96,373.92,440.88
2024-03-25,81.96,119.44000000000005,201.40000000000003
2024-03-26,41.96,352.18,394.14
2024-03-27,-7.039999999999994,-62.81999999999999,-69.85999999999999
2024-03-28,71.96,417.18,489.14
2024-04-01,56.959999999999994,-1291.08,-1234.12
2024-04-02,-346.29999999999995,-942.8199999999999,-1289.12
2024-04-03,236.96,-471.08,-234.11999999999998
2024-04-04,-1634.56,-1386.08,-3020.64
2024-04-05,-1599.56,1190.44,-409.1199999999999
2024-04-08,141.96,-731.0799999999999,-589.1199999999999
2024-04-09,116.96000000000001,-2636.08,-2519.12
2024-04-10,298.7,-552.8199999999999,-254.11999999999995
2024-04-11,571.96,-546.0799999999999,25.88000000000011
2024-04-12,-1069.56,1105.44,35.88000000000011
2024-04-15,-1579.56,-231.29999999999995,-1810.86
2024-04-16,556.96,-726.0799999999999,-169.1199999999999
2024-04-17,466.96000000000004,267.18000000000006,734.1400000000001
2024-04-18,386.96,-1076.08,-689.1199999999999
2024-04-19,521.96,327.18000000000006,849.1400000000001
2024-04-22,-586.3,147.18,-439.11999999999995
2024-04-23,-576.3,810.44,234.1400000000001
2024-04-24,216.96,302.18000000000006,519.1400000000001
2024-04-25,113.7,370.44000000000005,484.14000000000004
2024-04-26,-446.29999999999995,-137.82,-584.1199999999999
2024-04-29,121.96000000000001,-351.08,-229.11999999999998
2024-04-30,-2607.3,192.18000000000004,-2415.1200000000003
2024-05-01,-246.29999999999995,-1316.08,-1562.3799999999999
2024-05-02,328.70000000000005,52.180000000000064,380.8800000000001
2024-05-03,388.7,-117.82,270.88
2024-05-06,-551.3,400.44000000000005,-150.8599999999999
2024-05-07,91.96,-7.820000000000022,84.13999999999997
2024-05-08,236.96,-122.82000000000002,114.13999999999999
2024-05-09,76.96,-517.8199999999999,-440.85999999999996
2024-05-10,111.96000000000001,-372.81999999999994,-260.8599999999999
