date,ic,fly,book
2022-05-16,791.96,-886.0799999999999,-94.11999999999989
2022-05-17,15.220000000000013,-439.56,-424.34
2022-05-18,-1484.56,520.44,-964.1199999999999
2022-05-19,228.48000000000002,-1346.08,-1117.6
2022-05-20,-1559.56,-782.8199999999999,-2342.38
2022-05-23,-256.29999999999995,970.44,714.1400000000001
2022-05-24,-501.29999999999995,-622.8199999999999,-1124.12
2022-05-25,816.96,207.18000000000006,1024.14
2022-05-26,-1339.56,790.44,-549.1199999999999
2022-05-27,-1025.3,-262.82,-1288.12
2022-05-31,1066.96,-782.8199999999999,284.1400000000001
2022-06-01,546.96,-672.8199999999999,-125.8599999999999
2022-06-02,-1453.52,-579.78,-2033.3
2022-06-03,-261.29999999999995,860.44,599.1400000000001
2022-06-06,766.96,925.44,1692.4
2022-06-07,133.70000000000005,-1996.08,-1862.3799999999999
2022-06-08,451.96000000000004,-92.81999999999995,359.1400000000001
2022-06-09,-2134.56,1290.44,-844.1199999999999
2022-06-10,-524.56,-722.8199999999999,-1247.3799999999999
2022-06-13,-764.56,-877.8199999999999,-1642.3799999999999
2022-06-14,586.96,267.18000000000006,854.1400000000001
2022-06-15,-186.29999999999995,27.180000000000007,-159.11999999999995
2022-06-16,-904.56,-637.8199999999999,-1542.3799999999999
2022-06-17,671.96,-1336.08,-664.1199999999999
2022-06-21,173.70000000000005,-467.81999999999994,-294.1199999999999
2022-06-22,636.96,-1272.82,-635.8599999999999
2022-06-23,421.96000000000004,-906.0799999999999,-484.1199999999999
2022-06-24,-1244.56,510.44000000000005,-734.1199999999999
2022-06-27,396.96000000000004,-1306.08,-909.1199999999999
2022-06-28,-1814.56,-582.8199999999999,-2397.38
2022-06-29,416.96000000000004,-122.81999999999994,294.1400000000001
2022-06-30,63.70000000000003,370.44000000000005,434.1400000000001
2022-07-01,351.96,-1601.08,-1249.12
2022-07-05,198.70000000000005,-473.55999999999995,-274.8599999999999
2022-07-06,466.96,-446.08000000000004,20.87999999999994
2022-07-07,336.96000000000004,690.44,1027.4
2022-07-08,386.96,187.18000000000004,574.14
2022-07-11,671.96,-137.81999999999996,534.1400000000001
2022-07-12,176.95999999999998,-1486.08,-1309.12
2022-07-13,896.96,-1466.08,-569.1199999999999
2022-07-14,-16.29999999999996,565.44,549.1400000000001
2022-07-15,28.700000000000017,455.44000000000005,484.1400000000001
2022-07-18,456.96000000000004,-237.81999999999994,219.1400000000001
2022-07-19,-1444.56,240.44000000000005,-1204.12
2022-07-20,326.96,97.18000000000004,424.14
2022-07-21,396.96,-1266.08,-869.1199999999999
2022-07-22,291.96,27.180000000000035,319.14
2022-07-25,256.96,-756.08,-499.12000000000006
2022-07-26,306.96,1065.44,1372.4
2022-07-27,-1594.56,1090.44,-504.1199999999999
2022-07-28,371.96,-1656.08,-1284.12
2022-07-29,-406.29999999999995,-262.81999999999994,-669.1199999999999
2022-08-01,456.96000000000004,-1496.08,-1039.12
2022-08-02,501.96000000000004,77.18000000000004,579.1400000000001
2022-08-03,-446.29999999999995,-197.82,-644.1199999999999
2022-08-04,246.96,632.1800000000001,879.1400000000001
2022-08-05,736.96,-152.82,584.1400000000001
2022-08-08,426.96000000000004,-262.81999999999994,164.1400000000001
2022-08-09,241.95999999999998,357.18,599.14
2022-08-10,223.7,-737.8199999999999,-514.1199999999999
2022-08-11,391.96000000000004,-1351.08,-959.1199999999999
2022-08-12,-466.29999999999995,440.44000000000005,-25.8599999999999
2022-08-15,221.96,-1291.08,-1069.12
2022-08-16,106.96,-706.08,-599.12
2022-08-17,481.96000000000004,-612.8199999999999,-130.8599999999999
2022-08-18,146.96,162.17999999999998,309.14
2022-08-19,-316.29999999999995,685.44,369.1400000000001
2022-08-22,-679.56,435.44000000000005,-244.1199999999999
2022-08-23,141.95999999999998,-1356.08,-1214.12
2022-08-24,51.959999999999994,-7.819999999999936,44.14000000000006
2022-08-25,126.95999999999998,67.18000000000006,194.14000000000004
2022-08-26,-879.56,-552.8199999999999,-1432.3799999999999
2022-08-29,451.96000000000004,197.18,649.1400000000001
2022-08-30,-521.3,247.18000000000006,-274.1199999999999
2022-08-31,281.96000000000004,-22.819999999999936,259.1400000000001
2022-09-01,386.96000000000004,-1337.82,-950.8599999999999
2022-09-02,-351.29999999999995,-1786.08,-2137.38
2022-09-06,741.96,-736.0799999999999,5.880000000000109
2022-09-07,-1294.56,-112.81999999999996,-1407.3799999999999
2022-09-08,671.96,-702.8199999999999,-30.8599999999999
2022-09-09,-306.29999999999995,660.44,354.1400000000001
2022-09-12,516.96,-327.82,189.14000000000004
2022-09-13,-654.56,-702.8199999999999,-1357.3799999999999
2022-09-14,466.96000000000004,-1486.08,-1019.1199999999999
2022-09-15,436.96000000000004,-102.81999999999994,334.1400000000001
2022-09-16,1081.96,-667.8199999999999,414.1400000000001
2022-09-19,641.96,2.1800000000000352,644.1400000000001
2022-09-20,-316.29999999999995,-282.81999999999994,-599.1199999999999
2022-09-21,402.96000000000004,-786.0799999999999,-383.1199999999999
2022-09-22,691.96,-62.819999999999936,629.1400000000001
2022-09-23,-919.56,1030.44,110.88000000000011
2022-09-26,671.96,-696.0799999999999,-24.11999999999989
2022-09-27,571.96,-1736.08,-1164.12
2022-09-28,-994.56,1060.44,65.88000000000011
2022-09-29,-1084.56,-532.8199999999999,-1617.3799999999999
2022-09-30,731.96,-1276.08,-544.1199999999999
2022-10-03,-1309.56,1210.44,-99.11999999999989
2022-10-04,-126.29999999999995,-447.82,-574.1199999999999
2022-10-05,606.96,-906.0799999999999,-299.1199999999999
2022-10-06,376.96000000000004,-242.81999999999994,134.1400000000001
2022-10-07,-1404.56,-292.82,-1697.3799999999999
2022-10-10,341.96,297.18000000000006,639.1400000000001
2022-10-11,301.96,-162.81999999999994,139.14000000000004
2022-10-12,401.96000000000004,-636.0799999999999,-234.1199999999999
2022-10-13,-1514.56,-1532.82,-3047.38
2022-10-14,-1214.56,-512.8199999999999,-1727.3799999999999
2022-10-17,-191.29999999999995,-917.8199999999999,-1109.12
2022-10-18,1291.96,365.44000000000005,1657.4
2022-10-19,441.96,-836.0799999999999,-394.11999999999995
2022-10-20,371.96000000000004,-1356.08,-984.1199999999999
2022-10-21,-1369.56,-692.8199999999999,-2062.38
2022-10-24,471.96000000000004,-62.819999999999965,409.1400000000001
2022-10-25,391.96000000000004,1320.44,1712.4
2022-10-26,465.22,-1046.08,-580.8599999999999
2022-10-27,406.96000000000004,-1306.08,-899.1199999999999
2022-10-28,-1729.56,750.44,-979.1199999999999
2022-10-31,616.96,377.18,994.1400000000001
2022-11-01,686.96,-212.81999999999994,474.1400000000001
2022-11-02,-1289.56,-906.0799999999999,-2195.64
2022-11-03,876.96,700.44,1577.4
2022-11-04,198.70000000000002,-1451.08,-1252.3799999999999
2022-11-07,466.96000000000004,497.18,964.1400000000001
2022-11-08,216.96,-2046.08,-1829.12
2022-11-09,-439.29999999999995,-342.81999999999994,-782.1199999999999
2022-11-10,-384.56,-787.8199999999999,-1172.3799999999999
2022-11-11,586.96,157.18000000000006,744.1400000000001
2022-11-14,396.96000000000004,-1191.08,-794.1199999999999
2022-11-15,138.7,540.44,679.1400000000001
2022-11-16,321.96,147.18000000000006,469.14000000000004
2022-11-17,801.96,-232.82000000000002,569.14
2022-11-18,521.96,-831.08,-309.12
2022-11-21,191.96,272.18,464.14
2022-11-22,186.96,1090.44,1277.4
2022-11-23,291.96,67.18000000000004,359.14
2022-11-25,6.960000000000001,277.18,284.14
2022-11-28,-531.3,865.44,334.1400000000001
2022-11-29,61.959999999999994,-1226.08,-1164.12
2022-11-30,-1239.56,-1066.08,-2305.64
2022-12-01,281.96,-922.8199999999999,-640.8599999999999
2022-12-02,986.96,395.44000000000005,1382.4
2022-12-05,-1439.56,-242.82,-1682.3799999999999
2022-12-06,-1314.56,1125.44,-189.1199999999999
2022-12-07,381.96000000000004,-1236.08,-854.1199999999999
2022-12-08,286.96000000000004,77.18,364.14000000000004
2022-12-09,371.96000000000004,-656.0799999999999,-284.1199999999999
2022-12-12,35.959999999999994,332.18000000000006,368.14000000000004
2022-12-13,-629.56,570.44,-59.11999999999989
2022-12-14,2176.96,-906.0799999999999,1270.88
2022-12-15,-714.56,-697.8199999999999,-1412.3799999999999
2022-12-16,-1109.56,780.44,-329.1199999999999
2022-12-19,266.96,-342.81999999999994,-75.85999999999996
2022-12-20,366.96000000000004,-1466.08,-1099.12
2022-12-21,-516.3,650.44,134.1400000000001
2022-12-22,-1404.56,111.44000000000005,-1293.12
2022-12-23,601.96,-422.81999999999994,179.1400000000001
2022-12-27,511.96000000000004,270.44000000000005,782.4000000000001
2022-12-28,196.96,-182.81999999999994,14.140000000000072
2022-12-29,-741.3,140.44000000000005,-600.8599999999999
2022-12-30,536.96,-342.81999999999994,194.1400000000001
2023-01-03,-246.29999999999995,-572.8199999999999,-819.1199999999999
2023-01-04,726.96,-152.81999999999996,574.1400000000001
2023-01-05,596.96,-627.8199999999999,-30.8599999999999
2023-01-06,-1324.56,1000.44,-324.1199999999999
2023-01-09,-536.3,-358.82000000000005,-895.12
2023-01-10,416.96000000000004,-1116.08,-699.1199999999999
2023-01-11,281.96000000000004,-102.82000000000001,179.14000000000004
2023-01-12,871.96,-142.81999999999994,729.1400000000001
2023-01-13,611.96,-162.81999999999994,449.1400000000001
2023-01-17,211.95999999999998,-1286.08,-1074.12
2023-01-18,-1604.56,-97.81999999999994,-1702.3799999999999
2023-01-19,401.96,-137.81999999999996,264.14
2023-01-20,-1644.56,1180.44,-464.1199999999999
2023-01-23,-1594.56,785.44,-809.1199999999999
2023-01-24,476.96,-22.819999999999936,454.14000000000004
2023-01-25,-91.29999999999997,-249.82000000000002,-341.12
2023-01-26,766.96,-532.8199999999999,234.1400000000001
2023-01-27,531.96,-671.0799999999999,-139.1199999999999
2023-01-30,58.70000000000002,870.44,929.1400000000001
2023-01-31,-1023.04,1100.44,77.40000000000009
2023-02-01,-1839.56,-1046.08,-2885.64
2023-02-02,-241.29999999999995,505.44000000000005,264.1400000000001
2023-02-03,1141.96,-117.82,1024.14
2023-02-06,531.96,-492.81999999999994,39.1400000000001
2023-02-07,-1394.56,-291.08,-1685.6399999999999
2023-02-08,486.96,1355.44,1842.4
2023-02-09,-161.29999999999995,-1141.08,-1302.3799999999999
2023-02-10,496.96000000000004,-282.81999999999994,214.1400000000001
2023-02-13,281.96,1190.44,1472.4
2023-02-14,926.96,-2116.08,-1189.12
2023-02-15,511.96,-626.0799999999999,-114.11999999999995
2023-02-16,488.70000000000005,-8.560000000000002,480.14000000000004
2023-02-17,726.96,-87.82000000000001,639.14
2023-02-21,-964.56,870.44,-94.11999999999989
2023-02-22,341.96000000000004,-1076.08,-734.1199999999999
2023-02-23,366.96000000000004,-137.81999999999994,229.1400000000001
2023-02-24,-96.29999999999997,-532.8199999999999,-629.1199999999999
2023-02-27,476.96000000000004,-552.8199999999999,-75.8599999999999
2023-02-28,161.95999999999998,-496.08,-334.12
2023-03-01,256.96000000000004,22.180000000000035,279.1400000000001
2023-03-02,256.96,-756.0799999999999,-499.11999999999995
2023-03-03,-580.3,795.44,215.1400000000001
2023-03-06,156.95999999999998,-12.819999999999993,144.14
2023-03-07,-589.56,517.1800000000001,-72.37999999999988
2023-03-08,331.96,-406.08,-74.12
2023-03-09,-1964.56,-367.81999999999994,-2332.38
2023-03-10,-1289.56,-1366.08,-2655.64
2023-03-13,1396.96,-2306.08,-909.1199999999999
2023-03-14,3.7000000000000455,-332.82,-329.11999999999995
2023-03-15,73.70000000000003,-307.82000000000005,-234.12
2023-03-16,-1509.56,-1596.08,-3105.64
2023-03-17,471.96,1200.44,1672.4
2023-03-20,646.96,327.18,974.1400000000001
2023-03-21,471.96000000000004,-187.81999999999994,284.1400000000001
2023-03-22,-914.04,-456.08,-1370.12
2023-03-23,-546.3,-1316.08,-1862.3799999999999
2023-03-24,781.96,-826.0799999999999,-44.11999999999989
2023-03-27,396.96000000000004,1160.44,1557.4
2023-03-28,216.95999999999998,37.180000000000035,254.14000000000001
2023-03-29,-216.29999999999995,-132.82000000000005,-349.12
2023-03-30,216.96,-82.82000000000002,134.14
2023-03-31,-1202.3,410.44000000000005,-791.8599999999999
2023-04-03,160.21999999999997,-941.0799999999999,-780.8599999999999
2023-04-04,41.96,-87.81999999999994,-45.859999999999935
2023-04-05,101.96000000000001,1217.44,1319.4
2023-04-06,111.96,-322.81999999999994,-210.85999999999996
2023-04-10,281.96000000000004,-533.8199999999999,-251.8599999999999
2023-04-11,41.959999999999994,-61.07999999999999,-19.119999999999997
2023-04-12,301.96000000000004,-1301.08,-999.1199999999999
2023-04-13,-621.3,405.44000000000005,-215.8599999999999
2023-04-14,231.96,-827.8199999999999,-595.8599999999999
2023-04-17,71.96,-741.0799999999999,-669.1199999999999
2023-04-18,126.96,-1251.08,-1124.12
2023-04-19,136.95999999999998,87.17999999999998,224.13999999999996
2023-04-20,301.96000000000004,-187.82,114.14000000000004
2023-04-21,151.96,-861.0799999999999,-709.1199999999999
2023-04-24,51.96,-407.81999999999994,-355.85999999999996
2023-04-25,-1559.56,630.44,-929.1199999999999
2023-04-26,171.96,-1136.08,-964.1199999999999
2023-04-27,-1409.56,-272.82,-1682.3799999999999
2023-04-28,121.96,-72.81999999999994,49.14000000000006
2023-05-01,121.96,73.92000000000002,195.88
2023-05-02,-2049.56,65.44000000000005,-1984.12
2023-05-03,1181.96,-446.08,735.8800000000001
2023-05-04,581.96,-147.81999999999996,434.1400000000001
2023-05-05,-964.56,340.44000000000005,-624.1199999999999
2023-05-08,111.96,-576.08,-464.12000000000006
2023-05-09,171.96,-127.82000000000002,44.139999999999986
2023-05-10,511.96000000000004,342.18000000000006,854.1400000000001
2023-05-11,486.96000000000004,765.44,1252.4
2023-05-12,186.95999999999998,-37.819999999999936,149.14000000000004
2023-05-15,171.95999999999998,-611.08,-439.12000000000006
2023-05-16,116.96,177.18,294.14
2023-05-17,-496.29999999999995,735.44,239.1400000000001
2023-05-18,121.96,-2.8199999999999363,119.14000000000006
2023-05-19,271.96,-1136.08,-864.1199999999999
2023-05-22,126.96,-187.82,-60.86
2023-05-23,226.96,62.18000000000005,289.14000000000004
2023-05-24,431.96000000000004,202.18,634.1400000000001
2023-05-25,521.96,172.17999999999998,694.14
2023-05-26,-1109.56,540.44,-569.1199999999999
2023-05-30,321.96000000000004,-911.0799999999999,-589.1199999999999
2023-05-31,271.96000000000004,77.18000000000005,349.1400000000001
2023-06-01,-839.56,-17.819999999999993,-857.3799999999999
2023-06-02,-839.56,165.44000000000005,-674.1199999999999
2023-06-05,216.95999999999998,-946.0799999999999,-729.1199999999999
2023-06-06,131.95999999999998,-7.819999999999936,124.14000000000004
2023-06-07,146.95999999999998,-402.81999999999994,-255.85999999999996
2023-06-08,136.96,-207.81999999999994,-70.85999999999993
2023-06-09,246.95999999999998,-182.82,64.13999999999999
2023-06-12,-56.300000000000004,222.18,165.88
2023-06-13,436.96000000000004,-312.81999999999994,124.1400000000001
2023-06-14,1026.96,-866.0799999999999,160.8800000000001
2023-06-15,-1254.56,212.18000000000004,-1042.3799999999999
