day,t5,Open,Close,High,Low,delta,vol,poc,hi_minfrac,lo_minfrac,cvd,kind,delta_flip,delta_close_mismatch,churn_absorption,cvd_div_local,vol_climax,finished_rej,rng,close_pos,wick_up,wick_dn,delta3,px_prog3,cvd_d1,cvd_kink,dist_mq,ERD,CVDkink,Trapped,WickRej,ExhPulse,LvlDiv,TurnScore
2026-07-15,2026-07-15 11:20:00,7581.0,7574.5,7581.25,7573.75,-634,14000,7578.0,0.35,0.0,-82,control,1,0,1,0,0,,7.5,0.1,0.03333333333333333,0.1,300.0,-52.0,-634.0,1885.0,2.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 11:25:00,7574.5,7580.0,7580.0,7574.0,902,12000,7577.75,0.0,0.217391304347826,820,control,1,0,1,0,0,,6.0,1.0,0.0,0.08333333333333333,1519.0,-6.0,902.0,1536.0,0.0,1,1,0,0,0,0,0.6
2026-07-15,2026-07-15 11:30:00,7580.0,7572.5,7581.5,7572.5,-684,12000,7578.0,0.3027522935779816,0.0,136,control,1,0,1,0,0,,9.0,0.0,0.16666666666666666,0.0,-416.0,-34.0,-684.0,1586.0,10.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 11:35:00,7572.5,7573.25,7576.0,7572.5,298,8000,7574.0,0.3157894736842105,0.2888888888888888,434,control,1,0,1,0,0,,3.5,0.21428571428571427,0.7857142857142857,0.0,516.0,-5.0,298.0,982.0,7.0,1,0,0,1,0,0,1.6
2026-07-15,2026-07-15 11:40:00,7573.25,7578.75,7579.75,7571.75,828,10000,7575.0,0.2529411764705882,0.0,1262,LOW,0,0,0,1,0,1.0,8.0,0.875,0.125,0.1875,442.0,-5.0,828.0,530.0,13.0,1,0,0,0,0,0,2.6
2026-07-15,2026-07-15 11:45:00,7578.75,7586.0,7593.25,7577.0,1426,21982,7582.5,0.2065217391304347,0.1851851851851851,2688,control,0,0,1,0,1,,16.25,0.5538461538461539,0.4461538461538462,0.1076923076923077,2552.0,54.0,1426.0,598.0,24.0,0,0,0,0,0,0,1.2
2026-07-15,2026-07-15 11:50:00,7586.0,7585.5,7588.5,7583.75,168,10016,7586.5,0.0,0.2484848484848484,2856,control,0,1,1,0,0,,4.75,0.3684210526315789,0.5263157894736842,0.3684210526315789,2422.0,49.0,168.0,1258.0,22.0,0,1,0,1,0,0,1.0
2026-07-15,2026-07-15 11:55:00,7585.5,7587.0,7587.25,7579.5,476,8000,7584.25,0.0,0.0,3332,control,0,0,1,0,0,,7.75,0.967741935483871,0.03225806451612903,0.7741935483870968,2070.0,33.0,476.0,308.0,28.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 12:00:00,7586.75,7588.5,7590.75,7586.0,1186,10002,7589.5,0.0,0.1241379310344827,4518,control,0,0,0,0,0,,4.75,0.5263157894736842,0.47368421052631576,0.15789473684210525,1830.0,10.0,1186.0,710.0,34.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 12:05:00,7588.5,7592.0,7594.25,7588.25,1298,10000,7592.0,0.0,0.4893617021276595,5816,control,0,0,0,0,0,,6.0,0.625,0.375,0.041666666666666664,2960.0,26.0,1298.0,112.0,32.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 12:10:00,7592.0,7588.75,7592.5,7587.5,-180,6000,7591.0,0.4260869565217391,0.0,5636,control,1,0,1,0,0,,5.0,0.25,0.1,0.25,2304.0,7.0,-180.0,1478.0,35.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 12:15:00,7588.75,7595.0,7595.0,7588.25,739,5999,7593.5,0.01,0.4671532846715328,6375,control,1,0,0,0,0,,6.75,1.0,0.0,0.07407407407407407,1857.0,26.0,739.0,919.0,20.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 12:20:00,7595.0,7595.75,7596.0,7592.25,143,8001,7595.5,0.0,0.0,6518,control,0,0,1,0,0,,3.75,0.9333333333333333,0.06666666666666667,0.7333333333333333,702.0,15.0,143.0,596.0,17.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 12:25:00,7595.75,7598.5,7598.75,7593.5,386,6000,7595.0,0.0,0.1538461538461538,6904,control,0,0,1,0,0,,5.25,0.9523809523809523,0.047619047619047616,0.42857142857142855,1268.0,39.0,386.0,243.0,6.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 12:30:00,7598.5,7601.5,7602.5,7598.5,682,14000,7599.5,0.0,0.4415584415584415,7586,control,0,0,1,0,0,,4.0,0.75,0.25,0.0,1211.0,26.0,682.0,296.0,6.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 12:35:00,7601.5,7602.75,7605.0,7601.5,-6,10000,7604.0,0.0,0.3405405405405405,7580,control,1,1,1,0,0,,3.5,0.35714285714285715,0.6428571428571429,0.0,1062.0,28.0,-6.0,688.0,11.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 12:40:00,7602.75,7604.5,7604.75,7602.25,555,7999,7603.0,0.3008849557522124,0.0,8135,control,1,0,1,0,0,,2.5,0.9,0.1,0.2,1231.0,24.0,555.0,561.0,18.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 12:45:00,7604.5,7610.5,7611.25,7604.25,1867,14001,7609.25,0.0,0.0,10002,control,0,0,0,0,1,,7.0,0.8928571428571429,0.10714285714285714,0.03571428571428571,2416.0,36.0,1867.0,1312.0,42.0,0,1,0,0,0,0,1.2
2026-07-15,2026-07-15 12:50:00,7610.25,7613.5,7616.25,7608.75,1308,13998,7613.25,0.0,0.0,11310,control,0,0,0,0,0,,7.5,0.6333333333333333,0.36666666666666664,0.2,3730.0,43.0,1308.0,559.0,46.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 12:55:00,7613.5,7612.5,7614.25,7611.25,-303,10001,7612.5,0.0,0.0,11007,control,1,0,1,0,0,,3.0,0.4166666666666667,0.25,0.4166666666666667,2872.0,32.0,-303.0,1611.0,50.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 13:00:00,7612.75,7613.75,7616.0,7612.25,-219,10001,7614.75,0.1503267973856209,0.1492537313432835,10788,control,0,1,1,0,0,,3.75,0.4,0.6,0.13333333333333333,786.0,13.0,-219.0,84.0,45.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 13:05:00,7613.75,7616.5,7617.75,7613.5,261,7999,7615.75,0.0,0.0,11049,control,1,0,1,0,0,,4.25,0.7058823529411765,0.29411764705882354,0.058823529411764705,-261.0,12.0,261.0,480.0,34.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 13:10:00,7616.5,7614.75,7618.25,7614.5,-53,8001,7617.0,0.0,0.282051282051282,10996,control,1,0,1,0,0,,3.75,0.06666666666666667,0.4666666666666667,0.06666666666666667,-11.0,9.0,-53.0,314.0,41.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 13:15:00,7614.75,7614.5,7615.25,7612.75,-682,8000,7613.5,0.0,0.0888888888888888,10314,control,0,0,0,0,0,,2.5,0.7,0.2,0.7,-474.0,3.0,-682.0,629.0,42.0,1,0,1,1,0,0,1.6
2026-07-15,2026-07-15 13:20:00,7614.5,7617.5,7619.0,7614.5,688,8000,7617.0,0.0,0.2894736842105263,11002,control,1,0,0,0,0,,4.5,0.6666666666666666,0.3333333333333333,0.0,-47.0,4.0,688.0,1370.0,30.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 13:25:00,7617.5,7617.0,7618.5,7616.0,198,4000,7616.75,0.0,0.0,11200,control,0,1,1,0,0,,2.5,0.4,0.4,0.4,204.0,9.0,198.0,490.0,32.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 13:30:00,7617.0,7617.5,7619.75,7615.75,406,6000,7618.0,0.0,0.2777777777777778,11606,HIGH,0,0,1,0,0,1.0,4.0,0.4375,0.5625,0.3125,1292.0,12.0,406.0,208.0,21.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 13:35:00,7617.5,7615.5,7617.75,7614.75,-302,6000,7616.25,0.0,0.0,11304,control,1,0,1,0,0,,3.0,0.25,0.08333333333333333,0.25,302.0,-8.0,-302.0,708.0,38.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 13:40:00,7615.5,7609.25,7616.25,7609.25,-900,7998,7613.25,0.288135593220339,0.0,10404,control,0,0,0,0,0,,7.0,0.0,0.10714285714285714,0.0,-796.0,-31.0,-900.0,598.0,37.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 13:45:00,7609.25,7606.0,7610.5,7604.5,-896,14002,7608.0,0.0,0.0,9508,control,0,0,1,0,1,,6.0,0.25,0.20833333333333334,0.25,-2098.0,-46.0,-896.0,4.0,24.0,0,0,0,0,0,0,1.2
2026-07-15,2026-07-15 13:50:00,7606.0,7605.0,7607.5,7601.75,20,12000,7602.75,0.0,0.0,9528,control,1,1,1,0,0,,5.75,0.5652173913043478,0.2608695652173913,0.5652173913043478,-1776.0,-42.0,20.0,916.0,20.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 13:55:00,7605.0,7601.75,7605.0,7601.0,-134,8000,7602.0,0.2616822429906542,0.0,9394,control,1,0,1,0,0,,4.0,0.1875,0.0,0.1875,-1010.0,-30.0,-134.0,154.0,7.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 14:00:00,7601.75,7605.5,7607.5,7600.5,792,10000,7606.5,0.0,0.1698113207547169,10186,LOW,1,0,1,1,0,1.0,7.0,0.7142857142857143,0.2857142857142857,0.17857142857142858,678.0,-2.0,792.0,926.0,2.0,1,0,0,0,0,1,3.4
2026-07-15,2026-07-15 14:05:00,7605.5,7607.75,7608.5,7604.75,-292,8000,7605.75,0.0,0.0,9894,control,1,1,1,0,0,,3.75,0.8,0.2,0.2,366.0,11.0,-292.0,1084.0,31.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 14:10:00,7607.75,7606.75,7609.0,7605.5,146,8000,7608.0,0.0,0.0,10040,control,1,1,1,0,0,,3.5,0.35714285714285715,0.35714285714285715,0.35714285714285715,646.0,20.0,146.0,438.0,27.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 14:15:00,7606.75,7604.25,7608.5,7603.0,-642,6000,7607.25,0.0,0.0,9398,control,1,0,0,0,0,,5.5,0.22727272727272727,0.3181818181818182,0.22727272727272727,-788.0,-5.0,-642.0,788.0,17.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 14:20:00,7604.25,7602.5,7604.25,7601.75,-127,7999,7603.0,0.3928571428571428,0.3389830508474576,9271,control,0,0,1,0,0,,2.5,0.3,0.0,0.3,-623.0,-21.0,-127.0,515.0,10.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 14:25:00,7602.5,7607.0,7608.0,7602.5,597,6001,7606.25,0.0,0.35,9868,control,1,0,0,0,0,,5.5,0.8181818181818182,0.18181818181818182,0.0,-172.0,1.0,597.0,724.0,28.0,1,0,0,0,0,0,0.6
2026-07-15,2026-07-15 14:30:00,7607.0,7601.75,7609.5,7601.25,202,16000,7609.0,0.0,0.0,10070,LOW,0,1,1,1,1,1.0,8.25,0.06060606060606061,0.30303030303030304,0.06060606060606061,672.0,-10.0,202.0,395.0,5.0,0,0,0,0,0,1,4.0
2026-07-15,2026-07-15 14:35:00,7601.75,7610.25,7610.5,7601.5,1620,10000,7605.5,0.0,0.0,11690,control,0,0,0,0,0,,9.0,0.9722222222222222,0.027777777777777776,0.027777777777777776,2419.0,31.0,1620.0,1418.0,41.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 14:40:00,7610.25,7611.0,7612.75,7609.5,248,10000,7611.75,0.0,0.0,11938,control,0,0,1,0,0,,3.25,0.46153846153846156,0.5384615384615384,0.23076923076923078,2070.0,16.0,248.0,1372.0,44.0,0,1,0,1,0,0,1.0
2026-07-15,2026-07-15 14:45:00,7611.0,7610.0,7611.75,7605.25,-554,10000,7607.75,0.0,0.0,11384,control,1,0,1,0,0,,6.5,0.7307692307692307,0.11538461538461539,0.7307692307692307,1314.0,33.0,-554.0,802.0,40.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 14:50:00,7610.0,7612.5,7612.75,7607.75,71,13999,7610.75,0.248,0.0,11455,control,1,0,1,0,0,,5.0,0.95,0.05,0.45,-235.0,9.0,71.0,625.0,50.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 14:55:00,7612.5,7617.5,7618.0,7612.5,3133,64001,7614.25,0.0,0.2481389578163771,14588,control,0,0,1,0,1,,5.5,0.9090909090909091,0.09090909090909091,0.0,2650.0,26.0,3133.0,3062.0,30.0,0,1,0,0,0,0,1.2
2026-07-16,2026-07-16 08:30:00,7596.75,7591.5,7604.25,7589.75,-2188,30000,7600.5,0.0,0.0392156862745098,-2188,control,0,0,1,0,1,,14.5,0.1206896551724138,0.5172413793103449,0.1206896551724138,-2188.0,,,,34.0,0,0,0,1,1,0,3.0
2026-07-16,2026-07-16 08:35:00,7591.5,7585.5,7594.25,7584.25,-570,24000,7588.75,0.2352941176470588,0.180722891566265,-2758,control,0,0,1,0,0,,10.0,0.125,0.275,0.125,-2758.0,,-570.0,,22.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 08:40:00,7585.5,7582.25,7592.0,7579.75,-900,26000,7582.5,0.0,0.2407407407407407,-3658,control,0,0,1,0,0,,12.25,0.20408163265306123,0.5306122448979592,0.20408163265306123,-3658.0,,-900.0,330.0,9.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 08:45:00,7582.25,7580.75,7586.25,7575.5,-1177,23999,7582.5,0.0,0.4166666666666667,-4835,control,0,0,1,0,0,,10.75,0.4883720930232558,0.37209302325581395,0.4883720930232558,-2647.0,-43.0,-1177.0,277.0,3.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 08:50:00,7580.75,7581.25,7591.5,7580.25,13,26001,7586.0,0.0,0.0,-4822,control,1,0,1,0,0,,11.25,0.08888888888888889,0.9111111111111111,0.044444444444444446,-2064.0,-17.0,13.0,1190.0,5.0,0,1,0,1,0,0,1.0
2026-07-16,2026-07-16 08:55:00,7581.25,7588.5,7590.0,7580.25,216,16000,7585.75,0.0,0.0833333333333333,-4606,control,0,0,1,0,0,,9.75,0.8461538461538461,0.15384615384615385,0.10256410256410256,-948.0,25.0,216.0,203.0,34.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 09:00:00,7588.25,7596.0,7598.25,7587.75,896,22000,7594.0,0.0,0.0,-3710,control,0,0,1,0,0,,10.5,0.7857142857142857,0.21428571428571427,0.047619047619047616,1125.0,61.0,896.0,680.0,16.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 09:05:00,7596.0,7603.25,7604.75,7595.0,1062,18000,7598.75,0.0,0.3896103896103896,-2648,control,0,0,1,0,0,,9.75,0.8461538461538461,0.15384615384615385,0.10256410256410256,2174.0,88.0,1062.0,166.0,13.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 09:10:00,7603.25,7603.25,7605.5,7601.0,476,18000,7604.0,0.0,0.0,-2172,control,0,0,1,0,0,,4.5,0.5,0.5,0.5,2434.0,59.0,476.0,586.0,13.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 09:15:00,7603.25,7605.75,7608.75,7601.25,406,16000,7602.5,0.0,0.4337349397590361,-1766,control,0,0,1,0,0,,7.5,0.6,0.4,0.26666666666666666,1944.0,39.0,406.0,70.0,23.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 09:20:00,7605.75,7602.5,7607.25,7600.0,-154,14000,7604.0,0.0,0.1066666666666666,-1920,control,1,0,1,0,0,,7.25,0.3448275862068966,0.20689655172413793,0.3448275862068966,728.0,-3.0,-154.0,560.0,10.0,1,0,0,0,0,0,0.6
2026-07-16,2026-07-16 09:25:00,7602.5,7610.75,7613.0,7602.0,940,16000,7611.5,0.0658682634730539,0.0,-980,control,1,0,1,0,0,,11.0,0.7954545454545454,0.20454545454545456,0.045454545454545456,1192.0,30.0,940.0,1094.0,43.0,0,1,0,0,0,0,0.0
2026-07-16,2026-07-16 09:30:00,7610.75,7612.0,7613.5,7608.75,278,14000,7612.0,0.0,0.0,-702,control,0,0,1,0,0,,4.75,0.6842105263157895,0.3157894736842105,0.42105263157894735,1064.0,25.0,278.0,662.0,48.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 09:35:00,7612.0,7607.5,7613.75,7606.5,-502,14000,7611.5,0.0,0.0,-1204,control,1,0,1,0,0,,7.25,0.13793103448275862,0.2413793103448276,0.13793103448275862,716.0,20.0,-502.0,780.0,30.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 09:40:00,7607.5,7610.75,7613.5,7607.0,652,8000,7610.25,0.0,0.0,-552,control,1,0,0,0,0,,6.5,0.5769230769230769,0.4230769230769231,0.07692307692307693,428.0,0.0,652.0,1154.0,43.0,1,1,0,0,0,0,0.6
2026-07-16,2026-07-16 09:45:00,7610.75,7609.0,7615.0,7609.0,448,14000,7613.0,0.0,0.0,-104,HIGH,0,1,1,1,0,1.0,6.0,0.0,0.7083333333333334,0.0,598.0,-12.0,448.0,204.0,40.0,0,0,0,1,0,0,3.0
2026-07-16,2026-07-16 09:50:00,7609.0,7603.25,7610.5,7603.25,-864,14000,7607.0,0.0,0.0566037735849056,-968,control,1,0,1,0,1,,7.25,0.0,0.20689655172413793,0.0,236.0,-17.0,-864.0,1312.0,13.0,0,1,0,0,0,0,1.2
2026-07-16,2026-07-16 09:55:00,7603.25,7611.5,7612.0,7602.75,928,14000,7604.25,0.0,0.0,-40,control,1,0,1,0,1,,9.25,0.9459459459459459,0.05405405405405406,0.05405405405405406,512.0,3.0,928.0,1792.0,46.0,0,1,0,0,0,0,1.2
2026-07-16,2026-07-16 10:00:00,7611.5,7604.5,7613.25,7604.0,-470,14000,7610.5,0.0,0.0,-510,control,1,0,1,0,1,,9.25,0.05405405405405406,0.1891891891891892,0.05405405405405406,-406.0,-18.0,-470.0,1398.0,18.0,0,1,0,0,0,0,1.2
2026-07-16,2026-07-16 10:05:00,7604.5,7605.5,7607.25,7600.25,373,13999,7601.75,0.2967032967032967,0.056910569105691,-137,control,1,0,1,0,0,,7.0,0.75,0.25,0.6071428571428571,831.0,9.0,373.0,843.0,22.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 10:10:00,7605.5,7602.25,7606.75,7599.75,-1072,12000,7605.75,0.0,0.0,-1209,control,1,0,0,0,0,,7.0,0.35714285714285715,0.17857142857142858,0.35714285714285715,-1169.0,-37.0,-1072.0,1445.0,9.0,0,1,0,0,0,0,0.0
2026-07-16,2026-07-16 10:15:00,7602.5,7602.5,7605.5,7598.75,423,11997,7603.0,0.0,0.1839080459770115,-786,LOW,1,0,1,1,0,1.0,6.75,0.5555555555555556,0.4444444444444444,0.5555555555555556,-276.0,-8.0,423.0,1495.0,5.0,0,1,0,1,0,1,3.8
2026-07-16,2026-07-16 10:20:00,7602.5,7607.5,7608.0,7599.25,872,10002,7601.5,0.2542372881355932,0.4553571428571428,86,control,0,0,0,0,0,,8.75,0.9428571428571428,0.05714285714285714,0.37142857142857144,223.0,8.0,872.0,449.0,30.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 10:25:00,7607.5,7604.5,7613.5,7604.25,30,18002,7613.0,0.2815533980582524,0.0,116,HIGH,0,1,1,1,1,0.0,9.25,0.02702702702702703,0.6486486486486487,0.02702702702702703,1325.0,9.0,30.0,842.0,46.0,0,0,0,1,0,0,4.2
2026-07-16,2026-07-16 10:30:00,7604.5,7609.5,7611.5,7601.75,520,12000,7610.5,0.4,0.1379310344827586,636,control,0,0,1,0,0,,9.75,0.7948717948717948,0.20512820512820512,0.28205128205128205,1422.0,28.0,520.0,490.0,38.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 10:35:00,7609.5,7612.0,7613.25,7607.5,1444,9998,7612.5,0.0,0.1891891891891892,2080,control,0,0,0,0,0,,5.75,0.782608695652174,0.21739130434782608,0.34782608695652173,1994.0,18.0,1444.0,924.0,48.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 10:40:00,7612.0,7604.25,7612.25,7604.0,-1236,10002,7606.5,0.0,0.0,844,control,1,0,0,0,0,,8.25,0.030303030303030304,0.030303030303030304,0.030303030303030304,728.0,-1.0,-1236.0,2680.0,17.0,1,1,0,0,0,0,0.6
2026-07-16,2026-07-16 10:45:00,7604.25,7606.25,7606.5,7599.25,862,12000,7601.75,0.0,0.2727272727272727,1706,control,1,0,1,0,0,,7.25,0.9655172413793104,0.034482758620689655,0.6896551724137931,1070.0,-13.0,862.0,2098.0,25.0,1,1,0,1,0,0,1.6
2026-07-16,2026-07-16 10:50:00,7606.25,7603.5,7610.25,7602.75,118,10000,7606.5,0.0,0.3580246913580246,1824,control,0,1,1,0,0,,7.5,0.1,0.5333333333333333,0.1,-256.0,-34.0,118.0,744.0,14.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 10:55:00,7603.5,7602.75,7607.0,7602.0,20,6000,7604.75,0.0,0.0,1844,control,0,1,1,0,0,,5.0,0.15,0.7,0.15,1000.0,-6.0,20.0,98.0,11.0,1,0,0,1,0,0,1.6
2026-07-16,2026-07-16 11:00:00,7602.75,7595.5,7603.75,7594.75,-841,9997,7602.0,0.3292682926829268,0.0,1003,control,1,0,0,0,0,,9.0,0.08333333333333333,0.1111111111111111,0.08333333333333333,-703.0,-43.0,-841.0,861.0,18.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 11:05:00,7595.5,7594.75,7599.25,7592.0,255,14003,7596.5,0.3734939759036144,0.0,1258,control,1,1,1,0,0,,7.25,0.3793103448275862,0.5172413793103449,0.3793103448275862,-566.0,-35.0,255.0,1096.0,21.0,0,1,0,1,0,0,1.0
2026-07-16,2026-07-16 11:10:00,7594.75,7588.75,7595.25,7588.5,-1332,12000,7592.25,0.2025316455696202,0.0,-74,control,1,0,0,0,0,,6.75,0.037037037037037035,0.07407407407407407,0.037037037037037035,-1918.0,-56.0,-1332.0,1587.0,35.0,0,1,0,0,0,0,0.0
2026-07-16,2026-07-16 11:15:00,7588.75,7589.5,7594.25,7587.5,-438,12000,7591.0,0.1604938271604938,0.0,-512,control,0,1,1,0,0,,6.75,0.2962962962962963,0.7037037037037037,0.18518518518518517,-1515.0,-24.0,-438.0,894.0,38.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 11:20:00,7589.5,7583.0,7589.75,7583.0,-547,17999,7585.0,0.4126984126984127,0.0,-1059,LOW,0,0,1,0,1,1.0,6.75,0.0,0.037037037037037035,0.0,-2317.0,-47.0,-547.0,109.0,12.0,0,0,0,0,0,0,1.2
2026-07-16,2026-07-16 11:25:00,7583.25,7590.0,7590.25,7583.25,780,10000,7587.5,0.0,0.3333333333333333,-279,control,1,0,1,0,0,,7.0,0.9642857142857143,0.03571428571428571,0.0,-205.0,5.0,780.0,1327.0,40.0,0,1,0,0,0,0,0.0
2026-07-16,2026-07-16 11:30:00,7590.0,7589.75,7594.25,7588.25,-67,12001,7592.25,0.1530612244897959,0.3230769230769231,-346,control,1,0,1,0,0,,6.0,0.25,0.7083333333333334,0.25,166.0,1.0,-67.0,847.0,39.0,1,0,0,1,0,0,1.6
2026-07-16,2026-07-16 11:35:00,7589.75,7588.0,7592.5,7586.75,92,10000,7589.5,0.336734693877551,0.0,-254,control,1,1,1,0,0,,5.75,0.21739130434782608,0.4782608695652174,0.21739130434782608,805.0,20.0,92.0,159.0,32.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 11:40:00,7588.0,7588.75,7591.25,7586.75,-48,6000,7588.25,0.144927536231884,0.0,-302,control,1,1,1,0,0,,4.5,0.4444444444444444,0.5555555555555556,0.2777777777777778,-23.0,-5.0,-48.0,140.0,35.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 11:45:00,7588.75,7591.5,7592.25,7586.0,70,6000,7588.5,0.0,0.2411347517730496,-232,control,1,0,1,0,0,,6.25,0.88,0.12,0.44,114.0,7.0,70.0,118.0,34.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 11:50:00,7591.5,7598.25,7598.5,7591.0,794,8000,7594.25,0.0,0.1954545454545454,562,control,0,0,0,0,0,,7.5,0.9666666666666667,0.03333333333333333,0.06666666666666667,816.0,41.0,794.0,724.0,7.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 11:55:00,7598.25,7597.0,7599.25,7595.75,-188,8000,7598.0,0.0,0.0,374,HIGH,1,0,1,1,0,1.0,3.5,0.35714285714285715,0.2857142857142857,0.35714285714285715,676.0,33.0,-188.0,982.0,3.0,0,0,0,0,0,1,2.8
2026-07-16,2026-07-16 12:00:00,7597.0,7593.25,7597.5,7591.5,-642,8000,7593.0,0.0,0.202127659574468,-268,control,0,0,0,0,1,,6.0,0.2916666666666667,0.08333333333333333,0.2916666666666667,-36.0,7.0,-642.0,454.0,27.0,0,0,0,0,0,0,1.2
2026-07-16,2026-07-16 12:05:00,7593.25,7596.0,7597.75,7591.25,206,4000,7596.25,0.0,0.0,-62,control,1,0,1,0,0,,6.5,0.7307692307692307,0.2692307692307692,0.3076923076923077,-624.0,-9.0,206.0,848.0,16.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 12:10:00,7596.0,7591.25,7596.5,7590.5,-712,4000,7595.75,0.0,0.048780487804878,-774,control,1,0,0,0,0,,6.0,0.125,0.08333333333333333,0.125,-1148.0,-23.0,-712.0,918.0,35.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 12:15:00,7591.25,7591.0,7594.25,7590.25,60,6000,7592.0,0.3775510204081632,0.1375,-714,control,1,1,1,0,0,,4.0,0.1875,0.75,0.1875,-446.0,-9.0,60.0,772.0,36.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 12:20:00,7590.75,7590.25,7592.25,7589.25,90,4000,7590.75,0.16,0.0,-624,control,0,1,1,0,0,,3.0,0.3333333333333333,0.5,0.3333333333333333,-562.0,-23.0,90.0,30.0,39.0,0,0,0,1,0,0,1.0
2026-07-16,2026-07-16 12:25:00,7590.25,7596.75,7597.25,7589.25,662,6000,7596.25,0.4083333333333333,0.0,38,control,0,0,0,0,0,,8.0,0.9375,0.0625,0.125,812.0,22.0,662.0,572.0,13.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 12:30:00,7596.75,7590.5,7597.25,7589.0,-334,8000,7589.75,0.3513513513513513,0.1685393258426966,-296,control,1,0,1,1,0,,8.25,0.18181818181818182,0.06060606060606061,0.18181818181818182,418.0,-2.0,-334.0,996.0,38.0,1,0,0,0,0,0,2.6
2026-07-16,2026-07-16 12:35:00,7590.5,7583.25,7590.75,7583.25,163,9999,7585.0,0.34375,0.0,-133,control,1,1,1,0,0,,7.5,0.0,0.03333333333333333,0.0,491.0,-28.0,163.0,497.0,13.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 12:40:00,7583.5,7582.5,7584.0,7579.5,167,12001,7580.75,0.2156862745098039,0.0,34,control,0,1,1,0,1,,4.5,0.6666666666666666,0.1111111111111111,0.6666666666666666,-4.0,-57.0,167.0,4.0,10.0,0,0,0,1,0,0,2.2
2026-07-16,2026-07-16 12:45:00,7582.5,7585.75,7588.0,7579.75,-15,9999,7585.5,0.0,0.2424242424242424,19,control,1,1,1,0,0,,8.25,0.7272727272727273,0.2727272727272727,0.3333333333333333,315.0,-19.0,-15.0,182.0,23.0,0,0,0,0,0,0,0.0
2026-07-16,2026-07-16 12:50:00,7585.75,7581.25,7587.75,7581.25,-275,6001,7583.75,0.0,0.3222222222222222,-256,control,0,0,1,0,0,,6.5,0.0,0.3076923076923077,0.0,-123.0,-8.0,-275.0,260.0,5.0,0,0,0,0,0,0,0.0
