Date,O,H,L,C,RTH_H,RTH_L,ETH_High,ETH_Low
2024-02-09,5544.5,5639.75,5543.0,5634.0,5639.75,5607.5,5573.0,5543.0
2024-02-12,5572.5,5657.75,5568.75,5625.25,5657.75,5623.75,5576.25,5568.75
2024-02-13,5564.0,5579.5,5497.5,5562.0,5579.5,5527.75,5570.0,5497.5
2024-02-14,5504.25,5611.5,5498.75,5609.5,5611.5,5564.0,5530.75,5498.75
2024-02-15,5547.5,5641.75,5541.0,5638.75,5641.75,5605.0,5561.75,5541.0
2024-02-16,5579.5,5645.75,5560.0,5606.75,5645.75,5604.0,5589.25,5560.0
2024-02-20,5546.5,5600.5,5524.25,5578.25,5600.5,5559.5,5559.5,5524.25
2024-02-21,5520.0,5589.5,5503.0,5584.25,5589.5,5550.25,5523.25,5503.0
2024-02-22,5546.0,5699.0,5545.25,5685.75,5699.0,5643.5,5597.75,5545.25
2024-02-23,5624.25,5714.75,5622.0,5688.75,5714.75,5683.75,5640.75,5622.0
2024-02-26,5625.0,5699.25,5617.25,5670.0,5699.25,5669.0,5637.25,5617.25
2024-02-27,5607.5,5683.75,5603.0,5683.0,5683.75,5658.25,5620.0,5603.0
2024-02-28,5620.75,5679.0,5593.25,5662.75,5679.0,5659.75,5621.25,5593.25
2024-02-29,5602.0,5705.75,5590.0,5691.25,5705.75,5661.25,5630.5,5590.0
2024-03-01,5631.5,5740.5,5619.25,5732.25,5740.5,5692.5,5646.25,5619.25
2024-03-04,5672.0,5749.0,5662.0,5726.0,5749.0,5725.5,5676.0,5662.0
2024-03-05,5663.75,5712.75,5643.75,5681.75,5712.75,5654.25,5665.5,5643.75
2024-03-06,5621.0,5725.75,5613.75,5703.75,5725.75,5689.0,5647.25,5613.75
2024-03-07,5644.25,5761.75,5616.5,5746.75,5761.75,5724.5,5666.25,5616.5
2024-03-08,5689.25,5784.25,5671.5,5724.75,5784.25,5713.0,5709.0,5671.5
2024-03-11,5661.25,5718.5,5631.75,5715.0,5718.5,5684.0,5661.75,5631.75
2024-03-12,5657.5,5773.75,5642.0,5768.5,5773.75,5707.0,5686.75,5642.0
2024-03-13,5704.0,5773.0,5700.75,5762.75,5773.0,5744.5,5713.25,5700.75
2024-03-14,5702.25,5768.5,5700.25,5744.75,5768.5,5715.0,5719.25,5700.25
2024-03-15,5681.75,5728.75,5675.75,5711.0,5728.75,5694.75,5696.5,5675.75
2024-03-18,5651.5,5767.25,5647.5,5742.5,5767.25,5737.25,5691.5,5647.5
2024-03-19,5681.0,5771.75,5651.75,5767.75,5771.75,5722.25,5685.0,5651.75
2024-03-20,5705.5,5822.75,5698.75,5821.75,5822.75,5760.0,5712.0,5698.75
2024-03-21,5760.5,5849.75,5759.25,5833.75,5849.75,5827.0,5781.5,5759.25
2024-03-22,5772.5,5833.0,5758.0,5816.75,5833.0,5816.0,5777.5,5758.0
2024-03-25,5756.25,5815.75,5738.25,5805.0,5815.75,5801.25,5760.75,5738.25
2024-03-26,5746.5,5821.5,5746.5,5798.25,5821.5,5790.0,5766.25,5746.5
2024-03-27,5739.0,5840.75,5737.0,5838.25,5840.75,5797.75,5757.0,5737.0
2024-03-28,5773.75,5848.0,5766.75,5833.5,5848.0,5829.0,5778.25,5766.75
2024-04-01,5780.0,5844.25,5776.0,5821.5,5844.25,5809.25,5799.25,5776.0
2024-04-02,5760.25,5789.5,5717.0,5789.25,5789.5,5762.0,5761.75,5717.0
2024-04-03,5728.25,5807.75,5711.5,5796.75,5807.75,5774.0,5728.5,5711.5
2024-04-04,5736.5,5835.5,5721.25,5728.75,5835.5,5721.25,5770.75,5732.75
2024-04-05,5665.5,5799.5,5657.25,5777.5,5799.5,5733.75,5690.25,5657.25
2024-04-08,5729.0,5795.75,5702.25,5784.5,5795.75,5772.25,5735.0,5702.25
2024-04-09,5723.75,5801.25,5711.75,5794.0,5801.25,5735.25,5734.25,5711.75
2024-04-10,5730.0,5753.5,5642.25,5725.0,5753.5,5712.0,5750.75,5642.25
2024-04-11,5667.75,5784.5,5639.25,5770.5,5784.5,5708.75,5688.25,5639.25
2024-04-12,5709.75,5745.75,5660.0,5697.25,5745.75,5677.0,5714.5,5660.0
2024-04-15,5632.25,5740.0,5621.0,5626.75,5740.0,5621.0,5678.75,5630.0
2024-04-16,5567.0,5650.25,5547.0,5619.0,5650.25,5605.75,5586.0,5547.0
2024-04-17,5562.0,5646.0,5541.5,5587.75,5646.0,5574.0,5585.0,5541.5
2024-04-18,5528.75,5622.25,5527.75,5576.25,5622.25,5565.5,5550.0,5527.75
2024-04-19,5513.0,5585.0,5429.25,5530.75,5585.0,5518.25,5522.25,5429.25
2024-04-22,5480.0,5603.75,5475.0,5571.75,5603.75,5533.0,5502.25,5475.0
2024-04-23,5516.75,5639.75,5503.5,5637.25,5639.75,5590.75,5534.75,5503.5
2024-04-24,5581.0,5651.75,5572.25,5613.25,5651.75,5609.0,5594.5,5572.25
2024-04-25,5535.75,5658.75,5500.0,5652.5,5658.75,5549.25,5548.25,5500.0
2024-04-26,5597.75,5673.5,5577.0,5656.75,5673.5,5631.5,5606.0,5577.0
2024-04-29,5606.0,5681.25,5600.25,5674.75,5681.25,5645.75,5612.75,5600.25
2024-04-30,5614.25,5668.25,5581.25,5591.5,5668.25,5581.25,5614.25,5586.25
2024-05-01,5515.75,5653.75,5503.5,5577.5,5653.75,5569.25,5531.25,5503.5
2024-05-02,5522.75,5627.75,5522.0,5618.75,5627.75,5563.25,5555.75,5522.0
2024-05-03,5576.0,5693.75,5565.0,5688.25,5693.75,5653.75,5622.75,5565.0
2024-05-06,5632.5,5734.75,5621.5,5731.0,5734.75,5701.0,5643.5,5621.5
2024-05-07,5670.5,5753.75,5668.0,5742.5,5753.75,5732.5,5681.75,5668.0
2024-05-08,5677.5,5744.25,5654.5,5735.5,5744.25,5718.25,5683.75,5654.5
2024-05-09,5675.0,5771.75,5660.75,5769.5,5771.75,5731.25,5682.0,5660.75
2024-05-10,5706.5,5791.0,5705.0,5771.25,5791.0,5759.75,5726.5,5705.0
2024-05-13,5706.25,5790.25,5705.5,5769.5,5790.25,5760.25,5729.25,5705.5
2024-05-14,5707.5,5801.25,5682.5,5795.5,5801.25,5768.25,5715.75,5682.5
2024-05-15,5734.25,5864.25,5732.0,5853.75,5864.25,5813.75,5768.75,5732.0
2024-05-16,5797.25,5876.0,5795.0,5844.75,5876.0,5844.0,5809.0,5795.0
2024-05-17,5784.0,5855.75,5779.0,5852.75,5855.75,5832.75,5791.75,5779.0
2024-05-20,5795.0,5875.25,5794.25,5857.0,5875.25,5850.75,5803.0,5794.25
2024-05-21,5797.5,5874.5,5788.75,5871.25,5874.5,5849.5,5801.25,5788.75
2024-05-22,5809.25,5872.0,5800.0,5855.5,5872.0,5833.75,5815.0,5800.0
2024-05-23,5804.75,5885.25,5799.75,5813.25,5885.25,5800.5,5834.0,5799.75
2024-05-24,5751.5,5856.25,5751.5,5847.75,5856.25,5821.75,5771.0,5751.5
2024-05-28,5787.5,5858.25,5778.25,5849.25,5858.25,5823.75,5804.75,5778.25
2024-05-29,5789.5,5825.25,5748.0,5807.0,5825.25,5805.5,5789.75,5748.0
2024-05-30,5736.25,5804.0,5716.25,5770.25,5804.0,5765.25,5739.5,5716.25
2024-05-31,5716.25,5834.0,5696.5,5824.5,5834.0,5732.5,5738.0,5696.5
2024-06-03,5765.25,5840.25,5756.0,5827.5,5840.25,5773.75,5779.0,5756.0
2024-06-04,5766.0,5839.25,5727.75,5831.5,5839.25,5796.5,5769.25,5727.75
2024-06-05,5770.75,5894.0,5768.25,5889.5,5894.0,5833.5,5793.0,5768.25
2024-06-06,5833.5,5900.25,5824.25,5889.5,5900.25,5872.25,5838.5,5824.25
2024-06-07,5827.75,5912.5,5794.75,5879.0,5912.5,5868.0,5845.75,5794.75
2024-06-10,5817.25,5902.75,5804.0,5893.25,5902.75,5868.0,5826.25,5804.0
2024-06-11,5835.5,5913.25,5815.75,5912.25,5913.25,5861.5,5839.75,5815.75
2024-06-12,5850.25,5981.5,5845.75,5952.5,5981.5,5943.25,5899.0,5845.75
2024-06-13,5902.0,5972.75,5891.75,5963.5,5972.75,5935.5,5918.5,5891.75
2024-06-14,5901.75,5965.5,5863.5,5961.5,5965.5,5935.5,5908.75,5863.5
2024-06-17,5901.25,6023.5,5894.25,6007.75,6023.5,5952.25,5910.75,5894.25
2024-06-18,5949.25,6025.25,5942.75,6024.75,6025.25,6006.0,5955.5,5942.75
2024-06-20,5963.0,6039.25,5961.0,6003.5,6039.25,5988.0,5989.25,5961.0
2024-06-21,5946.25,6008.25,5927.75,6000.75,6008.25,5981.5,5952.0,5927.75
2024-06-24,5939.75,6021.0,5921.0,5978.75,6021.0,5972.75,5947.25,5921.0
2024-06-25,5917.25,6002.25,5912.25,5996.25,6002.25,5974.25,5930.5,5912.25
2024-06-26,5936.25,6011.5,5920.0,5996.0,6011.5,5978.75,5953.0,5920.0
2024-06-27,5934.25,6017.5,5917.0,6011.75,6017.5,5992.5,5944.25,5917.0
2024-06-28,5949.5,6047.5,5948.75,5994.25,6047.5,5973.25,5974.25,5948.75
2024-07-01,5935.5,6002.0,5922.25,5994.5,6002.0,5967.0,5942.25,5922.25
2024-07-02,5934.75,6032.25,5904.0,6027.75,6032.25,5977.5,5936.25,5904.0
2024-07-03,5965.0,6058.25,5961.0,6053.5,6058.25,6026.25,5973.5,5961.0
2024-07-05,5992.25,6088.5,5986.25,6081.75,6088.5,6048.0,6006.25,5986.25
2024-07-08,6013.25,6100.0,6012.0,6090.25,6100.0,6077.75,6030.25,6012.0
2024-07-09,6029.0,6108.25,6027.5,6094.0,6108.25,6090.75,6041.25,6027.5
2024-07-10,6033.0,6153.0,6032.0,6146.5,6153.0,6102.75,6047.75,6032.0
2024-07-11,6085.5,6158.25,6078.5,6101.5,6158.25,6092.5,6109.0,6078.5
2024-07-12,6039.75,6170.75,6022.5,6131.25,6170.75,6105.0,6048.0,6022.5
2024-07-15,6082.25,6181.25,6066.75,6147.75,6181.25,6128.5,6096.0,6066.75
2024-07-16,6090.0,6183.75,6074.25,6177.5,6183.75,6152.75,6099.5,6074.25
2024-07-17,6116.25,6135.25,6056.25,6101.25,6135.25,6094.25,6119.0,6056.25
2024-07-18,6045.25,6124.25,6032.75,6057.5,6124.25,6032.75,6065.25,6039.5
2024-07-19,6003.75,6067.25,5969.75,6010.75,6067.25,6004.5,6008.75,5969.75
2024-07-22,5965.75,6078.5,5954.75,6072.75,6078.5,6035.25,5993.5,5954.75
2024-07-23,6009.0,6092.25,5989.0,6058.25,6092.25,6056.25,6019.5,5989.0
2024-07-24,5986.25,6014.25,5924.5,5943.75,6014.25,5924.5,5986.25,5945.0
2024-07-25,5883.75,5995.75,5852.25,5907.0,5995.75,5895.0,5891.25,5852.25
2024-07-26,5847.25,5990.75,5846.5,5962.75,5990.75,5932.5,5894.0,5846.5
2024-07-29,5897.75,5987.75,5897.5,5963.75,5987.75,5943.5,5935.75,5897.5
2024-07-30,5905.75,5990.0,5880.75,5906.5,5990.0,5895.5,5917.0,5880.75
2024-07-31,5856.0,6051.0,5852.75,6029.5,6051.0,5991.25,5949.0,5852.75
2024-08-01,5976.0,6063.25,5907.25,5927.5,6063.25,5907.25,5997.75,5959.75
2024-08-02,5865.5,5879.75,5777.75,5834.5,5879.75,5794.25,5874.5,5777.75
2024-08-05,5731.25,5746.75,5521.25,5691.0,5742.0,5608.5,5746.75,5521.25
2024-08-06,5651.25,5804.5,5628.75,5723.5,5804.5,5684.25,5706.75,5628.75
2024-08-07,5642.75,5821.75,5637.5,5691.75,5821.75,5684.75,5735.25,5637.5
2024-08-08,5609.5,5822.75,5583.25,5812.25,5822.75,5722.25,5678.0,5583.25
2024-08-09,5749.5,5847.75,5720.75,5830.25,5847.75,5787.25,5773.25,5720.75
2024-08-12,5765.5,5859.25,5751.5,5831.5,5859.25,5810.25,5790.75,5751.5
2024-08-13,5773.75,5923.75,5768.75,5920.5,5923.75,5864.0,5810.5,5768.75
2024-08-14,5858.75,5950.25,5849.75,5947.0,5950.25,5901.25,5875.0,5849.75
2024-08-15,5882.5,6034.25,5873.0,6025.5,6034.25,5988.75,5936.0,5873.0
2024-08-16,5969.75,6048.75,5937.75,6043.5,6048.75,6010.0,5984.5,5937.75
2024-08-19,5985.25,6094.25,5966.5,6087.75,6094.25,6036.0,5995.0,5966.5
2024-08-20,6030.75,6106.25,6027.0,6087.75,6106.25,6070.25,6042.5,6027.0
2024-08-21,6020.75,6117.75,6019.0,6102.75,6117.75,6076.0,6035.0,6019.0
2024-08-22,6043.25,6127.75,6032.75,6060.5,6127.75,6045.25,6059.5,6032.75
2024-08-23,5999.0,6124.75,5999.0,6113.0,6124.75,6065.5,6031.25,5999.0
2024-08-26,6051.75,6131.5,6041.5,6093.5,6131.5,6082.25,6065.75,6041.5
2024-08-27,6031.25,6112.0,6013.75,6107.0,6112.0,6074.0,6047.0,6013.75
2024-08-28,6045.0,6107.0,6031.75,6068.75,6107.0,6040.0,6051.75,6031.75
2024-08-29,5981.75,6126.25,5962.5,6080.25,6126.25,6060.5,6037.0,5962.5
2024-08-30,6019.75,6127.5,6009.5,6116.75,6127.5,6056.75,6041.0,6009.5
2024-09-03,6057.5,6092.5,5979.25,6007.0,6092.5,5979.25,6071.0,6027.0
2024-09-04,5939.75,6027.5,5908.0,5984.5,6027.5,5977.5,5942.25,5908.0
2024-09-05,5928.75,6019.75,5913.25,5979.5,6019.75,5952.5,5941.25,5913.25
2024-09-06,5914.25,5995.0,5867.75,5878.0,5995.0,5872.75,5921.25,5867.75
2024-09-09,5811.25,5955.5,5806.5,5945.0,5955.5,5905.0,5865.5,5806.5
2024-09-10,5889.5,5968.5,5863.75,5964.5,5968.5,5910.75,5898.75,5863.75
2024-09-11,5900.5,6030.0,5869.75,6019.75,6030.0,5874.5,5905.5,5869.75
2024-09-12,5959.25,6069.5,5955.75,6058.5,6069.5,6002.75,5982.75,5955.75
2024-09-13,5999.75,6104.0,5998.5,6091.0,6104.0,6067.5,6019.0,5998.5
2024-09-16,6024.5,6104.5,6023.5,6098.0,6104.5,6071.25,6039.75,6023.5
2024-09-17,6034.75,6138.75,6031.0,6104.5,6138.75,6079.5,6067.25,6031.0
2024-09-18,6041.5,6157.5,6038.75,6092.5,6157.5,6077.0,6052.0,6038.75
2024-09-19,6033.5,6199.25,6031.5,6174.5,6199.25,6150.0,6119.5,6031.5
2024-09-20,6116.5,6176.75,6099.5,6157.5,6176.75,6135.25,6117.25,6099.5
2024-09-23,6102.5,6186.25,6085.75,6177.5,6186.25,6162.75,6122.25,6085.75
2024-09-24,6114.5,6196.0,6104.25,6192.25,6196.0,6156.5,6134.0,6104.25
2024-09-25,6132.75,6200.5,6114.0,6186.0,6200.5,6169.75,6135.0,6114.0
2024-09-26,6124.0,6229.0,6121.25,6205.5,6229.0,6180.0,6170.5,6121.25
2024-09-27,6144.75,6223.25,6131.25,6191.5,6223.25,6183.75,6157.5,6131.25
2024-09-30,6124.5,6222.0,6114.75,6209.75,6222.0,6158.0,6143.25,6114.75
2024-10-01,6147.5,6211.25,6134.75,6162.75,6211.25,6134.75,6163.0,6141.25
2024-10-02,6100.75,6174.0,6076.25,6167.5,6174.0,6125.75,6104.0,6076.25
2024-10-03,6110.0,6171.75,6067.0,6152.75,6171.75,6127.5,6113.25,6067.0
2024-10-04,6086.25,6206.5,6081.5,6201.75,6206.5,6151.25,6143.75,6081.5
2024-10-07,6142.5,6190.5,6103.25,6150.25,6190.5,6136.0,6148.5,6103.25
2024-10-08,6093.0,6208.5,6065.75,6201.75,6208.5,6165.5,6111.25,6065.75
2024-10-09,6139.75,6248.25,6121.25,6236.25,6248.25,6195.5,6142.5,6121.25
2024-10-10,6176.5,6245.0,6155.25,6229.75,6245.0,6213.25,6184.5,6155.25
2024-10-11,6171.5,6270.0,6156.5,6257.5,6270.0,6225.0,6178.25,6156.5
2024-10-14,6195.0,6320.25,6190.5,6309.75,6320.25,6274.75,6218.25,6190.5
2024-10-15,6254.75,6315.75,6242.75,6261.0,6315.75,6251.75,6256.0,6242.75
2024-10-16,6201.5,6294.5,6194.25,6287.75,6294.5,6255.0,6209.5,6194.25
2024-10-17,6223.25,6326.75,6211.75,6289.75,6326.75,6286.5,6267.75,6211.75
2024-10-18,6228.75,6317.25,6216.75,6309.5,6317.25,6288.25,6243.75,6216.75
2024-10-21,6252.0,6310.25,6223.5,6299.5,6310.25,6266.75,6256.0,6223.5
2024-10-22,6241.25,6306.0,6201.75,6291.75,6306.0,6264.0,6241.25,6201.75
2024-10-23,6227.75,6276.5,6202.75,6243.75,6276.5,6202.75,6234.25,6210.25
2024-10-24,6184.5,6259.5,6179.0,6257.0,6259.5,6224.25,6210.5,6179.0
2024-10-25,6193.75,6302.5,6184.75,6243.75,6302.5,6236.75,6213.0,6184.75
2024-10-28,6197.5,6282.5,6197.5,6264.25,6282.5,6261.25,6225.0,6197.5
2024-10-29,6207.5,6285.5,6188.5,6284.0,6285.5,6239.25,6210.0,6188.5
2024-10-30,6223.5,6288.5,6202.0,6246.75,6288.5,6242.0,6233.5,6202.0
2024-10-31,6180.5,6209.0,6136.25,6145.25,6209.0,6136.25,6184.5,6141.5
2024-11-01,6082.5,6205.5,6073.0,6164.75,6205.5,6154.25,6110.0,6073.0
2024-11-04,6082.25,6173.25,6080.5,6148.75,6173.25,6126.0,6117.0,6080.5
2024-11-05,6092.75,6223.75,6075.5,6222.0,6223.75,6152.25,6099.0,6075.5
2024-11-06,6160.75,6368.75,6155.25,6358.5,6368.75,6302.5,6294.5,6155.25
2024-11-07,6304.0,6414.75,6291.5,6408.25,6414.75,6377.75,6317.75,6291.5
2024-11-08,6348.25,6442.25,6330.75,6428.25,6442.25,6406.5,6350.5,6330.75
2024-11-11,6370.5,6447.0,6370.0,6431.5,6447.0,6415.25,6393.75,6370.0
2024-11-12,6369.75,6438.25,6352.75,6418.25,6438.25,6388.5,6373.0,6352.75
2024-11-13,6352.75,6437.0,6333.5,6421.5,6437.0,6393.5,6370.75,6333.5
2024-11-14,6358.25,6422.25,6344.5,6366.5,6422.25,6366.25,6365.75,6344.5
2024-11-15,6312.5,6343.5,6271.25,6302.0,6343.5,6278.5,6314.75,6271.25
2024-11-18,6240.25,6334.75,6227.0,6320.0,6334.75,6293.0,6256.25,6227.0
2024-11-19,6259.5,6349.25,6195.5,6344.75,6349.25,6278.0,6274.25,6195.5
2024-11-20,6278.25,6346.0,6277.5,6343.5,6346.0,6281.75,6298.25,6277.5
2024-11-21,6277.75,6386.75,6245.75,6371.5,6386.75,6309.0,6311.25,6245.75
2024-11-22,6307.5,6395.25,6281.25,6389.25,6395.25,6364.5,6317.5,6281.25
2024-11-25,6346.5,6441.75,6346.0,6412.75,6441.75,6384.25,6373.75,6346.0
2024-11-26,6353.75,6445.75,6316.75,6443.75,6445.75,6413.0,6365.25,6316.75
2024-11-27,6382.25,6438.75,6364.75,6417.0,6438.75,6402.0,6387.5,6364.75
2024-11-29,6355.5,6461.75,6355.25,6453.25,6461.75,6420.75,6376.0,6355.25
2024-12-02,6392.0,6470.25,6376.5,6468.25,6470.25,6451.5,6395.0,6376.5
2024-12-03,6404.5,6470.0,6395.75,6469.25,6470.0,6449.25,6408.0,6395.75
2024-12-04,6407.5,6504.0,6403.5,6498.0,6504.0,6474.25,6426.5,6403.5
2024-12-05,6435.75,6509.0,6431.5,6485.75,6509.0,6484.75,6438.75,6431.5
2024-12-06,6426.0,6512.75,6416.5,6500.0,6512.75,6491.75,6441.25,6416.5
2024-12-09,6436.75,6499.5,6429.0,6463.25,6499.5,6461.75,6446.25,6429.0
2024-12-10,6405.75,6477.0,6398.0,6453.75,6477.0,6441.5,6412.25,6398.0
2024-12-11,6393.25,6504.25,6386.0,6490.0,6504.25,6474.25,6416.0,6386.0
2024-12-12,6428.0,6489.5,6411.5,6458.75,6489.5,6457.75,6428.75,6411.5
2024-12-13,6405.5,6486.5,6401.25,6451.75,6486.5,6443.0,6425.75,6401.25
2024-12-16,6395.75,6495.25,6392.25,6480.75,6495.25,6468.0,6419.0,6392.25
2024-12-17,6420.5,6469.75,6395.25,6456.25,6469.75,6445.75,6423.0,6395.25
2024-12-18,6397.0,6479.5,6238.0,6261.25,6479.5,6238.0,6417.5,6383.75
2024-12-19,6219.75,6336.75,6206.25,6264.0,6336.75,6263.25,6263.0,6206.25
2024-12-20,6214.75,6382.25,6136.25,6332.0,6382.25,6229.75,6214.75,6136.25
2024-12-23,6272.0,6374.5,6253.25,6369.25,6374.5,6296.5,6303.25,6253.25
2024-12-24,6308.0,6431.0,6300.25,6430.5,6431.0,6373.75,6321.5,6300.25
2024-12-26,6369.5,6439.0,6337.75,6424.0,6439.0,6394.75,6375.25,6337.75
2024-12-27,6362.25,6387.0,6314.25,6361.75,6387.0,6314.25,6365.5,6331.75
2024-12-30,6299.0,6324.75,6215.5,6286.5,6324.75,6249.75,6306.5,6215.5
2024-12-31,6225.25,6311.75,6214.25,6269.25,6311.75,6248.75,6253.5,6214.25
2025-01-02,6219.5,6316.5,6181.0,6253.25,6316.5,6206.25,6265.5,6181.0
2025-01-03,6191.25,6328.25,6181.5,6317.25,6328.25,6265.5,6212.0,6181.5
2025-01-06,6264.75,6399.75,6251.0,6358.25,6399.75,6335.5,6312.0,6251.0
2025-01-07,6298.25,6377.0,6266.5,6289.5,6377.0,6266.5,6310.75,6277.25
2025-01-08,6225.75,6303.25,6196.75,6289.75,6303.25,6248.5,6245.25,6196.75
2025-01-10,6214.0,6253.25,6158.25,6196.25,6253.25,6176.75,6229.5,6158.25
2025-01-13,6134.75,6211.0,6079.25,6209.5,6211.0,6144.5,6137.75,6079.25
2025-01-14,6157.5,6241.25,6144.75,6222.5,6241.25,6174.0,6188.75,6144.75
2025-01-15,6161.75,6332.75,6149.75,6317.75,6332.75,6284.0,6250.0,6149.75
2025-01-16,6258.75,6335.75,6253.25,6295.25,6335.75,6294.75,6287.75,6253.25
2025-01-17,6240.5,6383.0,6238.25,6361.75,6383.0,6344.25,6300.5,6238.25
2025-01-21,6302.5,6424.75,6264.75,6419.5,6424.75,6375.0,6348.5,6264.75
2025-01-22,6364.25,6467.25,6357.25,6450.25,6467.25,6442.75,6389.5,6357.25
2025-01-23,6390.25,6485.5,6371.75,6480.75,6485.5,6442.75,6390.25,6371.75
2025-01-24,6418.25,6493.75,6409.25,6460.75,6493.75,6453.5,6426.25,6409.25
2025-01-27,6372.5,6388.0,6218.25,6381.75,6388.0,6328.25,6375.5,6218.25
2025-01-28,6329.75,6437.0,6302.5,6423.5,6437.0,6355.0,6343.25,6302.5
2025-01-29,6361.0,6422.75,6349.0,6396.5,6422.75,6373.75,6381.75,6349.0
2025-01-30,6338.75,6447.75,6331.75,6430.75,6447.75,6388.0,6371.75,6331.75
2025-01-31,6376.25,6479.25,6369.5,6395.25,6479.25,6389.25,6400.25,6369.5
2025-02-03,6252.5,6380.75,6205.75,6355.25,6380.75,6281.75,6259.0,6205.75
2025-02-04,6339.25,6400.25,6257.25,6382.5,6400.25,6349.5,6339.25,6257.25
2025-02-05,6313.0,6420.75,6290.5,6420.0,6420.75,6361.0,6323.25,6290.5
2025-02-06,6360.5,6440.0,6356.5,6425.5,6440.0,6401.5,6375.25,6356.5
2025-02-07,6360.0,6454.75,6354.75,6382.75,6454.75,6372.75,6385.0,6354.75
2025-02-10,6286.25,6427.5,6284.25,6415.5,6427.5,6399.25,6357.25,6284.25
2025-02-11,6355.75,6430.25,6328.0,6423.75,6430.25,6395.5,6357.5,6328.0
2025-02-12,6361.0,6416.25,6291.0,6405.0,6416.25,6355.25,6368.25,6291.0
2025-02-13,6350.0,6469.5,6323.75,6464.25,6469.5,6401.75,6360.5,6323.75
2025-02-14,6402.0,6476.75,6391.5,6464.75,6476.75,6457.25,6417.0,6391.5
2025-02-18,6408.5,6481.0,6401.25,6478.75,6481.0,6449.75,6428.0,6401.25
2025-02-19,6414.0,6498.0,6402.0,6485.5,6498.0,6460.75,6427.25,6402.0
2025-02-20,6424.0,6481.5,6411.25,6462.5,6481.5,6434.25,6429.75,6411.25
2025-02-21,6402.75,6464.5,6356.0,6364.5,6464.5,6356.0,6412.75,6397.5
2025-02-24,6311.0,6391.5,6304.25,6339.0,6391.5,6326.0,6337.75,6304.25
2025-02-25,6276.75,6339.25,6248.0,6309.0,6339.25,6255.5,6286.25,6248.0
2025-02-26,6252.25,6355.25,6247.75,6307.0,6355.25,6277.0,6274.25,6247.75
2025-02-27,6250.25,6338.75,6204.5,6210.75,6338.75,6204.5,6284.75,6231.0
2025-02-28,6153.25,6302.5,6128.75,6288.75,6302.5,6179.5,6170.75,6128.75
2025-03-03,6237.75,6328.5,6153.25,6201.5,6328.5,6153.25,6270.75,6217.25
2025-03-04,6144.25,6207.25,6075.5,6142.25,6207.25,6075.5,6154.25,6082.25
2025-03-05,6102.25,6201.0,6049.25,6176.75,6201.0,6082.25,6114.5,6049.25
2025-03-06,6115.0,6152.75,6039.5,6089.75,6152.75,6051.5,6123.75,6039.5
2025-03-07,6036.25,6122.5,5991.25,6105.25,6122.5,6004.5,6056.75,5991.25
2025-03-10,6023.25,6042.75,5903.0,5957.0,6042.75,5903.0,6028.0,5957.5
2025-03-11,5892.25,5975.25,5828.25,5918.5,5975.25,5865.5,5922.0,5828.25
2025-03-12,5850.25,5976.5,5844.5,5928.75,5976.5,5881.75,5945.25,5844.5
2025-03-13,5866.75,5935.25,5829.5,5875.0,5935.25,5840.75,5893.25,5829.5
2025-03-14,5810.25,5980.25,5809.0,5958.0,5980.25,5895.5,5858.25,5809.0
2025-03-17,5896.75,6039.0,5869.5,6008.75,6039.0,5964.5,5919.5,5869.5
2025-03-18,5949.5,5990.5,5920.0,5953.5,5990.5,5930.0,5956.25,5920.0
2025-03-19,5888.5,6049.75,5875.5,6013.5,6049.75,5955.0,5907.5,5875.5
2025-03-20,5949.75,6044.5,5900.5,5995.75,6044.5,5963.75,5978.0,5900.5
2025-03-21,5933.25,6001.5,5874.75,5998.0,6001.5,5931.5,5941.75,5874.75
2025-03-24,5958.0,6104.75,5957.0,6096.5,6104.75,6055.25,6008.0,5957.0
2025-03-25,6031.0,6116.5,6020.25,6108.0,6116.5,6088.75,6052.0,6020.25
2025-03-26,6049.0,6113.75,6022.25,6037.5,6113.75,6022.25,6054.5,6031.75
2025-03-27,5955.25,6059.0,5948.0,6022.25,6059.0,5999.25,5990.75,5948.0
2025-03-28,5959.75,6010.5,5891.0,5893.25,6010.5,5891.0,5965.75,5928.5
2025-03-31,5808.0,5952.0,5770.0,5924.75,5952.0,5813.0,5818.0,5770.0
2025-04-01,5862.25,5974.0,5836.0,5953.75,5974.0,5879.5,5881.5,5836.0
2025-04-02,5890.0,6040.75,5830.0,6032.25,6040.75,5890.0,5913.75,5830.0
2025-04-03,5768.5,5819.75,5699.0,5713.25,5819.75,5707.75,5782.75,5699.0
2025-04-04,5641.0,5653.0,5367.75,5384.5,5593.75,5367.75,5653.0,5428.5
2025-04-07,5225.0,5565.75,5050.0,5408.0,5565.75,5146.25,5258.0,5050.0
2025-04-08,5344.5,5584.5,5219.75,5292.25,5584.5,5219.75,5475.5,5333.0
2025-04-09,5224.25,5799.25,5089.75,5763.0,5799.25,5259.25,5275.5,5089.75
2025-04-10,5720.5,5746.75,5426.0,5598.5,5668.25,5426.0,5746.75,5577.5
2025-04-11,5517.25,5697.5,5424.0,5676.5,5697.5,5530.75,5597.0,5424.0
2025-04-14,5670.5,5775.75,5628.0,5717.0,5775.75,5670.25,5702.5,5628.0
2025-04-15,5649.75,5764.25,5631.0,5707.5,5764.25,5698.75,5681.75,5631.0
2025-04-16,5621.75,5680.25,5530.25,5594.75,5680.25,5530.25,5643.0,5558.0
