t,o,h,l,c,v
2026-07-09 22:32:00-05:00,7582.75,7583.25,7582.5,7583.0,85.0
2026-07-09 22:33:00-05:00,7583.0,7583.5,7582.75,7582.75,86.0
2026-07-09 22:34:00-05:00,7583.0,7583.5,7582.75,7583.25,76.0
2026-07-09 22:35:00-05:00,7583.25,7583.5,7582.5,7583.0,72.0
2026-07-09 22:36:00-05:00,7583.25,7583.25,7582.5,7582.75,108.0
2026-07-09 22:37:00-05:00,7582.75,7582.75,7582.0,7582.75,141.0
2026-07-09 22:38:00-05:00,7582.5,7582.75,7582.0,7582.75,104.0
2026-07-09 22:39:00-05:00,7582.5,7582.75,7582.25,7582.5,48.0
2026-07-09 22:40:00-05:00,7582.75,7583.5,7582.75,7583.5,83.0
2026-07-09 22:41:00-05:00,7583.25,7583.25,7582.25,7583.0,90.0
2026-07-09 22:42:00-05:00,7583.25,7583.5,7582.75,7583.5,62.0
2026-07-09 22:43:00-05:00,7583.25,7583.25,7582.75,7583.0,57.0
2026-07-09 22:44:00-05:00,7582.75,7583.0,7582.75,7583.0,55.0
2026-07-09 22:45:00-05:00,7582.75,7582.75,7582.25,7582.75,73.0
2026-07-09 22:46:00-05:00,7582.5,7582.75,7582.0,7582.25,77.0
2026-07-09 22:47:00-05:00,7582.5,7582.75,7582.0,7582.75,89.0
2026-07-09 22:48:00-05:00,7583.0,7583.0,7582.5,7582.75,103.0
2026-07-09 22:49:00-05:00,7582.5,7583.25,7582.5,7582.75,65.0
2026-07-09 22:50:00-05:00,7582.75,7583.0,7582.5,7583.0,71.0
2026-07-09 22:51:00-05:00,7583.0,7583.0,7582.0,7582.0,111.0
2026-07-09 22:52:00-05:00,7582.0,7582.25,7581.75,7582.25,112.0
2026-07-09 22:53:00-05:00,7582.25,7582.75,7582.25,7582.25,77.0
2026-07-09 22:54:00-05:00,7582.25,7582.75,7582.25,7582.5,66.0
2026-07-09 22:55:00-05:00,7582.5,7582.75,7582.25,7582.5,88.0
2026-07-09 22:56:00-05:00,7582.75,7583.0,7582.25,7582.5,74.0
2026-07-09 22:57:00-05:00,7582.25,7582.5,7582.0,7582.5,65.0
2026-07-09 22:58:00-05:00,7582.75,7584.0,7582.5,7583.5,98.0
2026-07-09 22:59:00-05:00,7583.5,7583.75,7583.0,7583.25,119.0
2026-07-09 23:00:00-05:00,7583.25,7583.5,7583.0,7583.0,76.0
2026-07-09 23:01:00-05:00,7582.75,7583.0,7582.5,7582.75,61.0
2026-07-09 23:02:00-05:00,7582.5,7583.25,7582.5,7583.25,60.0
2026-07-09 23:03:00-05:00,7583.5,7583.5,7583.0,7583.25,77.0
2026-07-09 23:04:00-05:00,7583.25,7584.25,7583.25,7584.25,98.0
2026-07-09 23:05:00-05:00,7584.0,7584.25,7583.5,7584.0,105.0
2026-07-09 23:06:00-05:00,7584.0,7584.0,7583.25,7583.25,67.0
2026-07-09 23:07:00-05:00,7583.25,7584.0,7583.25,7583.75,81.0
2026-07-09 23:08:00-05:00,7583.75,7583.75,7583.0,7583.25,58.0
2026-07-09 23:09:00-05:00,7583.25,7583.5,7583.0,7583.0,47.0
2026-07-09 23:10:00-05:00,7583.0,7583.25,7582.75,7583.0,48.0
2026-07-09 23:11:00-05:00,7583.0,7584.25,7583.0,7583.25,211.0
2026-07-09 23:12:00-05:00,7583.25,7584.0,7583.0,7583.75,185.0
2026-07-09 23:13:00-05:00,7583.5,7583.75,7583.25,7583.5,65.0
2026-07-09 23:14:00-05:00,7583.5,7584.0,7583.5,7583.75,35.0
2026-07-09 23:15:00-05:00,7584.0,7584.0,7582.5,7582.75,81.0
2026-07-09 23:16:00-05:00,7582.75,7583.5,7582.75,7583.25,52.0
2026-07-09 23:17:00-05:00,7583.5,7583.5,7583.0,7583.25,60.0
2026-07-09 23:18:00-05:00,7583.0,7583.25,7583.0,7583.0,25.0
2026-07-09 23:19:00-05:00,7583.0,7583.25,7582.75,7583.25,54.0
2026-07-09 23:20:00-05:00,7583.5,7583.5,7583.0,7583.0,28.0
2026-07-09 23:21:00-05:00,7582.75,7583.0,7581.25,7581.5,112.0
2026-07-09 23:22:00-05:00,7581.5,7581.75,7581.25,7581.5,68.0
2026-07-09 23:23:00-05:00,7581.5,7581.5,7581.0,7581.25,93.0
2026-07-09 23:24:00-05:00,7581.5,7581.5,7580.75,7580.75,99.0
2026-07-09 23:25:00-05:00,7580.75,7581.5,7580.5,7581.5,121.0
2026-07-09 23:26:00-05:00,7581.25,7581.75,7581.25,7581.5,49.0
2026-07-09 23:27:00-05:00,7581.5,7581.75,7581.25,7581.5,44.0
2026-07-09 23:28:00-05:00,7581.5,7581.75,7581.0,7581.25,52.0
2026-07-09 23:29:00-05:00,7581.5,7581.5,7581.0,7581.25,93.0
2026-07-09 23:30:00-05:00,7581.25,7581.5,7581.0,7581.25,107.0
2026-07-09 23:31:00-05:00,7581.25,7581.25,7580.5,7580.75,94.0
2026-07-09 23:32:00-05:00,7580.75,7580.75,7580.0,7580.5,155.0
2026-07-09 23:33:00-05:00,7580.5,7580.75,7579.75,7580.75,171.0
2026-07-09 23:34:00-05:00,7580.5,7581.25,7580.5,7580.5,105.0
2026-07-09 23:35:00-05:00,7580.75,7581.0,7580.5,7580.5,108.0
2026-07-09 23:36:00-05:00,7580.75,7581.0,7580.25,7580.75,86.0
2026-07-09 23:37:00-05:00,7580.75,7581.0,7580.75,7580.75,62.0
2026-07-09 23:38:00-05:00,7580.5,7581.0,7580.25,7581.0,91.0
2026-07-09 23:39:00-05:00,7580.75,7581.25,7580.75,7581.0,97.0
2026-07-09 23:40:00-05:00,7581.0,7581.0,7580.75,7580.75,64.0
2026-07-09 23:41:00-05:00,7581.0,7581.0,7580.5,7580.5,76.0
2026-07-09 23:42:00-05:00,7581.0,7581.0,7580.75,7580.75,71.0
2026-07-09 23:43:00-05:00,7580.75,7581.0,7580.25,7580.75,63.0
2026-07-09 23:44:00-05:00,7580.75,7581.0,7580.5,7580.75,39.0
2026-07-09 23:45:00-05:00,7580.75,7580.75,7580.0,7580.0,81.0
2026-07-09 23:46:00-05:00,7580.25,7580.25,7579.75,7580.0,80.0
2026-07-09 23:47:00-05:00,7580.0,7580.75,7579.75,7580.75,105.0
2026-07-09 23:48:00-05:00,7580.75,7580.75,7580.0,7580.0,70.0
2026-07-09 23:49:00-05:00,7580.0,7580.25,7579.5,7579.5,115.0
2026-07-09 23:50:00-05:00,7579.5,7579.75,7579.0,7579.5,152.0
2026-07-09 23:51:00-05:00,7579.5,7579.5,7579.25,7579.25,83.0
2026-07-09 23:52:00-05:00,7579.25,7579.25,7578.5,7579.0,129.0
2026-07-09 23:53:00-05:00,7579.0,7579.25,7578.25,7578.25,89.0
2026-07-09 23:54:00-05:00,7578.25,7579.25,7578.25,7579.25,148.0
2026-07-09 23:55:00-05:00,7579.25,7579.5,7578.5,7579.5,68.0
2026-07-09 23:56:00-05:00,7579.25,7579.25,7577.75,7578.0,116.0
2026-07-09 23:57:00-05:00,7577.75,7577.75,7577.25,7577.5,122.0
2026-07-09 23:58:00-05:00,7577.5,7578.0,7577.25,7577.75,87.0
2026-07-09 23:59:00-05:00,7577.5,7577.75,7577.25,7577.5,84.0
2026-07-10 00:00:00-05:00,7577.75,7577.75,7576.75,7577.0,148.0
2026-07-10 00:01:00-05:00,7577.0,7577.25,7576.75,7577.0,107.0
2026-07-10 00:02:00-05:00,7577.25,7577.75,7577.0,7577.75,68.0
2026-07-10 00:03:00-05:00,7577.5,7577.5,7576.25,7577.0,171.0
2026-07-10 00:04:00-05:00,7576.75,7577.25,7576.75,7576.75,72.0
2026-07-10 00:05:00-05:00,7577.0,7577.75,7576.75,7577.0,260.0
2026-07-10 00:06:00-05:00,7577.0,7577.5,7577.0,7577.25,50.0
2026-07-10 00:07:00-05:00,7577.0,7577.5,7577.0,7577.5,85.0
2026-07-10 00:08:00-05:00,7577.25,7577.25,7576.5,7576.75,230.0
2026-07-10 00:09:00-05:00,7576.75,7577.0,7576.5,7576.5,101.0
2026-07-10 00:10:00-05:00,7576.5,7577.5,7576.5,7577.5,120.0
2026-07-10 00:11:00-05:00,7577.5,7577.75,7577.0,7577.5,99.0
2026-07-10 00:12:00-05:00,7577.5,7578.25,7577.25,7578.0,104.0
2026-07-10 00:13:00-05:00,7578.0,7578.0,7577.5,7578.0,51.0
2026-07-10 00:14:00-05:00,7578.25,7578.5,7577.75,7578.0,114.0
2026-07-10 00:15:00-05:00,7578.0,7579.75,7577.75,7579.25,238.0
2026-07-10 00:16:00-05:00,7579.25,7579.5,7578.25,7578.5,153.0
2026-07-10 00:17:00-05:00,7578.5,7578.75,7578.0,7578.25,116.0
2026-07-10 00:18:00-05:00,7578.25,7578.25,7577.75,7578.0,76.0
2026-07-10 00:19:00-05:00,7578.0,7578.75,7578.0,7578.5,107.0
2026-07-10 00:20:00-05:00,7578.5,7579.0,7577.75,7578.75,168.0
2026-07-10 00:21:00-05:00,7578.75,7578.75,7577.75,7578.0,143.0
2026-07-10 00:22:00-05:00,7578.0,7578.0,7577.0,7577.5,131.0
2026-07-10 00:23:00-05:00,7577.5,7577.5,7577.0,7577.25,65.0
2026-07-10 00:24:00-05:00,7577.25,7577.5,7576.75,7577.5,254.0
2026-07-10 00:25:00-05:00,7577.5,7578.25,7577.5,7578.0,68.0
2026-07-10 00:26:00-05:00,7578.0,7578.5,7577.5,7578.0,128.0
2026-07-10 00:27:00-05:00,7577.75,7578.0,7577.5,7577.5,488.0
2026-07-10 00:28:00-05:00,7577.5,7578.25,7577.5,7578.0,67.0
2026-07-10 00:29:00-05:00,7578.0,7579.0,7578.0,7578.25,121.0
2026-07-10 00:30:00-05:00,7578.25,7578.25,7577.0,7577.0,142.0
2026-07-10 00:31:00-05:00,7577.25,7578.0,7577.0,7577.25,125.0
2026-07-10 00:32:00-05:00,7577.5,7578.25,7577.5,7578.0,85.0
2026-07-10 00:33:00-05:00,7578.0,7578.5,7577.5,7577.5,73.0
2026-07-10 00:34:00-05:00,7577.5,7578.0,7577.25,7577.75,76.0
2026-07-10 00:35:00-05:00,7578.0,7578.25,7577.5,7577.75,65.0
2026-07-10 00:36:00-05:00,7577.5,7578.0,7577.5,7577.75,69.0
2026-07-10 00:37:00-05:00,7578.0,7578.0,7576.75,7577.0,121.0
2026-07-10 00:38:00-05:00,7577.0,7577.75,7576.75,7577.0,142.0
2026-07-10 00:39:00-05:00,7577.0,7577.5,7577.0,7577.25,79.0
2026-07-10 00:40:00-05:00,7577.25,7578.0,7576.75,7577.75,183.0
2026-07-10 00:41:00-05:00,7577.75,7577.75,7577.0,7577.5,106.0
2026-07-10 00:42:00-05:00,7577.5,7578.0,7576.75,7578.0,261.0
2026-07-10 00:43:00-05:00,7578.0,7578.25,7577.75,7578.25,104.0
2026-07-10 00:44:00-05:00,7578.25,7579.0,7577.75,7578.5,216.0
2026-07-10 00:45:00-05:00,7578.5,7579.0,7578.25,7579.0,126.0
2026-07-10 00:46:00-05:00,7579.0,7579.0,7578.25,7578.5,100.0
2026-07-10 00:47:00-05:00,7578.25,7578.5,7578.0,7578.5,73.0
2026-07-10 00:48:00-05:00,7578.5,7579.0,7578.5,7578.5,72.0
2026-07-10 00:49:00-05:00,7578.5,7578.75,7577.5,7577.5,128.0
2026-07-10 00:50:00-05:00,7577.75,7578.25,7577.5,7577.75,96.0
2026-07-10 00:51:00-05:00,7577.75,7578.75,7577.5,7578.75,133.0
2026-07-10 00:52:00-05:00,7578.75,7579.0,7578.0,7578.0,110.0
2026-07-10 00:53:00-05:00,7578.0,7578.25,7577.25,7577.25,82.0
2026-07-10 00:54:00-05:00,7577.5,7577.5,7577.0,7577.25,95.0
2026-07-10 00:55:00-05:00,7577.0,7577.0,7576.5,7576.75,89.0
2026-07-10 00:56:00-05:00,7576.75,7577.25,7576.25,7576.75,227.0
2026-07-10 00:57:00-05:00,7577.0,7577.0,7576.25,7576.5,115.0
2026-07-10 00:58:00-05:00,7576.5,7576.75,7576.25,7576.5,79.0
2026-07-10 00:59:00-05:00,7576.25,7576.5,7575.75,7576.5,204.0
2026-07-10 01:00:00-05:00,7576.5,7577.75,7576.25,7577.25,246.0
2026-07-10 01:01:00-05:00,7577.25,7578.5,7576.75,7577.25,179.0
2026-07-10 01:02:00-05:00,7577.25,7578.25,7577.25,7578.25,105.0
2026-07-10 01:03:00-05:00,7578.25,7578.25,7577.5,7577.75,167.0
2026-07-10 01:04:00-05:00,7577.5,7579.0,7577.5,7579.0,182.0
2026-07-10 01:05:00-05:00,7579.0,7579.25,7578.0,7578.5,201.0
2026-07-10 01:06:00-05:00,7578.5,7578.5,7577.75,7578.0,280.0
2026-07-10 01:07:00-05:00,7578.0,7578.5,7577.5,7577.75,127.0
2026-07-10 01:08:00-05:00,7577.75,7579.5,7577.5,7579.25,171.0
2026-07-10 01:09:00-05:00,7579.0,7579.0,7577.5,7577.75,207.0
2026-07-10 01:10:00-05:00,7577.75,7577.75,7576.75,7577.25,148.0
2026-07-10 01:11:00-05:00,7577.0,7577.0,7576.0,7576.75,118.0
2026-07-10 01:12:00-05:00,7577.0,7577.25,7575.75,7576.0,263.0
2026-07-10 01:13:00-05:00,7576.25,7576.75,7576.0,7576.25,234.0
2026-07-10 01:14:00-05:00,7576.25,7576.5,7576.0,7576.25,109.0
2026-07-10 01:15:00-05:00,7576.0,7576.25,7575.5,7575.5,164.0
2026-07-10 01:16:00-05:00,7575.5,7576.25,7575.25,7576.0,212.0
2026-07-10 01:17:00-05:00,7576.0,7576.25,7575.5,7575.5,129.0
2026-07-10 01:18:00-05:00,7575.5,7576.25,7575.25,7576.0,208.0
2026-07-10 01:19:00-05:00,7576.25,7576.25,7575.25,7575.75,224.0
2026-07-10 01:20:00-05:00,7575.75,7575.75,7574.0,7575.0,336.0
2026-07-10 01:21:00-05:00,7574.75,7574.75,7572.0,7572.25,513.0
2026-07-10 01:22:00-05:00,7572.25,7573.0,7572.0,7572.5,482.0
2026-07-10 01:23:00-05:00,7572.5,7572.75,7572.0,7572.5,345.0
2026-07-10 01:24:00-05:00,7572.25,7572.5,7571.5,7571.5,267.0
2026-07-10 01:25:00-05:00,7571.5,7572.0,7570.5,7571.75,566.0
2026-07-10 01:26:00-05:00,7572.0,7572.25,7571.5,7572.25,331.0
2026-07-10 01:27:00-05:00,7572.0,7572.5,7571.5,7571.75,313.0
2026-07-10 01:28:00-05:00,7571.75,7571.75,7570.75,7571.25,341.0
2026-07-10 01:29:00-05:00,7571.5,7572.25,7571.25,7571.75,281.0
2026-07-10 01:30:00-05:00,7571.75,7576.0,7571.5,7576.0,595.0
2026-07-10 01:31:00-05:00,7576.25,7576.75,7575.75,7576.25,274.0
2026-07-10 01:32:00-05:00,7576.25,7576.5,7574.25,7574.5,405.0
2026-07-10 01:33:00-05:00,7574.5,7576.0,7574.5,7575.25,222.0
2026-07-10 01:34:00-05:00,7575.25,7575.25,7573.25,7573.25,266.0
2026-07-10 01:35:00-05:00,7573.25,7573.5,7572.75,7573.25,119.0
2026-07-10 01:36:00-05:00,7573.25,7573.5,7571.75,7572.0,251.0
2026-07-10 01:37:00-05:00,7571.75,7572.0,7571.0,7571.75,366.0
2026-07-10 01:38:00-05:00,7572.0,7572.75,7571.25,7571.25,325.0
2026-07-10 01:39:00-05:00,7571.5,7571.5,7570.75,7571.0,231.0
2026-07-10 01:40:00-05:00,7571.25,7572.0,7570.5,7571.5,431.0
2026-07-10 01:41:00-05:00,7571.5,7572.0,7571.25,7572.0,128.0
2026-07-10 01:42:00-05:00,7572.0,7573.0,7571.75,7572.75,213.0
2026-07-10 01:43:00-05:00,7572.5,7573.5,7572.5,7572.75,257.0
2026-07-10 01:44:00-05:00,7573.0,7573.25,7572.75,7572.75,74.0
2026-07-10 01:45:00-05:00,7572.75,7574.0,7572.5,7574.0,126.0
2026-07-10 01:46:00-05:00,7574.25,7574.25,7573.25,7573.5,146.0
2026-07-10 01:47:00-05:00,7573.5,7573.75,7572.75,7573.0,209.0
2026-07-10 01:48:00-05:00,7573.0,7573.5,7573.0,7573.5,75.0
2026-07-10 01:49:00-05:00,7573.5,7574.0,7573.5,7573.75,64.0
2026-07-10 01:50:00-05:00,7573.75,7574.25,7573.5,7573.75,75.0
2026-07-10 01:51:00-05:00,7573.5,7574.75,7573.5,7574.5,231.0
2026-07-10 01:52:00-05:00,7574.5,7575.0,7574.0,7574.75,282.0
2026-07-10 01:53:00-05:00,7575.0,7575.0,7574.0,7574.0,149.0
2026-07-10 01:54:00-05:00,7574.25,7574.25,7574.0,7574.25,96.0
2026-07-10 01:55:00-05:00,7574.25,7574.5,7573.0,7573.5,143.0
2026-07-10 01:56:00-05:00,7573.25,7573.75,7573.25,7573.75,40.0
2026-07-10 01:57:00-05:00,7574.0,7574.25,7573.5,7574.25,56.0
2026-07-10 01:58:00-05:00,7574.25,7574.25,7573.5,7574.0,93.0
2026-07-10 01:59:00-05:00,7574.25,7575.25,7573.75,7574.0,268.0
2026-07-10 02:00:00-05:00,7574.0,7574.75,7572.0,7572.5,401.0
2026-07-10 02:01:00-05:00,7572.5,7573.75,7572.25,7573.25,258.0
2026-07-10 02:02:00-05:00,7573.25,7573.25,7572.0,7572.25,180.0
2026-07-10 02:03:00-05:00,7572.5,7574.0,7572.25,7573.75,116.0
2026-07-10 02:04:00-05:00,7573.75,7574.75,7573.75,7574.5,257.0
2026-07-10 02:05:00-05:00,7574.5,7575.5,7574.5,7575.25,197.0
2026-07-10 02:06:00-05:00,7575.25,7576.0,7575.0,7575.25,197.0
2026-07-10 02:07:00-05:00,7575.5,7576.0,7575.0,7575.5,226.0
2026-07-10 02:08:00-05:00,7575.25,7575.5,7574.5,7574.5,186.0
2026-07-10 02:09:00-05:00,7574.5,7575.5,7574.25,7575.5,171.0
2026-07-10 02:10:00-05:00,7575.5,7575.75,7574.75,7575.75,206.0
2026-07-10 02:11:00-05:00,7575.75,7575.75,7575.0,7575.5,186.0
2026-07-10 02:12:00-05:00,7575.5,7576.5,7575.25,7575.75,253.0
2026-07-10 02:13:00-05:00,7575.5,7577.0,7575.25,7576.25,209.0
2026-07-10 02:14:00-05:00,7576.0,7577.75,7575.75,7577.5,225.0
2026-07-10 02:15:00-05:00,7577.75,7578.0,7575.5,7575.75,238.0
2026-07-10 02:16:00-05:00,7575.5,7577.5,7575.5,7577.25,200.0
2026-07-10 02:17:00-05:00,7577.25,7578.75,7577.0,7578.75,277.0
2026-07-10 02:18:00-05:00,7579.0,7579.5,7577.5,7578.0,471.0
2026-07-10 02:19:00-05:00,7578.0,7578.25,7577.25,7577.75,143.0
2026-07-10 02:20:00-05:00,7577.75,7578.0,7577.0,7577.0,119.0
2026-07-10 02:21:00-05:00,7577.0,7577.5,7576.5,7577.5,80.0
2026-07-10 02:22:00-05:00,7577.5,7577.5,7576.75,7577.0,39.0
2026-07-10 02:23:00-05:00,7576.75,7577.25,7576.5,7577.25,64.0
2026-07-10 02:24:00-05:00,7577.25,7579.0,7577.25,7578.5,210.0
2026-07-10 02:25:00-05:00,7578.25,7579.5,7578.0,7579.25,291.0
2026-07-10 02:26:00-05:00,7579.0,7579.25,7578.75,7578.75,199.0
2026-07-10 02:27:00-05:00,7579.0,7579.25,7577.5,7577.75,251.0
2026-07-10 02:28:00-05:00,7578.0,7578.5,7577.5,7578.5,120.0
2026-07-10 02:29:00-05:00,7578.25,7579.0,7578.25,7578.75,130.0
2026-07-10 02:30:00-05:00,7578.75,7578.75,7578.0,7578.25,109.0
2026-07-10 02:31:00-05:00,7578.25,7578.25,7577.25,7577.5,111.0
2026-07-10 02:32:00-05:00,7577.75,7578.0,7577.5,7577.75,109.0
2026-07-10 02:33:00-05:00,7578.0,7578.0,7576.75,7577.0,98.0
2026-07-10 02:34:00-05:00,7576.75,7578.0,7576.75,7577.5,131.0
2026-07-10 02:35:00-05:00,7577.75,7578.25,7577.25,7577.5,162.0
2026-07-10 02:36:00-05:00,7577.5,7577.75,7577.0,7577.0,58.0
2026-07-10 02:37:00-05:00,7577.25,7577.25,7576.5,7576.75,45.0
2026-07-10 02:38:00-05:00,7577.0,7577.25,7576.5,7577.25,49.0
2026-07-10 02:39:00-05:00,7577.5,7578.25,7577.25,7578.0,142.0
2026-07-10 02:40:00-05:00,7577.75,7577.75,7577.0,7577.25,68.0
2026-07-10 02:41:00-05:00,7577.25,7577.5,7576.0,7576.25,108.0
2026-07-10 02:42:00-05:00,7576.5,7576.75,7576.0,7576.0,33.0
2026-07-10 02:43:00-05:00,7576.0,7576.5,7575.5,7575.75,99.0
2026-07-10 02:44:00-05:00,7575.75,7576.5,7575.5,7575.5,74.0
2026-07-10 02:45:00-05:00,7575.75,7576.0,7572.75,7573.0,268.0
2026-07-10 02:46:00-05:00,7573.0,7573.75,7572.0,7572.75,295.0
2026-07-10 02:47:00-05:00,7572.5,7572.75,7571.5,7572.5,426.0
2026-07-10 02:48:00-05:00,7572.5,7572.75,7571.5,7572.25,176.0
2026-07-10 02:49:00-05:00,7572.25,7572.25,7571.5,7572.0,309.0
2026-07-10 02:50:00-05:00,7571.75,7572.0,7571.5,7572.0,401.0
2026-07-10 02:51:00-05:00,7572.0,7572.25,7570.75,7571.25,599.0
2026-07-10 02:52:00-05:00,7571.0,7571.75,7570.75,7571.0,187.0
2026-07-10 02:53:00-05:00,7571.0,7571.25,7570.0,7570.25,518.0
2026-07-10 02:54:00-05:00,7570.0,7570.75,7569.5,7570.25,448.0
2026-07-10 02:55:00-05:00,7570.75,7571.25,7570.25,7570.5,269.0
2026-07-10 02:56:00-05:00,7570.75,7571.25,7570.5,7570.75,111.0
2026-07-10 02:57:00-05:00,7571.0,7571.5,7570.75,7571.25,289.0
2026-07-10 02:58:00-05:00,7571.25,7572.25,7571.25,7572.25,323.0
2026-07-10 02:59:00-05:00,7572.25,7572.5,7571.75,7572.25,201.0
2026-07-10 03:00:00-05:00,7572.0,7572.5,7570.75,7571.75,492.0
2026-07-10 03:01:00-05:00,7571.75,7572.75,7571.0,7572.0,495.0
2026-07-10 03:02:00-05:00,7571.75,7572.0,7570.0,7570.75,1811.0
2026-07-10 03:03:00-05:00,7570.75,7571.75,7569.75,7571.75,510.0
2026-07-10 03:04:00-05:00,7572.0,7572.5,7571.25,7571.75,437.0
2026-07-10 03:05:00-05:00,7571.5,7572.25,7571.0,7571.75,419.0
2026-07-10 03:06:00-05:00,7572.0,7572.25,7571.25,7572.0,266.0
2026-07-10 03:07:00-05:00,7572.0,7573.75,7572.0,7573.5,292.0
2026-07-10 03:08:00-05:00,7573.25,7575.5,7573.25,7575.25,327.0
2026-07-10 03:09:00-05:00,7575.25,7576.0,7575.25,7576.0,299.0
2026-07-10 03:10:00-05:00,7576.0,7578.25,7576.0,7577.5,438.0
2026-07-10 03:11:00-05:00,7577.75,7578.0,7577.0,7577.25,141.0
2026-07-10 03:12:00-05:00,7577.25,7577.5,7576.5,7577.25,136.0
2026-07-10 03:13:00-05:00,7577.0,7577.5,7576.25,7577.25,141.0
2026-07-10 03:14:00-05:00,7577.5,7578.5,7577.25,7578.5,140.0
2026-07-10 03:15:00-05:00,7578.5,7579.0,7578.0,7578.5,294.0
2026-07-10 03:16:00-05:00,7578.5,7579.25,7577.75,7578.5,334.0
2026-07-10 03:17:00-05:00,7578.75,7578.75,7577.75,7578.5,104.0
2026-07-10 03:18:00-05:00,7578.5,7578.75,7577.75,7577.75,156.0
2026-07-10 03:19:00-05:00,7577.75,7578.5,7577.25,7577.75,206.0
2026-07-10 03:20:00-05:00,7577.5,7577.75,7577.0,7577.0,217.0
2026-07-10 03:21:00-05:00,7577.0,7577.0,7575.5,7575.75,316.0
2026-07-10 03:22:00-05:00,7576.0,7576.25,7575.0,7575.0,358.0
2026-07-10 03:23:00-05:00,7574.75,7576.0,7574.5,7576.0,230.0
2026-07-10 03:24:00-05:00,7576.0,7576.5,7575.5,7575.5,165.0
2026-07-10 03:25:00-05:00,7575.5,7577.0,7575.5,7576.25,209.0
2026-07-10 03:26:00-05:00,7576.5,7576.75,7575.75,7576.0,121.0
2026-07-10 03:27:00-05:00,7575.75,7576.0,7575.25,7575.75,198.0
2026-07-10 03:28:00-05:00,7575.75,7576.0,7575.5,7576.0,155.0
2026-07-10 03:29:00-05:00,7575.75,7576.0,7575.25,7575.5,85.0
2026-07-10 03:30:00-05:00,7575.25,7575.25,7573.5,7573.5,424.0
2026-07-10 03:31:00-05:00,7573.25,7574.0,7573.0,7574.0,245.0
2026-07-10 03:32:00-05:00,7574.0,7574.75,7573.75,7574.25,151.0
2026-07-10 03:33:00-05:00,7574.25,7574.5,7573.75,7573.75,110.0
2026-07-10 03:34:00-05:00,7573.75,7575.0,7573.5,7575.0,108.0
2026-07-10 03:35:00-05:00,7575.0,7576.25,7575.0,7576.0,309.0
2026-07-10 03:36:00-05:00,7576.0,7576.0,7574.5,7575.0,197.0
2026-07-10 03:37:00-05:00,7575.25,7575.25,7574.25,7574.25,114.0
2026-07-10 03:38:00-05:00,7574.5,7575.25,7574.25,7575.0,119.0
2026-07-10 03:39:00-05:00,7575.0,7575.5,7574.75,7574.75,133.0
2026-07-10 03:40:00-05:00,7574.75,7574.75,7573.25,7573.75,239.0
2026-07-10 03:41:00-05:00,7574.0,7574.25,7573.75,7573.75,66.0
2026-07-10 03:42:00-05:00,7574.25,7574.75,7573.5,7574.25,150.0
2026-07-10 03:43:00-05:00,7574.25,7575.0,7573.5,7575.0,159.0
2026-07-10 03:44:00-05:00,7575.25,7575.75,7574.75,7575.5,147.0
2026-07-10 03:45:00-05:00,7575.5,7575.75,7575.0,7575.25,90.0
2026-07-10 03:46:00-05:00,7575.25,7575.25,7575.0,7575.25,58.0
2026-07-10 03:47:00-05:00,7575.0,7575.75,7574.5,7574.5,214.0
2026-07-10 03:48:00-05:00,7574.5,7575.5,7574.5,7575.5,120.0
2026-07-10 03:49:00-05:00,7575.5,7575.5,7575.25,7575.25,109.0
2026-07-10 03:50:00-05:00,7575.25,7575.25,7574.75,7574.75,165.0
2026-07-10 03:51:00-05:00,7574.75,7575.0,7574.5,7575.0,119.0
2026-07-10 03:52:00-05:00,7575.0,7577.25,7575.0,7576.25,190.0
2026-07-10 03:53:00-05:00,7576.25,7576.25,7573.75,7574.25,246.0
2026-07-10 03:54:00-05:00,7574.25,7574.75,7574.0,7574.5,127.0
2026-07-10 03:55:00-05:00,7574.5,7574.75,7574.25,7574.5,83.0
2026-07-10 03:56:00-05:00,7574.5,7575.5,7574.5,7575.25,76.0
2026-07-10 03:57:00-05:00,7575.25,7575.25,7574.5,7575.0,84.0
2026-07-10 03:58:00-05:00,7574.75,7575.0,7574.5,7575.0,65.0
2026-07-10 03:59:00-05:00,7574.75,7575.25,7574.25,7574.25,53.0
2026-07-10 04:00:00-05:00,7574.25,7575.75,7574.0,7575.0,149.0
2026-07-10 04:01:00-05:00,7574.75,7574.75,7568.5,7570.0,1515.0
2026-07-10 04:02:00-05:00,7570.25,7574.5,7569.25,7573.75,673.0
2026-07-10 04:03:00-05:00,7573.75,7576.0,7573.5,7575.5,292.0
2026-07-10 04:04:00-05:00,7575.75,7576.5,7575.0,7576.5,226.0
2026-07-10 04:05:00-05:00,7576.5,7577.0,7576.25,7576.5,92.0
2026-07-10 04:06:00-05:00,7576.75,7577.5,7576.25,7576.75,191.0
2026-07-10 04:07:00-05:00,7576.5,7577.0,7575.75,7575.75,201.0
2026-07-10 04:08:00-05:00,7576.0,7577.25,7575.5,7576.5,139.0
2026-07-10 04:09:00-05:00,7576.75,7578.25,7576.75,7577.75,178.0
2026-07-10 04:10:00-05:00,7577.5,7578.25,7577.5,7577.75,69.0
2026-07-10 04:11:00-05:00,7578.0,7579.25,7578.0,7579.0,164.0
2026-07-10 04:12:00-05:00,7578.75,7579.0,7578.75,7579.0,57.0
