date,close,dmin,dmax,sc,sp,credit,pnl,win,in_band,pos_gamma
2023-07-25,4567.459961,4523.13,4586.99,4590.0,4520.0,1.65,165.0,True,True,True
2023-07-26,4566.75,4535.47,4601.17,4605.0,4535.0,9.85,985.0,True,True,True
2023-07-27,4537.410156,4537.01,4598.09,4600.0,4535.0,3.15,315.0,True,True,True
2023-07-28,4582.22998,4505.81,4569.83,4570.0,4505.0,7.55,-468.0,False,False,True
2023-07-31,4588.959961,4551.79,4611.67,4615.0,4550.0,3.05,305.0,True,True,True
2023-08-01,4576.72998,4557.85,4621.11,4625.0,4555.0,1.8,180.0,True,True,True
2023-08-02,4513.390137,4545.4,4607.82,4610.0,4545.0,2.35,-2925.99,False,False,True
2023-08-03,4501.890137,4478.14,4549.38,4550.0,4475.0,4.45,445.0,True,True,False
2023-08-04,4478.029785,4467.47,4536.31,4540.0,4465.0,8.3,830.0,True,True,False
2023-08-07,4518.439941,4441.88,4515.22,4520.0,4440.0,4.45,445.0,True,False,False
2023-08-08,4499.379883,4483.82,4552.8,4555.0,4480.0,1.7,170.0,True,True,False
2023-08-09,4467.709961,4464.8,4534.0,4535.0,4460.0,2.9,290.0,True,True,False
2023-08-10,4468.830078,4429.75,4506.07,4510.0,4425.0,8.9,890.0,True,True,False
2023-08-11,4464.049805,4432.68,4505.42,4510.0,4430.0,5.65,565.0,True,True,False
2023-08-14,4489.720215,4428.64,4499.98,4500.0,4425.0,4.65,465.0,True,True,False
2023-08-15,4437.859863,4455.34,4524.64,4525.0,4455.0,3.55,-1359.01,False,False,False
2023-08-16,4404.330078,4400.16,4476.08,4480.0,4400.0,4.4,440.0,True,True,False
2023-08-17,4370.359863,4365.09,4443.39,4445.0,4365.0,4.85,485.0,True,True,False
2023-08-18,4369.709961,4329.6,4409.88,4410.0,4325.0,0.8,80.0,True,True,False
2023-08-21,4399.77002,4331.18,4410.02,4415.0,4330.0,5.1,510.0,True,True,False
2023-08-22,4387.549805,4362.25,4438.01,4440.0,4360.0,3.25,325.0,True,True,False
2023-08-23,4436.009766,4349.43,4426.31,4430.0,4345.0,2.75,-325.98,False,False,False
2023-08-24,4376.310059,4396.54,4476.54,4480.0,4395.0,4.8,-1388.99,False,False,True
2023-08-25,4405.709961,4338.46,4413.52,4415.0,4335.0,8.25,825.0,True,True,False
2023-08-28,4433.310059,4369.71,4440.93,4445.0,4365.0,4.5,450.0,True,True,False
2023-08-29,4497.629883,4397.87,4468.53,4470.0,4395.0,2.95,-2467.99,False,False,False
2023-08-30,4514.870117,4463.74,4531.62,4535.0,4460.0,3.1,310.0,True,True,True
2023-08-31,4507.660156,4482.12,4548.16,4550.0,4480.0,3.45,345.0,True,True,True
2023-09-01,4515.77002,4476.24,4540.32,4545.0,4475.0,4.5,450.0,True,True,True
2023-09-05,4496.830078,4472.15,4557.75,4560.0,4470.0,1.15,115.0,True,True,True
2023-09-06,4465.47998,4464.65,4528.71,4530.0,4460.0,1.9,190.0,True,True,True
2023-09-07,4451.140137,4432.68,4498.24,4500.0,4430.0,2.4,240.0,True,True,False
2023-09-08,4457.490234,4418.23,4484.85,4485.0,4415.0,2.95,295.0,True,True,False
2023-09-11,4487.459961,4425.01,4490.97,4495.0,4425.0,2.15,215.0,True,True,False
2023-09-12,4461.899902,4456.97,4519.23,4520.0,4455.0,1.9,190.0,True,True,True
2023-09-13,4467.439941,4428.74,4495.14,4500.0,4425.0,5.1,510.0,True,True,False
2023-09-14,4505.100098,4435.2,4499.5,4500.0,4435.0,3.35,-175.01,False,False,False
2023-09-15,4450.319824,4473.87,4536.71,4540.0,4470.0,0.4,-1928.02,False,False,True
2023-09-18,4453.529785,4418.04,4482.66,4485.0,4415.0,2.4,240.0,True,True,False
2023-09-19,4443.950195,4421.0,4486.16,4490.0,4420.0,1.55,155.0,True,True,False
2023-09-20,4402.200195,4410.86,4476.52,4480.0,4410.0,6.0,-179.98,False,False,False
2023-09-21,4330.0,4367.32,4436.54,4440.0,4365.0,3.8,-3120.0,False,False,False
2023-09-22,4320.060059,4289.76,4369.06,4370.0,4285.0,5.1,510.0,True,True,False
2023-09-25,4337.439941,4279.1,4359.4,4360.0,4275.0,6.35,635.0,True,True,False
2023-09-26,4273.529785,4296.88,4377.74,4380.0,4295.0,3.65,-1782.02,False,False,False
2023-09-27,4274.509766,4228.66,4318.68,4320.0,4225.0,4.25,425.0,True,True,False
2023-09-28,4299.700195,4231.51,4317.93,4320.0,4230.0,5.7,570.0,True,True,False
2023-09-29,4288.049805,4252.6,4346.8,4350.0,4250.0,5.55,555.0,True,True,False
2023-10-02,4288.390137,4248.31,4329.95,4330.0,4245.0,7.6,760.0,True,True,False
2023-10-03,4229.450195,4246.42,4330.06,4335.0,4245.0,3.7,-1184.98,False,False,False
2023-10-04,4263.75,4185.21,4275.37,4280.0,4185.0,4.8,480.0,True,True,False
2023-10-05,4258.189941,4222.99,4304.25,4305.0,4220.0,4.95,495.0,True,True,False
2023-10-06,4308.5,4217.65,4298.85,4300.0,4215.0,9.25,75.0,True,False,False
2023-10-09,4335.660156,4267.42,4348.36,4350.0,4265.0,5.0,500.0,True,True,False
2023-10-10,4358.240234,4295.25,4376.45,4380.0,4295.0,3.8,380.0,True,True,False
2023-10-11,4376.950195,4319.67,4397.59,4400.0,4315.0,3.8,380.0,True,True,True
2023-10-12,4349.609863,4338.56,4415.04,4420.0,4335.0,5.75,575.0,True,True,True
2023-10-13,4327.779785,4312.47,4386.43,4390.0,4310.0,4.45,445.0,True,True,True
2023-10-16,4373.629883,4289.55,4367.13,4370.0,4285.0,9.05,542.01,True,False,False
2023-10-17,4373.200195,4333.2,4410.66,4415.0,4330.0,3.6,360.0,True,True,True
2023-10-18,4314.600098,4335.44,4410.96,4415.0,4335.0,4.45,-1594.99,False,False,True
2023-10-19,4278.0,4270.57,4356.63,4360.0,4270.0,6.85,685.0,True,True,False
2023-10-20,4224.160156,4234.57,4320.59,4325.0,4230.0,1.4,-443.98,False,False,False
2023-10-23,4217.040039,4178.68,4268.48,4270.0,4175.0,7.4,740.0,True,True,False
2023-10-24,4247.680176,4171.77,4263.45,4265.0,4170.0,4.9,490.0,True,True,False
2023-10-25,4186.77002,4206.25,4288.99,4290.0,4205.0,5.95,-1228.0,False,False,False
2023-10-26,4137.22998,4142.14,4231.82,4235.0,4140.0,5.85,308.0,True,False,False
2023-10-27,4117.370117,4090.42,4182.22,4185.0,4090.0,6.8,680.0,True,True,False
2023-10-30,4166.819824,4073.07,4163.53,4165.0,4070.0,7.05,523.02,True,False,False
2023-10-31,4193.799805,4125.45,4207.57,4210.0,4125.0,5.0,500.0,True,True,False
2023-11-01,4237.859863,4155.09,4231.61,4235.0,4155.0,8.5,564.01,True,False,False
2023-11-02,4317.779785,4200.03,4275.19,4280.0,4200.0,5.0,-3277.98,False,False,True
2023-11-03,4358.339844,4280.67,4355.25,4360.0,4280.0,5.25,525.0,True,False,True
2023-11-06,4365.97998,4324.0,4392.22,4395.0,4320.0,3.6,360.0,True,True,True
2023-11-07,4378.379883,4330.6,4401.36,4405.0,4330.0,1.75,175.0,True,True,True
2023-11-08,4382.779785,4345.23,4412.39,4415.0,4345.0,1.8,180.0,True,True,True
2023-11-09,4347.350098,4351.24,4414.72,4415.0,4350.0,2.75,10.01,True,False,True
2023-11-10,4415.240234,4312.56,4382.3,4385.0,4310.0,3.5,-2674.02,False,False,True
2023-11-13,4411.549805,4383.48,4448.3,4450.0,4380.0,3.5,350.0,True,True,True
2023-11-14,4495.700195,4377.14,4445.1,4450.0,4375.0,6.85,-3885.02,False,False,True
2023-11-15,4502.879883,4462.46,4529.2,4530.0,4460.0,4.5,450.0,True,True,True
2023-11-16,4508.240234,4470.24,4537.0,4540.0,4470.0,3.2,320.0,True,True,True
2023-11-17,4514.02002,4476.8,4540.06,4545.0,4475.0,0.65,65.0,True,True,True
2023-11-20,4547.379883,4484.2,4543.62,4545.0,4480.0,2.4,2.01,True,False,True
2023-11-21,4538.189941,4518.96,4577.36,4580.0,4515.0,2.0,200.0,True,True,True
2023-11-22,4556.620117,4509.87,4567.53,4570.0,4505.0,4.85,485.0,True,True,True
2023-11-24,4559.339844,4514.77,4597.69,4600.0,4510.0,0.35,35.0,True,True,True
2023-11-27,4550.430176,4531.04,4587.64,4590.0,4530.0,1.5,150.0,True,True,True
2023-11-28,4554.890137,4522.1,4579.62,4580.0,4520.0,1.55,155.0,True,True,True
2023-11-29,4550.580078,4525.32,4583.26,4585.0,4525.0,1.25,125.0,True,True,True
2023-11-30,4567.799805,4519.97,4581.33,4585.0,4515.0,2.4,240.0,True,True,True
2023-12-01,4594.629883,4538.88,4599.2,4600.0,4535.0,4.2,420.0,True,True,True
2023-12-04,4569.779785,4561.84,4625.6,4630.0,4560.0,2.7,270.0,True,True,True
2023-12-05,4567.180176,4537.85,4601.01,4605.0,4535.0,2.2,220.0,True,True,True
2023-12-06,4549.339844,4535.3,4600.6,4605.0,4535.0,1.65,165.0,True,True,True
2023-12-07,4585.589844,4517.89,4582.79,4585.0,4515.0,1.6,101.02,True,False,True
2023-12-08,4604.370117,4553.21,4617.13,4620.0,4550.0,7.55,755.0,True,True,True
2023-12-11,4622.439941,4572.83,4634.15,4635.0,4570.0,2.75,275.0,True,True,True
2023-12-12,4643.700195,4592.24,4653.54,4655.0,4590.0,7.25,725.0,True,True,True
2023-12-13,4707.089844,4613.61,4673.57,4675.0,4610.0,5.4,-2668.98,False,False,True
2023-12-14,4719.549805,4675.91,4736.79,4740.0,4675.0,5.4,540.0,True,True,True
2023-12-15,4719.189941,4690.34,4748.48,4750.0,4690.0,2.85,285.0,True,True,True
2023-12-18,4740.560059,4683.92,4746.14,4750.0,4680.0,2.1,210.0,True,True,True
2023-12-19,4768.370117,4710.03,4771.05,4775.0,4710.0,1.85,185.0,True,True,True
2023-12-20,4698.350098,4737.3,4799.58,4800.0,4735.0,1.4,-3524.99,False,False,True
2023-12-21,4746.75,4664.17,4732.31,4735.0,4660.0,5.65,-610.0,False,False,True
2023-12-22,4754.629883,4712.82,4782.24,4785.0,4710.0,4.3,430.0,True,True,True
2023-12-26,4774.75,4707.87,4802.45,4805.0,4705.0,1.0,100.0,True,True,True
2023-12-27,4781.580078,4740.72,4809.16,4810.0,4740.0,1.3,130.0,True,True,True
2023-12-28,4783.350098,4749.17,4815.83,4820.0,4745.0,1.05,105.0,True,True,True
2023-12-29,4769.830078,4750.26,4817.98,4820.0,4750.0,2.8,280.0,True,True,True
2024-01-02,4742.830078,4727.35,4816.99,4820.0,4725.0,1.05,105.0,True,True,True
