Session,setup,dir,fill_h,net
2026-02-26,2E,S,0.0,-205.0
2026-02-26,2E,S,23.92,-205.0
2026-02-26,f2EL,S,1.33,-205.0
2026-02-26,2E,S,10.33,-205.0
2026-02-27,2E,L,18.5,-205.0
2026-02-27,2E,L,0.17,-205.0
2026-02-27,2E,L,0.08,-205.0
2026-02-27,2E,L,1.92,-205.0
2026-02-27,2E,S,4.75,1082.5
2026-02-27,2E,S,6.0,-205.0
2026-02-27,2E,S,7.92,-205.0
2026-03-02,f2EL,S,8.42,-205.0
2026-03-03,2E,L,11.25,-205.0
2026-03-04,2E,L,2.25,-205.0
2026-03-04,2E,L,4.75,-205.0
2026-03-05,2E,S,20.58,-205.0
2026-03-05,2E,S,22.0,-205.0
2026-03-05,2E,S,23.08,-205.0
2026-03-05,2E,S,2.83,-205.0
2026-03-05,f2EL,S,3.58,-205.0
2026-03-05,2E,S,11.17,-205.0
2026-03-05,2E,L,15.83,-5.0
2026-03-06,2E,L,18.83,-205.0
2026-03-06,2E,S,6.33,-205.0
2026-03-06,2E,L,10.58,-205.0
2026-03-06,2E,L,11.25,-205.0
2026-03-06,2E,L,13.08,-205.0
2026-03-09,2E,L,17.75,-205.0
2026-03-09,2E,S,18.58,-205.0
2026-03-09,f2EL,S,19.92,-205.0
2026-03-09,2E,L,1.92,-205.0
2026-03-09,2E,L,4.92,-205.0
2026-03-09,2E,S,6.83,-205.0
2026-03-10,2E,S,19.08,-205.0
2026-03-10,2E,L,20.08,-205.0
2026-03-10,2E,L,6.67,-205.0
2026-03-11,f2EL,S,18.67,-205.0
2026-03-11,2E,L,20.0,-205.0
2026-03-11,2E,L,23.0,-205.0
2026-03-11,2E,L,23.5,-205.0
2026-03-11,2E,S,9.0,-205.0
2026-03-11,2E,S,1.5,-205.0
2026-03-11,f2EL,S,2.33,-205.0
2026-03-12,f2EL,S,18.08,-205.0
2026-03-12,f2EL,S,9.58,-205.0
2026-03-13,2E,L,21.0,-205.0
2026-03-13,f2EL,S,0.17,-205.0
2026-03-13,2E,L,6.83,-205.0
2026-03-13,2E,L,8.33,-205.0
2026-03-13,2E,S,15.17,-205.0
2026-03-16,2E,S,4.75,-205.0
2026-03-16,2E,S,15.58,-80.0
2026-03-17,2E,S,18.25,-205.0
2026-03-17,2E,S,20.58,-205.0
2026-03-17,2E,S,23.25,-205.0
2026-03-17,2E,L,4.75,-205.0
2026-03-17,2E,S,11.42,-205.0
2026-03-17,2E,S,14.67,-5.0
2026-03-18,2E,L,20.75,-205.0
2026-03-18,2E,L,6.42,-205.0
2026-03-18,2E,L,6.42,-205.0
2026-03-18,2E,L,2.25,-205.0
2026-03-18,2E,S,8.5,-205.0
2026-03-20,2E,L,21.25,-205.0
2026-03-20,2E,S,1.0,-205.0
2026-03-20,2E,S,5.75,-205.0
2026-03-20,2E,S,9.83,-205.0
2026-03-20,2E,L,11.33,-205.0
2026-03-23,2E,L,20.92,-205.0
2026-03-23,2E,S,23.42,-205.0
2026-03-23,2E,L,4.25,-205.0
2026-03-24,2E,L,18.75,-205.0
2026-03-24,2E,L,2.83,-205.0
2026-03-24,2E,S,8.67,-205.0
2026-03-24,2E,L,9.67,-205.0
2026-03-24,2E,L,10.25,-205.0
2026-03-24,2E,L,10.75,-205.0
2026-03-24,2E,L,14.0,-205.0
2026-03-26,2E,S,18.75,-205.0
2026-03-26,2E,S,4.25,-205.0
2026-03-26,2E,S,5.0,-205.0
2026-03-26,2E,S,6.33,-205.0
2026-03-26,2E,S,8.08,-205.0
2026-03-26,2E,S,13.42,-205.0
2026-03-27,2E,L,19.33,-205.0
2026-03-27,2E,L,0.67,-205.0
2026-03-27,2E,S,13.58,-205.0
2026-03-27,2E,S,14.92,882.5
2026-03-27,2E,S,15.17,195.0
2026-03-30,2E,L,22.92,-205.0
2026-03-30,2E,L,0.58,-205.0
2026-03-30,2E,L,2.33,-205.0
2026-03-30,2E,S,13.17,-205.0
2026-03-30,2E,S,15.58,-205.0
2026-03-31,2E,S,19.58,-205.0
2026-03-31,2E,S,18.67,-205.0
2026-03-31,2E,L,22.42,-205.0
2026-03-31,2E,L,12.25,-205.0
2026-04-01,2E,L,0.83,-205.0
2026-04-01,2E,L,12.92,-205.0
2026-04-01,2E,S,14.17,-205.0
2026-04-02,f2EL,S,20.75,-205.0
2026-04-02,2E,S,1.75,-205.0
2026-04-02,2E,L,3.83,-205.0
2026-04-02,2E,L,10.17,-205.0
2026-04-03,2E,L,7.25,-205.0
2026-04-06,2E,L,23.42,1707.5
2026-04-06,2E,L,3.42,-205.0
2026-04-06,2E,L,4.33,-205.0
2026-04-06,2E,S,6.17,-205.0
2026-04-07,2E,S,18.0,-205.0
2026-04-07,f2EL,S,20.08,-205.0
2026-04-07,2E,L,2.33,-205.0
2026-04-07,2E,L,4.08,-205.0
2026-04-07,2E,S,9.83,-205.0
2026-04-07,2E,L,11.92,-205.0
2026-04-07,2E,L,13.33,-205.0
2026-04-08,2E,S,9.25,-205.0
2026-04-08,2E,S,10.42,-205.0
2026-04-09,2E,S,20.75,-205.0
2026-04-09,2E,S,3.33,-205.0
2026-04-09,2E,S,6.42,-205.0
2026-04-09,2E,L,9.33,-205.0
2026-04-09,2E,L,11.33,-205.0
2026-04-10,2E,S,2.33,-205.0
2026-04-10,2E,S,12.33,-205.0
2026-04-13,2E,S,7.42,-205.0
2026-04-13,2E,L,9.5,-205.0
2026-04-13,2E,L,12.33,-205.0
2026-04-14,2E,L,2.67,-205.0
2026-04-14,2E,L,2.92,-205.0
2026-04-14,2E,L,7.5,-205.0
2026-04-14,2E,L,11.83,-205.0
2026-04-14,2E,L,12.08,-205.0
2026-04-14,2E,L,14.92,-205.0
2026-04-15,2E,L,23.75,-205.0
2026-04-15,2E,S,1.25,-205.0
2026-04-15,2E,L,7.42,-205.0
2026-04-15,2E,L,10.17,-205.0
2026-04-15,2E,L,11.67,-205.0
2026-04-15,2E,L,13.0,-205.0
2026-04-15,2E,L,13.25,607.5
2026-04-17,2E,L,10.42,-205.0
2026-04-17,2E,L,11.0,-205.0
2026-04-20,2E,L,21.75,-205.0
2026-04-20,2E,L,21.42,-205.0
2026-04-20,2E,L,6.25,-205.0
2026-04-21,f2EL,S,19.08,-205.0
2026-04-21,2E,L,21.83,-205.0
2026-04-21,2E,L,0.83,-205.0
2026-04-21,2E,S,2.5,-205.0
2026-04-21,2E,S,10.75,-205.0
2026-04-21,2E,S,11.25,-205.0
2026-04-22,2E,S,18.0,-205.0
2026-04-22,2E,S,18.5,-205.0
2026-04-22,2E,L,21.08,-205.0
2026-04-22,2E,L,9.83,-205.0
2026-04-22,2E,L,15.75,145.0
2026-04-23,2E,S,17.67,-205.0
2026-04-23,2E,S,20.0,-205.0
2026-04-23,f2EL,S,8.17,-205.0
2026-04-23,2E,S,11.67,1657.5
2026-04-24,2E,S,17.67,-205.0
2026-04-24,2E,L,20.5,-205.0
2026-04-24,2E,S,22.42,-205.0
2026-04-24,2E,L,7.25,-205.0
2026-04-27,2E,L,2.0,-205.0
2026-04-27,2E,L,20.5,-205.0
2026-04-27,2E,L,21.67,-205.0
2026-04-27,2E,S,1.0,-205.0
2026-04-27,2E,S,4.0,-205.0
2026-04-27,2E,S,2.0,-205.0
2026-04-27,2E,S,2.58,-205.0
2026-04-27,2E,S,7.67,-205.0
2026-04-27,2E,S,9.17,-205.0
2026-04-27,2E,L,12.25,382.5
2026-04-28,2E,S,20.5,-205.0
2026-04-28,f2EL,S,23.08,-205.0
2026-04-28,2E,S,1.0,1295.0
2026-04-28,2E,S,2.17,-205.0
2026-04-29,2E,S,3.0,-205.0
2026-04-29,2E,S,3.83,-205.0
2026-04-29,2E,S,11.42,-205.0
2026-04-29,2E,S,12.25,-205.0
2026-04-29,2E,S,13.67,-205.0
2026-04-29,2E,L,14.92,-205.0
2026-04-30,2E,S,18.67,-205.0
2026-04-30,2E,L,20.58,-205.0
2026-04-30,2E,L,2.83,4370.0
2026-04-30,2E,L,3.33,-205.0
2026-04-30,2E,L,3.67,-205.0
2026-04-30,2E,L,8.58,-205.0
2026-04-30,2E,L,6.33,-205.0
2026-04-30,2E,L,6.92,-205.0
2026-04-30,2E,L,7.92,-205.0
2026-04-30,2E,L,11.67,-205.0
2026-04-30,2E,L,14.08,-205.0
2026-04-30,2E,L,14.67,-205.0
2026-05-01,2E,S,18.75,-205.0
2026-05-01,2E,S,3.42,-205.0
2026-05-04,2E,S,17.83,-205.0
2026-05-04,2E,S,11.42,-205.0
2026-05-05,2E,L,21.17,2970.0
2026-05-05,2E,L,9.17,-205.0
2026-05-06,2E,L,10.92,-205.0
2026-05-07,f2EL,S,17.92,-205.0
2026-05-07,2E,L,20.0,-205.0
2026-05-07,2E,L,8.75,-205.0
2026-05-07,2E,L,0.0,-205.0
2026-05-07,2E,L,2.92,-205.0
2026-05-07,2E,S,12.75,-205.0
2026-05-07,2E,S,14.75,-205.0
2026-05-08,2E,L,5.92,-205.0
2026-05-08,2E,L,9.25,-205.0
2026-05-11,2E,L,9.42,-205.0
2026-05-12,2E,S,20.0,495.0
2026-05-12,2E,S,21.33,-205.0
2026-05-12,2E,S,2.75,-205.0
2026-05-12,2E,S,6.92,-205.0
2026-05-12,2E,S,10.0,-205.0
2026-05-12,2E,S,11.33,-205.0
2026-05-12,2E,L,14.75,-205.0
2026-05-13,2E,S,19.25,-205.0
2026-05-13,2E,L,22.0,-205.0
2026-05-13,2E,L,1.0,-205.0
2026-05-13,2E,S,6.25,-205.0
2026-05-13,2E,S,9.83,-205.0
2026-05-13,2E,S,9.5,-205.0
2026-05-13,2E,L,12.67,332.5
2026-05-13,2E,L,14.08,-205.0
2026-05-14,2E,S,0.75,-205.0
2026-05-14,2E,S,23.75,-205.0
2026-05-14,2E,S,0.5,-205.0
2026-05-14,2E,L,10.83,-205.0
2026-05-14,2E,S,13.5,-205.0
2026-05-15,2E,S,4.17,-205.0
2026-05-15,2E,S,8.08,-205.0
2026-05-15,2E,S,15.67,7.5
2026-05-18,2E,S,2.42,-205.0
2026-05-18,2E,S,19.67,-205.0
2026-05-18,2E,S,22.42,-205.0
2026-05-18,2E,L,4.33,-205.0
2026-05-18,2E,L,7.33,-205.0
2026-05-18,2E,L,8.42,-205.0
2026-05-18,2E,S,13.83,-205.0
2026-05-19,2E,S,21.67,-205.0
2026-05-19,2E,S,0.0,-205.0
2026-05-19,2E,S,0.75,-205.0
2026-05-19,2E,L,3.17,-205.0
2026-05-19,2E,S,5.33,-205.0
2026-05-19,2E,L,9.67,-205.0
2026-05-20,2E,L,9.83,520.0
2026-05-20,2E,L,10.92,-205.0
2026-05-21,2E,L,17.67,-205.0
2026-05-21,2E,L,22.08,-205.0
2026-05-21,f2EL,S,3.75,-205.0
2026-05-22,2E,L,19.92,-205.0
2026-05-22,2E,S,6.58,-205.0
2026-05-22,f2EL,S,11.08,-205.0
2026-05-26,2E,S,5.5,-205.0
2026-05-26,2E,S,20.0,-205.0
2026-05-26,2E,S,21.67,-205.0
2026-05-26,f2EL,S,0.0,-205.0
2026-05-26,2E,L,5.08,-205.0
2026-05-26,2E,L,6.33,-205.0
2026-05-27,2E,L,6.25,-205.0
2026-05-28,2E,S,0.0,-205.0
2026-05-28,2E,S,2.42,-205.0
2026-05-28,2E,S,6.58,-205.0
2026-05-28,2E,L,10.83,-205.0
2026-05-28,2E,L,13.25,-205.0
2026-05-29,2E,S,19.33,-205.0
2026-05-29,2E,L,11.58,-205.0
2026-06-01,2E,L,18.58,-205.0
2026-06-01,2E,L,8.17,-205.0
2026-06-01,2E,L,19.92,-205.0
2026-06-01,2E,S,3.75,-205.0
2026-06-01,2E,L,13.5,-205.0
2026-06-02,2E,S,23.42,-205.0
2026-06-02,2E,L,8.08,-205.0
2026-06-02,2E,S,4.25,-205.0
2026-06-02,2E,L,10.75,-205.0
2026-06-02,2E,S,13.33,-205.0
2026-06-03,2E,S,1.0,3620.0
2026-06-03,2E,S,1.67,-205.0
2026-06-04,f2EL,S,18.5,-205.0
2026-06-04,2E,L,20.0,-205.0
2026-06-04,2E,L,0.0,-205.0
2026-06-04,2E,L,1.33,-205.0
2026-06-05,2E,S,22.5,-205.0
2026-06-05,2E,S,1.67,-205.0
2026-06-05,f2EL,S,3.0,-205.0
2026-06-05,2E,L,5.08,-205.0
2026-06-05,2E,S,8.42,-205.0
2026-06-08,2E,L,20.17,-205.0
2026-06-08,2E,S,12.92,-205.0
2026-06-09,2E,L,18.5,-205.0
2026-06-09,2E,L,21.17,-205.0
2026-06-09,2E,L,1.83,-205.0
2026-06-09,2E,L,23.83,-205.0
2026-06-09,2E,L,0.08,-205.0
2026-06-09,2E,S,2.83,-205.0
2026-06-09,2E,S,10.25,-205.0
2026-06-09,2E,S,10.92,-205.0
2026-06-09,2E,S,11.58,-205.0
2026-06-09,2E,L,13.08,-205.0
2026-06-10,2E,S,3.25,-205.0
2026-06-10,2E,S,7.5,-205.0
2026-06-10,f2EL,S,14.17,-205.0
2026-06-11,2E,L,3.58,-205.0
2026-06-11,2E,L,4.58,-205.0
2026-06-11,2E,L,15.42,-205.0
2026-06-12,2E,L,4.08,-205.0
2026-06-12,2E,L,5.08,-205.0
2026-06-15,f2EL,S,2.92,-205.0
2026-06-15,f2EL,S,7.75,-205.0
2026-06-15,2E,L,11.83,-205.0
2026-06-16,2E,S,20.5,-205.0
2026-06-16,2E,S,0.0,-205.0
2026-06-16,2E,L,3.58,-205.0
2026-06-16,2E,L,6.83,-205.0
2026-06-16,2E,L,7.17,-205.0
2026-06-17,2E,L,22.25,-205.0
2026-06-17,2E,L,2.0,-205.0
2026-06-17,2E,S,12.5,-205.0
2026-06-17,2E,S,15.17,-205.0
2026-06-18,2E,L,20.0,-205.0
2026-06-18,2E,L,3.42,-205.0
2026-06-18,2E,L,3.67,-205.0
2026-06-19,2E,S,2.25,-205.0
2026-06-19,2E,S,23.0,-205.0
2026-06-19,2E,S,1.0,-205.0
2026-06-19,2E,S,0.42,-205.0
2026-06-19,2E,L,8.92,-205.0
2026-06-19,2E,L,11.17,-205.0
2026-06-22,2E,L,20.5,-205.0
2026-06-22,2E,S,23.33,-205.0
2026-06-22,2E,S,3.5,-205.0
2026-06-22,2E,L,6.58,-205.0
2026-06-22,2E,L,9.0,-205.0
2026-06-22,2E,S,10.25,-205.0
2026-06-23,2E,S,18.42,-205.0
2026-06-23,2E,S,18.83,-205.0
2026-06-23,f2EL,S,20.5,4332.5
2026-06-23,2E,S,21.5,3707.5
2026-06-23,2E,S,0.25,-205.0
2026-06-23,2E,L,4.83,-205.0
2026-06-24,f2EL,S,18.0,-205.0
2026-06-24,2E,L,20.0,-205.0
2026-06-24,2E,S,2.0,-205.0
2026-06-24,2E,S,2.5,-205.0
2026-06-24,f2EL,S,12.08,-205.0
2026-06-25,2E,L,6.33,-205.0
2026-06-25,2E,L,1.75,-205.0
2026-06-25,2E,L,2.75,-205.0
2026-06-25,f2EL,S,8.5,2245.0
2026-06-25,2E,S,9.75,-205.0
2026-06-26,2E,S,22.67,-205.0
2026-06-26,f2EL,S,23.5,-205.0
2026-06-26,2E,L,2.25,-205.0
2026-06-26,f2EL,S,7.83,-205.0
2026-06-29,f2EL,S,0.0,-205.0
2026-06-29,2E,L,3.58,-205.0
2026-06-29,2E,L,7.33,-205.0
2026-06-30,2E,L,20.92,-205.0
2026-06-30,2E,L,23.08,-205.0
2026-06-30,2E,L,0.42,-205.0
2026-06-30,2E,S,8.25,-205.0
2026-06-30,2E,L,14.92,-205.0
2026-07-01,2E,S,22.75,-205.0
2026-07-01,2E,S,2.75,-205.0
2026-07-01,2E,L,10.92,-205.0
2026-07-01,2E,S,13.67,-205.0
2026-07-02,2E,S,1.67,-205.0
2026-07-02,2E,L,8.33,-205.0
2026-07-02,2E,L,9.25,-205.0
2026-07-02,2E,S,10.5,-205.0
2026-07-02,2E,S,13.17,-205.0
2026-07-02,2E,S,12.58,-205.0
2026-07-02,2E,L,15.58,20.0
