Session,setup,dir,fill_h,net
2021-06-18,2E,L,21.25,-205.0
2021-06-18,2E,S,10.25,-205.0
2021-06-21,2E,S,1.0,-205.0
2021-06-21,2E,S,23.08,-205.0
2021-06-21,2E,S,23.0,-205.0
2021-06-21,2E,L,11.33,632.5
2021-06-21,2E,L,11.5,632.5
2021-06-21,2E,L,13.58,357.5
2021-06-22,2E,L,0.25,-205.0
2021-06-22,2E,L,5.5,-205.0
2021-06-22,2E,L,7.42,-205.0
2021-06-23,2E,L,2.42,-205.0
2021-06-23,2E,L,23.0,-205.0
2021-06-23,2E,L,22.83,-205.0
2021-06-23,2E,S,0.58,-205.0
2021-06-23,2E,L,2.0,-205.0
2021-06-23,2E,L,7.5,-205.0
2021-06-23,2E,L,8.25,-205.0
2021-06-24,2E,L,21.83,1020.0
2021-06-24,2E,S,1.08,-205.0
2021-06-24,2E,L,7.75,632.5
2021-06-24,2E,L,5.0,545.0
2021-06-24,2E,L,6.17,520.0
2021-06-24,2E,L,9.08,-205.0
2021-06-24,2E,L,10.0,-205.0
2021-06-25,2E,L,23.58,-205.0
2021-06-25,2E,L,23.08,-205.0
2021-06-28,2E,S,2.0,-205.0
2021-06-28,2E,L,5.25,-205.0
2021-06-29,f2EL,S,19.0,-205.0
2021-06-29,2E,L,9.33,-205.0
2021-06-29,2E,L,10.5,-205.0
2021-06-30,2E,L,0.83,-205.0
2021-06-30,2E,S,22.42,-205.0
2021-06-30,2E,S,2.0,-205.0
2021-06-30,2E,S,4.67,-205.0
2021-06-30,2E,S,12.92,-205.0
2021-07-01,2E,S,0.58,-205.0
2021-07-01,2E,L,9.25,-205.0
2021-07-01,2E,L,9.75,-205.0
2021-07-05,2E,S,5.83,-205.0
2021-07-05,2E,S,20.0,-205.0
2021-07-05,2E,L,3.92,170.0
2021-07-05,2E,L,5.42,107.5
2021-07-05,2E,L,8.25,-67.5
2021-07-06,2E,S,8.5,845.0
2021-07-06,2E,S,23.33,745.0
2021-07-08,2E,L,11.83,-205.0
2021-07-08,2E,L,12.67,-205.0
2021-07-08,2E,L,15.75,-17.5
2021-07-09,2E,L,22.67,-205.0
2021-07-09,2E,S,23.83,-205.0
2021-07-09,2E,L,12.08,507.5
2021-07-09,2E,L,14.67,45.0
2021-07-09,2E,L,15.75,57.5
2021-07-12,f2EL,S,2.08,-205.0
2021-07-12,2E,S,6.0,-205.0
2021-07-13,2E,S,3.5,-205.0
2021-07-13,2E,S,2.0,-205.0
2021-07-13,2E,S,2.92,-205.0
2021-07-13,2E,S,13.5,432.5
2021-07-14,2E,L,18.42,-205.0
2021-07-14,2E,L,21.0,-205.0
2021-07-14,2E,S,0.17,-205.0
2021-07-15,2E,S,20.58,-205.0
2021-07-15,2E,L,21.75,-205.0
2021-07-15,2E,L,2.0,-205.0
2021-07-15,2E,L,23.67,-205.0
2021-07-15,2E,L,4.08,-205.0
2021-07-15,2E,L,15.75,32.5
2021-07-16,2E,S,10.58,-205.0
2021-07-16,2E,S,10.67,-205.0
2021-07-16,2E,S,15.58,-67.5
2021-07-19,2E,S,1.75,2295.0
2021-07-19,2E,S,21.33,-205.0
2021-07-19,2E,S,4.33,-205.0
2021-07-19,2E,S,6.0,1182.5
2021-07-19,2E,S,7.08,507.5
2021-07-19,2E,S,7.67,-205.0
2021-07-19,2E,S,12.83,-205.0
2021-07-20,2E,L,1.83,-205.0
2021-07-20,2E,L,14.83,-205.0
2021-07-21,2E,S,22.42,-205.0
2021-07-21,2E,L,3.75,-205.0
2021-07-26,2E,L,18.67,-205.0
2021-07-26,2E,S,4.92,-205.0
2021-07-26,2E,S,4.92,-205.0
2021-07-26,2E,S,1.17,-205.0
2021-07-26,2E,L,5.67,545.0
2021-07-26,2E,L,7.17,-205.0
2021-08-02,2E,S,12.0,520.0
2021-08-02,2E,S,13.83,470.0
2021-08-09,2E,S,19.33,-205.0
2021-08-09,2E,S,19.5,-205.0
2021-08-09,2E,L,0.08,-205.0
2021-08-09,2E,L,23.08,-205.0
2021-08-09,f2EL,S,3.0,-205.0
2021-08-10,2E,S,23.67,-205.0
2021-08-12,2E,S,18.58,95.0
2021-08-12,2E,S,18.58,107.5
2021-08-12,2E,L,7.33,-130.0
2021-08-12,2E,L,7.08,-205.0
2021-08-16,f2EL,S,18.5,-205.0
2021-08-16,2E,S,2.25,-205.0
2021-08-16,2E,L,14.58,232.5
2021-08-17,2E,S,3.0,895.0
2021-08-17,2E,S,2.92,-205.0
2021-08-17,2E,S,6.58,795.0
2021-08-17,2E,S,6.67,807.5
2021-08-17,2E,S,12.58,-205.0
2021-08-17,f2EL,S,14.67,-205.0
2021-08-18,2E,S,19.67,-205.0
2021-08-18,2E,S,19.67,-205.0
2021-08-18,2E,L,0.83,-205.0
2021-08-18,2E,L,0.42,-205.0
2021-08-18,f2EL,S,3.75,-205.0
2021-08-18,2E,S,5.42,-205.0
2021-08-18,2E,L,10.08,-205.0
2021-08-18,f2EL,S,14.33,1795.0
2021-08-19,2E,S,0.33,-205.0
2021-08-19,2E,S,2.33,-205.0
2021-08-19,2E,S,4.67,-205.0
2021-08-19,2E,S,4.0,-205.0
2021-08-20,2E,L,20.5,-205.0
2021-08-20,2E,S,1.08,-205.0
2021-08-20,2E,S,3.67,-205.0
2021-08-20,2E,S,10.5,-205.0
2021-08-20,2E,L,13.33,-205.0
2021-08-23,2E,L,1.58,-205.0
2021-08-23,2E,L,23.0,-205.0
2021-08-23,f2EL,S,7.25,-205.0
2021-08-23,2E,L,10.75,-205.0
2021-08-24,2E,L,13.08,-205.0
2021-08-25,2E,S,22.5,-205.0
2021-08-25,2E,L,1.5,607.5
2021-08-25,f2EL,S,4.0,-205.0
2021-08-25,2E,S,7.5,-205.0
2021-08-25,2E,L,12.08,-80.0
2021-08-25,2E,S,14.5,-205.0
2021-08-26,2E,L,5.5,-205.0
2021-08-26,2E,L,6.92,-205.0
2021-08-26,2E,S,9.83,-205.0
2021-08-26,2E,S,13.67,182.5
2021-08-26,2E,S,14.67,-30.0
2021-08-27,2E,S,19.58,-205.0
2021-08-27,2E,L,22.5,1632.5
2021-08-27,2E,L,2.25,-205.0
2021-08-27,2E,L,3.33,-205.0
2021-08-27,2E,L,10.25,-205.0
2021-08-27,2E,L,12.67,-205.0
2021-08-27,2E,S,14.0,-67.5
2021-08-30,2E,S,20.17,-205.0
2021-08-30,f2EL,S,1.08,-205.0
2021-08-30,2E,S,2.75,-205.0
2021-08-30,2E,L,4.5,1082.5
2021-08-30,2E,L,7.92,957.5
2021-08-30,2E,L,10.75,-205.0
2021-08-31,f2EL,S,18.67,-205.0
2021-08-31,2E,L,5.42,-205.0
2021-08-31,2E,L,2.5,-205.0
2021-08-31,2E,L,2.0,-205.0
2021-08-31,2E,S,4.08,382.5
2021-08-31,2E,S,6.42,-67.5
2021-08-31,2E,S,8.0,-205.0
2021-09-01,2E,S,20.67,-205.0
2021-09-01,2E,L,22.75,-205.0
2021-09-01,2E,S,9.33,-205.0
2021-09-02,2E,S,14.25,-205.0
2021-09-03,f2EL,S,18.92,-205.0
2021-09-03,f2EL,S,20.25,-205.0
2021-09-03,2E,L,1.17,-205.0
2021-09-03,f2EL,S,8.58,-205.0
2021-09-03,2E,L,14.67,-117.5
2021-09-03,2E,L,14.58,-205.0
2021-09-06,2E,L,1.92,220.0
2021-09-06,2E,L,4.58,95.0
2021-09-06,2E,L,11.5,70.0
2021-09-06,2E,L,10.75,-17.5
2021-09-07,2E,S,5.5,-205.0
2021-09-07,2E,S,11.08,-205.0
2021-09-07,2E,L,13.0,-205.0
2021-09-08,2E,S,19.08,-205.0
2021-09-08,2E,L,20.25,-205.0
2021-09-08,2E,L,21.5,-205.0
2021-09-08,2E,L,6.92,-205.0
2021-09-08,2E,S,7.58,-205.0
2021-09-08,2E,S,10.92,-205.0
2021-09-09,2E,S,20.67,345.0
2021-09-10,2E,L,0.67,-205.0
2021-09-10,2E,L,8.67,-205.0
2021-09-10,2E,S,11.58,1607.5
2021-09-13,2E,L,19.42,-205.0
2021-09-13,2E,S,21.0,-205.0
2021-09-13,2E,L,23.5,-205.0
2021-09-13,2E,L,2.42,-205.0
2021-09-13,2E,L,8.58,-205.0
2021-09-13,2E,S,9.92,-205.0
2021-09-13,2E,S,10.83,-205.0
2021-09-14,2E,S,18.83,-205.0
2021-09-14,2E,L,21.33,-205.0
2021-09-14,f2EL,S,2.5,-205.0
2021-09-14,2E,L,4.42,-205.0
2021-09-14,2E,L,8.42,-205.0
2021-09-15,2E,L,19.67,-205.0
2021-09-15,2E,S,22.42,-205.0
2021-09-15,2E,S,7.25,-205.0
2021-09-16,2E,S,10.33,-205.0
2021-09-16,2E,L,13.58,-117.5
2021-09-16,2E,L,15.17,-105.0
2021-09-17,2E,S,19.92,-205.0
2021-09-17,2E,L,21.75,-205.0
2021-09-17,2E,L,22.92,-205.0
2021-09-17,2E,S,3.17,2857.5
2021-09-17,2E,S,7.25,-205.0
2021-09-17,2E,S,9.58,-205.0
2021-09-17,2E,S,13.25,-205.0
2021-09-20,2E,S,22.58,-205.0
2021-09-20,2E,S,2.25,-205.0
2021-09-20,2E,S,6.17,-205.0
2021-09-20,2E,S,7.0,-205.0
2021-09-20,2E,S,8.0,-205.0
2021-09-20,2E,S,11.92,-205.0
2021-09-20,2E,S,12.92,-205.0
2021-09-20,2E,S,14.33,-205.0
2021-09-21,2E,L,22.42,-205.0
2021-09-21,2E,L,0.0,-205.0
2021-09-21,f2EL,S,5.5,2320.0
2021-09-22,2E,S,20.08,-205.0
2021-09-22,2E,S,20.08,-205.0
2021-09-22,2E,L,9.83,-205.0
2021-09-24,2E,S,2.92,-205.0
2021-09-24,2E,S,3.75,-205.0
2021-09-24,2E,S,7.75,-205.0
2021-09-27,2E,L,2.5,-205.0
2021-09-27,2E,L,22.83,-205.0
2021-09-27,2E,L,21.17,-205.0
2021-09-27,2E,S,9.33,-205.0
2021-09-27,2E,S,8.33,-205.0
2021-09-28,2E,L,0.67,-205.0
2021-09-28,2E,S,2.25,3607.5
2021-09-28,2E,S,3.92,-205.0
2021-09-28,2E,S,6.25,-205.0
2021-09-28,2E,S,10.75,-205.0
2021-09-28,f2EL,S,11.92,-205.0
2021-09-29,2E,L,21.83,-205.0
2021-09-29,2E,L,22.83,-205.0
2021-09-29,2E,S,8.5,-205.0
2021-09-29,2E,S,15.75,32.5
2021-09-30,2E,L,21.83,-205.0
2021-09-30,2E,L,22.08,-205.0
2021-09-30,2E,L,23.5,-205.0
2021-09-30,2E,L,0.83,-205.0
2021-09-30,2E,L,2.0,-205.0
2021-09-30,2E,S,6.17,-205.0
2021-09-30,2E,S,7.67,-205.0
2021-09-30,2E,S,12.08,-205.0
2021-09-30,2E,S,11.5,-205.0
2021-09-30,2E,L,13.5,-205.0
2021-10-01,2E,L,19.0,-205.0
2021-10-01,2E,L,19.67,-205.0
2021-10-01,2E,S,21.25,-205.0
2021-10-01,2E,L,7.5,-205.0
2021-10-01,2E,S,9.67,-205.0
2021-10-04,2E,L,18.75,-205.0
2021-10-04,2E,L,8.58,-205.0
2021-10-04,2E,S,11.58,-205.0
2021-10-05,2E,S,1.83,-205.0
2021-10-05,2E,L,10.58,-205.0
2021-10-05,2E,S,15.92,-17.5
2021-10-06,2E,S,19.17,-205.0
2021-10-06,2E,S,12.5,-205.0
2021-10-06,2E,S,21.25,-205.0
2021-10-06,2E,S,3.58,-205.0
2021-10-11,f2EL,S,18.08,-205.0
2021-10-11,2E,S,22.92,-205.0
2021-10-11,2E,L,1.0,-205.0
2021-10-11,2E,L,7.92,-205.0
2021-10-11,2E,L,9.92,-205.0
2021-10-11,f2EL,S,13.83,-205.0
2021-10-12,2E,L,1.0,-205.0
2021-10-12,2E,L,3.0,-205.0
2021-10-12,2E,L,5.08,-205.0
2021-10-13,2E,L,0.67,-205.0
2021-10-13,2E,L,0.42,-205.0
2021-10-13,2E,L,0.42,-205.0
2021-10-13,2E,L,4.67,-205.0
2021-10-14,f2EL,S,20.92,-205.0
2021-10-14,2E,L,23.75,3345.0
2021-10-14,2E,L,2.17,2945.0
2021-10-14,2E,L,5.5,2682.5
2021-10-14,2E,L,5.33,2595.0
2021-10-15,2E,L,20.0,-205.0
2021-10-15,2E,L,5.75,1070.0
2021-10-15,2E,L,7.33,-205.0
2021-10-15,f2EL,S,8.5,-205.0
2021-10-18,2E,S,18.08,-205.0
2021-10-18,2E,S,21.33,-205.0
2021-10-18,2E,S,8.92,-205.0
2021-10-18,2E,S,8.83,-205.0
2021-10-18,2E,S,1.83,-205.0
2021-10-18,f2EL,S,2.25,-205.0
2021-10-18,2E,S,8.5,-205.0
2021-10-18,2E,L,13.08,232.5
2021-10-18,2E,L,15.75,32.5
2021-10-19,2E,L,9.67,820.0
2021-10-19,2E,L,13.5,582.5
2021-10-19,2E,L,12.0,-205.0
2021-10-19,2E,L,12.58,-205.0
2021-10-20,2E,S,20.58,-205.0
2021-10-20,2E,S,22.33,-205.0
2021-10-20,f2EL,S,23.92,-205.0
2021-10-20,2E,S,0.67,-205.0
2021-10-20,2E,L,10.42,-205.0
2021-10-21,2E,S,19.58,-205.0
2021-10-21,2E,S,20.58,-205.0
2021-10-21,2E,S,1.0,-205.0
2021-10-21,2E,S,0.92,-205.0
2021-10-21,2E,L,8.5,595.0
2021-10-21,2E,L,12.25,345.0
2021-10-22,2E,L,17.92,-205.0
2021-10-22,2E,L,21.25,-205.0
2021-10-22,f2EL,S,3.0,-205.0
2021-10-22,2E,L,7.0,-205.0
2021-10-22,f2EL,S,8.5,-205.0
2021-10-25,2E,L,20.83,1682.5
2021-10-25,2E,L,8.58,-205.0
2021-10-25,2E,L,1.17,-205.0
2021-10-25,2E,L,2.0,-205.0
2021-10-25,f2EL,S,3.83,-205.0
2021-10-25,2E,S,5.17,-205.0
2021-10-25,2E,S,6.75,-205.0
2021-10-26,2E,L,19.5,-205.0
2021-10-26,2E,L,22.67,-205.0
2021-10-26,2E,S,12.42,-205.0
2021-10-27,2E,S,21.92,-205.0
2021-10-27,f2EL,S,2.58,-205.0
2021-10-27,2E,L,8.33,-205.0
2021-10-27,2E,S,14.75,370.0
2021-10-28,2E,L,19.5,-205.0
2021-10-28,2E,S,20.42,-205.0
2021-10-28,2E,S,22.33,-205.0
2021-10-28,2E,L,10.75,-205.0
2021-10-28,2E,L,15.5,-205.0
2021-10-29,2E,S,18.75,-205.0
2021-10-29,2E,S,2.17,-205.0
2021-10-29,2E,L,7.5,-205.0
2021-10-29,2E,L,13.33,-205.0
2021-10-29,2E,L,12.08,-205.0
2021-11-01,2E,S,1.5,-205.0
2021-11-01,2E,L,8.08,-205.0
2021-11-01,2E,L,7.0,-205.0
2021-11-01,2E,S,8.58,20.0
2021-11-01,2E,S,9.5,-205.0
2021-11-02,2E,S,19.83,-205.0
2021-11-02,2E,L,3.0,-205.0
2021-11-03,2E,S,0.0,-205.0
2021-11-03,2E,S,1.25,-205.0
2021-11-03,2E,L,5.08,-205.0
2021-11-04,2E,L,4.67,845.0
2021-11-04,2E,L,9.67,-205.0
2021-11-04,2E,L,15.75,7.5
2021-11-05,2E,L,1.0,-205.0
2021-11-05,2E,S,13.42,-205.0
2021-11-08,2E,S,20.92,-205.0
2021-11-08,2E,S,10.17,-205.0
2021-11-08,2E,S,15.5,-42.5
2021-11-09,2E,S,20.0,-205.0
2021-11-09,2E,S,23.25,-205.0
2021-11-09,2E,S,11.67,-205.0
2021-11-10,2E,S,21.33,-205.0
2021-11-10,2E,L,4.67,-205.0
2021-11-10,2E,L,3.08,-205.0
2021-11-10,2E,L,2.5,-205.0
2021-11-10,f2EL,S,4.42,-205.0
2021-11-10,2E,S,6.67,-205.0
2021-11-10,2E,S,6.42,-205.0
2021-11-10,f2EL,S,8.5,-205.0
2021-11-10,2E,S,11.5,1170.0
2021-11-10,2E,S,14.25,-205.0
2021-11-11,2E,L,19.25,-205.0
2021-11-11,2E,S,23.0,-205.0
2021-11-11,2E,L,4.42,-205.0
2021-11-11,2E,S,10.83,345.0
2021-11-11,2E,S,12.83,132.5
2021-11-11,2E,S,15.67,-17.5
2021-11-12,2E,S,0.17,-205.0
2021-11-12,2E,S,4.33,-205.0
2021-11-12,f2EL,S,6.83,-205.0
2021-11-15,f2EL,S,17.92,-205.0
2021-11-15,2E,L,6.33,-205.0
2021-11-15,f2EL,S,8.17,582.5
2021-11-16,2E,S,1.0,-205.0
2021-11-16,2E,S,3.08,-205.0
2021-11-16,2E,S,5.0,-205.0
2021-11-17,f2EL,S,18.75,-205.0
2021-11-17,2E,L,6.67,-205.0
2021-11-17,2E,S,9.5,-205.0
2021-11-22,2E,L,10.33,-205.0
2021-11-23,f2EL,S,19.08,295.0
2021-11-29,2E,L,19.0,-205.0
2021-11-29,2E,L,20.67,-205.0
2021-11-29,2E,L,1.33,-205.0
2021-11-29,f2EL,S,5.92,-205.0
2021-11-29,2E,L,10.33,957.5
2021-11-29,2E,L,12.25,-205.0
2021-11-29,2E,S,13.92,-205.0
2021-11-30,2E,S,1.08,-205.0
2021-11-30,2E,S,10.58,-205.0
2021-12-06,2E,L,0.42,-205.0
2021-12-06,2E,L,3.5,-205.0
2021-12-06,2E,L,12.92,-205.0
2021-12-06,2E,L,13.42,-205.0
2021-12-06,f2EL,S,14.75,-205.0
2021-12-07,2E,L,18.0,-205.0
2021-12-07,2E,L,0.42,3920.0
2021-12-07,2E,L,1.5,3657.5
2021-12-07,2E,L,10.67,-205.0
2021-12-08,2E,L,4.08,-205.0
2021-12-08,2E,S,9.75,-205.0
2021-12-13,2E,S,6.67,2532.5
2021-12-13,2E,S,12.42,-205.0
2021-12-13,2E,L,14.42,-205.0
2021-12-14,2E,S,5.0,-205.0
2021-12-14,f2EL,S,8.5,-205.0
2021-12-15,2E,S,20.33,-205.0
2021-12-15,2E,L,22.33,-205.0
2021-12-15,2E,L,23.92,-205.0
2021-12-15,2E,S,3.92,-205.0
2021-12-15,2E,S,11.42,-205.0
2021-12-15,2E,L,12.67,-205.0
2021-12-16,2E,S,19.17,-205.0
2021-12-16,2E,L,8.67,-205.0
2021-12-16,2E,L,1.0,-205.0
2021-12-16,2E,L,1.67,-205.0
2021-12-16,2E,L,6.58,-205.0
2021-12-16,2E,S,9.92,2232.5
2021-12-16,2E,S,10.75,-205.0
2021-12-16,2E,L,15.33,207.5
2021-12-17,2E,S,23.0,-205.0
2021-12-17,2E,S,22.67,-205.0
2021-12-17,2E,L,0.83,-205.0
2021-12-17,2E,S,4.08,-205.0
2021-12-17,2E,S,7.33,-205.0
2021-12-20,2E,L,6.75,-205.0
2021-12-20,2E,S,9.42,-205.0
2021-12-20,2E,S,9.83,-205.0
2021-12-21,2E,L,18.25,-205.0
2021-12-21,2E,L,23.42,-205.0
2021-12-21,2E,L,1.5,-205.0
2021-12-21,2E,L,6.5,-205.0
2021-12-21,2E,L,11.17,1570.0
2021-12-21,f2EL,S,14.58,-205.0
2021-12-22,2E,S,18.92,-205.0
2021-12-22,2E,S,22.08,-205.0
2021-12-22,2E,L,6.92,-205.0
2021-12-22,2E,L,12.33,-205.0
2021-12-22,2E,L,12.58,-205.0
2021-12-23,2E,S,20.17,-205.0
2021-12-23,2E,S,20.0,-205.0
2021-12-23,2E,L,8.42,957.5
2021-12-23,2E,L,9.5,-205.0
2021-12-23,2E,L,13.5,-205.0
2021-12-27,2E,S,0.75,-205.0
2021-12-27,2E,L,10.67,1082.5
2021-12-27,2E,L,13.83,620.0
2021-12-27,2E,L,15.75,7.5
2021-12-28,2E,S,21.67,-205.0
2021-12-28,f2EL,S,8.58,-205.0
2021-12-29,2E,L,2.0,-205.0
2021-12-29,2E,L,2.42,-205.0
2021-12-29,2E,S,9.83,-205.0
2021-12-30,2E,L,14.5,-205.0
2021-12-30,2E,L,6.83,-205.0
2021-12-30,2E,L,9.08,-205.0
2021-12-31,2E,S,9.83,-205.0
2022-01-04,f2EL,S,18.25,-205.0
2022-01-04,2E,L,5.58,-205.0
2022-01-04,2E,L,6.17,-205.0
2022-01-04,2E,L,8.0,-205.0
2022-01-04,2E,S,13.5,-205.0
2022-01-04,2E,S,13.42,-205.0
2022-01-05,2E,S,18.33,-205.0
2022-01-05,2E,S,0.25,-205.0
2022-01-05,2E,L,7.25,-205.0
2022-01-05,2E,S,3.0,-205.0
2022-01-05,2E,L,4.5,-205.0
2022-01-05,2E,S,13.0,-205.0
2022-01-05,2E,S,14.42,-205.0
2022-01-06,2E,S,23.42,-205.0
2022-01-06,2E,S,23.67,-205.0
2022-01-07,2E,L,17.5,-205.0
2022-01-07,2E,L,20.0,-205.0
2022-01-07,2E,L,19.08,-205.0
2022-01-07,2E,S,22.67,-205.0
2022-01-10,2E,L,20.42,-205.0
2022-01-10,2E,L,2.0,-205.0
2022-01-10,2E,L,15.75,-55.0
2022-01-11,2E,S,0.5,-205.0
2022-01-11,2E,S,5.83,-205.0
2022-01-11,2E,S,10.67,-205.0
2022-01-11,2E,S,7.42,-205.0
2022-01-11,2E,L,14.5,-205.0
2022-01-12,2E,L,2.25,-205.0
2022-01-12,2E,L,2.25,-205.0
2022-01-12,2E,L,0.83,-205.0
2022-01-12,2E,S,3.58,-205.0
2022-01-12,2E,L,8.42,-205.0
2022-01-13,2E,S,19.08,-205.0
2022-01-13,2E,L,8.25,-205.0
2022-01-14,2E,S,20.67,-205.0
2022-01-14,2E,L,1.0,-205.0
2022-01-14,2E,L,4.17,-205.0
2022-01-14,f2EL,S,6.42,-205.0
2022-01-14,f2EL,S,10.0,-205.0
2022-01-14,2E,L,10.58,-205.0
2022-01-17,2E,L,17.75,-205.0
2022-01-18,2E,L,18.25,-205.0
2022-01-18,f2EL,S,11.58,-205.0
2022-01-19,2E,S,21.5,-205.0
2022-01-19,2E,S,22.5,-205.0
2022-01-19,2E,L,12.0,-205.0
2022-01-19,2E,S,15.92,57.5
2022-01-20,2E,L,5.75,-205.0
2022-01-20,2E,S,7.17,-205.0
2022-01-20,2E,S,11.42,6270.0
2022-01-20,2E,S,11.75,6282.5
2022-01-20,2E,S,12.75,-205.0
2022-01-21,2E,S,12.92,-205.0
2022-01-24,2E,S,8.5,-205.0
2022-01-24,2E,S,10.0,-205.0
2022-01-24,2E,L,13.33,-205.0
2022-01-24,2E,L,13.5,-205.0
2022-01-24,2E,L,15.25,-205.0
2022-01-25,2E,L,18.0,-205.0
2022-01-25,2E,S,21.58,-205.0
2022-01-25,2E,L,0.42,-205.0
2022-01-25,2E,L,4.25,-205.0
2022-01-25,2E,S,6.08,-205.0
2022-01-25,2E,S,6.5,-205.0
2022-01-25,2E,S,7.83,-205.0
2022-01-26,2E,S,10.5,-205.0
2022-01-26,2E,S,12.42,-205.0
2022-01-27,2E,S,19.67,-205.0
2022-01-27,2E,S,22.08,-205.0
2022-01-27,2E,L,2.08,-205.0
2022-01-27,2E,L,3.25,-205.0
2022-01-28,2E,S,18.83,-205.0
2022-01-28,f2EL,S,19.75,-205.0
2022-01-28,2E,L,0.58,-205.0
2022-01-28,2E,S,5.67,-205.0
2022-01-28,2E,S,7.33,-205.0
2022-01-28,2E,L,11.42,-205.0
2022-01-31,2E,S,18.08,-205.0
2022-01-31,2E,L,21.42,-205.0
2022-01-31,f2EL,S,3.5,-205.0
2022-01-31,2E,L,9.92,-205.0
2022-02-01,2E,L,1.75,-205.0
2022-02-01,2E,L,2.67,-205.0
2022-02-01,2E,L,4.67,-205.0
2022-02-01,2E,S,9.75,-205.0
2022-02-02,2E,L,5.08,-205.0
2022-02-02,2E,L,4.25,-205.0
2022-02-02,2E,S,8.5,-205.0
2022-02-02,2E,L,12.5,-205.0
2022-02-02,2E,L,14.25,-205.0
2022-02-02,2E,L,14.75,-205.0
2022-02-03,f2EL,S,1.0,-205.0
2022-02-03,2E,L,15.67,220.0
2022-02-04,2E,S,6.33,-205.0
2022-02-04,2E,S,8.58,-205.0
2022-02-04,2E,L,13.0,-205.0
2022-02-04,2E,L,14.5,-205.0
2022-02-07,2E,L,17.83,-205.0
2022-02-07,f2EL,S,23.0,-205.0
2022-02-07,f2EL,S,1.67,-205.0
2022-02-07,2E,S,11.42,-205.0
2022-02-07,2E,L,13.42,-205.0
2022-02-07,2E,L,14.08,-205.0
2022-02-08,2E,L,3.83,-205.0
2022-02-08,2E,L,15.5,20.0
2022-02-09,2E,L,1.25,-205.0
2022-02-09,2E,L,0.17,-205.0
2022-02-09,2E,L,23.83,-205.0
2022-02-09,2E,S,2.0,-205.0
2022-02-09,2E,L,7.0,1582.5
2022-02-09,2E,L,7.75,1307.5
2022-02-09,2E,L,9.42,957.5
2022-02-09,2E,L,13.67,-205.0
2022-02-10,2E,S,18.5,-205.0
2022-02-10,2E,S,20.17,-205.0
2022-02-10,2E,S,21.5,-205.0
2022-02-10,2E,L,11.33,-205.0
2022-02-10,2E,S,13.08,-205.0
2022-02-10,2E,S,14.33,-205.0
2022-02-10,2E,S,15.75,-205.0
2022-02-11,2E,S,21.42,-205.0
2022-02-11,2E,L,1.67,-205.0
2022-02-11,2E,S,4.17,-205.0
2022-02-11,2E,L,8.42,-205.0
2022-02-11,2E,S,11.58,3207.5
2022-02-11,2E,S,12.25,2770.0
2022-02-14,2E,L,22.58,-205.0
2022-02-14,2E,L,7.5,-205.0
2022-02-15,2E,S,23.58,-205.0
2022-02-15,2E,L,3.0,-205.0
2022-02-15,2E,L,4.0,-205.0
2022-02-15,2E,L,6.0,-205.0
2022-02-15,2E,S,8.33,-205.0
2022-02-16,2E,S,18.08,-205.0
2022-02-16,2E,S,18.83,-205.0
2022-02-16,2E,S,5.5,-205.0
2022-02-16,2E,S,7.17,-205.0
2022-02-16,2E,L,14.5,-205.0
2022-02-17,2E,S,8.33,3370.0
2022-02-17,2E,S,9.83,-205.0
2022-02-17,2E,S,12.08,1907.5
2022-02-18,2E,L,17.92,-205.0
2022-02-18,2E,L,20.92,-205.0
2022-02-18,2E,L,22.5,-205.0
2022-02-18,2E,S,3.75,-205.0
2022-02-18,2E,S,6.75,2620.0
2022-02-18,2E,S,8.0,-205.0
2022-02-18,2E,S,10.75,-205.0
2022-02-18,2E,S,11.5,-205.0
2022-02-18,2E,L,13.92,-205.0
2022-02-21,2E,L,21.5,-205.0
2022-02-21,2E,L,1.17,-205.0
2022-02-21,2E,S,8.33,-205.0
2022-02-21,2E,S,7.83,-205.0
2022-02-21,2E,S,11.33,-205.0
2022-02-22,f2EL,S,1.5,-205.0
2022-02-22,2E,L,11.75,-205.0
2022-02-22,2E,L,5.33,-205.0
2022-02-22,f2EL,S,10.83,-205.0
2022-02-22,f2EL,S,14.67,-205.0
2022-02-23,2E,L,23.67,-205.0
2022-02-23,2E,L,23.5,-205.0
2022-02-23,2E,L,2.0,-205.0
2022-02-23,2E,L,2.58,-205.0
2022-02-23,2E,L,3.92,-205.0
2022-02-23,2E,L,3.83,-205.0
2022-02-23,2E,S,6.58,5957.5
2022-02-23,2E,S,5.25,-205.0
2022-02-23,2E,S,5.67,-205.0
2022-02-23,2E,S,10.75,-205.0
2022-02-23,f2EL,S,13.25,-205.0
2022-02-24,2E,S,5.67,-205.0
2022-02-24,2E,S,7.58,-205.0
2022-02-24,2E,L,10.08,-205.0
2022-02-24,2E,L,13.17,3532.5
2022-02-25,2E,S,21.0,-205.0
2022-02-25,2E,S,20.67,-205.0
2022-02-25,2E,S,23.0,-205.0
2022-02-25,2E,S,2.58,-205.0
2022-02-25,2E,S,3.08,-205.0
2022-02-25,2E,L,4.83,-205.0
2022-02-25,2E,L,5.92,6345.0
2022-02-25,2E,L,10.75,-205.0
2022-02-28,f2EL,S,19.83,-205.0
2022-02-28,2E,S,21.17,-205.0
2022-02-28,2E,L,2.08,-205.0
2022-02-28,2E,L,4.0,-205.0
2022-02-28,2E,L,6.83,-205.0
