Time,price,bid,ask,recorder,isasktrade,at_bid,at_ask,inside
2026-09-16 08:30:11.768,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:11.768,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:12.699,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:12.699,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:12.699,7677.25,7677.25,7677.25,B,A,True,True,False
2026-09-16 08:30:13.301,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:13.301,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:13.301,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:13.751,7677.5,7677.25,7677.5,B,A,False,True,False
2026-09-16 08:30:13.751,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:13.751,7677.5,7677.5,7677.5,B,A,True,True,False
2026-09-16 08:30:13.754,7677.5,7677.25,7677.75,B,A,False,False,True
2026-09-16 08:30:13.761,7677.5,7677.25,7677.75,B,A,False,False,True
2026-09-16 08:30:13.761,7677.5,7677.5,7677.5,B,A,True,True,False
2026-09-16 08:30:14.148,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:14.148,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:14.166,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:14.166,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:14.166,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:14.167,7677.25,7677.25,7677.25,B,A,True,True,False
2026-09-16 08:30:14.167,7677.25,7677.25,7677.25,B,A,True,True,False
2026-09-16 08:30:14.558,7677.0,7676.75,7677.0,B,A,False,True,False
2026-09-16 08:30:14.558,7677.0,7676.75,7677.0,B,A,False,True,False
2026-09-16 08:30:14.558,7677.0,7676.75,7677.0,B,A,False,True,False
2026-09-16 08:30:14.558,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:14.558,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:14.558,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:14.559,7677.0,7677.0,7677.0,B,A,True,True,False
2026-09-16 08:30:14.559,7677.0,7677.0,7677.0,B,A,True,True,False
2026-09-16 08:30:14.618,7677.0,7676.75,7677.0,B,A,False,True,False
2026-09-16 08:30:14.811,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:14.995,7677.75,7677.5,7677.75,B,A,False,True,False
2026-09-16 08:30:15.264,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:15.264,7677.25,7677.25,7677.25,B,A,True,True,False
2026-09-16 08:30:15.275,7677.25,7677.25,7677.25,B,A,True,True,False
2026-09-16 08:30:16.736,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:16.736,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:16.736,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:16.736,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:16.736,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:16.736,7677.5,7677.5,7677.75,A,B,True,False,False
2026-09-16 08:30:17.395,7677.75,7677.5,7678.0,B,A,False,False,True
2026-09-16 08:30:17.428,7677.5,7677.25,7677.5,B,A,False,True,False
2026-09-16 08:30:17.428,7677.5,7677.25,7677.5,B,A,False,True,False
2026-09-16 08:30:17.428,7677.5,7677.25,7677.5,B,A,False,True,False
2026-09-16 08:30:17.428,7677.5,7677.25,7677.5,B,A,False,True,False
2026-09-16 08:30:17.428,7677.5,7677.25,7677.5,B,A,False,True,False
2026-09-16 08:30:17.697,7677.75,7677.5,7677.75,B,A,False,True,False
2026-09-16 08:30:17.916,7677.75,7677.5,7677.75,B,A,False,True,False
2026-09-16 08:30:18.407,7677.75,7677.5,7677.75,B,A,False,True,False
2026-09-16 08:30:19.217,7678.0,7678.0,7678.25,A,B,True,False,False
2026-09-16 08:30:19.217,7678.0,7678.0,7678.25,A,B,True,False,False
2026-09-16 08:30:19.217,7678.0,7678.0,7678.25,A,B,True,False,False
2026-09-16 08:30:19.217,7678.0,7678.0,7678.25,A,B,True,False,False
2026-09-16 08:30:19.217,7678.0,7678.0,7678.25,A,B,True,False,False
