BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
0,2026-07-29 17:00:00,7338,7359,7359,7331,0,687,687,385.7,1.78,0,0
1,2026-07-29 17:06:25,7359,7371.25,7374,7358.5,0,1737,1695,456.1,3.72,0,0
2,2026-07-29 17:14:01,7371.25,7368.5,7376.5,7366.5,-133,340,-48,890.6,-0.05,0,0
3,2026-07-29 17:28:52,7368.5,7369.25,7375.75,7367.5,-324,166,-306,1837.1,-0.17,0,7367.5
4,2026-07-29 17:59:29,7369.25,7378,7379.75,7368.75,-131,365,270,1643.7,0.16,0,7368.75
5,2026-07-29 18:26:53,7378,7381,7382.75,7374.5,-159,173,-108,1686.8,-0.06,0,0
6,2026-07-29 18:55:00,7381,7384.25,7386.25,7372,-297,14,-78,908.1,-0.09,0,0
7,2026-07-29 19:10:08,7384,7378.75,7387.75,7374.5,-104,124,124,761.3,0.16,7387.75,0
8,2026-07-29 19:22:50,7379,7373,7381.25,7369.75,-182,256,-146,1056.8,-0.14,7381.25,0
9,2026-07-29 19:40:26,7373,7375.5,7378.5,7368,-347,8,-220,1342.0,-0.16,0,7368
10,2026-07-29 20:02:48,7375.25,7381.25,7389,7374.25,-59,452,402,1098.4,0.37,0,0
11,2026-07-29 20:21:07,7381,7390.5,7392,7379.75,-17,1199,1194,1306.2,0.91,7392,7379.75
12,2026-07-29 20:42:54,7390.75,7386.75,7392.75,7386,-260,79,-223,2010.3,-0.11,0,7386
13,2026-07-29 21:16:24,7386.75,7379.25,7390.5,7379.25,-336,122,-293,2537.9,-0.12,0,7379.25
14,2026-07-29 21:58:42,7379.25,7370,7384,7370,-706,14,-706,1915.3,-0.37,0,0
15,2026-07-29 22:30:38,7370,7371,7378.5,7368.75,-255,96,-173,2894.6,-0.06,7378.5,0
16,2026-07-29 23:18:52,7371,7365,7379.25,7365,0,339,103,2622.1,0.04,0,7365
17,2026-07-30 00:02:34,7365,7368,7372.75,7361.75,-57,445,440,2029.3,0.22,0,0
