BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
0,2026-07-26 17:00:00,7490,7497.5,7509.5,7486,0,922,343,267.5,1.28,0,0
1,2026-07-26 17:04:27,7497.5,7497,7499.75,7490,-265,93,25,1972.5,0.01,0,0
2,2026-07-26 17:37:20,7497,7498.5,7500.5,7491,-619,77,-202,2554.5,-0.08,0,0
3,2026-07-26 18:19:54,7498.5,7507,7511.5,7497.25,-47,512,460,2283.2,0.20,0,0
4,2026-07-26 18:57:57,7507,7506.75,7512,7500.75,-450,50,-332,1093.6,-0.30,7512,7500.75
5,2026-07-26 19:16:11,7506.75,7497.5,7507.5,7496.25,-137,181,46,1305.7,0.04,0,0
6,2026-07-26 19:37:57,7497.5,7496,7499.5,7491.5,-629,4,-570,1797.8,-0.32,0,0
7,2026-07-26 20:07:55,7496,7492.25,7496.5,7487,-653,9,-584,1648.3,-0.35,0,0
8,2026-07-26 20:35:23,7492.25,7498.75,7500.5,7491.25,-24,336,288,2487.1,0.12,0,0
9,2026-07-26 21:16:51,7498.75,7502.75,7503.5,7496.75,-11,311,308,3675.7,0.08,0,7496.75
10,2026-07-26 22:18:06,7502.75,7505.5,7505.75,7498,-191,177,174,5334.2,0.03,7505.75,7498
11,2026-07-26 23:47:01,7505.5,7516,7516,7504,-71,765,765,3163.4,0.24,0,0
12,2026-07-27 00:39:44,7516,7517,7518.25,7511.25,-409,269,-409,1647.7,-0.25,7518.25,0
13,2026-07-27 01:07:12,7517,7516.25,7520,7514,-669,43,-634,1844.4,-0.34,0,0
14,2026-07-27 01:37:56,7516.25,7515.5,7516.5,7510.75,-276,9,-66,1670.6,-0.04,7516.5,7510.75
15,2026-07-27 02:05:47,7515.5,7511.25,7517.25,7510.25,-35,324,98,1544.9,0.06,0,7510.25
16,2026-07-27 02:31:33,7511,7506.25,7513,7505.5,-587,5,-566,1709.9,-0.33,0,7505.5
17,2026-07-27 03:00:03,7506,7513,7513.75,7506,-47,166,-15,1272.1,-0.01,0,0
18,2026-07-27 03:21:15,7513,7517.75,7519.75,7511.75,-139,402,399,1783.9,0.22,0,7511.75
19,2026-07-27 03:50:59,7517.75,7518.5,7520,7516.5,-41,283,232,2230.5,0.10,7520,7516.5
20,2026-07-27 04:28:09,7518.5,7522.25,7524.75,7517,-66,239,-26,1830.6,-0.01,0,7517
21,2026-07-27 04:58:40,7522.25,7520.25,7523.25,7518.5,-342,46,-270,2491.9,-0.11,7523.25,7518.5
22,2026-07-27 05:40:12,7520.25,7517.75,7524.25,7516.75,-38,646,28,2076.4,0.01,7524.25,0
23,2026-07-27 06:14:48,7517.75,7513.25,7519.25,7507.75,-979,66,-646,954.2,-0.68,0,0
24,2026-07-27 06:30:43,7513.25,7512.25,7515,7509.25,-320,102,-34,1307.4,-0.03,7515,7509.25
25,2026-07-27 06:52:31,7512.25,7508.5,7515.25,7507.75,-269,223,-242,1131.9,-0.21,0,0
26,2026-07-27 07:11:23,7508.5,7508.25,7509.25,7504.5,-477,11,-214,909.1,-0.24,0,7504.5
27,2026-07-27 07:26:32,7508.25,7512,7513.5,7506.5,-573,20,-410,1231.0,-0.33,0,7506.5
28,2026-07-27 07:47:03,7512,7513.5,7514.5,7510.75,-427,52,-331,797.1,-0.42,0,0
29,2026-07-27 08:00:20,7513.5,7514.5,7514.5,7510,-286,47,25,700.0,0.04,7514.5,7510
30,2026-07-27 08:12:00,7514.5,7509,7515.25,7508.5,-41,208,184,779.9,0.24,0,0
