BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
0,2026-07-09 08:35:00,7546.5,7547.25,7548.75,7530.25,-1636,133,-1117,300.0,-3.72,0,0
1,2026-07-09 08:40:00,7547.25,7555.25,7557.25,7544.75,-907,189,-440,300.0,-1.47,0,7544.75
2,2026-07-09 08:45:00,7555,7558,7559.25,7548.5,-699,710,698,300.0,2.33,0,0
3,2026-07-09 08:50:00,7558,7555.25,7562,7551.5,-169,1113,-77,299.8,-0.26,0,7551.5
4,2026-07-09 08:55:00,7555,7563.75,7565.25,7552,-258,1055,890,299.9,2.97,0,0
5,2026-07-09 09:00:00,7564,7561.25,7566.5,7559.5,-1228,73,-1199,300.0,-4.00,0,0
6,2026-07-09 09:05:00,7561.25,7561,7564.5,7559.25,-75,601,68,299.7,0.23,0,7559.25
7,2026-07-09 09:10:00,7561.25,7553.5,7562.75,7553.5,-1173,82,-1173,300.0,-3.91,7562.75,0
8,2026-07-09 09:15:00,7553.25,7549.25,7554,7546.25,-657,64,-493,299.8,-1.64,7554,0
9,2026-07-09 09:20:00,7549.5,7536.5,7549.5,7532.75,-1283,1,-1113,299.9,-3.71,0,0
10,2026-07-09 09:25:00,7536.5,7543,7543.5,7529.5,-456,600,559,299.9,1.86,7543.5,0
11,2026-07-09 09:30:00,7543.25,7552.75,7555.75,7541.25,-256,725,489,300.0,1.63,7555.75,7541.25
12,2026-07-09 09:35:00,7552.75,7550.5,7555,7544.75,-692,165,-275,299.9,-0.92,0,0
13,2026-07-09 09:40:00,7550.5,7558.25,7559,7549.25,-154,291,38,299.9,0.13,0,0
14,2026-07-09 09:45:00,7558,7553,7559,7552.25,-1003,34,-971,300.0,-3.24,0,0
15,2026-07-09 09:50:00,7553.25,7554.75,7558.25,7552.5,-189,72,-181,299.4,-0.60,0,0
16,2026-07-09 09:55:00,7554.75,7554,7554.75,7546.75,-1158,6,-906,299.9,-3.02,7554.75,0
17,2026-07-09 10:00:00,7554,7562,7563.75,7554,-92,877,396,299.6,1.32,0,0
18,2026-07-09 10:05:00,7562,7563.25,7564.25,7560.5,-161,235,-145,299.6,-0.48,0,0
19,2026-07-09 10:10:00,7563.5,7569.75,7570.25,7563,-146,781,360,299.9,1.20,7570.25,7563
20,2026-07-09 10:15:00,7569.75,7566.75,7570.75,7565.75,-774,101,-622,299.9,-2.07,0,7565.75
21,2026-07-09 10:20:00,7566.75,7567,7570.75,7564.5,-311,225,-272,299.9,-0.91,7570.75,0
22,2026-07-09 10:25:00,7567.25,7574,7574.75,7566.75,-32,1414,1301,299.9,4.34,0,7566.75
23,2026-07-09 10:30:00,7574.25,7572.75,7575,7572.25,-621,70,-609,299.9,-2.03,0,7572.25
24,2026-07-09 10:35:00,7573,7571,7573.25,7569.75,-879,62,-861,299.9,-2.87,0,0
25,2026-07-09 10:40:00,7570.75,7573.75,7574,7570.25,-97,277,91,299.9,0.30,7574,7570.25
26,2026-07-09 10:45:00,7574,7576.25,7577.75,7573,-70,1604,1404,299.8,4.68,0,0
27,2026-07-09 10:50:00,7576.5,7577,7578,7574.25,-739,163,-536,299.8,-1.79,0,0
28,2026-07-09 10:55:00,7577,7574.5,7577.5,7573.75,-482,46,-464,299.0,-1.55,0,0
29,2026-07-09 11:00:00,7574.5,7573.75,7576.25,7573.25,-438,72,-325,299.7,-1.08,0,7573.25
30,2026-07-09 11:05:00,7573.75,7578.5,7579.75,7573.75,-2,1039,858,299.8,2.86,7579.75,0
31,2026-07-09 11:10:00,7578.75,7579.75,7581.25,7578.75,-69,467,57,299.1,0.19,0,7578.75
32,2026-07-09 11:15:00,7579.5,7580.75,7580.75,7579,-541,24,-426,299.4,-1.42,7580.75,7579
33,2026-07-09 11:20:00,7580.75,7580.75,7582,7579.25,-258,205,-189,299.9,-0.63,0,0
34,2026-07-09 11:25:00,7580.75,7583.25,7583.5,7579.75,-37,513,438,299.2,1.46,7583.5,0
35,2026-07-09 11:30:00,7583,7581.5,7583.25,7581,-521,26,-494,299.7,-1.65,7583.25,7581
36,2026-07-09 11:35:00,7581.75,7580,7584.25,7579.75,-217,463,-213,299.9,-0.71,0,0
37,2026-07-09 11:40:00,7580,7581.25,7581.25,7578.5,-438,60,-40,299.9,-0.13,0,7578.5
38,2026-07-09 11:45:00,7581.25,7582,7583.25,7581.25,-10,424,306,299.9,1.02,0,7581.25
39,2026-07-09 11:50:00,7582.25,7580.25,7582.75,7578.5,-981,19,-923,298.8,-3.09,7582.75,0
40,2026-07-09 11:55:00,7580,7579.25,7581.25,7578.75,-187,107,-156,298.4,-0.52,7581.25,0
41,2026-07-09 12:00:00,7579.25,7579.5,7580.25,7577.5,-496,60,-459,299.5,-1.53,7580.25,0
42,2026-07-09 12:05:00,7579.75,7582.5,7583.5,7579.5,-24,503,286,299.4,0.96,0,7579.5
43,2026-07-09 12:10:00,7582.5,7586.75,7587.75,7581.5,-102,2134,1537,300.0,5.12,0,0
44,2026-07-09 12:15:00,7586.75,7587.25,7589.5,7586.25,-90,1354,341,296.6,1.15,0,0
45,2026-07-09 12:20:00,7587.5,7590.75,7591.25,7587.25,-213,164,55,299.7,0.18,0,0
46,2026-07-09 12:25:00,7590.75,7590,7592.25,7589,-551,366,-547,299.9,-1.82,0,7589
47,2026-07-09 12:30:00,7590.25,7593.25,7593.5,7590,-95,325,284,299.4,0.95,0,0
48,2026-07-09 12:35:00,7593.25,7591.75,7594,7590,-1058,95,-1049,299.9,-3.50,0,0
49,2026-07-09 12:40:00,7591.75,7592.75,7594.25,7591.25,-48,474,66,299.0,0.22,7594.25,0
50,2026-07-09 12:45:00,7592.75,7592.5,7593.5,7590.25,-711,1,-584,299.0,-1.95,0,0
51,2026-07-09 12:50:00,7592.5,7593.75,7595,7592.25,-73,469,211,299.3,0.70,7595,7592.25
52,2026-07-09 12:55:00,7593.5,7592.75,7594.5,7592.25,-694,119,-656,299.9,-2.19,0,7592.25
53,2026-07-09 13:00:00,7592.5,7591.5,7592.75,7588,-1940,0,-1750,297.9,-5.87,0,0
54,2026-07-09 13:05:00,7591.25,7590.25,7592.75,7589.5,-889,16,-873,299.6,-2.91,0,0
55,2026-07-09 13:10:00,7590.5,7592,7593.75,7590.25,-13,430,125,299.0,0.42,0,0
56,2026-07-09 13:15:00,7592.25,7592.5,7593.5,7591.5,-233,164,-208,299.6,-0.69,0,7591.5
57,2026-07-09 13:20:00,7592.5,7591.25,7594,7590.25,-477,141,-455,299.2,-1.52,0,0
58,2026-07-09 13:25:00,7591.25,7588.25,7591.25,7588.25,-1218,28,-1218,298.8,-4.08,7591.25,7588.25
59,2026-07-09 13:30:00,7588.25,7589.5,7589.5,7587.25,-374,37,-30,299.3,-0.10,0,7587.25
60,2026-07-09 13:35:00,7589.5,7587.5,7590.75,7587.25,-404,157,-394,299.4,-1.32,0,7587.25
61,2026-07-09 13:40:00,7587.25,7586,7588.25,7585.5,-419,0,-320,298.3,-1.07,0,0
62,2026-07-09 13:45:00,7586,7587.75,7588,7585.25,-146,506,469,299.7,1.56,0,0
63,2026-07-09 13:50:00,7587.5,7587.5,7588,7585.5,-273,143,134,299.9,0.45,0,0
64,2026-07-09 13:55:00,7587.5,7585.5,7588,7585.5,-198,140,-195,299.6,-0.65,7588,0
65,2026-07-09 14:00:00,7585.5,7585,7586,7583,-628,24,-413,300.0,-1.38,0,0
66,2026-07-09 14:05:00,7585.25,7583,7585.5,7582.25,-413,132,128,299.3,0.43,0,0
67,2026-07-09 14:10:00,7583,7582,7584.5,7581,-237,267,-36,299.9,-0.12,0,0
68,2026-07-09 14:15:00,7582,7583.25,7584.75,7581,-68,695,475,299.3,1.59,0,0
69,2026-07-09 14:20:00,7583.5,7587.25,7588,7582.75,-79,992,909,299.8,3.03,0,0
70,2026-07-09 14:25:00,7587.25,7585.75,7588.5,7585.75,-147,179,27,299.5,0.09,0,7585.75
71,2026-07-09 14:30:00,7586,7585,7586.75,7584.75,-235,93,-223,299.9,-0.74,7586.75,0
72,2026-07-09 14:35:00,7585,7585.25,7586.25,7583.5,-451,177,-373,299.8,-1.24,0,7583.5
73,2026-07-09 14:40:00,7585.25,7586.75,7588,7585.25,-41,346,188,300.0,0.63,0,7585.25
74,2026-07-09 14:45:00,7586.75,7588,7589,7585.25,-421,369,331,299.9,1.10,0,0
75,2026-07-09 14:50:00,7588,7586.5,7588.75,7586.5,-456,0,-452,299.8,-1.51,0,7586.5
76,2026-07-09 14:55:00,7586.75,7582.75,7586.75,7582.5,-1120,1,-1051,299.9,-3.50,0,0
77,2026-07-09 15:00:00,7582.5,7590.5,7591,7582.5,-809,1068,1018,300.0,3.39,0,0
78,2026-07-09 15:05:00,7590.5,7588.5,7591.5,7585.75,-821,183,59,300.0,0.20,0,0
79,2026-07-09 15:10:00,7588.75,7591.5,7592,7588.25,-153,173,53,298.9,0.18,0,7588.25
80,2026-07-09 15:15:00,7591.25,7590.75,7591.5,7588.75,-595,0,-595,299.5,-1.99,7591.5,0
81,2026-07-10 08:35:00,7592.25,7597.75,7600.5,7592.25,-214,701,256,299.7,0.85,7600.5,7592.25
82,2026-07-10 08:40:00,7597.75,7597.75,7604.5,7596.5,-177,1080,780,300.0,2.60,0,0
83,2026-07-10 08:45:00,7598,7594.25,7598.5,7590,-1049,45,-176,299.7,-0.59,7598.5,0
84,2026-07-10 08:50:00,7594.5,7602.5,7603.5,7592.75,-23,992,761,299.7,2.54,7603.5,0
85,2026-07-10 08:55:00,7602.25,7601.25,7604.25,7598.75,-506,207,58,299.9,0.19,0,7598.75
86,2026-07-10 09:00:00,7601.25,7601.5,7604.5,7598,-224,884,783,299.9,2.61,0,0
87,2026-07-10 09:05:00,7601.5,7603.5,7605.75,7598.75,-319,1066,919,298.6,3.08,7605.75,0
88,2026-07-10 09:10:00,7603.5,7602.75,7604.75,7596.75,-891,353,-163,299.7,-0.54,0,0
89,2026-07-10 09:15:00,7603,7599.25,7603.75,7598.25,-167,211,-77,299.9,-0.26,0,0
90,2026-07-10 09:20:00,7599,7599,7601.75,7595.25,-1003,5,-916,300.0,-3.05,0,0
91,2026-07-10 09:25:00,7599,7597.75,7600.25,7593,-529,23,-198,299.7,-0.66,7600.25,0
92,2026-07-10 09:30:00,7597.5,7597.75,7603.75,7593.25,-410,759,192,299.9,0.64,0,0
93,2026-07-10 09:35:00,7598,7581.25,7602.75,7552.75,-2622,925,-1502,299.9,-5.01,7602.75,7552.75
94,2026-07-10 09:40:00,7581.25,7589.25,7592.75,7576,-52,1134,1025,299.9,3.42,7592.75,7576
95,2026-07-10 09:45:00,7589,7593.25,7595,7585,-180,686,641,299.9,2.14,0,0
96,2026-07-10 09:50:00,7593.5,7596,7596.75,7588,-117,705,705,300.0,2.35,0,7588
97,2026-07-10 09:55:00,7596,7591.75,7598.25,7591.25,-26,393,134,299.9,0.45,0,0
98,2026-07-10 10:00:00,7591.75,7584.25,7592.5,7583,-1764,22,-1740,299.8,-5.80,7592.5,7583
99,2026-07-10 10:05:00,7584.25,7581.75,7586.75,7581,-400,197,47,300.0,0.16,7586.75,7581
100,2026-07-10 10:10:00,7581.75,7590,7590,7578.5,-415,687,682,300.0,2.27,7590,0
101,2026-07-10 10:15:00,7590,7591.75,7593,7588.25,-17,311,161,299.6,0.54,0,0
102,2026-07-10 10:20:00,7591.75,7599.5,7604.25,7591.5,-17,1644,1146,299.8,3.82,0,0
103,2026-07-10 10:25:00,7599.5,7602.75,7603.5,7596.75,-98,382,282,299.9,0.94,0,7596.75
104,2026-07-10 10:30:00,7603,7605.25,7606.75,7603,0,795,530,299.8,1.77,7606.75,7603
105,2026-07-10 10:35:00,7605.25,7602.75,7606.5,7601,-238,517,401,299.9,1.34,0,0
106,2026-07-10 10:40:00,7602.5,7596.5,7603,7595.25,-1784,4,-1752,299.9,-5.84,0,0
107,2026-07-10 10:45:00,7596.5,7592.5,7597.5,7586,-1114,5,-348,299.6,-1.16,0,7586
108,2026-07-10 10:50:00,7592.75,7596.5,7598.75,7588,-340,192,186,299.8,0.62,7598.75,7588
109,2026-07-10 10:55:00,7596.75,7600.5,7601.5,7595.5,-90,341,322,299.8,1.07,0,7595.5
110,2026-07-10 11:00:00,7600.75,7600.25,7601.5,7597.25,-167,94,77,299.9,0.26,0,7597.25
111,2026-07-10 11:05:00,7600.25,7603.75,7606.25,7600,-16,618,96,300.0,0.32,0,0
112,2026-07-10 11:10:00,7603.75,7601.75,7604.25,7600.5,-378,71,-366,299.9,-1.22,7604.25,0
113,2026-07-10 11:15:00,7601.75,7604,7604.75,7600.25,-69,244,150,299.6,0.50,0,7600.25
114,2026-07-10 11:20:00,7604.25,7608,7609.25,7604,0,959,959,299.8,3.20,0,0
115,2026-07-10 11:25:00,7608,7606,7608.5,7603.5,-532,24,-286,299.9,-0.95,0,0
116,2026-07-10 11:30:00,7606,7604.25,7606.25,7603.5,-85,252,5,299.9,0.02,7606.25,0
117,2026-07-10 11:35:00,7604,7606.75,7608,7604,-7,353,212,299.8,0.71,7608,0
118,2026-07-10 11:40:00,7606.75,7605,7608.25,7601.5,-737,175,-478,299.9,-1.59,0,0
119,2026-07-10 11:45:00,7605,7608.5,7608.75,7604.5,-32,612,551,299.7,1.84,7608.75,0
120,2026-07-10 11:50:00,7608.5,7610.75,7612,7608.25,-17,927,767,299.8,2.56,0,7608.25
121,2026-07-10 11:55:00,7610.75,7612.25,7613.5,7610.25,0,507,94,299.1,0.31,0,0
122,2026-07-10 12:00:00,7612,7612.75,7614,7610.75,-138,471,388,299.8,1.29,0,0
123,2026-07-10 12:05:00,7612.5,7609.75,7613,7608.75,-772,138,-769,298.9,-2.57,0,7608.75
124,2026-07-10 12:10:00,7609.75,7609,7610.75,7608.75,-450,18,-449,299.8,-1.50,7610.75,0
125,2026-07-10 12:15:00,7609.25,7610.5,7610.75,7607.25,-494,32,-330,298.5,-1.11,0,0
126,2026-07-10 12:20:00,7610.5,7611.25,7613,7610.25,-139,285,-127,299.6,-0.42,0,7610.25
127,2026-07-10 12:25:00,7611.25,7612,7612.75,7610.75,-70,105,104,297.2,0.35,0,0
128,2026-07-10 12:30:00,7612.25,7613,7613.25,7611.5,-192,86,69,297.6,0.23,0,7611.5
129,2026-07-10 12:35:00,7613,7613,7614.5,7611.5,0,351,140,296.4,0.47,0,0
130,2026-07-10 12:40:00,7613,7615,7617,7612.5,-9,1125,775,299.2,2.59,0,0
131,2026-07-10 12:45:00,7615.25,7614,7616.25,7613.5,-192,365,-154,297.4,-0.52,0,0
