BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
0,2026-08-05 17:00:00,7756.75,7768,7770.75,7756.75,-109,533,458,2995.6,0.15,0,7756.75
1,2026-08-05 17:49:55,7768,7762.5,7768,7757.75,-512,0,-348,4367.2,-0.08,7768,7757.75
2,2026-08-05 19:02:42,7762.5,7756.75,7763.25,7756.5,-13,444,280,3472.4,0.08,7763.25,7756.5
3,2026-08-05 20:00:35,7756.75,7749.75,7756.75,7748,-797,1,-726,1765.3,-0.41,7756.75,7748
4,2026-08-05 20:30:01,7749.5,7759,7759.75,7749.5,-38,287,154,2184.9,0.07,0,7749.5
5,2026-08-05 21:06:26,7759,7766.5,7768,7758.5,-12,680,594,3559.7,0.17,0,0
6,2026-08-05 22:05:46,7766.5,7762,7766.75,7759,-212,4,0,6992.5,0.00,7766.75,0
7,2026-08-06 00:02:18,7762,7755.25,7765.5,7754,-23,296,22,4659.3,0.00,7765.5,0
8,2026-08-06 01:19:58,7755.5,7761.5,7762.75,7754.5,-98,76,-78,2963.8,-0.03,0,7754.5
9,2026-08-06 02:09:24,7761.75,7757.75,7764.5,7754.75,-73,109,-28,2497.6,-0.01,0,7754.75
10,2026-08-06 02:51:02,7757.75,7758.25,7759,7750,-295,86,-204,2196.3,-0.09,7759,0
11,2026-08-06 03:27:39,7758,7760.25,7765.5,7758,-18,321,4,2132.5,0.00,0,7758
12,2026-08-06 04:03:12,7760.25,7765.5,7765.5,7755.25,-315,42,-284,3143.7,-0.09,0,7755.25
13,2026-08-06 04:55:35,7765.5,7759.25,7767.5,7758.75,-294,12,-244,3036.9,-0.08,0,7758.75
14,2026-08-06 05:46:12,7759.25,7756,7762,7750.5,-89,138,68,1637.4,0.04,0,7750.5
15,2026-08-06 06:13:30,7756,7764.25,7765.5,7755.25,-65,582,564,1534.8,0.37,7765.5,7755.25
16,2026-08-06 06:39:05,7764.25,7757.5,7764.75,7754.5,-132,121,9,1048.4,0.01,7764.75,7754.5
17,2026-08-06 06:56:33,7757.25,7753.5,7760.5,7752.5,-5,370,205,1298.7,0.16,7760.5,0
18,2026-08-06 07:18:13,7753.5,7758.5,7760.25,7751.75,-245,528,356,949.7,0.37,0,0
