BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
0,2026-07-20 17:00:00,7484,7475.5,7485.75,7473,-525,111,-242,3707.5,-0.07,0,0
1,2026-07-20 18:01:47,7475.5,7480.25,7491,7475.5,-2,430,132,3504.0,0.04,7491,7475.5
2,2026-07-20 19:00:11,7480.25,7482.25,7485.75,7473.75,-113,245,157,1306.3,0.12,0,0
3,2026-07-20 19:21:58,7482.25,7495.25,7495.75,7481,-48,512,313,1813.5,0.17,7495.75,0
4,2026-07-20 19:52:13,7495,7496.25,7499.25,7489.5,-253,642,570,1807.3,0.32,7499.25,7489.5
5,2026-07-20 20:22:20,7496.25,7493.25,7500,7490.75,-22,540,414,2907.2,0.14,0,0
6,2026-07-20 21:10:47,7493,7502.5,7502.5,7488.75,-21,668,572,2968.0,0.19,0,7488.75
7,2026-07-20 22:00:15,7502.5,7510,7511.25,7501.75,-27,1081,1064,2704.4,0.39,0,7501.75
8,2026-07-20 22:45:20,7510,7514.5,7516.75,7510,-19,777,764,2456.4,0.31,0,7510
9,2026-07-20 23:26:16,7514.5,7516.25,7517.5,7510,-189,99,-143,4406.6,-0.03,0,0
10,2026-07-21 00:39:43,7516.25,7520.25,7523.75,7516.25,-26,334,-9,2385.1,0.00,0,0
11,2026-07-21 01:19:28,7520.25,7524,7530.25,7518,-84,888,356,2087.6,0.17,0,7518
12,2026-07-21 01:54:16,7524,7522,7528,7520.75,-60,556,524,1246.0,0.42,7528,0
13,2026-07-21 02:15:02,7522,7519,7522.5,7514,-241,108,60,1420.9,0.04,7522.5,7514
14,2026-07-21 02:38:42,7519,7520,7520.25,7514.25,-5,472,456,1901.9,0.24,7520.25,0
15,2026-07-21 03:10:28,7520,7522.5,7525.75,7517.75,-51,445,354,2549.2,0.14,0,0
16,2026-07-21 03:52:57,7522.5,7524,7528.25,7521.75,-223,138,-204,2569.6,-0.08,0,7521.75
17,2026-07-21 04:35:47,7524,7523.5,7527.25,7520.75,-393,93,-148,2083.8,-0.07,0,7520.75
18,2026-07-21 05:10:31,7523.5,7528,7529,7522.5,-286,164,-4,1565.7,0.00,0,0
19,2026-07-21 05:36:36,7528,7521.5,7530.25,7519.5,-802,163,-754,1115.9,-0.68,0,0
20,2026-07-21 05:55:12,7521.5,7513,7524.25,7513,-601,380,-598,1616.2,-0.37,7524.25,7513
