BarIdx,BarTime,Price,BidVol,AskVol,BidVolLarge,AskVolLarge
0,2026-07-19 17:05:00,7485,0,228,0,219
0,2026-07-19 17:05:00,7484.75,1,7,0,0
0,2026-07-19 17:05:00,7484,16,0,0,0
0,2026-07-19 17:05:00,7483.25,2,0,0,0
0,2026-07-19 17:05:00,7485.25,0,110,0,95
0,2026-07-19 17:05:00,7485.5,9,2,0,0
0,2026-07-19 17:05:00,7486,25,28,0,13
0,2026-07-19 17:05:00,7485.75,13,2,0,0
0,2026-07-19 17:05:00,7486.5,30,15,0,0
0,2026-07-19 17:05:00,7486.25,22,6,0,0
0,2026-07-19 17:05:00,7486.75,38,10,0,0
0,2026-07-19 17:05:00,7487,37,11,0,0
0,2026-07-19 17:05:00,7487.25,48,30,0,0
0,2026-07-19 17:05:00,7487.5,25,39,0,0
0,2026-07-19 17:05:00,7487.75,38,34,0,0
0,2026-07-19 17:05:00,7488,41,43,0,0
0,2026-07-19 17:05:00,7488.25,10,14,0,0
0,2026-07-19 17:05:00,7488.5,24,16,0,0
0,2026-07-19 17:05:00,7488.75,60,41,0,12
0,2026-07-19 17:05:00,7489,85,21,0,0
0,2026-07-19 17:05:00,7489.25,30,38,0,0
0,2026-07-19 17:05:00,7489.5,52,33,12,0
0,2026-07-19 17:05:00,7489.75,24,33,0,0
0,2026-07-19 17:05:00,7490,30,23,0,0
0,2026-07-19 17:05:00,7490.25,13,27,0,0
0,2026-07-19 17:05:00,7490.5,27,20,0,0
0,2026-07-19 17:05:00,7490.75,21,22,0,0
0,2026-07-19 17:05:00,7491,42,51,0,14
0,2026-07-19 17:05:00,7491.25,26,40,0,0
0,2026-07-19 17:05:00,7491.5,34,44,0,10
0,2026-07-19 17:05:00,7491.75,54,54,0,0
0,2026-07-19 17:05:00,7492,63,44,0,0
0,2026-07-19 17:05:00,7492.25,75,22,0,0
0,2026-07-19 17:05:00,7492.5,90,60,0,25
0,2026-07-19 17:05:00,7492.75,86,48,0,0
0,2026-07-19 17:05:00,7493,78,49,0,0
0,2026-07-19 17:05:00,7493.25,65,62,0,0
0,2026-07-19 17:05:00,7493.75,34,54,0,0
0,2026-07-19 17:05:00,7494,68,80,10,10
0,2026-07-19 17:05:00,7493.5,61,52,0,0
0,2026-07-19 17:05:00,7494.25,47,33,0,0
0,2026-07-19 17:05:00,7494.5,60,61,0,0
0,2026-07-19 17:05:00,7494.75,51,41,0,0
0,2026-07-19 17:05:00,7495,49,60,0,0
0,2026-07-19 17:05:00,7495.25,42,41,0,0
0,2026-07-19 17:05:00,7495.5,45,44,0,0
0,2026-07-19 17:05:00,7495.75,23,32,0,0
0,2026-07-19 17:05:00,7496,43,40,0,0
0,2026-07-19 17:05:00,7496.25,64,42,0,0
0,2026-07-19 17:05:00,7496.5,45,41,0,0
0,2026-07-19 17:05:00,7496.75,24,35,0,0
0,2026-07-19 17:05:00,7497,11,23,0,0
1,2026-07-19 17:10:00,7487.5,27,26,0,0
1,2026-07-19 17:10:00,7487.25,16,30,0,0
1,2026-07-19 17:10:00,7487,31,27,0,0
1,2026-07-19 17:10:00,7487.75,11,9,0,0
1,2026-07-19 17:10:00,7488,4,7,0,0
1,2026-07-19 17:10:00,7488.25,2,3,0,0
1,2026-07-19 17:10:00,7486.75,30,33,0,0
1,2026-07-19 17:10:00,7486.5,51,45,0,0
1,2026-07-19 17:10:00,7486.25,52,46,0,0
1,2026-07-19 17:10:00,7486,48,31,0,0
1,2026-07-19 17:10:00,7485.75,33,48,0,0
1,2026-07-19 17:10:00,7485.5,52,41,0,0
1,2026-07-19 17:10:00,7488.5,0,2,0,0
1,2026-07-19 17:10:00,7485.25,40,66,0,0
1,2026-07-19 17:10:00,7485,63,42,0,0
1,2026-07-19 17:10:00,7484.75,47,43,0,0
1,2026-07-19 17:10:00,7484.5,67,69,0,0
1,2026-07-19 17:10:00,7484.25,39,41,0,0
1,2026-07-19 17:10:00,7484,68,40,0,0
1,2026-07-19 17:10:00,7483.75,65,83,0,0
1,2026-07-19 17:10:00,7483.5,89,35,0,0
1,2026-07-19 17:10:00,7483.25,53,35,0,0
1,2026-07-19 17:10:00,7483,59,17,0,0
1,2026-07-19 17:10:00,7482.75,29,20,0,0
1,2026-07-19 17:10:00,7482.5,56,13,0,0
1,2026-07-19 17:10:00,7482.25,29,5,0,0
1,2026-07-19 17:10:00,7482,12,0,0,0
2,2026-07-19 17:15:00,7487,20,6,0,0
2,2026-07-19 17:15:00,7486.75,10,7,0,0
2,2026-07-19 17:15:00,7487.25,5,4,0,0
2,2026-07-19 17:15:00,7486.5,6,5,0,0
2,2026-07-19 17:15:00,7486.25,13,4,0,0
2,2026-07-19 17:15:00,7487.5,0,4,0,0
2,2026-07-19 17:15:00,7486,16,2,0,0
2,2026-07-19 17:15:00,7485.75,17,0,0,0
2,2026-07-19 17:15:00,7485.5,9,11,0,0
2,2026-07-19 17:15:00,7485,33,18,0,0
2,2026-07-19 17:15:00,7484.75,44,40,0,0
2,2026-07-19 17:15:00,7484.5,65,66,10,0
2,2026-07-19 17:15:00,7484.25,47,83,0,0
2,2026-07-19 17:15:00,7484,71,46,0,0
2,2026-07-19 17:15:00,7483.75,38,28,0,0
2,2026-07-19 17:15:00,7483.5,28,22,0,0
2,2026-07-19 17:15:00,7483.25,23,11,0,0
2,2026-07-19 17:15:00,7483,33,15,0,0
2,2026-07-19 17:15:00,7482.75,19,22,0,0
2,2026-07-19 17:15:00,7482.5,11,9,0,0
2,2026-07-19 17:15:00,7482.25,11,5,0,0
2,2026-07-19 17:15:00,7482,1,0,0,0
2,2026-07-19 17:15:00,7485.25,12,6,0,0
3,2026-07-19 17:20:00,7484,6,10,0,0
3,2026-07-19 17:20:00,7483.75,1,0,0,0
3,2026-07-19 17:20:00,7484.25,0,6,0,0
3,2026-07-19 17:20:00,7484.5,2,3,0,0
3,2026-07-19 17:20:00,7484.75,8,8,0,0
3,2026-07-19 17:20:00,7485,3,5,0,0
3,2026-07-19 17:20:00,7485.25,1,5,0,0
3,2026-07-19 17:20:00,7485.5,1,9,0,0
3,2026-07-19 17:20:00,7485.75,6,11,0,0
3,2026-07-19 17:20:00,7486,4,7,0,0
3,2026-07-19 17:20:00,7486.25,3,11,0,0
3,2026-07-19 17:20:00,7486.5,10,5,0,0
3,2026-07-19 17:20:00,7486.75,3,2,0,0
3,2026-07-19 17:20:00,7487,0,8,0,0
3,2026-07-19 17:20:00,7487.25,16,9,0,0
3,2026-07-19 17:20:00,7487.5,13,24,0,0
3,2026-07-19 17:20:00,7487.75,7,17,0,0
3,2026-07-19 17:20:00,7488,19,16,0,0
3,2026-07-19 17:20:00,7488.25,33,36,0,0
3,2026-07-19 17:20:00,7488.5,45,52,0,0
3,2026-07-19 17:20:00,7488.75,12,18,0,0
3,2026-07-19 17:20:00,7489,35,56,0,17
3,2026-07-19 17:20:00,7489.25,94,65,0,0
3,2026-07-19 17:20:00,7489.5,62,61,0,0
3,2026-07-19 17:20:00,7489.75,20,56,0,0
3,2026-07-19 17:20:00,7490,35,70,0,0
3,2026-07-19 17:20:00,7490.25,21,30,0,0
3,2026-07-19 17:20:00,7490.5,20,41,0,0
3,2026-07-19 17:20:00,7490.75,12,32,0,0
3,2026-07-19 17:20:00,7491,11,24,0,0
3,2026-07-19 17:20:00,7491.25,4,20,0,0
3,2026-07-19 17:20:00,7491.5,9,26,0,0
3,2026-07-19 17:20:00,7491.75,21,13,0,0
3,2026-07-19 17:20:00,7492,24,23,0,0
3,2026-07-19 17:20:00,7492.25,24,35,0,0
3,2026-07-19 17:20:00,7492.5,8,29,0,0
3,2026-07-19 17:20:00,7492.75,0,3,0,0
4,2026-07-19 17:25:00,7492.5,25,26,0,0
4,2026-07-19 17:25:00,7492.25,22,6,0,0
4,2026-07-19 17:25:00,7492,39,0,20,0
4,2026-07-19 17:25:00,7492.75,31,19,0,0
4,2026-07-19 17:25:00,7493,29,22,0,0
4,2026-07-19 17:25:00,7493.25,19,12,0,0
4,2026-07-19 17:25:00,7493.5,16,29,0,0
4,2026-07-19 17:25:00,7493.75,29,17,0,0
4,2026-07-19 17:25:00,7494,39,46,0,0
4,2026-07-19 17:25:00,7494.25,52,41,0,0
4,2026-07-19 17:25:00,7494.5,41,41,0,0
4,2026-07-19 17:25:00,7494.75,19,32,0,0
4,2026-07-19 17:25:00,7495,41,59,0,0
4,2026-07-19 17:25:00,7495.25,26,41,0,0
4,2026-07-19 17:25:00,7495.5,34,35,0,0
4,2026-07-19 17:25:00,7495.75,81,33,0,0
4,2026-07-19 17:25:00,7496,93,78,0,10
4,2026-07-19 17:25:00,7496.25,58,69,0,0
4,2026-07-19 17:25:00,7496.5,14,37,0,0
4,2026-07-19 17:25:00,7496.75,0,1,0,0
4,2026-07-19 17:25:00,7491.75,18,19,0,0
4,2026-07-19 17:25:00,7491.5,19,15,0,0
4,2026-07-19 17:25:00,7491.25,18,3,0,0
4,2026-07-19 17:25:00,7491,12,1,0,0
4,2026-07-19 17:25:00,7490.75,3,0,0,0
5,2026-07-19 17:30:00,7491,4,13,0,0
5,2026-07-19 17:30:00,7490.75,10,16,0,0
5,2026-07-19 17:30:00,7490.5,28,32,0,0
5,2026-07-19 17:30:00,7490.25,32,20,0,0
5,2026-07-19 17:30:00,7490,24,32,0,0
5,2026-07-19 17:30:00,7489.75,32,30,0,0
5,2026-07-19 17:30:00,7489.5,26,45,0,0
5,2026-07-19 17:30:00,7489.25,47,49,0,0
5,2026-07-19 17:30:00,7489,54,33,0,0
5,2026-07-19 17:30:00,7488.75,36,40,0,0
5,2026-07-19 17:30:00,7488.5,50,11,0,0
5,2026-07-19 17:30:00,7488.25,10,17,0,0
5,2026-07-19 17:30:00,7488,24,15,0,0
5,2026-07-19 17:30:00,7487.75,24,11,0,0
5,2026-07-19 17:30:00,7487.5,24,32,0,0
5,2026-07-19 17:30:00,7487.25,25,19,0,0
5,2026-07-19 17:30:00,7487,7,2,0,0
6,2026-07-19 17:35:00,7487,10,33,0,0
6,2026-07-19 17:35:00,7486.75,22,30,0,0
6,2026-07-19 17:35:00,7486.5,34,35,0,0
6,2026-07-19 17:35:00,7486.25,19,5,0,0
6,2026-07-19 17:35:00,7486,6,0,0,0
6,2026-07-19 17:35:00,7487.25,12,14,0,0
6,2026-07-19 17:35:00,7487.5,19,26,0,0
6,2026-07-19 17:35:00,7488,12,10,0,0
6,2026-07-19 17:35:00,7488.25,32,28,0,0
6,2026-07-19 17:35:00,7487.75,9,14,0,0
6,2026-07-19 17:35:00,7488.75,21,30,0,0
6,2026-07-19 17:35:00,7489,4,22,0,0
6,2026-07-19 17:35:00,7488.5,25,26,10,0
6,2026-07-19 17:35:00,7489.25,0,5,0,0
6,2026-07-19 17:35:00,7489.5,10,12,0,0
6,2026-07-19 17:35:00,7489.75,1,2,0,0
6,2026-07-19 17:35:00,7490,0,7,0,0
6,2026-07-19 17:35:00,7490.25,5,7,0,0
6,2026-07-19 17:35:00,7490.5,20,13,0,0
6,2026-07-19 17:35:00,7490.75,1,16,0,0
6,2026-07-19 17:35:00,7491,2,8,0,0
6,2026-07-19 17:35:00,7491.25,3,6,0,0
6,2026-07-19 17:35:00,7491.5,0,7,0,0
6,2026-07-19 17:35:00,7491.75,0,1,0,0
6,2026-07-19 17:35:00,7492,6,2,0,0
6,2026-07-19 17:35:00,7492.25,1,4,0,0
6,2026-07-19 17:35:00,7492.5,3,10,0,0
6,2026-07-19 17:35:00,7492.75,7,7,0,0
6,2026-07-19 17:35:00,7493,2,19,0,0
6,2026-07-19 17:35:00,7493.25,0,5,0,0
6,2026-07-19 17:35:00,7493.5,1,1,0,0
6,2026-07-19 17:35:00,7494,27,24,0,0
6,2026-07-19 17:35:00,7493.75,5,2,0,0
6,2026-07-19 17:35:00,7494.5,3,20,0,0
6,2026-07-19 17:35:00,7494.25,17,19,0,0
6,2026-07-19 17:35:00,7494.75,0,4,0,0
6,2026-07-19 17:35:00,7495,15,13,0,0
6,2026-07-19 17:35:00,7495.25,44,26,0,0
6,2026-07-19 17:35:00,7495.5,46,26,0,0
6,2026-07-19 17:35:00,7495.75,20,31,0,0
6,2026-07-19 17:35:00,7496,19,38,0,0
6,2026-07-19 17:35:00,7496.25,9,24,0,0
6,2026-07-19 17:35:00,7496.5,4,13,0,0
6,2026-07-19 17:35:00,7496.75,2,6,0,0
7,2026-07-19 17:40:00,7496.5,52,41,0,0
7,2026-07-19 17:40:00,7496.25,19,12,0,0
7,2026-07-19 17:40:00,7496.75,38,27,0,0
7,2026-07-19 17:40:00,7496,13,9,0,0
7,2026-07-19 17:40:00,7495.75,18,24,0,0
7,2026-07-19 17:40:00,7497,29,47,0,0
7,2026-07-19 17:40:00,7497.25,15,27,0,0
7,2026-07-19 17:40:00,7497.5,0,24,0,0
7,2026-07-19 17:40:00,7497.75,0,6,0,0
7,2026-07-19 17:40:00,7495.5,25,26,0,0
7,2026-07-19 17:40:00,7495.25,11,23,0,0
7,2026-07-19 17:40:00,7495,29,25,0,0
7,2026-07-19 17:40:00,7494.75,6,6,0,0
