BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
31,2026-07-28 07:43:22,7458,7457.5,7467,7457.25,-91,775,406,446.7,0.91,0,7457.25
32,2026-07-28 07:50:48,7457.5,7454,7460,7453.25,-195,407,338,661.2,0.51,7460,7453.25
33,2026-07-28 08:01:50,7454,7456,7459.25,7452.75,-13,248,52,758.1,0.07,0,7452.75
34,2026-07-28 08:14:28,7456,7454.75,7462.25,7454.75,-72,359,15,645.4,0.02,7462.25,7454.75
35,2026-07-28 08:25:13,7454.5,7451.25,7457.5,7450.75,-748,53,-715,274.6,-2.60,7457.5,0
36,2026-07-28 08:29:48,7451.25,7449.75,7451.25,7446.25,-1118,0,-764,16.7,-45.84,7451.25,7446.25
37,2026-07-28 08:30:04,7449.75,7449.25,7452.5,7447.75,-7,289,56,38.7,1.45,7452.5,7447.75
38,2026-07-28 08:30:43,7449.25,7441.5,7450,7440.75,-512,50,-240,45.5,-5.28,7450,0
39,2026-07-28 08:31:28,7441.5,7441.75,7444.75,7440.5,-450,30,-418,39.4,-10.60,7444.75,0
40,2026-07-28 08:32:08,7441.75,7438.75,7442,7437.75,-292,132,-68,54.6,-1.25,0,0
41,2026-07-28 08:33:02,7438.75,7441,7443.25,7438.5,-22,639,226,53.8,4.20,0,0
42,2026-07-28 08:33:56,7441,7441.25,7442.75,7438.25,-339,962,959,63.5,15.09,7442.75,7438.25
43,2026-07-28 08:35:00,7441.25,7447.5,7448.25,7441,-5,788,753,60.8,12.38,7448.25,0
44,2026-07-28 08:36:01,7447.5,7442.25,7448.5,7441.25,-792,27,-792,94.0,-8.43,7448.5,7441.25
45,2026-07-28 08:37:35,7442.25,7437.75,7442.5,7437.25,-557,81,-474,98.2,-4.83,0,0
46,2026-07-28 08:39:13,7437.75,7440.75,7440.75,7434.5,-535,9,-237,82.4,-2.88,0,0
47,2026-07-28 08:40:36,7440.75,7435.5,7441.25,7434.5,-253,44,-231,100.9,-2.29,7441.25,0
48,2026-07-28 08:42:16,7435.5,7427.5,7435.75,7426.5,-1172,38,-1132,73.4,-15.42,0,0
49,2026-07-28 08:43:30,7427.5,7429,7429,7423.25,-289,354,354,60.4,5.86,0,7423.25
50,2026-07-28 08:44:30,7428.75,7427,7431,7425.5,-179,357,166,59.3,2.80,7431,7425.5
51,2026-07-28 08:45:30,7427,7422,7427.5,7420.25,-584,21,-400,70.0,-5.71,7427.5,7420.25
52,2026-07-28 08:46:40,7422,7417.75,7424.25,7417,-418,119,-382,75.2,-5.08,7424.25,0
53,2026-07-28 08:47:55,7418,7428,7428.25,7417.25,-157,269,264,52.9,4.99,7428.25,0
54,2026-07-28 08:48:48,7428,7430,7433.5,7427.25,-13,500,130,67.4,1.93,7433.5,0
55,2026-07-28 08:49:55,7430,7430.75,7439.5,7430,-1,788,450,53.5,8.42,0,0
56,2026-07-28 08:50:49,7430.75,7429.5,7431.5,7426,-299,9,-22,58.5,-0.38,0,7426
57,2026-07-28 08:51:47,7429.5,7428,7436.75,7428,-44,561,229,83.8,2.73,0,0
58,2026-07-28 08:53:11,7428,7432.5,7433.75,7424.75,-277,84,45,63.5,0.71,0,0
59,2026-07-28 08:54:14,7432.5,7425,7432.75,7424.5,-460,4,-448,95.5,-4.69,7432.75,0
60,2026-07-28 08:55:50,7425,7426.75,7429,7423,-269,23,-71,87.0,-0.82,7429,7423
61,2026-07-28 08:57:17,7427,7423.5,7428,7418.75,-587,31,-393,119.1,-3.30,7428,0
62,2026-07-28 08:59:16,7423.5,7432,7432.75,7421.25,-252,204,190,91.7,2.07,0,7421.25
63,2026-07-28 09:00:48,7432,7433.25,7434.5,7427.75,-147,137,53,103.7,0.51,7434.5,0
64,2026-07-28 09:02:32,7433.25,7431.25,7434.25,7428.25,-476,79,-429,165.1,-2.60,0,7428.25
65,2026-07-28 09:05:17,7431.25,7437.75,7437.75,7431.25,-3,437,386,101.4,3.81,0,7431.25
66,2026-07-28 09:06:58,7437.75,7427.25,7439.5,7426.75,-391,347,-238,77.1,-3.09,0,0
67,2026-07-28 09:08:15,7427.25,7428,7432.25,7426,-83,404,-46,115.3,-0.40,7432.25,7426
68,2026-07-28 09:10:11,7428,7431.5,7434.5,7427,-216,128,-198,101.0,-1.96,0,0
69,2026-07-28 09:11:52,7431.75,7424.25,7435.5,7424,-418,95,-228,122.5,-1.86,0,7424
70,2026-07-28 09:13:55,7424.25,7426.25,7427,7420,-555,23,-354,70.0,-5.06,7427,0
71,2026-07-28 09:15:05,7426.25,7423.75,7429.25,7423.75,-285,85,-279,106.1,-2.63,0,0
72,2026-07-28 09:16:51,7423.75,7427,7427,7421.5,-126,242,238,114.4,2.08,0,0
73,2026-07-28 09:18:45,7427,7424.75,7428.5,7422.75,-73,322,-1,106.9,-0.01,0,0
74,2026-07-28 09:20:32,7424.75,7428.75,7431.75,7421,-214,378,281,104.6,2.69,7431.75,7421
75,2026-07-28 09:22:17,7428.75,7433.5,7433.75,7422.25,-278,308,291,102.6,2.84,0,0
76,2026-07-28 09:23:59,7433.5,7432.75,7436.25,7428.5,-48,469,469,84.9,5.52,0,7428.5
77,2026-07-28 09:25:24,7432.5,7433.25,7434.75,7429.25,-140,118,-87,148.7,-0.59,0,7429.25
