date,spot,dte0,mq_cr,mq_ps,mq_hvl,mq_cr0,mq_ps0,mq_hvl0,mq_gw0,ib_cr,ib_ps_gamma,ib_ps_oi,ib_hvl,ib_gw,ib_cr0,ib_ps0_gamma,ib_ps0_oi,ib_hvl0,ib_gw0
2026-07-10,7555.07,20260710,7550,7300,7485,7550,7450,7485,7550,7600.0,7550.0,7000.0,6975.0,7550.0,7625.0,7550.0,7175.0,6975.0,7550.0
