date,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10
2025-09-30,660.63,671.48,669.56,667.33,675.03,664.75,673.58,647.47,657.65,668.94
2025-10-01,674.04,675.19,668.87,670.09,667.19,662.96,681.69,672.06,666.66,661.76
2025-10-02,657.98,672.83,674.9,676.84,670.07,653.45,667.37,661.83,677.72,681.05
2025-10-03,674.96,672.68,670.7,692.13,659.79,673.69,663.74,662.61,670.26,647.76
2025-10-06,677.4,680.11,670.73,674.99,673.69,667.87,647.95,672.69,671.97,666.04
2025-10-07,675.09,670.56,678.07,663.07,671.87,676.82,696.1,680.5,665.26,667.12
2025-10-08,667.43,675.17,672.62,679.94,670.18,678.04,678.79,647.72,654.05,662.27
2025-10-09,670.68,665.32,680.74,676.91,687.09,660.11,667.99,673.77,675.93,677.87
2025-10-10,694.23,657.79,677.46,703.98,645.72,660.15,665.63,680.02,655.72,651.96
2025-10-13,662.8,669.2,665.15,657.77,644.97,655.19,670.67,672.31,686.42,692.96
2025-10-14,668.33,665.54,655.75,670.52,673.51,667.73,654.2,657.86,660.95,662.07
2025-10-15,662.77,667.16,658.34,671.86,673.71,648.96,663.81,660.4,629.32,640.44
2025-10-16,667.83,671.49,672.37,653.06,680.98,670.02,650.19,639.02,656.79,654.01
2025-10-17,659.95,658.02,671.58,665.06,660.3,685.9,695.06,670.95,681.96,713.21
2025-10-20,665.43,677.43,680.21,672.94,675.34,669.04,653.4,662.48,671.97,673.9
2025-10-21,677.02,674.08,665.29,670.21,680.16,672.92,661.32,663.17,652.23,675.08
2025-10-22,673.82,669.96,676.75,661.86,683.06,668.42,643.44,654.28,656.69,658.96
2025-10-23,672.94,677.62,668.09,682.08,654.49,674.2,683.67,676.92,653.39,670.23
2025-10-24,669.61,682.85,671.64,677.31,681.97,671.15,687.99,711.38,724.63,690.85
2025-10-27,679.67,695.38,690.92,718.96,683.02,675.3,694.44,676.91,686.95,681.95
2025-10-28,689.31,697.07,687.25,719.26,683.15,657.62,680.87,693.04,690.67,676.87
2025-10-29,685.38,676.86,688.2,693.93,713.55,690.02,695.03,698.12,700.96,731.51
2025-10-30,676.46,686.3,688.64,670.04,682.37,686.8,673.3,663.73,669.15,678.61
2025-10-31,675.22,685.06,688.19,679.14,698.14,681.1,678.24,670.15,682.98,645.65
2025-11-03,685.84,685.2,693.74,680.51,677.11,674.24,689.87,684.0,680.17,675.07
2025-11-04,675.11,672.9,679.65,656.7,662.83,677.06,687.72,681.93,710.14,681.26
2025-11-05,677.12,671.19,670.12,683.85,674.87,685.06,661.35,679.3,688.02,689.91
2025-11-06,682.87,670.94,677.0,680.25,677.84,674.16,660.03,662.95,668.15,689.51
2025-11-07,677.34,676.85,661.89,695.44,668.58,671.99,663.8,665.74,667.87,699.94
2025-11-10,693.2,680.99,680.07,685.79,651.42,675.14,686.87,683.31,687.62,690.21
2025-11-11,685.81,688.97,698.42,688.2,673.82,676.78,678.89,707.19,691.64,689.44
2025-11-12,683.04,692.81,680.75,685.82,688.0,673.3,689.74,678.58,681.88,690.97
2025-11-13,665.05,683.22,658.55,676.99,657.57,661.98,699.86,678.98,661.02,671.03
2025-11-14,678.4,672.03,665.23,706.5,715.62,683.54,661.57,627.1,659.88,667.18
2025-11-17,673.01,665.55,658.25,678.14,671.76,659.86,636.26,646.7,713.41,707.62
2025-11-18,668.58,652.59,669.15,685.12,678.51,646.05,673.38,660.1,664.04,697.84
2025-11-19,670.02,654.93,673.22,678.98,651.2,671.22,684.55,659.94,710.5,683.62
2025-11-20,667.88,644.36,661.68,676.23,639.61,646.81,648.01,650.11,653.62,660.6
2025-11-21,659.79,648.85,651.31,681.77,649.4,654.06,666.8,643.27,671.84,679.61
2025-11-24,672.27,671.53,663.33,661.95,665.21,648.28,670.11,698.34,659.23,675.54
2025-11-25,668.61,676.03,668.23,673.8,657.73,664.24,683.92,688.66,672.12,700.48
2025-11-26,678.72,682.09,673.54,659.84,679.87,675.64,674.89,683.77,685.72,669.22
2025-11-28,704.48,686.21,661.54,673.8,677.48,644.46,678.4,680.01,681.18,689.32
2025-12-01,684.95,680.33,686.2,690.01,698.76,712.83,683.73,668.8,691.05,678.87
2025-12-02,685.42,678.89,687.37,675.94,695.18,684.56,660.76,686.73,679.89,696.53
2025-12-03,685.04,691.82,689.85,673.83,677.97,695.09,669.41,680.02,683.9,679.04
2025-12-04,690.04,682.5,678.79,685.04,675.25,676.08,686.8,694.97,677.78,693.48
