date,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10
2025-09-30,222.41,224.78,214.6,219.02,221.61,215.56,216.14,225.55,217.7,223.94
2025-10-01,223.07,221.52,224.81,218.83,221.06,226.53,218.48,223.94,221.7,226.14
2025-10-02,217.18,220.43,216.35,218.89,219.04,216.92,218.06,222.21,223.89,224.24
2025-10-03,215.53,220.67,222.11,223.12,214.69,215.0,216.42,217.08,217.94,221.18
2025-10-06,222.27,218.35,219.04,216.03,220.13,224.01,223.4,222.47,221.22,220.7
2025-10-07,218.6,226.56,218.06,225.22,222.78,225.69,223.95,223.43,223.08,217.46
2025-10-08,223.18,223.5,221.8,228.7,228.27,220.57,224.5,226.47,229.4,226.6
2025-10-09,231.46,230.76,226.56,224.53,228.81,226.94,223.71,229.53,227.26,226.3
2025-10-10,216.37,221.23,218.22,216.25,219.43,213.87,211.16,211.6,211.94,222.1
2025-10-13,218.18,224.07,220.65,216.4,220.08,221.7,223.74,221.33,216.14,219.12
2025-10-14,212.24,216.91,220.63,214.96,220.34,218.78,214.82,216.12,217.88,211.88
2025-10-15,211.48,214.38,214.86,216.72,217.0,221.09,219.53,213.24,213.53,213.93
2025-10-16,218.21,210.85,210.32,217.85,210.1,212.34,214.07,214.49,213.64,209.32
2025-10-17,215.74,217.11,209.11,207.82,214.38,213.48,216.55,210.82,216.19,211.07
2025-10-20,211.55,219.79,217.96,214.96,216.73,221.93,218.92,222.19,221.47,211.83
2025-10-22,223.42,219.82,212.92,220.92,218.3,218.0,217.3,221.25,216.35,213.26
2025-10-23,223.67,223.13,221.66,217.4,226.89,220.27,224.46,221.85,226.38,225.83
2025-10-24,227.64,225.38,219.27,220.79,228.09,223.84,229.9,229.46,228.93,226.84
2025-10-27,224.93,228.84,230.69,226.64,227.02,223.36,223.63,224.13,230.23,221.72
2025-10-28,234.19,227.66,225.92,232.56,230.41,226.92,224.9,231.5,230.89,229.11
2025-10-29,231.51,226.25,232.87,229.24,230.58,232.56,234.96,226.07,224.18,224.57
2025-10-30,227.2,224.8,229.32,228.17,216.71,225.16,217.24,217.86,228.48,226.34
2025-10-31,252.93,247.99,247.65,237.77,250.58,243.96,236.37,235.05,252.17,249.26
2025-11-03,265.81,264.95,243.91,264.81,264.58,262.04,247.12,248.55,260.48,253.73
2025-11-04,257.7,249.76,246.54,258.36,252.28,239.93,242.14,253.77,260.85,241.84
2025-11-05,251.75,260.59,241.88,254.11,243.25,248.53,240.5,242.81,253.02,240.22
2025-11-06,238.57,235.01,232.16,249.81,240.73,239.65,242.07,236.0,233.51,237.88
2025-11-07,251.72,255.05,246.08,244.57,247.72,249.38,235.62,253.96,233.83,234.61
2025-11-10,245.6,247.54,251.68,254.18,253.78,243.59,247.67,249.6,258.98,255.84
2025-11-11,250.4,258.41,253.35,248.29,243.33,254.45,247.14,254.75,240.64,239.94
2025-11-12,246.59,244.2,249.31,240.58,247.29,250.21,237.21,243.27,245.34,248.04
2025-11-13,244.84,242.07,246.1,232.98,235.87,230.64,232.6,234.95,245.66,244.44
2025-11-14,238.66,227.5,230.54,236.52,230.08,241.29,228.04,242.47,243.66,242.76
2025-11-17,234.05,238.85,231.7,243.48,229.41,240.08,232.94,225.75,228.15,235.49
2025-11-18,223.04,222.36,220.6,226.92,229.48,233.22,222.16,224.39,211.82,222.58
2025-11-19,223.5,231.77,230.7,223.16,233.45,218.11,228.67,228.31,214.76,232.93
2025-11-20,217.08,209.65,227.84,216.53,224.36,211.94,209.86,211.27,212.22,213.83
2025-11-21,216.6,222.76,228.1,216.11,230.89,223.08,219.22,212.97,227.41,213.36
2025-11-24,230.72,227.67,221.67,223.61,232.01,231.66,236.24,235.99,220.59,226.18
2025-11-25,233.11,234.57,229.8,225.64,226.61,229.02,221.4,226.13,227.34,230.19
2025-11-26,231.74,229.03,224.91,237.28,217.64,226.02,220.32,222.54,228.18,229.62
2025-11-28,226.47,234.79,233.82,244.39,242.63,242.22,238.05,236.96,236.68,235.21
2025-12-01,238.62,236.65,236.99,234.74,237.85,231.5,239.21,240.23,241.4,228.47
2025-12-02,230.52,241.79,237.74,238.41,239.53,235.01,233.58,231.18,239.1,230.22
2025-12-03,233.66,237.07,231.1,225.86,227.62,228.31,230.78,236.19,239.45,238.12
2025-12-04,224.34,226.42,225.48,234.6,230.49,228.77,232.29,232.05,223.04,235.36
2025-12-05,230.72,225.23,233.65,222.83,230.38,231.12,227.25,232.76,233.81,225.63
2025-12-08,220.81,221.22,224.27,228.85,232.46,229.84,229.23,232.04,230.51,230.27
2025-12-09,232.09,227.81,222.6,233.2,233.86,233.5,230.57,221.9,222.27,224.94
2025-12-10,235.48,236.76,225.39,230.15,227.86,235.8,234.79,234.16,225.21,229.14
2025-12-11,232.28,227.25,228.07,236.11,224.96,235.99,231.35,230.56,236.72,228.89
2025-12-12,222.11,221.96,227.18,230.65,223.9,232.02,226.83,227.51,228.49,229.24
2025-12-15,225.72,222.33,217.76,216.42,218.58,227.55,226.62,224.3,224.78,220.92
2025-12-16,226.38,218.99,217.26,218.08,222.71,223.95,224.48,223.43,228.15,227.24
2025-12-17,222.14,226.2,220.66,223.33,220.99,218.09,226.85,226.4,225.64,223.91
2025-12-18,228.12,230.99,221.75,227.26,229.45,225.39,227.54,229.17,229.96,230.16
