date,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10
2025-09-30,60.86,64.26,63.36,60.63,65.99,64.71,63.24,60.0,63.59,62.59
2025-10-01,60.83,59.55,59.58,62.94,63.41,62.02,59.98,62.76,63.97,63.0
2025-10-02,60.87,59.52,61.73,61.53,59.24,59.62,60.75,59.16,62.01,60.16
2025-10-03,60.26,60.76,58.85,60.59,61.98,61.28,63.99,65.03,59.5,56.93
2025-10-06,63.5,60.51,61.8,60.09,59.44,63.31,62.67,61.09,59.28,58.86
2025-10-07,63.54,63.23,62.77,61.57,60.77,60.01,59.75,61.97,65.48,59.59
2025-10-08,60.7,62.51,63.07,61.87,63.99,65.38,64.24,64.46,61.45,62.05
2025-10-09,61.01,62.2,61.87,60.45,62.39,62.87,62.66,60.24,60.35,63.21
2025-10-10,62.2,63.28,59.41,60.33,61.24,56.89,55.87,61.54,63.16,60.11
2025-10-13,60.81,62.66,57.17,60.98,61.99,60.01,57.51,61.79,54.43,56.48
2025-10-14,58.57,57.79,61.17,56.75,56.61,59.56,60.27,61.66,55.85,60.49
2025-10-15,56.69,59.85,59.4,60.51,57.25,59.75,66.41,62.61,62.49,60.31
2025-10-16,58.7,57.95,59.33,56.72,58.47,55.93,56.39,66.11,58.82,56.1
2025-10-17,54.88,58.22,60.53,59.48,59.22,56.38,55.56,55.87,56.89,57.31
2025-10-20,55.96,55.09,59.74,59.57,55.49,58.5,61.05,55.4,55.85,58.87
2025-10-21,58.43,58.35,56.41,59.53,58.65,55.81,55.9,58.87,61.04,58.14
2025-10-22,59.66,57.33,56.99,57.98,57.12,56.76,63.07,60.24,60.16,56.21
2025-10-23,61.78,61.27,59.01,60.04,60.9,61.98,65.32,63.22,57.64,62.68
2025-10-24,60.05,62.86,59.38,61.47,65.01,62.16,61.8,58.63,60.77,63.57
2025-10-27,62.92,60.81,61.59,65.23,63.9,63.52,63.19,62.49,59.44,58.19
2025-10-28,58.53,58.92,61.0,58.79,61.98,57.61,61.62,59.75,60.24,62.36
2025-10-29,58.39,59.73,59.84,60.51,61.5,62.32,55.02,61.0,59.43,60.77
2025-10-30,59.17,60.13,61.77,59.68,62.52,61.68,59.53,61.26,60.24,61.0
2025-10-31,62.5,60.88,59.18,58.99,62.99,63.48,63.64,63.41,58.46,65.88
2025-11-03,63.39,62.67,60.65,61.27,62.1,59.52,59.43,64.79,62.16,61.99
2025-11-04,62.51,63.45,59.5,61.0,60.61,61.47,62.37,59.01,60.22,63.79
2025-11-05,60.97,58.2,59.98,60.7,59.24,58.17,58.28,61.25,58.49,60.5
2025-11-06,60.23,60.76,58.28,58.69,60.47,57.85,58.98,59.26,61.2,58.59
2025-11-07,57.86,60.71,58.84,58.77,60.0,61.76,61.67,58.61,61.25,57.04
2025-11-10,61.87,59.74,60.0,59.49,57.56,61.24,60.4,62.7,57.92,58.59
2025-11-11,61.27,59.07,62.18,62.71,58.73,59.99,62.51,61.15,61.35,62.1
2025-11-12,58.95,59.99,56.47,60.26,57.01,57.43,55.39,61.89,58.7,58.66
2025-11-13,57.54,59.67,57.1,57.73,58.98,59.18,59.51,55.87,59.81,57.39
2025-11-14,61.0,60.52,62.46,61.86,58.31,58.94,56.13,59.19,59.74,61.45
2025-11-17,58.58,60.05,58.54,57.39,61.08,58.04,59.03,61.54,58.76,60.78
2025-11-18,62.34,61.23,60.31,60.71,58.96,63.26,59.6,59.29,57.81,58.08
2025-11-19,59.52,57.04,60.21,61.2,60.85,59.95,57.86,60.79,61.78,60.97
2025-11-20,60.26,58.86,57.99,57.12,58.13,59.14,57.73,64.66,60.15,59.02
2025-11-21,60.97,59.99,60.5,59.5,56.14,56.49,59.72,57.81,60.4,55.88
2025-11-24,58.48,59.36,60.37,61.41,60.49,60.72,60.9,56.21,62.46,56.53
2025-11-25,59.5,59.85,59.19,59.99,58.53,60.9,57.86,60.24,58.2,55.2
2025-11-26,58.77,59.24,59.8,57.91,60.28,57.24,56.73,57.45,58.47,61.55
2025-11-28,58.09,61.39,58.99,56.95,55.75,59.24,56.56,60.64,58.49,59.41
2025-12-01,57.18,60.49,61.74,57.52,59.28,57.95,58.48,60.12,60.73,60.94
2025-12-02,60.49,58.45,57.27,57.96,61.27,60.22,56.6,59.92,58.16,57.75
2025-12-03,60.02,57.02,57.99,59.37,57.94,58.09,60.99,58.74,59.06,60.48
2025-12-04,60.87,59.46,64.12,59.26,58.94,58.24,58.58,60.76,55.75,57.69
2025-12-05,59.32,62.38,58.07,58.87,57.24,58.24,57.73,58.76,62.87,61.83
2025-12-08,57.05,59.28,58.49,60.95,57.67,56.95,60.41,58.98,56.79,57.51
2025-12-09,56.11,59.24,56.74,59.59,57.35,61.19,57.99,58.62,59.83,60.81
2025-12-10,59.49,58.86,58.83,55.99,57.59,56.75,57.51,59.78,60.26,60.49
2025-12-11,58.27,58.48,56.73,56.39,56.58,57.82,58.36,56.95,57.03,57.34
2025-12-12,58.23,58.02,59.45,58.42,55.32,58.49,58.98,55.52,57.12,56.56
