date,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10
2026-04-08,350.81,338.67,339.53,355.29,338.99,330.32,334.26,337.14,357.59,356.96
2026-04-09,339.94,360.5,345.9,346.48,359.13,353.59,352.27,350.22,347.91,346.73
2026-04-10,350.26,336.17,355.88,353.73,346.68,359.52,355.17,352.18,351.69,349.34
2026-04-13,359.51,341.74,360.78,351.46,353.84,357.18,348.57,355.42,354.69,343.16
2026-04-14,374.9,368.01,352.69,378.18,357.64,363.03,360.93,362.45,373.57,368.44
2026-04-15,392.57,377.12,404.99,404.05,381.39,386.39,395.91,371.93,398.37,395.66
2026-04-16,374.81,409.34,382.38,376.43,396.94,394.03,388.2,399.43,369.99,377.71
2026-04-17,407.39,398.98,384.56,404.33,399.93,418.97,410.25,420.31,392.37,399.36
2026-04-20,398.71,396.6,409.5,403.3,411.34,375.79,406.43,373.43,380.12,402.27
2026-04-21,388.53,404.74,385.36,394.75,384.6,406.12,401.97,394.32,390.77,370.62
2026-04-22,391.04,372.68,387.38,376.61,377.65,379.53,371.14,384.26,401.41,373.76
2026-04-23,387.62,385.5,361.82,373.1,389.1,379.95,384.66,357.8,376.52,377.92
2026-04-24,370.12,383.01,371.24,367.62,383.78,385.97,381.3,377.85,384.95,385.33
2026-04-27,383.29,387.43,380.91,365.67,362.87,394.04,361.16,369.88,377.26,376.52
2026-04-28,388.57,390.3,386.97,385.88,359.39,368.27,358.05,383.4,393.78,392.06
2026-04-29,381.62,370.35,357.0,360.99,373.31,378.18,380.47,373.78,387.6,385.81
2026-04-30,379.39,372.62,377.67,383.5,381.0,380.28,384.25,386.62,391.04,367.49
2026-05-01,382.23,404.17,399.39,379.59,400.55,388.88,390.41,390.82,377.38,395.39
2026-05-04,395.74,404.04,405.89,401.22,387.72,378.95,392.72,383.87,394.29,396.68
2026-05-05,391.88,380.89,401.53,396.68,404.72,381.39,388.13,379.72,395.59,383.17
2026-05-06,385.23,406.85,402.43,410.79,409.99,396.77,398.53,401.99,408.39,387.45
2026-05-07,397.41,424.48,408.47,416.57,423.62,410.9,410.45,410.2,408.09,405.79
2026-05-08,424.11,413.63,441.29,433.35,432.75,427.82,412.79,429.5,443.91,435.74
2026-05-11,447.02,454.97,426.92,428.27,429.15,462.28,461.89,458.44,438.29,439.72
2026-05-12,426.49,442.23,439.07,434.96,450.86,448.89,447.32,452.97,422.18,446.07
2026-05-13,432.63,460.43,437.14,439.59,449.7,443.49,428.38,441.46,443.0,435.39
2026-05-14,435.4,441.89,443.74,459.0,433.21,434.85,438.37,447.65,454.33,454.07
2026-05-15,407.18,428.69,422.48,436.65,436.21,431.86,437.29,414.43,412.91,437.02
2026-05-18,421.5,410.8,413.31,425.73,398.81,420.7,416.74,425.06,423.32,421.91
2026-05-19,388.23,414.22,412.83,420.65,420.0,408.14,395.67,416.14,397.8,395.2
2026-05-20,418.5,420.85,404.32,430.86,425.8,415.62,416.72,410.56,433.4,432.75
2026-05-21,407.37,400.57,403.06,429.68,435.19,422.77,418.61,405.49,431.97,435.7
2026-05-22,431.49,432.99,424.24,434.05,435.88,425.25,410.51,419.58,439.82,418.68
2026-05-26,425.85,418.76,421.24,430.24,449.66,446.72,445.48,433.25,434.34,429.08
2026-05-27,453.55,442.14,428.6,450.1,428.95,431.25,440.01,456.91,452.33,426.42
2026-05-28,458.69,456.04,436.9,439.64,427.17,452.09,450.17,439.18,430.01,434.33
2026-05-29,435.88,425.51,441.62,422.18,437.05,420.44,451.13,445.62,444.97,439.76
2026-06-01,433.69,428.52,408.03,420.6,399.9,416.81,415.88,414.63,408.79,425.26
2026-06-02,413.64,434.11,419.5,437.85,425.38,439.8,414.65,418.33,413.19,412.67
2026-06-03,410.03,425.21,428.92,434.49,417.52,406.39,436.54,432.13,440.28,405.95
2026-06-04,431.6,420.21,402.28,428.96,427.31,426.9,425.97,412.54,416.27,423.16
2026-06-05,392.13,399.51,374.96,375.62,378.02,384.73,388.45,388.87,390.95,401.03
2026-06-08,399.58,406.83,419.51,400.47,414.9,429.51,428.8,424.51,423.03,417.38
2026-06-09,389.09,404.02,416.16,414.04,379.33,409.21,398.96,413.69,412.38,410.69
2026-06-10,394.03,365.94,398.14,365.32,366.79,397.03,396.4,379.41,364.44,389.69
2026-06-11,415.76,383.18,414.51,406.48,392.08,401.84,410.53,409.16,404.46,379.96
2026-06-12,423.43,399.31,404.88,393.63,425.26,424.68,413.68,402.52,386.15,420.33
2026-06-15,411.46,420.79,412.92,426.84,393.87,403.15,404.94,394.85,404.01,406.77
2026-06-16,420.3,416.8,392.5,403.03,393.74,396.04,404.81,416.09,411.14,412.65
2026-06-17,412.62,397.58,405.59,389.01,412.13,396.36,400.35,382.73,406.41,404.81
2026-06-18,412.68,388.37,412.31,388.98,403.53,386.73,401.12,415.69,410.88,407.07
2026-06-22,407.12,411.15,399.05,414.97,410.39,416.56,409.83,396.36,393.24,411.87
2026-06-23,397.02,372.79,364.35,378.98,362.26,380.41,398.14,397.48,393.64,392.79
2026-06-24,358.9,393.08,389.2,371.23,375.03,390.08,389.45,379.99,379.13,358.2
2026-06-25,366.07,390.68,358.96,380.81,365.85,373.82,372.99,375.74,364.56,370.84
2026-06-26,383.33,367.43,361.06,382.08,397.72,370.51,392.7,361.32,386.49,387.4
2026-06-29,436.33,430.16,414.68,400.93,431.22,428.81,424.27,417.38,415.76,410.83
2026-06-30,427.74,430.36,419.85,433.45,444.4,400.14,413.86,414.13,417.88,440.69
2026-07-01,441.54,437.36,436.26,432.39,400.76,424.7,446.54,438.76,401.15,425.01
2026-07-02,389.26,370.2,418.11,412.46,409.25,407.17,401.94,399.4,395.32,391.62
2026-07-06,435.74,434.6,430.24,422.39,412.72,442.35,431.34,429.95,429.27,391.31
2026-07-07,417.79,375.25,410.32,381.97,382.24,391.65,394.46,402.03,408.84,410.98
2026-07-08,403.75,370.91,411.65,385.19,398.13,417.97,387.38,403.23,368.44,417.29
2026-07-09,413.5,421.78,420.66,381.29,411.18,398.71,410.83,408.16,380.86,397.17
2026-07-10,388.61,427.25,418.43,409.91,407.62,402.71,423.42,416.39,382.39,396.72
2026-07-13,389.6,408.82,397.16,378.59,387.11,395.34,399.16,415.89,379.89,416.44
2026-07-14,390.64,407.06,407.89,382.66,413.18,394.14,396.54,399.6,408.18,405.71
2026-07-15,400.32,384.39,387.01,391.83,405.07,394.92,379.17,402.78,404.42,386.14
2026-07-16,393.27,382.29,398.82,374.89,397.72,389.21,390.01,378.63,411.91,405.1
2026-07-17,387.58,391.48,383.03,372.06,380.51,396.75,390.91,385.88,369.47,374.92
