date,gex,gex_pct_1y
2025-01-28,57325398.76808345,0.6206896551724138
2025-01-29,30505152.183784932,0.5616438356164384
2025-01-30,55858291.58884407,0.6190476190476191
2025-01-31,-18343757.559658356,0.3581081081081081
2025-02-03,-15783498.636884257,0.37583892617449666
2025-02-04,-46365547.13516177,0.32
2025-02-05,58120949.35263606,0.6423841059602649
2025-02-06,59402263.57991569,0.6447368421052632
2025-02-07,-38797489.843047425,0.3333333333333333
2025-02-10,20813541.378422648,0.5454545454545454
2025-02-11,21317679.41685853,0.5483870967741935
2025-02-12,-22331576.606852226,0.3525641025641026
2025-02-13,131218317.90444483,0.7961783439490446
2025-02-14,102357419.36516199,0.7468354430379747
2025-02-18,119701454.57931153,0.7861635220125787
2025-02-19,130389991.3099861,0.79375
2025-02-20,48036000.38609977,0.5714285714285714
2025-02-21,-107954638.4047614,0.20987654320987653
2025-02-24,-127301322.61589737,0.17177914110429449
2025-02-25,-109593002.99455883,0.21341463414634146
2025-02-26,-78921545.89795728,0.24848484848484848
2025-02-27,-193550925.80182225,0.060240963855421686
2025-02-28,-89163197.34412438,0.24550898203592814
2025-03-03,-140504374.21585405,0.13690476190476192
2025-03-04,-130632830.19685777,0.16568047337278108
2025-03-05,-97218520.47713235,0.24705882352941178
2025-03-06,-129936361.52701952,0.1695906432748538
2025-03-07,-100680081.87243521,0.25
2025-03-10,-124416234.4476848,0.19653179190751446
2025-03-11,-124692974.08655299,0.19540229885057472
2025-03-12,-109005781.33072692,0.24
2025-03-13,-122595873.84637749,0.21022727272727273
2025-03-14,-127854474.03256205,0.1807909604519774
2025-03-17,-104943826.69284196,0.2640449438202247
2025-03-18,-133542089.66571063,0.1564245810055866
2025-03-19,-97805071.73714256,0.2833333333333333
2025-03-20,-112189122.99108206,0.23756906077348067
2025-03-21,-94814366.6127174,0.3021978021978022
2025-03-24,9217837.713476732,0.5300546448087432
2025-03-25,11320781.281183548,0.532608695652174
2025-03-26,-97431332.060655,0.2864864864864865
2025-03-27,-111055145.47278042,0.23655913978494625
