date,call_resistance,call_resistance_0dte,high_vol_level,put_support,put_support_0dte,1d_max,1d_min,distance_to_hvl_%,implied_vol_30d,total_gex,net_gex,expiring_gex,put_call_gex,total_dex,net_dex,put_call_dex,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10,hvl_0dte,gamma_wall_0dte,gex_1,gex_2,gex_3,gex_4,gex_5,gex_6,gex_7,gex_8,gex_9,gex_10,top_gex_strike_1,top_gex_strike_2,top_gex_strike_3,contract,pc_oi,gamma_condition,exp_move_1d_pct,option_score,momentum_score,volatility_score,seasonality_score
2026-03-30,24750,23600,23325,23000,22500,23545.71,22733.79,0.80%,27.85,9.65M,-2.22M,-0.69M,1.6,14.29B,-8.86B,4.26,24156.32,23693.59,23215.39,24265.39,23502.33,22730.81,23258.06,23853.51,23601.57,23456.59,23050.0,23600.0,23500.0,22750.0,23300.0,23250.0,22900.0,23750.0,22700.0,23700.0,22600.0,23900.0,23500,22750,23300,NQM2026,1.38,Negative,1.75,1,1,4,0
2026-03-31,24750,24000,23520,23000,23800,24280.34,23549.66,1.65%,24.25,10.56M,1.25M,0.47M,0.79,13.03B,-1.03B,1.17,24388.17,23823.63,24125.61,24001.69,23551.17,24739.79,24277.74,23311.34,23700.99,23961.55,23820.0,24000.0,23900.0,23700.0,24100.0,23850.0,23590.0,23500.0,24500.0,23250.0,24600.0,23300.0,23900,23700,24100,NQM2026,1.37,Positive,1.53,2,1,4,0
2026-04-01,24750,24400,24060,23000,24150,24553.36,23836.14,0.56%,23.53,10.95M,1.17M,0.65M,0.81,13.77B,454.55M,0.94,24408.02,24428.41,23903.0,24125.08,22976.77,23798.2,23841.54,24229.72,24841.79,24305.34,24060.0,24400.0,24000.0,24500.0,24100.0,24300.0,23900.0,23500.0,24800.0,23700.0,24900.0,24650.0,24000,24500,24100,NQM2026,1.38,Positive,1.48,2,1,4,0
2026-04-02,24750,24600,24070,23000,23880,24573.6,23862.4,0.61%,23.31,9.51M,0.93M,0.34M,0.82,12B,-510M,1.09,23668.96,24572.85,24245.39,25185.05,24972.74,24602.15,24454.1,23177.75,24425.13,24817.77,24070.0,24600.0,24000.0,24400.0,24500.0,24200.0,24300.0,24800.0,24900.0,24650.0,23800.0,24700.0,24000,24400,24500,NQM2026,1.31,Positive,1.47,2,1,4,0
2026-04-06,24500,24500,24290,23000,24000,24712.78,24004.22,0.28%,23.09,10.20M,1.68M,0.58M,0.72,11.9B,328.2M,0.95,24002.82,24502.39,25365.9,24762.13,24165.75,24674.93,25474.19,24397.47,24708.64,24661.69,24340.0,24500.0,24400.0,24600.0,24700.0,24550.0,24650.0,24750.0,24800.0,24900.0,23900.0,23800.0,24400,24600,24700,NQM2026,1.32,Positive,1.45,2,3,4,0
2026-04-07,24750,24500,24175,23500,23500,24741.36,24000.64,0.80%,24.12,10.02M,1.57M,0.35M,0.73,12.96B,534.9M,0.92,24257.41,23655.38,24748.34,25002.58,23730.27,23998.63,24505.46,24796.41,25315.12,24054.49,24175.0,24500.0,24600.0,24250.0,24400.0,24050.0,24300.0,24800.0,24000.0,24900.0,25000.0,25100.0,24600,24250,24400,NQM2026,1.27,Positive,1.52,2,3,4,1
2026-04-08,25500,25100,24390,25020,25020,25404.44,24744.06,2.73%,20.9,12.64M,3.13M,0.02M,0.6,15.92B,5.96B,0.46,25023.78,24457.52,24698.95,24941.32,25287.73,25181.27,24103.97,24292.29,24496.99,25687.58,25020.0,25100.0,24750.0,25000.0,25300.0,25400.0,25200.0,25600.0,24500.0,24600.0,25700.0,24550.0,24750,25000,25300,NQM2026,1.31,Positive,1.32,5,4,3,2
2026-04-09,25500,25250,24740,24000,24750,25535.79,24967.21,2.03%,17.87,13.42M,4.54M,1.60M,0.49,16.32B,7.76B,0.36,24710.21,25569.1,25680.72,24834.56,25204.09,25935.88,25812.09,25545.57,25376.5,23747.19,24990.0,25250.0,25300.0,25400.0,25000.0,25200.0,25100.0,25600.0,24900.0,25700.0,24800.0,25750.0,25300,25400,25000,NQM2026,1.33,Positive,1.13,5,4,2,0
2026-04-10,25500,25450,24740,24000,24875,25568.48,24994.02,2.14%,18.04,9.45M,3.19M,0.28M,0.49,13.26B,5.74B,0.4,25460.96,25900.0,25708.16,24996.38,25185.56,24824.19,25501.59,24661.22,25231.16,25358.72,24975.0,25450.0,25300.0,25400.0,25000.0,25200.0,25100.0,24750.0,25600.0,24900.0,25700.0,24800.0,25300,25400,25000,NQM2026,1.37,Positive,1.14,5,4,1,0
2026-04-13,25500,25600,24390,24000,25200,25842.55,25244.45,4.52%,18.59,9.76M,4.22M,0.20M,0.4,14.25B,8.02B,0.28,25242.65,24641.11,25656.14,25848.03,25906.28,24384.54,26573.08,25031.17,25289.31,25604.03,25090.0,25600.0,25300.0,25400.0,25750.0,25700.0,25250.0,26000.0,26100.0,25900.0,25000.0,25100.0,25300,25400,25750,NQM2026,1.36,Positive,1.17,5,4,1,0
2026-04-14,26000,26000,24740,24000,25660,26298.74,25694.76,4.83%,18.44,15.46M,6.67M,1.47M,0.4,20.36B,13.6B,0.2,25600.71,26294.36,25957.01,25763.55,25793.86,27125.1,25902.01,25692.69,25338.81,25465.32,25790.0,26000.0,26100.0,26250.0,25900.0,26200.0,25750.0,25500.0,26500.0,25600.0,25400.0,26300.0,26100,26250,25900,NQM2026,1.38,Positive,1.16,5,5,1,0
2026-04-15,26000,26050,24740,24000,25970,26681.73,26049.27,6.17%,19.04,9.81M,5.34M,0.34M,0.29,21.05B,16.5B,0.12,25908.62,26247.15,26513.97,25969.79,26054.91,25229.28,26008.8,26907.39,26683.4,25808.78,25230.0,26050.0,26500.0,26100.0,26300.0,26250.0,26200.0,25900.0,25750.0,26800.0,25800.0,26750.0,26500,26100,26300,NQM2026,1.39,Positive,1.2,5,5,1,0
2026-04-16,26500,26500,25290,24000,26325,26802.25,26172.25,4.52%,18.88,14.37M,5.84M,2.35M,0.42,23.21B,16.91B,0.16,25892.83,27247.31,26259.84,26007.6,26795.85,27065.03,27094.45,26398.06,26467.37,26558.47,25140.0,26500.0,26400.0,26250.0,26700.0,26750.0,26300.0,26000.0,27000.0,26100.0,25900.0,26900.0,26400,26250,26700,NQM2026,1.35,Positive,1.19,5,5,1,0
2026-04-17,26500,26650,25290,24000,26075,27142.4,26508.6,5.72%,18.75,7.80M,4.07M,0.60M,0.31,17.33B,13.3B,0.13,26497.4,27270.69,26876.22,26296.93,27463.87,26653.76,26553.2,26253.78,27085.12,26105.91,26270.0,26650.0,27000.0,26750.0,26700.0,26800.0,26550.0,26250.0,26400.0,27250.0,26200.0,26300.0,27000,26750,26700,NQM2026,1.33,Positive,1.18,5,5,1,0
2026-04-20,26500,26800,25275,25000,26560,27076.06,26421.44,5.51%,19.42,9.33M,3.92M,0.38M,0.41,17.24B,11.85B,0.19,26867.99,26804.09,26409.18,26552.58,27745.01,25921.1,26707.29,27113.83,26941.55,27198.47,26700.0,26800.0,27000.0,26750.0,26900.0,26600.0,26850.0,26250.0,26400.0,26100.0,27250.0,26200.0,27000,26750,26900,NQM2026,1.33,Positive,1.22,5,5,2,1
2026-04-21,26500,26960,26490,25000,26600,26976.42,26293.08,0.54%,20.36,12.68M,3.08M,-0.08M,0.61,18.97B,10.13B,0.3,26998.76,26653.11,27278.8,27315.52,27657.81,26752.27,26049.27,26491.22,27153.11,25994.14,26740.0,26960.0,26700.0,26750.0,26800.0,26900.0,26400.0,27000.0,27250.0,26250.0,26000.0,27200.0,26700,26750,26800,NQM2026,1.31,Positive,1.28,5,5,4,1
2026-04-22,26500,27150,26190,25000,26700,27419.44,26746.56,3.30%,19.72,13.39M,5.14M,0.48M,0.45,21.42B,14.71B,0.19,27938.58,26908.21,26744.37,27260.99,27088.82,27519.48,26451.53,26588.22,27426.17,26658.82,26925.0,27150.0,27000.0,27250.0,26750.0,27400.0,27100.0,27500.0,27700.0,27750.0,27600.0,26600.0,27000,27250,26750,NQM2026,1.34,Positive,1.24,5,5,2,3
2026-04-23,27000,27000,26490,25000,26800,27274.9,26593.1,1.65%,20.09,14.46M,4.30M,0.89M,0.54,20.98B,12.62B,0.25,27287.61,27209.05,26302.23,27102.93,27583.11,26803.59,26561.63,26346.78,26420.06,27088.51,26810.0,27000.0,27250.0,26750.0,26700.0,27200.0,27100.0,26500.0,27500.0,27400.0,27300.0,27600.0,27250,26750,26700,NQM2026,1.32,Positive,1.27,5,5,1,0
2026-04-24,27700,27700,25730,25000,26600,27790.47,27079.53,6.21%,20.57,9.06M,4.79M,0.67M,0.31,20.82B,16.07B,0.13,27671.83,27690.31,28075.4,28048.89,26826.34,27082.01,27649.91,27887.87,27027.38,26990.45,26790.0,27700.0,27500.0,27250.0,27750.0,27400.0,27200.0,28000.0,27000.0,26750.0,26800.0,27050.0,27500,27250,27750,NQM2026,1.31,Positive,1.3,5,5,2,0
2026-04-27,27700,27440,26490,25000,27200,27783.28,27097.72,3.46%,19.83,15.38M,5.65M,1.57M,0.46,22.86B,15.65B,0.19,27782.5,26796.49,26928.1,27801.14,27434.65,27175.41,27898.59,28710.33,28094.39,28873.81,27350.0,27440.0,27500.0,27600.0,27750.0,27250.0,27400.0,28000.0,27000.0,27800.0,27900.0,26800.0,27500,27600,27750,NQM2026,1.33,Positive,1.25,5,5,2,0
2026-04-28,27375,27375,27040,25000,27000,27513.63,26823.87,0.47%,20.15,16.22M,4.91M,1.66M,0.54,21.54B,12.13B,0.28,27520.39,26834.42,25825.78,27335.39,27753.91,29113.79,27854.61,27270.04,27372.3,26504.5,27090.0,27375.0,27500.0,27250.0,27100.0,27400.0,27200.0,26500.0,26750.0,27750.0,27800.0,27700.0,27500,27250,27100,NQM2026,1.28,Positive,1.27,5,5,2,0
2026-04-29,27500,27500,27190,25000,27275,27674.74,26975.76,0.49%,20.3,13.07M,3.72M,1.24M,0.56,21.65B,13.13B,0.24,28318.46,27020.21,27676.12,27498.86,27724.09,26404.37,27333.87,27633.71,27754.98,26945.34,27190.0,27500.0,27000.0,27600.0,27650.0,27250.0,27400.0,28000.0,27800.0,27750.0,27900.0,27700.0,27000,27600,27650,NQM2026,1.40,Positive,1.28,5,5,1,-1
2026-04-30,28000,27700,27240,25000,27200,27925.61,27266.39,1.29%,18.96,14.00M,5.05M,1.67M,0.47,18.73B,12.3B,0.21,27076.52,28104.08,27249.5,27650.59,27443.81,27959.71,26902.21,27744.49,26939.37,,27430.0,27700.0,27500.0,27800.0,27900.0,27750.0,27650.0,28250.0,28200.0,27250.0,28100.0,27950.0,27500,27800,27900,NQM2026,1.38,Positive,1.19,5,5,1,0
2026-05-01,28000,27800,26490,25000,27250,28172.24,27499.26,4.83%,19.19,8.67M,4.36M,0.73M,0.33,16.77B,12.41B,0.15,27433.38,27789.92,28069.9,27501.88,28491.92,28203.96,28324.51,28129.54,27246.42,26882.02,27440.0,27800.0,27500.0,27900.0,27750.0,27650.0,27700.0,28500.0,27400.0,28250.0,28200.0,27350.0,27500,27900,27750,NQM2026,1.34,Positive,1.21,5,5,1,-1
2026-05-04,28000,27900,27620,27000,27500,28118.19,27433.81,0.56%,19.56,13.63M,3.51M,1.01M,0.59,18.51B,10.79B,0.26,27428.54,27989.75,28117.41,28338.39,27068.63,28202.68,28802.82,27043.32,27195.95,27342.03,27720.0,27900.0,27800.0,28100.0,27950.0,27750.0,27650.0,28250.0,28200.0,27400.0,28400.0,28300.0,27800,28100,27950,NQM2026,1.53,Positive,1.23,5,5,1,0
2026-05-05,28500,28400,27970,27950,27950,28486.14,27785.86,0.59%,19.76,12.57M,3.04M,0.10M,0.61,20.08B,13.28B,0.2,28198.06,27979.74,27520.61,29064.53,27899.35,27780.24,28639.89,27819.77,28549.3,28718.38,28125.0,28400.0,28000.0,28300.0,28250.0,28200.0,27900.0,27500.0,28750.0,28700.0,27750.0,28600.0,28000,28300,28250,NQM2026,1.60,Positive,1.24,5,5,1,0
2026-05-06,29000,28750,27870,28325,28325,29086.08,28347.42,2.95%,20.42,13.09M,3.55M,-0.21M,0.57,24.14B,17.81B,0.15,28701.15,28323.07,28102.08,28613.13,28806.81,29515.84,27970.52,28263.18,28471.72,28976.31,28570.0,28750.0,28500.0,28700.0,28800.0,28400.0,28600.0,28000.0,28250.0,28300.0,29250.0,29300.0,28500,28700,28800,NQM2026,1.51,Positive,1.29,4,5,3,0
2026-05-07,29000,28800,27880,28710,28500,29040.25,28324.25,2.80%,19.81,14.35M,2.76M,0.24M,0.68,24.1B,16.11B,0.2,28828.48,28900.62,28116.47,28476.01,28299.73,29191.6,28261.86,29476.27,29055.17,28194.76,28570.0,28800.0,28750.0,28900.0,28400.0,28575.0,28600.0,28000.0,28250.0,29250.0,28300.0,29100.0,28750,28900,28400,NQM2026,1.50,Positive,1.25,4,5,1,0
2026-05-08,29000,29500,27740,27000,26500,29716.75,28948.25,5.43%,20.8,6.84M,3.37M,0.48M,0.34,21.92B,18.4B,0.09,29310.91,28758.7,28636.17,28997.32,29498.2,29588.06,29096.57,29278.64,30123.39,30001.54,28690.0,29500.0,29250.0,29300.0,29100.0,29200.0,29400.0,30000.0,28750.0,29750.0,28900.0,28700.0,29250,29300,29100,NQM2026,1.52,Positive,1.31,4,5,3,0
2026-05-11,30000,29600,27740,28850,29100,29824.34,29023.66,5.72%,21.6,8.37M,3.63M,0.56M,0.4,22.95B,18.3B,0.11,28713.85,29496.76,28158.97,29408.28,29243.51,29817.75,29905.86,28989.85,29094.58,29157.19,28975.0,29600.0,29500.0,29750.0,29250.0,29200.0,29400.0,29000.0,28750.0,28700.0,29900.0,28900.0,29500,29750,29250,NQM2026,1.47,Positive,1.36,4,5,3,0
2026-05-12,29000,29400,28990,28850,28900,29556.39,28783.61,0.62%,21.03,14.26M,2.85M,0.23M,0.67,24.6B,15.78B,0.22,29690.9,28791.77,28775.83,29742.08,29398.41,28608.29,28694.0,29503.58,29555.09,29188.03,29110.0,29400.0,29250.0,29500.0,29300.0,29100.0,28800.0,28500.0,29750.0,29600.0,29900.0,28475.0,29250,29500,29300,NQM2026,1.49,Positive,1.32,4,5,1,0
2026-05-13,30000,29330,28990,29300,29300,29880.56,29077.94,1.66%,21.61,14.69M,4.74M,0.99M,0.51,27.09B,19.58B,0.16,29292.49,28805.91,28743.58,30012.66,28916.85,28636.44,28453.0,29332.06,29511.33,29902.97,29325.0,29330.0,29250.0,29750.0,29600.0,29520.0,29500.0,29000.0,29900.0,28750.0,28800.0,30250.0,29250,29750,29600,NQM2026,1.38,Positive,1.36,4,5,3,0
2026-05-14,30000,30000,28990,29300,29300,30089.01,29286.49,2.35%,21.46,14.04M,4.50M,2.59M,0.51,27.13B,20.52B,0.14,29604.28,30100.26,29288.01,30126.59,29121.24,29518.96,30000.67,29698.12,30274.56,30367.76,29510.0,30000.0,29520.0,29750.0,29900.0,29800.0,29600.0,29000.0,29250.0,30250.0,30100.0,29100.0,29520,29750,29900,NQM2026,1.42,Positive,1.35,4,5,3,0
2026-05-15,30000,29600,29230,28600,29000,29634.69,28828.81,0.01%,21.88,7.88M,0.87M,-0.26M,0.8,16.93B,9.32B,0.29,29467.41,29608.46,29736.32,29265.96,29832.62,29503.99,28236.5,28541.31,28800.23,28916.16,29490.0,29600.0,29250.0,29500.0,29300.0,29400.0,28900.0,28500.0,29750.0,29900.0,28700.0,29800.0,29250,29500,29300,NQM2026,1.51,Positive,1.38,4,5,1,0
2026-05-18,29250,29400,29080,29010,29010,29479.72,28712.28,0.05%,20.94,14.85M,-0.44M,-1.32M,1.06,19.87B,7.79B,0.44,29396.27,30234.5,29104.17,28587.2,29054.13,28572.09,29751.1,29314.08,29915.47,29507.13,29080.0,29400.0,29000.0,29110.0,28900.0,28800.0,29225.0,28500.0,29750.0,28600.0,29500.0,28700.0,29000,29110,28900,NQM2026,1.58,Negative,1.32,2,5,1,-1
2026-05-19,29110,29110,28910,28600,28700,29312.76,28535.74,0.05%,21.32,14.74M,0.59M,0.87M,0.92,19.15B,6.6B,0.49,29108.0,28912.91,29309.19,28543.3,28802.11,29505.2,29028.66,29272.77,28445.84,28853.41,28910.0,29110.0,29250.0,28890.0,29000.0,29200.0,28750.0,28500.0,29500.0,28200.0,28250.0,28450.0,29250,28890,29000,NQM2026,1.55,Positive,1.34,1,4,2,0
2026-05-20,30000,29750,29100,28890,28890,29780.67,29000.33,0.99%,21.07,12.17M,1.51M,0.02M,0.78,19.22B,11.07B,0.27,29009.43,30102.48,29666.3,30002.06,28890.52,29097.54,27955.03,29144.13,28176.73,29591.51,29210.0,29750.0,29250.0,29500.0,29600.0,29300.0,29350.0,29800.0,29000.0,29900.0,28700.0,28750.0,29250,29500,29600,NQM2026,1.65,Positive,1.33,4,4,1,3
2026-05-21,29330,29330,29240,29000,29000,29818.51,29075.99,0.70%,20.01,13.52M,2.88M,1.28M,0.65,19.22B,12.11B,0.23,29070.87,29998.33,29333.3,28897.4,29825.3,29182.25,29433.78,29245.16,28995.44,,29270.0,29330.0,29250.0,29500.0,29510.0,29700.0,29750.0,30000.0,29900.0,28750.0,28900.0,30100.0,29250,29500,29510,NQM2026,1.60,Positive,1.26,4,4,1,3
2026-05-22,30000,29500,28960,28000,29000,29930.56,29186.94,2.03%,19.97,7.46M,2.08M,0.34M,0.56,15.98B,11.2B,0.18,28589.94,29670.29,29135.28,28953.62,30531.86,30876.47,28792.85,30191.23,29497.06,30324.79,29240.0,29500.0,29250.0,29750.0,29600.0,29700.0,29300.0,30250.0,30300.0,30200.0,30100.0,28900.0,29250,29750,29600,NQM2026,1.62,Positive,1.26,4,4,1,5
2026-05-26,30000,30000,28990,28000,28700,30470.23,29676.77,3.60%,20.94,6.19M,2.49M,0.27M,0.43,17.35B,14.13B,0.1,30476.85,29985.36,30074.86,29682.43,29494.95,29816.68,29530.23,29751.41,29211.6,30168.52,29250.0,30000.0,29750.0,29700.0,29800.0,29900.0,30250.0,30500.0,29500.0,29600.0,30700.0,29300.0,29750,29700,29800,NQM2026,1.66,Positive,1.32,4,4,1,4
2026-05-27,30000,30120,29940,29400,29700,30432.32,29662.18,0.36%,20.34,13.64M,3.72M,1.29M,0.57,20.08B,13.93B,0.18,29664.32,30691.78,29329.79,30444.99,30390.91,29565.3,30032.15,30273.52,29934.58,29859.29,29930.0,30120.0,30300.0,30230.0,30400.0,30250.0,30200.0,30500.0,30600.0,30750.0,30700.0,29600.0,30300,30230,30400,NQM2026,1.57,Positive,1.28,4,4,1,4
2026-05-28,30300,30400,29240,29400,30500,30684.69,29929.31,3.52%,19.78,9.09M,3.75M,1.75M,0.42,19.37B,15.86B,0.1,29824.53,30411.86,30295.14,30696.76,30877.84,30515.28,29992.18,30069.76,30897.34,30492.21,29920.0,30400.0,30000.0,30250.0,30350.0,30200.0,30600.0,31000.0,29750.0,30700.0,30750.0,30900.0,30000,30250,30350,NQM2026,1.61,Positive,1.25,4,4,1,0
2026-05-29,30500,30300,29225,29400,29720,30774.78,30035.72,3.88%,19.29,6.42M,2.58M,0.74M,0.43,13.84B,10.9B,0.12,29980.01,30051.58,30686.59,30776.81,30968.29,29713.78,30566.2,30615.09,31173.22,30391.66,29960.0,30300.0,30200.0,30600.0,30250.0,30400.0,30750.0,30000.0,31000.0,30900.0,29750.0,30800.0,30200,30600,30250,NQM2026,1.50,Positive,1.22,5,5,1,0
2026-06-01,30480,30480,30390,29400,30300,30954.74,30177.76,0.58%,20.18,13.60M,5.69M,2.99M,0.41,17.47B,12.98B,0.15,30682.87,30170.95,30453.64,31186.92,30657.65,29942.39,31000.86,30862.16,31262.24,31673.94,30425.0,30480.0,30500.0,30430.0,30670.0,30700.0,30900.0,31000.0,30000.0,31250.0,31100.0,29800.0,30500,30430,30670,NQM2026,1.51,Positive,1.27,5,5,1,0
2026-06-02,30670,30670,30660,30650,30650,31100.18,30325.32,0.17%,20.03,14.53M,3.52M,1.23M,0.61,18.46B,12.82B,0.18,30660.95,30309.67,30258.14,31485.85,30999.91,29925.67,30450.95,31318.63,31060.45,30098.12,30650.0,30670.0,30630.0,30500.0,31000.0,30900.0,30700.0,30000.0,30200.0,31250.0,30250.0,31150.0,30630,30500,31000,NQM2026,1.60,Positive,1.26,4,5,2,0
