date,call_resistance,call_resistance_0dte,high_vol_level,put_support,put_support_0dte,1d_max,1d_min,distance_to_hvl_%,implied_vol_30d,total_gex,net_gex,expiring_gex,put_call_gex,total_dex,net_dex,put_call_dex,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10,hvl_0dte,gamma_wall_0dte,gex_1,gex_2,gex_3,gex_4,gex_5,gex_6,gex_7,gex_8,gex_9,gex_10,top_gex_strike_1,top_gex_strike_2,top_gex_strike_3,contract,pc_oi,gamma_condition,exp_move_1d_pct,option_score,momentum_score,volatility_score,seasonality_score
2026-03-24,6800,6700,6700,6500,6500,6694.36,6517.64,1.42%,21.23,476.38M,-163.04M,-4.85M,2.04,193.18B,-60.9B,1.92,6695.36,6748.2,6432.97,6598.49,6775.31,6852.22,6536.51,6519.21,6461.66,6573.36,6640.0,6700.0,6600.0,6550.0,6650.0,6525.0,6575.0,6450.0,6750.0,6475.0,6725.0,6775.0,6600,6550,6650,ESM2026,2.79,Negative,1.34,1,1,4,3
2026-03-25,6800,6750,6700,6500,6600,6716.16,6565.34,0.89%,18.03,496.90M,-131.71M,-1.42M,1.72,187.95B,-43.43B,1.6,6505.69,6621.95,6573.42,6725.38,6599.79,6978.65,6674.35,6562.72,6640.54,6440.64,6640.0,6750.0,6650.0,6675.0,6625.0,6575.0,6660.0,6550.0,6525.0,6725.0,6775.0,6540.0,6650,6675,6625,ESM2026,2.72,Negative,1.14,1,1,4,3
2026-03-26,6800,6590,6700,6500,6500,6618.69,6431.31,2.68%,22.79,495.94M,-217.34M,-50.10M,2.56,211.83B,-90.49B,2.49,6671.53,6643.4,6599.11,6445.24,6373.3,6327.96,6677.69,6420.66,6432.65,6590.03,6585.0,6590.0,6450.0,6550.0,6600.0,6525.0,6575.0,6400.0,6650.0,6350.0,6375.0,6625.0,6450,6550,6600,ESM2026,2.58,Negative,1.44,1,1,4,0
2026-03-27,6800,6750,6700,6500,6400,6513.75,6310.75,4.49%,25.13,361.72M,-222.22M,-16.19M,4.19,210B,-113.36B,3.35,6572.42,6251.35,6602.05,6513.99,6311.56,6474.25,6220.2,6523.83,6547.72,6431.32,6625.0,6750.0,6450.0,6350.0,6475.0,6375.0,6325.0,6300.0,6550.0,6600.0,6525.0,6250.0,6450,6350,6475,ESM2026,2.51,Negative,1.58,1,1,5,0
2026-03-30,6800,6600,6550,6300,6400,6486.35,6290.15,2.53%,24.38,443.89M,-200.54M,-30.03M,2.65,221.4B,-112.5B,3.07,6478.52,6671.7,6585.3,6421.02,6287.86,6540.22,6598.74,6613.34,6573.32,6488.49,6480.0,6600.0,6450.0,6350.0,6375.0,6475.0,6325.0,6500.0,6200.0,6250.0,6525.0,6275.0,6450,6350,6375,ESM2026,2.39,Negative,1.54,1,1,5,0
2026-03-31,6800,6620,6550,6500,6450,6656.81,6484.69,0.32%,20.79,450.34M,-58.94M,13.64M,1.3,181.22B,-23.96B,1.3,6343.14,6567.81,6215.24,6404.12,6423.76,6667.8,6743.38,6546.37,6397.14,6796.9,6550.0,6620.0,6600.0,6525.0,6650.0,6625.0,6585.0,6400.0,6700.0,6675.0,6425.0,6680.0,6600,6525,6650,ESM2026,2.77,Negative,1.31,1,1,4,0
2026-04-01,6800,6720,6600,6500,6500,6701.72,6533.78,0.27%,20.14,505.66M,-65.61M,-7.30M,1.3,188.57B,-12.42B,1.14,6538.42,6676.56,6702.34,6627.29,6599.59,6588.75,6284.85,6649.35,6497.38,6440.97,6590.0,6720.0,6550.0,6675.0,6700.0,6650.0,6680.0,6450.0,6750.0,6725.0,6775.0,6730.0,6550,6675,6700,ESM2026,2.87,Negative,1.27,2,1,4,0
2026-04-02,6800,6700,6605,6500,6550,6704.22,6540.28,0.26%,19.65,465.56M,-64.44M,0.32M,1.32,182.18B,-11.97B,1.14,6472.11,6717.52,6789.23,6738.53,6728.21,6550.7,6414.11,6828.79,6605.06,6629.02,6605.0,6700.0,6600.0,6675.0,6575.0,6670.0,6640.0,6750.0,6725.0,6775.0,6475.0,6760.0,6600,6675,6575,ESM2026,2.83,Negative,1.24,1,2,4,0
2026-04-06,6800,6700,6605,6500,6600,6731.65,6570.35,0.69%,19.25,485.76M,-27.50M,10.44M,1.12,177.85B,1.62B,0.98,6732.06,6613.22,6642.64,6739.66,6662.43,6721.86,6486.14,6874.21,6563.16,6762.55,6635.0,6700.0,6725.0,6675.0,6720.0,6670.0,6730.0,6750.0,6550.0,6775.0,6760.0,6740.0,6725,6675,6720,ESM2026,2.80,Negative,1.21,2,3,4,0
2026-04-07,6800,6725,6625,6500,6500,6741.2,6572.3,0.48%,20.14,502.37M,-30.62M,5.74M,1.13,190B,554.8M,0.99,6773.53,6726.93,6539.73,6615.2,6827.85,6462.12,6808.45,6482.86,6500.58,6526.75,6615.0,6725.0,6675.0,6600.0,6700.0,6720.0,6730.0,6750.0,6775.0,6550.0,6525.0,6825.0,6675,6600,6700,ESM2026,2.88,Negative,1.27,2,3,4,2
2026-04-08,6900,6900,6715,6500,6700,6894.96,6752.54,1.59%,16.57,591.05M,113.03M,18.52M,0.68,198.2B,73.29B,0.46,6787.54,6743.9,6654.79,6812.65,6851.92,6863.98,6560.94,6722.19,6899.61,6751.11,6785.0,6900.0,6850.0,6800.0,6825.0,6775.0,6875.0,6750.0,6725.0,6925.0,6730.0,6910.0,6850,6800,6825,ESM2026,2.93,Positive,1.04,5,4,3,2
2026-04-09,6900,6900,6705,6500,6775,6930.29,6796.21,2.31%,15.51,609.42M,156.89M,56.17M,0.59,201.5B,91.25B,0.38,6900.74,6865.71,6716.96,6963.01,6813.12,6851.28,6979.04,6624.13,6990.39,6841.06,6805.0,6900.0,6850.0,6875.0,6825.0,6800.0,6870.0,6950.0,6975.0,6750.0,6760.0,6970.0,6850,6875,6825,ESM2026,2.96,Positive,0.98,5,4,2,0
2026-04-10,6900,6900,6705,6500,6750,6922.46,6788.04,2.19%,15.56,474.65M,101.49M,13.93M,0.65,174.58B,70.82B,0.42,6910.22,6902.83,6973.52,7023.04,6687.12,6966.33,6922.78,6828.88,6502.65,6642.81,6795.0,6900.0,6850.0,6800.0,6875.0,6870.0,6825.0,6775.0,6925.0,6975.0,6950.0,6725.0,6850,6800,6875,ESM2026,2.79,Positive,0.98,5,4,1,0
2026-04-13,7000,6950,6715,6500,6825,6987,6858.5,3.00%,14.73,489.53M,151.76M,20.74M,0.53,188.26B,100.6B,0.3,6946.95,6856.2,6678.02,6841.48,7143.26,7202.34,7165.27,7000.64,6962.09,6935.51,6825.0,6950.0,6900.0,6875.0,6975.0,6925.0,6870.0,6800.0,6850.0,7050.0,7025.0,6820.0,6900,6875,6975,ESM2026,2.87,Positive,0.93,5,4,1,0
2026-04-14,7000,7000,6795,6500,6950,7068.23,6941.27,2.99%,14.39,659.94M,185.88M,16.60M,0.56,236.57B,140.75B,0.25,6941.47,6950.24,7037.64,6991.03,6899.97,6978.36,6837.64,6889.77,6911.77,7010.85,6980.0,7000.0,7050.0,7025.0,6975.0,7020.0,7010.0,7100.0,6900.0,7075.0,7125.0,6910.0,7050,7025,6975,ESM2026,3.03,Positive,0.91,5,4,1,0
2026-04-15,7100,7020,6795,6500,6750,7124.57,6996.43,3.76%,14.4,523.99M,214.04M,25.36M,0.42,240.07B,167.1B,0.18,7100.23,7124.04,7021.67,7041.69,6940.15,6954.37,7011.1,7061.37,6835.69,6889.57,6855.0,7020.0,7000.0,7050.0,7025.0,7075.0,7010.0,6950.0,7150.0,6975.0,7125.0,6970.0,7000,7050,7025,ESM2026,2.93,Positive,0.91,5,5,1,0
2026-04-16,7100,7100,6905,6500,7040,7140.91,7013.09,2.43%,14.34,646.60M,171.05M,56.42M,0.58,252.8B,162.8B,0.22,7059.44,7087.15,7012.71,7137.66,6902.14,7110.98,7099.67,6957.58,6920.48,6952.3,6965.0,7100.0,7050.0,7025.0,7125.0,7075.0,7020.0,7200.0,7150.0,7000.0,6975.0,6950.0,7050,7025,7125,ESM2026,2.99,Positive,0.9,5,5,1,1
2026-04-17,7200,7170,6905,6500,7000,7225.53,7097.47,3.58%,14.19,410.24M,170.01M,25.39M,0.41,205B,146.2B,0.17,7098.89,7228.82,7158.44,7332.31,7072.9,7224.57,7001.48,7281.46,7046.81,7021.07,7000.0,7170.0,7100.0,7150.0,7125.0,7175.0,7225.0,7050.0,7250.0,7075.0,7275.0,7070.0,7100,7150,7125,ESM2026,2.75,Positive,0.89,5,5,1,0
2026-04-20,7200,7170,7035,6500,7050,7205.58,7090.42,1.58%,12.79,484.99M,113.85M,13.17M,0.62,204.6B,122.87B,0.25,7081.38,7200.55,7162.12,7265.85,7061.52,6897.69,6926.95,7138.75,7247.0,7414.23,7120.0,7170.0,7100.0,7150.0,7125.0,7175.0,7130.0,7250.0,7225.0,7075.0,7060.0,7080.0,7100,7150,7125,ESM2026,2.83,Positive,0.81,5,5,1,0
2026-04-21,7200,7200,7095,7030,7030,7171.7,7028.3,0.07%,16.03,645.83M,-2.18M,-26.96M,1.01,219.5B,85.44B,0.44,7173.92,7031.28,7103.2,7111.09,7238.19,7281.54,7199.98,6944.28,7059.66,7137.5,7125.0,7200.0,7150.0,7050.0,7100.0,7035.0,7130.0,7000.0,7225.0,7175.0,7180.0,6975.0,7150,7050,7100,ESM2026,2.73,Negative,1.01,5,5,2,0
2026-04-22,7200,7200,7095,7000,7075,7238.32,7104.18,1.06%,14.85,622.87M,135.81M,14.03M,0.64,217.94B,130.25B,0.25,7124.82,7172.51,7237.78,7091.78,7080.61,7229.56,7106.93,7199.85,7209.84,7288.72,7140.0,7200.0,7150.0,7225.0,7175.0,7180.0,7190.0,7250.0,7300.0,7050.0,7100.0,7275.0,7150,7225,7175,ESM2026,2.82,Positive,0.94,5,5,1,3
2026-04-23,7200,7200,7125,7000,7125,7212.41,7074.59,0.26%,15.31,634.01M,73.08M,14.07M,0.79,214.4B,111.37B,0.32,7210.63,7315.66,7216.66,7071.42,7059.34,7260.29,7199.87,7077.18,6904.03,7045.33,7125.0,7200.0,7150.0,7100.0,7175.0,7180.0,7190.0,7250.0,7225.0,7050.0,7025.0,7275.0,7150,7100,7175,ESM2026,2.89,Positive,0.96,5,5,2,1
2026-04-24,7250,7225,7045,7000,7000,7263.89,7125.61,2.08%,15.26,449.55M,124.68M,23.78M,0.57,195.28B,124.4B,0.22,7125.72,7157.0,7102.62,7255.25,7034.16,7085.44,7299.16,7263.18,7353.65,6998.45,7130.0,7225.0,7200.0,7150.0,7175.0,7180.0,7190.0,7300.0,7100.0,7125.0,7275.0,7325.0,7200,7150,7175,ESM2026,2.81,Positive,0.96,5,5,1,1
2026-04-27,7250,7250,7185,7170,7170,7273.34,7138.66,0.29%,14.84,555.28M,93.20M,-19.12M,0.71,202.1B,124.4B,0.24,7135.8,7303.03,7202.75,7233.86,7273.57,7153.14,7539.46,6828.84,7167.73,7036.46,7190.0,7250.0,7200.0,7225.0,7150.0,7220.0,7240.0,7300.0,7100.0,7275.0,7125.0,7325.0,7200,7225,7150,ESM2026,2.94,Positive,0.93,5,5,1,0
2026-04-28,7200,7200,7145,7100,7100,7238.44,7103.56,0.36%,14.93,541.57M,67.02M,-12.09M,0.78,194.15B,108.37B,0.28,7103.68,7234.17,7151.16,7686.04,7173.4,7131.38,7181.9,6815.22,7041.28,7083.95,7170.0,7200.0,7225.0,7175.0,7150.0,7220.0,7180.0,7300.0,7250.0,7275.0,7240.0,7050.0,7225,7175,7150,ESM2026,2.88,Positive,0.94,5,5,1,0
2026-04-29,7200,7200,7145,6900,7125,7236.77,7099.23,0.32%,15.23,523.66M,64.16M,23.43M,0.78,194.26B,104B,0.3,7101.79,7427.5,7201.85,7252.28,7232.12,7176.46,7153.15,6881.8,7222.25,7240.07,7155.0,7200.0,7225.0,7175.0,7100.0,7150.0,7220.0,7300.0,7250.0,7050.0,7275.0,7240.0,7225,7175,7100,ESM2026,2.98,Positive,0.96,5,5,2,-1
2026-04-30,7300,7250,7170,7000,7100,7308.64,7178.86,1.02%,14.22,513.01M,121.31M,33.20M,0.62,183.56B,115.92B,0.23,7172.37,7106.16,7152.36,7376.52,7308.88,7195.98,7207.32,7341.5,7231.48,7113.38,7170.0,7250.0,7200.0,7225.0,7275.0,7240.0,7230.0,7350.0,7150.0,7175.0,7325.0,7320.0,7200,7225,7275,ESM2026,3.12,Positive,0.9,5,5,1,0
2026-05-01,7300,7300,7170,7000,7150,7323.74,7192.26,1.21%,14.38,392.55M,108.11M,14.72M,0.57,160.45B,105.1B,0.21,7302.14,7152.02,7192.42,7223.96,7323.85,7252.9,7198.9,7126.96,7275.35,7353.22,7155.0,7300.0,7250.0,7200.0,7225.0,7275.0,7240.0,7350.0,7375.0,7325.0,7175.0,7360.0,7250,7200,7225,ESM2026,3.16,Positive,0.91,5,5,1,0
2026-05-04,7300,7245,7220,7175,7200,7297.11,7163.39,0.14%,14.68,539.05M,6.16M,-24.90M,0.98,170.17B,81.28B,0.35,7246.85,7299.45,7166.77,7227.81,7377.25,7124.24,7049.05,7117.29,7176.21,7201.89,7230.0,7245.0,7250.0,7275.0,7225.0,7240.0,7290.0,7100.0,7350.0,7150.0,7325.0,7125.0,7250,7275,7225,ESM2026,3.21,Positive,0.92,5,5,1,0
2026-05-05,7300,7300,7265,7260,7260,7354.25,7220.25,0.31%,14.59,555.71M,87.57M,-12.64M,0.73,175.46B,106.94B,0.24,7225.52,7327.74,7248.08,7351.2,7262.01,7176.78,7199.62,7300.5,7128.06,7277.94,7265.0,7300.0,7350.0,7325.0,7275.0,7250.0,7225.0,7400.0,7375.0,7200.0,7175.0,7360.0,7350,7325,7275,ESM2026,3.08,Positive,0.92,5,5,1,0
2026-05-06,7400,7400,7220,7320,7320,7457,7322,2.29%,14.5,542.20M,176.65M,24.65M,0.51,200.7B,147.14B,0.15,7320.79,7453.4,7424.82,7350.47,7400.2,7052.04,7499.34,7196.65,7232.16,7288.6,7340.0,7400.0,7375.0,7350.0,7450.0,7425.0,7380.0,7500.0,7300.0,7475.0,7290.0,7275.0,7375,7350,7450,ESM2026,3.08,Positive,0.91,5,5,1,0
2026-05-07,7400,7425,7345,7275,7300,7429.5,7296.5,0.24%,14.34,585.98M,94.99M,7.19M,0.72,197.46B,126.8B,0.22,7399.61,7428.86,7348.13,7309.01,7217.44,7298.32,7493.95,7376.84,7367.6,7449.31,7365.0,7425.0,7375.0,7350.0,7325.0,7380.0,7370.0,7450.0,7475.0,7250.0,7430.0,7290.0,7375,7350,7325,ESM2026,3.12,Positive,0.9,5,5,1,0
2026-05-08,7400,7415,7285,7275,7275,7486.47,7351.53,1.81%,14.44,407.85M,152.01M,24.91M,0.46,182.7B,139.73B,0.13,7414.34,7547.53,7349.35,7395.42,7484.42,7421.21,7333.34,7275.12,7326.94,7445.09,7335.0,7415.0,7450.0,7375.0,7425.0,7475.0,7430.0,7500.0,7300.0,7350.0,7550.0,7525.0,7450,7375,7425,ESM2026,3.11,Positive,0.91,5,5,1,-1
2026-05-11,7500,7475,7220,7000,7350,7507.37,7366.13,2.91%,15.07,409.37M,153.53M,16.01M,0.45,186.1B,141.2B,0.14,7369.53,7453.66,7117.16,7464.01,7509.19,7433.38,7325.67,7670.76,7794.18,7749.61,7370.0,7475.0,7400.0,7450.0,7375.0,7425.0,7440.0,7550.0,7525.0,7300.0,7325.0,7360.0,7400,7450,7375,ESM2026,3.14,Positive,0.95,5,5,1,0
2026-05-12,7500,7450,7385,7380,7380,7495.5,7357.5,0.56%,14.75,535.96M,99.79M,-11.70M,0.69,195B,133.92B,0.19,7428.65,7572.02,7400.89,7475.53,7556.96,7356.52,7526.82,7332.3,7494.66,7375.33,7425.0,7450.0,7400.0,7475.0,7375.0,7460.0,7440.0,7525.0,7550.0,7340.0,7530.0,7520.0,7400,7475,7375,ESM2026,3.14,Positive,0.93,5,5,1,0
2026-05-13,7500,7500,7365,7000,7450,7539.01,7399.99,1.40%,14.77,542.91M,172.03M,19.56M,0.52,204.94B,151.3B,0.15,7498.69,7422.55,7398.54,7374.14,7525.2,7538.23,7467.04,7605.27,7510.58,7436.27,7475.0,7500.0,7525.0,7400.0,7425.0,7470.0,7460.0,7550.0,7600.0,7375.0,7575.0,7380.0,7525,7400,7425,ESM2026,3.10,Positive,0.93,5,5,1,0
2026-05-14,7550,7600,7365,7000,7490,7594.08,7456.92,2.13%,14.47,520.94M,197.03M,78.28M,0.45,217.3B,169.53B,0.12,7599.11,7503.28,7572.32,7454.89,7697.87,7423.32,7392.47,7413.11,7443.86,7490.92,7415.0,7600.0,7500.0,7525.0,7475.0,7575.0,7570.0,7450.0,7650.0,7400.0,7425.0,7625.0,7500,7525,7475,ESM2026,3.10,Positive,0.91,5,5,1,0
2026-05-15,7500,7460,7420,7000,7400,7502.16,7362.34,0.16%,14.93,366.24M,43.79M,2.84M,0.79,124.67B,62.88B,0.33,7500.97,7424.33,7490.28,7524.56,7321.21,7256.7,7398.75,7473.17,7585.75,7458.86,7435.0,7460.0,7450.0,7475.0,7375.0,7425.0,7480.0,7550.0,7525.0,7300.0,7570.0,7310.0,7450,7475,7375,ESM2026,2.68,Positive,0.94,5,5,1,-1
2026-05-18,7500,7460,7425,7350,7350,7493.71,7357.79,0.01%,14.53,461.87M,21.79M,-9.72M,0.91,131.24B,59.51B,0.38,7357.56,7633.52,7493.81,7292.96,7498.92,7522.89,7471.77,7349.25,7481.72,7625.96,7430.0,7460.0,7450.0,7475.0,7480.0,7400.0,7375.0,7300.0,7550.0,7525.0,7560.0,7310.0,7450,7475,7480,ESM2026,3.02,Positive,0.92,5,4,1,-1
2026-05-19,7500,7415,7385,7350,7350,7447.41,7308.59,0.09%,14.93,469.14M,-39.58M,-25.64M,1.18,130.75B,40.19B,0.53,7470.26,7423.16,7448.78,7311.23,7374.95,7405.62,7526.02,7611.43,7270.94,7322.23,7385.0,7415.0,7310.0,7425.0,7320.0,7335.0,7340.0,7300.0,7450.0,7250.0,7475.0,7480.0,7310,7425,7320,ESM2026,2.95,Negative,0.94,5,4,1,0
2026-05-20,7500,7530,7405,7200,7350,7519.11,7384.39,0.63%,14.35,466.80M,92.09M,9.13M,0.67,134.17B,72.58B,0.3,7520.3,7387.41,7471.07,7476.79,7087.5,7450.14,7529.71,7337.0,7759.37,7492.34,7420.0,7530.0,7450.0,7475.0,7480.0,7425.0,7460.0,7550.0,7525.0,7580.0,7575.0,7540.0,7450,7475,7480,ESM2026,2.69,Positive,0.9,5,4,1,2
2026-05-21,7500,7520,7415,7200,7400,7530.21,7401.79,0.68%,13.65,495.02M,122.30M,47.39M,0.6,135.3B,78.23B,0.27,7400.04,7522.43,7651.35,7417.14,7528.77,7572.75,7509.66,7228.83,7589.32,7607.27,7415.0,7520.0,7450.0,7525.0,7475.0,7480.0,7425.0,7550.0,7580.0,7350.0,7590.0,7575.0,7450,7525,7475,ESM2026,2.70,Positive,0.86,5,4,1,1
2026-05-22,7600,7590,7395,7200,7400,7555.43,7426.57,1.28%,13.65,355.46M,108.44M,32.87M,0.53,119.22B,76.9B,0.22,7396.11,7518.07,7594.11,7582.47,7383.21,7336.05,7484.35,7425.88,7824.95,7552.26,7405.0,7590.0,7500.0,7525.0,7550.0,7450.0,7475.0,7580.0,7425.0,7575.0,7570.0,7560.0,7500,7525,7550,ESM2026,2.65,Positive,0.86,5,4,1,2
2026-05-26,7580,7580,7420,7200,7475,7601.55,7472.45,1.55%,13.6,342.85M,119.62M,19.93M,0.48,121.66B,88.64B,0.16,7471.37,7543.8,7602.02,7548.4,7415.99,7579.02,7455.41,7681.21,7717.48,7640.95,7510.0,7580.0,7500.0,7600.0,7550.0,7525.0,7575.0,7450.0,7650.0,7425.0,7625.0,7620.0,7500,7600,7550,ESM2026,2.85,Positive,0.86,5,4,1,2
2026-05-27,7580,7580,7495,7200,7540,7602,7478,0.60%,13.05,467.69M,94.16M,7.42M,0.66,130.9B,85.87B,0.21,7582.43,7417.06,7548.15,7537.1,7597.75,7475.99,7626.44,7463.49,7492.53,7359.08,7550.0,7580.0,7600.0,7500.0,7525.0,7575.0,7570.0,7650.0,7625.0,7475.0,7450.0,7610.0,7600,7500,7525,ESM2026,2.84,Positive,0.82,5,4,1,2
2026-05-28,7600,7600,7495,7200,7475,7641.03,7522.47,1.14%,12.41,372.85M,149.37M,75.15M,0.43,130.2B,101.94B,0.12,7642.36,7519.32,7578.52,7636.94,7608.83,7725.33,7335.38,7697.86,7459.44,7677.73,7495.0,7600.0,7550.0,7575.0,7525.0,7580.0,7625.0,7500.0,7700.0,7650.0,7675.0,7510.0,7550,7575,7525,ESM2026,2.88,Positive,0.78,5,4,1,0
2026-05-29,7630,7630,7495,7200,7500,7653.04,7538.46,1.33%,11.97,319.54M,103.83M,33.22M,0.51,105.98B,77.25B,0.16,7650.6,7629.04,7590.77,7666.34,7736.41,7686.74,7788.35,7491.43,7507.04,7537.95,7555.0,7630.0,7600.0,7650.0,7550.0,7625.0,7575.0,7700.0,7675.0,7525.0,7680.0,7670.0,7600,7650,7550,ESM2026,2.89,Positive,0.75,5,4,1,0
2026-06-01,7650,7650,7595,7550,7550,7672.79,7553.71,0.24%,12.41,431.62M,54.28M,-4.91M,0.78,118.27B,78.44B,0.2,7628.1,7674.98,7550.58,7641.73,7649.47,7723.51,7608.7,7736.82,7586.93,7636.26,7600.0,7650.0,7625.0,7630.0,7640.0,7660.0,7610.0,7700.0,7500.0,7675.0,7525.0,7725.0,7625,7630,7640,ESM2026,3.38,Positive,0.78,5,4,1,0
