date,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10
2025-09-30,261.85,252.37,251.8,253.68,252.6,259.02,251.47,250.49,249.78,252.9
2025-10-01,260.55,253.54,259.24,250.09,254.59,261.97,250.44,255.22,256.45,248.4
2025-10-02,255.92,255.21,251.9,259.73,258.54,252.84,256.67,259.2,254.73,260.51
2025-10-03,256.46,263.47,252.72,252.55,252.13,257.28,254.58,256.86,261.23,258.66
2025-10-06,258.42,259.55,254.01,260.24,256.03,263.18,255.43,262.53,260.49,262.16
2025-10-07,253.55,254.84,256.8,255.73,262.68,260.22,252.25,253.99,258.29,250.57
2025-10-08,263.01,261.23,260.33,260.99,256.07,253.18,259.16,253.73,254.1,255.14
2025-10-09,256.72,259.81,258.5,250.64,254.78,253.8,257.95,255.61,254.95,252.33
2025-10-10,248.76,245.25,244.68,250.8,247.05,247.54,249.52,242.18,239.67,251.52
2025-10-13,246.26,244.73,249.27,250.73,247.62,245.46,248.52,244.03,248.1,252.31
2025-10-14,244.73,251.31,248.17,248.98,252.44,247.72,247.52,246.34,246.81,250.38
2025-10-15,246.09,248.42,246.34,251.48,252.46,248.79,254.01,254.25,255.12,250.28
2025-10-16,247.92,245.63,244.2,242.83,253.71,241.9,244.51,248.15,243.37,243.77
2025-10-17,250.3,246.74,252.89,249.71,253.7,258.2,256.72,250.43,255.27,254.84
2025-10-20,264.06,264.6,262.72,261.68,266.56,260.75,266.85,265.39,255.1,254.84
2025-10-22,263.69,254.7,252.32,262.4,258.71,264.36,262.73,261.34,252.08,256.48
2025-10-23,264.29,261.28,260.89,254.15,258.07,261.91,260.65,265.41,263.54,262.42
2025-10-24,268.09,260.56,266.64,264.93,264.02,263.83,263.43,261.14,257.24,259.86
2025-10-27,273.0,273.53,266.85,274.13,268.84,266.58,267.11,269.96,262.49,275.16
2025-10-28,265.37,270.8,272.86,271.89,269.77,267.16,267.68,274.07,262.71,275.23
2025-10-29,276.3,275.03,272.33,264.16,268.41,267.59,271.96,273.68,273.18,263.48
2025-10-30,275.33,275.66,266.88,267.57,273.69,278.07,267.73,271.33,273.13,270.7
2025-10-31,273.73,275.88,264.02,272.79,271.34,266.97,265.77,276.69,263.69,270.32
2025-11-03,266.22,269.58,269.9,271.93,270.2,271.11,268.1,269.14,264.56,268.45
2025-11-04,267.84,269.86,268.45,272.22,268.27,270.76,267.15,271.65,,
2025-11-05,268.53,270.95,271.91,269.35,270.23,271.63,270.68,269.11,,
2025-11-06,270.54,267.67,268.75,268.45,268.99,269.89,272.64,272.19,267.37,271.1
2025-11-07,271.74,270.65,267.15,266.43,267.76,268.04,268.4,269.5,,
2025-11-10,274.41,273.05,270.01,264.55,266.97,270.81,272.35,271.0,270.19,268.43
2025-11-11,280.02,276.54,278.44,271.39,271.76,280.52,280.86,278.86,277.67,277.53
2025-11-12,273.15,270.32,271.49,277.19,275.85,279.23,279.06,274.93,273.57,272.6
2025-11-13,278.7,271.41,271.65,273.22,276.68,276.2,275.0,267.88,273.81,278.24
2025-11-14,277.14,275.54,271.58,266.91,273.25,276.1,275.88,274.74,274.3,274.05
2025-11-17,266.92,268.03,266.39,272.58,263.33,268.82,265.74,267.42,263.04,263.75
2025-11-18,267.43,266.03,263.2,265.55,264.72,269.36,270.91,263.59,265.23,265.79
