date,net_gex,gex_percentile_1y
2025-04-07,-59328481.923322,0.015748031496062992
2025-04-08,-69350657.56301032,0.011811023622047244
2025-04-09,49427123.70865661,0.08661417322834646
2025-04-10,-25362.586922332644,0.05905511811023622
2025-04-11,35246453.90721541,0.08661417322834646
2025-04-14,110924483.8858411,0.16141732283464566
2025-04-15,92196527.39537743,0.12598425196850394
2025-04-16,-12303668.553153332,0.051181102362204724
2025-04-17,38326539.63752358,0.08661417322834646
2025-04-21,7148019.891227811,0.07114624505928854
2025-04-22,86282484.83678326,0.1225296442687747
2025-04-23,167511815.96286047,0.22134387351778656
2025-04-24,239428005.19963336,0.3241106719367589
2025-04-25,106218672.20692877,0.1422924901185771
2025-04-28,114044701.90203013,0.16205533596837945
2025-04-29,127982323.74752767,0.17786561264822134
2025-04-30,142410079.11848217,0.2015810276679842
2025-05-01,141239431.68282086,0.1976284584980237
2025-05-02,23997877.972522557,0.07114624505928854
2025-05-05,-10144661.645388791,0.05533596837944664
2025-05-06,9590567.793180156,0.07114624505928854
2025-05-07,-29335926.70962652,0.02766798418972332
2025-05-08,25325688.913232062,0.08695652173913043
2025-05-09,14056030.080385871,0.07905138339920949
2025-05-12,224331246.7009181,0.2964426877470356
2025-05-13,257500247.3807061,0.3557312252964427
2025-05-14,277214352.6656264,0.3715415019762846
2025-05-15,289806332.7765776,0.383399209486166
2025-05-16,174047760.26023018,0.25691699604743085
2025-05-19,147673451.05198503,0.22134387351778656
2025-05-20,129485095.44264418,0.2015810276679842
2025-05-21,21002213.870053552,0.08695652173913043
2025-05-22,9849022.82613898,0.07905138339920949
2025-05-23,-10613691.66344472,0.05928853754940711
2025-05-27,65093488.07571518,0.12301587301587301
2025-05-28,88201575.71731438,0.14682539682539683
2025-05-29,87813377.27942905,0.14682539682539683
2025-05-30,87273896.3200465,0.14682539682539683
2025-06-02,138782812.51901495,0.24110671936758893
2025-06-03,186041690.63794178,0.308300395256917
2025-06-04,190453089.8316842,0.31225296442687744
2025-06-05,123975932.11312215,0.22134387351778656
2025-06-06,134511920.81565893,0.23715415019762845
2025-06-09,97006806.81545074,0.17391304347826086
2025-06-10,170609521.4205839,0.2924901185770751
2025-06-11,46754705.31405293,0.11857707509881422
2025-06-12,90804748.15571779,0.16996047430830039
2025-06-13,39303466.15488022,0.11462450592885376
2025-06-16,77729107.37837592,0.1422924901185771
2025-06-17,-583678.107989049,0.07114624505928854
2025-06-18,14749842.82664968,0.09486166007905138
2025-06-20,153035474.0748324,0.30158730158730157
2025-06-23,179770919.3285919,0.34523809523809523
2025-06-24,173269303.391989,0.3373015873015873
2025-06-25,268999039.98982245,0.45849802371541504
2025-06-26,265361004.07402465,0.45849802371541504
2025-06-27,165832100.97883677,0.31620553359683795
2025-06-30,322062349.3923149,0.5177865612648221
2025-07-01,480763516.47135776,0.7391304347826086
2025-07-02,608012824.8311938,0.8972332015810277
2025-07-03,373228913.8561371,0.6047430830039525
2025-07-07,295234793.0892917,0.5
2025-07-08,316538938.1567923,0.5198412698412699
2025-07-09,364304617.4118048,0.6031746031746031
2025-07-10,473012714.1165307,0.7351778656126482
2025-07-11,271994011.7376683,0.4743083003952569
2025-07-14,216100919.01450312,0.3952569169960474
2025-07-15,261865143.0521882,0.466403162055336
2025-07-16,315093217.0309404,0.5296442687747036
2025-07-17,366485539.59848714,0.6245059288537549
2025-07-18,269301619.64358366,0.4782608695652174
2025-07-21,344210798.9201805,0.5889328063241107
2025-07-22,419145529.32116145,0.7154150197628458
2025-07-23,431602517.7460224,0.7351778656126482
2025-07-24,436585107.4795316,0.7391304347826086
2025-07-25,226248767.47018033,0.4189723320158103
2025-07-28,240770255.44742796,0.4505928853754941
2025-07-29,191640758.8810286,0.3715415019762846
2025-07-30,149066984.7059754,0.2964426877470356
2025-07-31,131449612.66964662,0.2648221343873518
2025-08-01,41516697.8599065,0.12648221343873517
2025-08-04,92656826.11693098,0.2015810276679842
2025-08-05,110689544.05218421,0.22924901185770752
2025-08-06,407386389.2226449,0.7193675889328063
2025-08-07,615945306.4051986,0.9446640316205533
2025-08-08,504982656.95640314,0.8142292490118577
2025-08-11,492453451.02000296,0.7984189723320159
2025-08-12,596506494.6849158,0.9288537549407114
2025-08-13,704968538.728919,0.9762845849802372
2025-08-14,709769444.908476,0.9802371541501976
2025-08-15,452470363.03373325,0.7391304347826086
2025-08-18,460649192.1071969,0.7391304347826086
2025-08-19,455369877.6064507,0.7391304347826086
2025-08-20,263817480.24149725,0.4901185770750988
2025-08-21,190443209.4886499,0.383399209486166
2025-08-22,353017158.59858525,0.6205533596837944
2025-08-25,361734648.3822815,0.6363636363636364
2025-08-26,455066272.9990757,0.7549407114624506
2025-08-27,542678732.6255083,0.8774703557312253
2025-08-28,636670600.7129705,0.9644268774703557
2025-08-29,481932020.8159967,0.7984189723320159
2025-09-02,419189246.6751167,0.7222222222222222
2025-09-03,648495673.6236854,0.9722222222222222
2025-09-04,739000518.3900265,0.9880952380952381
2025-09-05,584683600.407964,0.9126984126984127
2025-09-08,567064830.2098675,0.9011857707509882
2025-09-09,509303443.89483464,0.8458498023715415
2025-09-10,280785395.94769275,0.5335968379446641
2025-09-11,578938588.7976087,0.9051383399209486
2025-09-12,532708864.6376039,0.857707509881423
2025-09-15,606037795.2032336,0.924901185770751
2025-09-16,646131724.4691864,0.9644268774703557
2025-09-17,669575476.3193351,0.9723320158102767
2025-09-18,633743282.731742,0.9446640316205533
2025-09-19,525251831.4852136,0.83399209486166
2025-09-22,610205186.2534816,0.9169960474308301
2025-09-23,635981453.2532073,0.9486166007905138
2025-09-24,598112985.4429456,0.9011857707509882
2025-09-25,782712172.8789581,1.0
2025-09-26,546377513.069149,0.8537549407114624
2025-09-29,577185926.457236,0.8695652173913043
2025-09-30,625163142.6745524,0.924901185770751
2025-10-01,655545280.1622913,0.9683794466403162
2025-10-02,733442000.5542897,0.9841897233201581
2025-10-03,544024650.360536,0.83399209486166
2025-10-06,526814627.7443309,0.8063241106719368
2025-10-07,580168285.530747,0.8656126482213439
2025-10-08,629334005.7718258,0.9209486166007905
2025-10-09,499182390.02317196,0.7549407114624506
2025-10-10,363219915.7104274,0.6205533596837944
2025-10-13,404611583.5995796,0.6521739130434783
2025-10-14,424172960.6435071,0.6758893280632411
2025-10-15,462054572.96590316,0.7154150197628458
2025-10-16,406620282.19765764,0.6561264822134387
2025-10-17,429454051.7962753,0.6798418972332015
2025-10-20,525024816.7361062,0.7865612648221344
2025-10-21,577773648.9444008,0.8537549407114624
2025-10-22,516132851.0511206,0.782608695652174
2025-10-23,590124915.9628993,0.8774703557312253
2025-10-24,478437551.34766406,0.7351778656126482
2025-10-27,544093651.292749,0.8260869565217391
2025-10-28,574018918.6639509,0.8458498023715415
2025-10-29,540604479.6889921,0.8063241106719368
2025-10-30,551262088.0506424,0.8300395256916996
2025-10-31,487482799.84193015,0.7351778656126482
2025-11-03,505899299.2949047,0.7470355731225297
2025-11-04,541247968.0628029,0.8023715415019763
2025-11-05,548356525.7370048,0.8260869565217391
2025-11-06,549606713.3361301,0.8260869565217391
2025-11-07,446688710.4404138,0.6679841897233202
2025-11-10,495162970.1160011,0.7233201581027668
2025-11-11,618408107.888546,0.9130434782608695
2025-11-12,586319410.4307381,0.8695652173913043
2025-11-13,604504572.1402633,0.8893280632411067
2025-11-14,478851641.647108,0.6877470355731226
2025-11-17,414121914.3779842,0.6086956521739131
2025-11-18,446541284.3774743,0.6442687747035574
2025-11-19,479208174.3581906,0.6877470355731226
2025-11-20,388796103.48570126,0.5810276679841897
2025-11-21,413988765.89222664,0.6007905138339921
2025-11-24,568827058.2335683,0.8300395256916996
2025-11-25,687889414.749306,0.9683794466403162
2025-11-26,812715094.2136,1.0
2025-11-28,498740145.76086545,0.7023809523809523
2025-12-01,622005678.1166258,0.9047619047619048
2025-12-02,729209343.8029462,0.9761904761904762
2025-12-03,801371106.5790089,0.996031746031746
2025-12-04,570810566.9417251,0.8142292490118577
2025-12-05,471801322.8954215,0.6521739130434783
2025-12-08,466982640.5561893,0.6521739130434783
2025-12-09,482987368.8000394,0.691699604743083
2025-12-10,547660992.43875,0.7944664031620553
2025-12-11,509673272.7139469,0.7351778656126482
2025-12-12,422231193.6238731,0.6047430830039525
2025-12-15,369557637.88048863,0.5573122529644269
2025-12-16,411758598.1705264,0.5849802371541502
2025-12-17,361726296.2933538,0.5375494071146245
2025-12-18,350378745.34281737,0.5335968379446641
2025-12-19,399293783.22346973,0.5810276679841897
2025-12-22,402719870.5651504,0.5849802371541502
2025-12-23,541552217.6898177,0.7984189723320159
2025-12-24,753044226.6288774,0.9881422924901185
2025-12-26,459286630.31796956,0.6746031746031746
2025-12-29,493204801.5022049,0.7380952380952381
2025-12-30,501213757.7032482,0.753968253968254
2025-12-31,499827968.5999476,0.7509881422924901
2026-01-02,409105396.3749387,0.6031746031746031
2026-01-05,337530330.48432344,0.5238095238095238
2026-01-06,276509986.6333374,0.4880952380952381
2026-01-07,260063396.17584407,0.45849802371541504
2026-01-08,236908728.05567625,0.42292490118577075
2026-01-09,309064537.28553563,0.5059288537549407
2026-01-12,350744566.6057163,0.5454545454545454
2026-01-13,394962037.693359,0.5849802371541502
2026-01-14,378837894.7479453,0.5770750988142292
2026-01-15,328362335.6551241,0.5196850393700787
2026-01-16,134619788.6448589,0.2795275590551181
2026-01-20,48525531.4449754,0.1383399209486166
2026-01-21,119221375.08855496,0.2490118577075099
2026-01-22,149564263.2645502,0.308300395256917
2026-01-23,116376257.39577596,0.23715415019762845
2026-01-26,211149938.15087572,0.38188976377952755
2026-01-27,274780549.05215603,0.47244094488188976
2026-01-28,247834096.92959732,0.4251968503937008
2026-01-29,279490227.87728244,0.48031496062992124
2026-01-30,276215757.4882041,0.468503937007874
2026-02-02,497815685.5398426,0.7440944881889764
2026-02-03,504530541.73044544,0.7598425196850394
2026-02-04,563260489.8066126,0.8464566929133859
2026-02-05,540580438.0477657,0.7952755905511811
2026-02-06,482917755.2578817,0.7086614173228346
2026-02-09,421450297.6753207,0.610236220472441
2026-02-10,418800141.1220387,0.5984251968503937
2026-02-11,493592548.45202416,0.7244094488188977
2026-02-12,198784283.4703813,0.3543307086614173
2026-02-13,163691937.36074492,0.3031496062992126
2026-02-17,340231011.9898646,0.4901185770750988
2026-02-18,362041904.66486996,0.5217391304347826
2026-02-19,286012482.6750992,0.4505928853754941
2026-02-20,264616320.7510616,0.41106719367588934
2026-02-23,318034460.4673078,0.4763779527559055
2026-02-24,449344205.7149064,0.6456692913385826
2026-02-25,490076407.3478449,0.7165354330708661
2026-02-26,458318126.2446868,0.6614173228346457
2026-02-27,198888731.28860712,0.3543307086614173
2026-03-02,222184774.19035944,0.3700787401574803
2026-03-03,225400607.0016318,0.3779527559055118
2026-03-04,216415439.90413103,0.3661417322834646
2026-03-05,173997461.34786013,0.3188976377952756
2026-03-06,154997331.92765987,0.29133858267716534
2026-03-09,187989137.51459962,0.33070866141732286
2026-03-10,233875170.54661098,0.3858267716535433
2026-03-11,210558455.9985697,0.3464566929133858
2026-03-12,101194084.94324037,0.18110236220472442
2026-03-13,42273593.62601767,0.1220472440944882
2026-03-16,67270983.9596537,0.14173228346456693
2026-03-17,110531683.06821822,0.1889763779527559
2026-03-18,23525701.06294512,0.08661417322834646
2026-03-19,-7117625.880469534,0.04330708661417323
2026-03-20,40199923.02314015,0.1062992125984252
2026-03-23,108942955.2835718,0.18503937007874016
2026-03-24,155060457.81629094,0.2795275590551181
2026-03-25,153203881.12039122,0.2677165354330709
2026-03-26,179429194.56920502,0.3110236220472441
2026-03-27,78720731.90626833,0.12992125984251968
2026-03-30,52462922.267954245,0.11811023622047244
2026-03-31,193634320.92749798,0.33858267716535434
2026-04-01,265558137.9535178,0.4251968503937008
2026-04-02,188570167.59483254,0.3228346456692913
2026-04-06,232112734.5498109,0.37549407114624506
2026-04-07,133471842.35586923,0.21739130434782608
2026-04-08,280578267.9207379,0.45454545454545453
2026-04-09,344666326.3037001,0.5059288537549407
2026-04-10,272187452.6123626,0.4268774703557312
2026-04-13,243557520.33442166,0.3794466403162055
2026-04-14,265484411.5188825,0.40711462450592883
2026-04-15,435524044.87485397,0.6284584980237155
2026-04-16,430144613.155377,0.6205533596837944
2026-04-17,432551231.314542,0.6245059288537549
2026-04-20,430952320.78266275,0.616600790513834
2026-04-21,326140697.7976801,0.47035573122529645
2026-04-22,479427375.4347382,0.6956521739130435
2026-04-23,498985097.7378858,0.7430830039525692
2026-04-24,348592498.8082358,0.484251968503937
2026-04-27,285466796.294193,0.4251968503937008
2026-04-28,403835671.52607626,0.547244094488189
2026-04-29,330165046.17821896,0.46062992125984253
2026-04-30,360898036.08259493,0.4921259842519685
2026-05-01,492430609.05845153,0.7165354330708661
2026-05-04,419538758.26670945,0.5826771653543307
2026-05-05,598068682.0233067,0.8937007874015748
2026-05-06,623452020.8003359,0.9251968503937008
2026-05-07,701150133.3411852,0.9645669291338582
2026-05-08,637913821.3174367,0.9409448818897638
2026-05-11,629591857.8376648,0.9251968503937008
2026-05-12,718967896.0862446,0.9724409448818898
2026-05-13,720895878.4081805,0.9724409448818898
2026-05-14,718757446.2220244,0.9645669291338582
2026-05-15,494771205.12034434,0.6968503937007874
2026-05-18,492552246.65897495,0.6850393700787402
2026-05-19,571717948.064004,0.8267716535433071
2026-05-20,555965017.8024205,0.8070866141732284
2026-05-21,626951566.8573643,0.905511811023622
2026-05-22,521154848.57455754,0.7362204724409449
2026-05-26,527242513.21753734,0.7470355731225297
2026-05-27,569372334.7805372,0.8142292490118577
2026-05-28,673877215.4898181,0.9446640316205533
2026-05-29,554918153.7009212,0.7905138339920948
2026-06-01,502509420.70141125,0.6929133858267716
2026-06-02,666340045.8237729,0.937007874015748
2026-06-03,584971860.7646863,0.8385826771653543
2026-06-04,637520154.9065282,0.9173228346456693
2026-06-05,447153842.9238076,0.5433070866141733
2026-06-08,390414886.42556965,0.4330708661417323
2026-06-09,241026029.7541213,0.23622047244094488
2026-06-10,330217482.85355514,0.3543307086614173
2026-06-11,435149306.9598556,0.5236220472440944
2026-06-12,323920742.0597966,0.3346456692913386
2026-06-15,407762169.0182983,0.4566929133858268
2026-06-16,489544029.27944165,0.6220472440944882
2026-06-17,390927931.26418906,0.421259842519685
2026-06-18,309365171.05628705,0.3031496062992126
2026-06-22,312796527.06347185,0.30039525691699603
2026-06-23,241161629.3328115,0.2015810276679842
2026-06-24,241564507.51205486,0.2015810276679842
2026-06-25,70478545.590336,0.031496062992125984
2026-06-26,175838808.18799058,0.1141732283464567
2026-06-29,187004235.7184747,0.1220472440944882
2026-06-30,324688423.56656516,0.3228346456692913
2026-07-01,404220401.0445075,0.43700787401574803
2026-07-02,431451182.7595428,0.5078740157480315
2026-07-06,468727423.9005957,0.5731225296442688
2026-07-07,463518185.9345089,0.5691699604743083
2026-07-08,477823083.2408837,0.5889328063241107
2026-07-09,545350563.6669945,0.758893280632411
2026-07-10,466227915.4560912,0.5669291338582677
2026-07-13,519789038.9270859,0.7047244094488189
2026-07-14,469177646.2390311,0.5708661417322834
