date,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10
2025-09-30,189.45,191.16,188.64,192.62,181.52,183.63,184.69,185.05,186.0,190.68
2025-10-01,189.18,187.78,190.03,193.24,192.86,183.36,183.81,185.8,190.76,192.71
2025-10-02,194.17,184.4,190.6,184.08,184.64,186.55,193.71,188.18,191.75,193.99
2025-10-03,191.84,181.66,188.85,190.35,190.06,181.86,189.06,185.81,186.96,185.52
2025-10-06,181.03,183.88,186.86,188.74,179.67,182.81,184.83,187.79,188.08,188.33
2025-10-07,185.49,183.05,189.61,183.7,190.5,189.22,188.19,186.37,182.63,182.74
2025-10-08,194.84,193.01,192.69,184.53,187.64,186.63,193.99,191.63,184.8,185.34
2025-10-09,192.15,190.04,187.97,197.27,197.45,189.3,191.14,191.43,194.96,195.21
2025-10-10,183.27,177.1,181.68,187.99,186.7,189.4,189.05,188.48,188.18,179.41
2025-10-13,191.92,184.6,188.31,184.12,189.89,188.97,187.43,188.07,189.54,186.61
2025-10-14,178.14,180.67,182.99,185.83,176.31,185.2,185.05,184.06,179.64,181.33
2025-10-15,181.61,186.67,174.8,182.13,179.09,172.83,183.36,184.61,175.14,180.81
2025-10-16,175.85,186.91,175.58,185.86,184.69,187.34,187.78,181.25,182.51,181.82
2025-10-17,184.35,189.15,179.1,187.58,186.12,184.67,189.55,189.29,189.05,187.94
2025-10-20,176.74,183.41,188.99,185.25,184.4,180.57,181.74,180.33,184.0,177.61
2025-10-22,174.61,185.0,182.84,178.02,184.69,180.98,179.4,179.23,180.24,177.79
2025-10-23,182.76,182.37,184.69,186.94,183.55,187.57,183.19,178.97,177.48,181.83
2025-10-24,192.26,189.13,184.68,191.54,189.94,189.59,188.68,187.22,187.06,185.07
2025-10-27,189.93,185.59,194.96,191.51,197.52,186.3,192.46,187.77,187.98,189.18
2025-10-28,205.01,202.91,200.79,203.17,204.18,204.46,201.87,197.78,198.07,198.63
2025-10-29,213.76,205.58,200.16,207.37,213.34,203.3,209.45,205.33,212.77,212.28
2025-10-30,210.76,205.44,202.52,195.61,209.55,207.64,205.14,195.1,206.76,202.85
2025-10-31,203.76,202.43,204.25,196.5,208.53,199.85,198.9,195.32,207.25,209.26
2025-11-03,211.68,204.14,205.62,201.86,203.03,200.71,205.21,209.53,213.21,212.3
2025-11-04,199.98,206.49,199.04,197.66,199.45,195.17,204.89,191.09,201.14,195.35
2025-11-05,189.13,202.03,195.78,195.1,201.8,203.18,202.94,196.49,187.27,198.9
2025-11-06,187.77,191.8,179.64,189.12,193.67,186.64,186.92,196.47,195.95,194.88
2025-11-07,189.41,190.72,196.08,193.93,193.55,192.52,188.27,181.18,180.42,194.6
2025-11-10,197.48,206.31,192.52,203.78,194.18,202.28,201.04,198.98,205.95,204.35
2025-11-11,195.87,195.35,189.29,191.77,201.85,200.85,199.98,194.72,196.64,190.8
2025-11-12,201.4,185.81,201.83,197.15,192.35,193.73,193.91,198.32,196.84,196.7
2025-11-13,194.23,185.77,179.52,192.64,187.06,180.03,182.77,180.88,188.13,178.93
2025-11-14,182.6,197.7,191.1,193.21,195.92,183.39,198.09,186.13,197.14,196.49
2025-11-17,190.22,186.4,193.68,192.71,182.62,184.24,187.25,191.84,190.65,190.49
2025-11-18,182.02,180.61,186.9,184.14,183.07,189.3,188.88,186.18,181.28,188.42
2025-11-19,187.01,195.29,194.18,191.02,188.36,186.49,177.89,182.8,186.16,185.76
