logged_utc,source,order_id,perm_id,exec_id,local_symbol,side,shares,price,ib_exec_time_utc,ib_exec_time_raw,exchange,last_liquidity,cum_qty,avg_price,commission,currency,realized_pnl
2026-09-11T13:31:40+00:00,place_combo,30,1843134328,00020057.6aa38849.03.01,SPXW  260911C07590000,SLD,1.0,72.9,2026-09-11T13:31:38.054473+00:00,2026-09-11 11:31:38+00:00,CBOE,1,1.0,72.9,1.63028,USD,0.0
2026-09-11T13:41:54+00:00,close_combo,34,1843134349,00020057.6aa3943c.01.01,SPX,SLD,1.0,-23.9,2026-09-11T13:41:47.239250+00:00,2026-09-11 11:41:47+00:00,CBOE,1,1.0,-23.9,0.0,,0.0
2026-09-11T13:41:54+00:00,close_combo,34,1843134349,00020057.6aa3943c.02.01,SPXW  260911C07615000,SLD,1.0,58.3,2026-09-11T13:41:47.241607+00:00,2026-09-11 11:41:47+00:00,CBOE,1,1.0,58.3,1.63028,USD,766.73944
2026-09-11T13:41:54+00:00,close_combo,34,1843134349,00020057.6aa3943c.03.01,SPXW  260911C07590000,BOT,1.0,82.1,2026-09-11T13:41:47.246050+00:00,2026-09-11 11:41:47+00:00,CBOE,1,1.0,82.1,1.63028,USD,-923.26056
2026-09-11T14:05:23+00:00,place_combo,41,1843134350,00020057.6aa3abc9.01.01,SPX,BOT,1.0,-0.3,2026-09-11T14:05:16.257897+00:00,2026-09-11 12:05:16+00:00,CBOE,1,1.0,-0.3,0.0,,0.0
2026-09-11T14:05:23+00:00,place_combo,41,1843134350,00020057.6aa3abc9.02.01,SPXW  260911P07585000,SLD,1.0,0.9,2026-09-11T14:05:16.262198+00:00,2026-09-11 12:05:16+00:00,CBOE,1,1.0,0.9,1.54028,USD,0.0
2026-09-11T14:05:23+00:00,place_combo,41,1843134350,00020057.6aa3abc9.03.01,SPXW  260911P07560000,BOT,1.0,0.6,2026-09-11T14:05:16.265316+00:00,2026-09-11 12:05:16+00:00,CBOE,1,1.0,0.6,1.54028,USD,0.0
2026-09-11T14:06:08+00:00,place_combo,53,1843134352,00020057.6aa3ac90.01.01,SPX,BOT,1.0,-8.8,2026-09-11T14:06:02.413288+00:00,2026-09-11 12:06:02+00:00,CBOE,1,1.0,-8.8,0.0,,0.0
2026-09-11T14:06:08+00:00,place_combo,53,1843134352,00020057.6aa3ac90.02.01,SPXW  260911P07645000,BOT,1.0,6.4,2026-09-11T14:06:02.416429+00:00,2026-09-11 12:06:02+00:00,CBOE,1,1.0,6.4,1.63028,USD,0.0
2026-09-11T14:06:08+00:00,place_combo,53,1843134352,00020057.6aa3ac90.03.01,SPXW  260911P07670000,SLD,1.0,15.2,2026-09-11T14:06:02.419605+00:00,2026-09-11 12:06:02+00:00,CBOE,1,1.0,15.2,1.63028,USD,0.0
2026-09-11T14:06:29+00:00,place_combo,60,1843134353,00020057.6aa3ad1e.01.01,SPX,BOT,1.0,-7.75,2026-09-11T14:06:22.663820+00:00,2026-09-11 12:06:22+00:00,CBOE,1,1.0,-7.75,0.0,,0.0
2026-09-11T14:06:29+00:00,place_combo,60,1843134353,00020057.6aa3ad1e.02.01,SPXW  260911C07695000,BOT,1.0,2.65,2026-09-11T14:06:22.667040+00:00,2026-09-11 12:06:22+00:00,CBOE,1,1.0,2.65,1.63028,USD,0.0
2026-09-11T14:06:29+00:00,place_combo,60,1843134353,00020057.6aa3ad1e.03.01,SPXW  260911C07670000,SLD,1.0,10.4,2026-09-11T14:06:22.670395+00:00,2026-09-11 12:06:22+00:00,CBOE,1,1.0,10.4,1.63028,USD,0.0
2026-09-11T14:16:59+00:00,close_combo,70,1843134354,00020057.6aa3b4b8.01.01,SPX,SLD,1.0,-9.7,2026-09-11T14:16:51.792664+00:00,2026-09-11 12:16:51+00:00,CBOE,1,1.0,-9.7,0.0,,0.0
2026-09-11T14:16:59+00:00,close_combo,70,1843134354,00020057.6aa3b4b8.02.01,SPXW  260911P07645000,SLD,1.0,6.5,2026-09-11T14:16:51.798018+00:00,2026-09-11 12:16:51+00:00,CBOE,1,1.0,6.5,1.63028,USD,6.73944
2026-09-11T14:16:59+00:00,close_combo,70,1843134354,00020057.6aa3b4b8.03.01,SPXW  260911P07670000,BOT,1.0,16.2,2026-09-11T14:16:51.802224+00:00,2026-09-11 12:16:51+00:00,CBOE,1,1.0,16.2,1.63028,USD,-103.26056
2026-09-11T14:30:14+00:00,close_combo,74,1843134355,00020057.6aa3bd98.01.01,SPX,SLD,1.0,-9.2,2026-09-11T14:30:06.924253+00:00,2026-09-11 12:30:06+00:00,CBOE,1,1.0,-9.2,0.0,,0.0
2026-09-11T14:30:14+00:00,close_combo,74,1843134355,00020057.6aa3bd98.02.01,SPXW  260911C07695000,SLD,1.0,2.4,2026-09-11T14:30:06.928935+00:00,2026-09-11 12:30:06+00:00,CBOE,1,1.0,2.4,1.63028,USD,-28.26056
2026-09-11T14:30:14+00:00,close_combo,74,1843134355,00020057.6aa3bd98.03.01,SPXW  260911C07670000,BOT,1.0,11.6,2026-09-11T14:30:06.931360+00:00,2026-09-11 12:30:06+00:00,CBOE,1,1.0,11.6,1.63028,USD,-123.26056
2026-09-14T13:31:06+00:00,marketable,16,591923472,00020057.6aa7840c.01.01,SPXW  260914P07545000,BOT,1.0,2.2,2026-09-14T13:31:05.947626+00:00,2026-09-14 11:31:05+00:00,CBOE,1,1.0,2.2,1.63028,USD,0.0
2026-09-14T13:31:07+00:00,marketable,17,591923473,00020057.6aa7840e.01.01,SPXW  260914P07570000,SLD,1.0,4.9,2026-09-14T13:31:06.717454+00:00,2026-09-14 11:31:06+00:00,CBOE,1,1.0,4.9,1.63028,USD,0.0
2026-09-14T13:32:05+00:00,place_combo,33,591923475,00020057.6aa784fa.01.01,SPX,BOT,1.0,-22.3,2026-09-14T13:32:01.914459+00:00,2026-09-14 11:32:01+00:00,CBOE,1,1.0,-22.3,0.0,,0.0
2026-09-14T13:32:05+00:00,place_combo,33,591923475,00020057.6aa784fa.02.01,SPXW  260914P07655000,SLD,1.0,54.3,2026-09-14T13:32:01.919956+00:00,2026-09-14 11:32:01+00:00,CBOE,1,1.0,54.3,1.63028,USD,0.0
2026-09-14T13:32:05+00:00,place_combo,33,591923475,00020057.6aa784fa.03.01,SPXW  260914P07630000,BOT,1.0,32.0,2026-09-14T13:32:01.924145+00:00,2026-09-14 11:32:01+00:00,CBOE,1,1.0,32.0,1.63028,USD,0.0
2026-09-14T13:32:59+00:00,marketable,47,591923478,00020057.6aa785c0.01.01,SPXW  260914C07680000,BOT,1.0,0.3,2026-09-14T13:32:58.886825+00:00,2026-09-14 11:32:58+00:00,CBOE,1,1.0,0.3,1.54028,USD,0.0
2026-09-14T13:33:00+00:00,marketable,48,591923479,00020057.6aa785c5.01.01,SPXW  260914C07655000,SLD,1.0,0.7,2026-09-14T13:32:59.964508+00:00,2026-09-14 11:32:59+00:00,CBOE,1,1.0,0.7,1.54028,USD,0.0
2026-09-14T13:33:22+00:00,place_combo,55,591923480,00020057.6aa78609.01.01,SPX,BOT,1.0,-0.25,2026-09-14T13:33:19.090305+00:00,2026-09-14 11:33:19+00:00,CBOE,1,1.0,-0.25,0.0,,0.0
2026-09-14T13:33:22+00:00,place_combo,55,591923480,00020057.6aa78609.02.01,SPXW  260914P07515000,SLD,1.0,0.7,2026-09-14T13:33:19.094650+00:00,2026-09-14 11:33:19+00:00,CBOE,1,1.0,0.7,1.54028,USD,0.0
2026-09-14T13:33:22+00:00,place_combo,55,591923480,00020057.6aa78609.03.01,SPXW  260914P07490000,BOT,1.0,0.45,2026-09-14T13:33:19.098440+00:00,2026-09-14 11:33:19+00:00,CBOE,1,1.0,0.45,1.54028,USD,0.0
2026-09-14T13:34:02+00:00,place_combo,69,591923481,00020057.6aa78690.01.01,SPX,BOT,1.0,-8.5,2026-09-14T13:33:57.048985+00:00,2026-09-14 11:33:57+00:00,CBOE,1,1.0,-8.5,0.0,,0.0
2026-09-14T13:34:02+00:00,place_combo,69,591923481,00020057.6aa78690.02.01,SPXW  260914P07605000,SLD,1.0,14.5,2026-09-14T13:33:57.051850+00:00,2026-09-14 11:33:57+00:00,CBOE,1,1.0,14.5,1.63028,USD,0.0
2026-09-14T13:34:02+00:00,place_combo,69,591923481,00020057.6aa78690.03.01,SPXW  260914P07580000,BOT,1.0,6.0,2026-09-14T13:33:57.055449+00:00,2026-09-14 11:33:57+00:00,CBOE,1,1.0,6.0,1.63028,USD,0.0
2026-09-14T13:34:23+00:00,place_combo,76,591923482,00020057.6aa786c0.01.01,SPX,BOT,1.0,-8.3,2026-09-14T13:34:19.104965+00:00,2026-09-14 11:34:19+00:00,CBOE,1,1.0,-8.3,0.0,,0.0
2026-09-14T13:34:23+00:00,place_combo,76,591923482,00020057.6aa786c0.02.01,SPXW  260914C07605000,SLD,1.0,11.05,2026-09-14T13:34:19.108556+00:00,2026-09-14 11:34:19+00:00,CBOE,1,1.0,11.05,1.63028,USD,0.0
2026-09-14T13:34:23+00:00,place_combo,76,591923482,00020057.6aa786c0.03.01,SPXW  260914C07630000,BOT,1.0,2.75,2026-09-14T13:34:19.111805+00:00,2026-09-14 11:34:19+00:00,CBOE,1,1.0,2.75,1.63028,USD,0.0
2026-09-14T13:35:20+00:00,marketable,90,591923485,00020057.6aa78789.01.01,SPXW  260914P07475000,BOT,1.0,0.4,2026-09-14T13:35:19.290053+00:00,2026-09-14 11:35:19+00:00,CBOE,1,1.0,0.4,1.54028,USD,0.0
2026-09-14T13:35:22+00:00,marketable,91,591923486,00020057.6aa78794.01.01,SPXW  260914P07500000,SLD,1.0,0.5,2026-09-14T13:35:21.512810+00:00,2026-09-14 11:35:21+00:00,CBOE,1,1.0,0.5,1.54028,USD,0.0
2026-09-14T13:36:16+00:00,marketable,105,591923489,00020057.6aa78827.01.01,SPXW  260914C07700000,BOT,1.0,0.2,2026-09-14T13:36:15.918215+00:00,2026-09-14 11:36:15+00:00,CBOE,1,1.0,0.2,1.54028,USD,0.0
2026-09-14T13:36:27+00:00,marketable,106,591923490,00020057.6aa7882a.01.01,SPXW  260914C07675000,SLD,1.0,0.25,2026-09-14T13:36:26.856762+00:00,2026-09-14 11:36:26+00:00,CBOE,1,1.0,0.25,1.54028,USD,0.0
2026-09-14T13:46:42+00:00,close_combo,110,591923514,00020057.6aa79187.01.01,SPX,SLD,1.0,-22.2,2026-09-14T13:46:35.841525+00:00,2026-09-14 11:46:35+00:00,CBOE,1,1.0,-22.2,0.0,,0.0
2026-09-14T13:46:42+00:00,close_combo,110,591923514,00020057.6aa79187.02.01,SPXW  260914P07655000,BOT,1.0,46.8,2026-09-14T13:46:35.846164+00:00,2026-09-14 11:46:35+00:00,CBOE,1,1.0,46.8,1.63028,USD,746.73944
2026-09-14T13:46:42+00:00,close_combo,110,591923514,00020057.6aa79187.03.01,SPXW  260914P07630000,SLD,1.0,24.6,2026-09-14T13:46:35.848268+00:00,2026-09-14 11:46:35+00:00,CBOE,1,1.0,24.6,1.63028,USD,-743.26056
2026-09-14T13:53:57+00:00,close_combo,114,591923515,00020057.6aa79a26.01.01,SPX,SLD,1.0,-13.6,2026-09-14T13:53:50.034287+00:00,2026-09-14 11:53:49+00:00,CBOE,1,1.0,-13.6,0.0,,0.0
2026-09-14T13:53:57+00:00,close_combo,114,591923515,00020057.6aa79a26.02.01,SPXW  260914C07605000,BOT,1.0,19.7,2026-09-14T13:53:50.037093+00:00,2026-09-14 11:53:49+00:00,CBOE,1,1.0,19.7,1.63028,USD,-868.26056
2026-09-14T13:53:57+00:00,close_combo,114,591923515,00020057.6aa79a26.03.01,SPXW  260914C07630000,SLD,1.0,6.1,2026-09-14T13:53:50.039371+00:00,2026-09-14 11:53:49+00:00,CBOE,1,1.0,6.1,1.63028,USD,331.73944
2026-09-14T14:35:14+00:00,close_combo,118,591923516,00020057.6aa7cf6d.01.01,SPX,SLD,1.0,-7.7,2026-09-14T14:35:07.422807+00:00,2026-09-14 12:35:07+00:00,CBOE,1,1.0,-7.7,0.0,,0.0
2026-09-14T14:35:14+00:00,close_combo,118,591923516,00020057.6aa7cf6d.02.01,SPXW  260914P07605000,BOT,1.0,11.1,2026-09-14T14:35:07.433290+00:00,2026-09-14 12:35:07+00:00,CBOE,1,1.0,11.1,1.63028,USD,336.73944
2026-09-14T14:35:14+00:00,close_combo,118,591923516,00020057.6aa7cf6d.03.01,SPXW  260914P07580000,SLD,1.0,3.4,2026-09-14T14:35:07.436760+00:00,2026-09-14 12:35:07+00:00,CBOE,1,1.0,3.4,1.63028,USD,-263.26056
2026-09-15T13:30:27+00:00,place_combo,9,507951508,00020057.6aa8cd21.01.01,SPX,BOT,1.0,-0.2,2026-09-15T13:30:23.154860+00:00,2026-09-15 11:30:23+00:00,CBOE,1,1.0,-0.2,0.0,,0.0
2026-09-15T13:30:27+00:00,place_combo,9,507951508,00020057.6aa8cd21.02.01,SPXW  260915P07535000,SLD,1.0,0.55,2026-09-15T13:30:23.169043+00:00,2026-09-15 11:30:23+00:00,CBOE,1,1.0,0.55,1.54028,USD,0.0
2026-09-15T13:30:27+00:00,place_combo,9,507951508,00020057.6aa8cd21.03.01,SPXW  260915P07510000,BOT,1.0,0.35,2026-09-15T13:30:23.173584+00:00,2026-09-15 11:30:23+00:00,CBOE,1,1.0,0.35,1.54028,USD,0.0
2026-09-15T13:31:43+00:00,marketable,30,507951521,00020057.6aa8cf3f.01.01,SPXW  260915P07595000,BOT,1.0,8.9,2026-09-15T13:31:42.899599+00:00,2026-09-15 11:31:42+00:00,CBOE,1,1.0,8.9,1.63028,USD,0.0
2026-09-15T13:31:45+00:00,marketable,31,507951522,00020057.6aa8cf59.01.01,SPXW  260915P07620000,SLD,1.0,21.0,2026-09-15T13:31:45.719277+00:00,2026-09-15 11:31:45+00:00,CBOE,1,1.0,21.0,1.63028,USD,0.0
2026-09-15T13:32:38+00:00,marketable,45,507951525,00020057.6aa8d0a7.01.01,SPXW  260915C07645000,BOT,1.0,1.35,2026-09-15T13:32:38.345461+00:00,2026-09-15 11:32:38+00:00,CBOE,1,1.0,1.35,1.63028,USD,0.0
2026-09-15T13:32:39+00:00,marketable,46,507951526,00020057.6aa8d0aa.01.01,SPXW  260915C07620000,SLD,1.0,5.8,2026-09-15T13:32:39.171433+00:00,2026-09-15 11:32:39+00:00,CBOE,1,1.0,5.8,1.63028,USD,0.0
2026-09-15T13:42:56+00:00,close_combo,50,507951544,00020057.6aa8d830.01.01,SPX,SLD,1.0,-12.0,2026-09-15T13:42:50.102854+00:00,2026-09-15 11:42:50+00:00,CBOE,1,1.0,-12.0,0.0,,0.0
2026-09-15T13:42:56+00:00,close_combo,50,507951544,00020057.6aa8d830.02.01,SPXW  260915P07595000,SLD,1.0,7.5,2026-09-15T13:42:50.145288+00:00,2026-09-15 11:42:50+00:00,CBOE,1,1.0,7.5,1.63028,USD,-143.26056
2026-09-15T13:42:56+00:00,close_combo,50,507951544,00020057.6aa8d830.03.01,SPXW  260915P07620000,BOT,1.0,19.5,2026-09-15T13:42:50.227444+00:00,2026-09-15 11:42:50+00:00,CBOE,1,1.0,19.5,1.63028,USD,146.73944
2026-09-15T14:05:22+00:00,place_combo,57,507951545,00020057.6aa8ea0d.01.01,SPX,BOT,1.0,-0.1,2026-09-15T14:05:18.125504+00:00,2026-09-15 12:05:18+00:00,CBOE,1,1.0,-0.1,0.0,,0.0
2026-09-15T14:05:22+00:00,place_combo,57,507951545,00020057.6aa8ea0d.02.01,SPXW  260915P07515000,SLD,1.0,0.4,2026-09-15T14:05:18.131775+00:00,2026-09-15 12:05:18+00:00,CBOE,1,1.0,0.4,1.54028,USD,0.0
2026-09-15T14:05:22+00:00,place_combo,57,507951545,00020057.6aa8ea0d.03.01,SPXW  260915P07490000,BOT,1.0,0.3,2026-09-15T14:05:18.134821+00:00,2026-09-15 12:05:18+00:00,CBOE,1,1.0,0.3,1.54028,USD,0.0
2026-09-15T14:06:02+00:00,place_combo,71,507951546,00020057.6aa8ea71.01.01,SPX,BOT,1.0,-6.9,2026-09-15T14:05:56.092257+00:00,2026-09-15 12:05:56+00:00,CBOE,1,1.0,-6.9,0.0,,0.0
2026-09-15T14:06:02+00:00,place_combo,71,507951546,00020057.6aa8ea71.02.01,SPXW  260915P07600000,SLD,1.0,10.3,2026-09-15T14:05:56.096382+00:00,2026-09-15 12:05:56+00:00,CBOE,1,1.0,10.3,1.63028,USD,0.0
2026-09-15T14:06:02+00:00,place_combo,71,507951546,00020057.6aa8ea71.03.01,SPXW  260915P07575000,BOT,1.0,3.4,2026-09-15T14:05:56.110747+00:00,2026-09-15 12:05:56+00:00,CBOE,1,1.0,3.4,1.63028,USD,0.0
2026-09-15T14:06:22+00:00,place_combo,78,507951547,00020057.6aa8ea9d.01.01,SPX,BOT,1.0,-8.9,2026-09-15T14:06:17.071609+00:00,2026-09-15 12:06:17+00:00,CBOE,1,1.0,-8.9,0.0,,0.0
2026-09-15T14:06:22+00:00,place_combo,78,507951547,00020057.6aa8ea9d.02.01,SPXW  260915C07625000,BOT,1.0,2.75,2026-09-15T14:06:17.077593+00:00,2026-09-15 12:06:17+00:00,CBOE,1,1.0,2.75,1.63028,USD,0.0
2026-09-15T14:06:22+00:00,place_combo,78,507951547,00020057.6aa8ea9d.03.01,SPXW  260915C07600000,SLD,1.0,11.7,2026-09-15T14:06:17.081061+00:00,2026-09-15 12:06:17+00:00,CBOE,1,1.0,11.7,1.63028,USD,0.0
2026-09-15T14:06:45+00:00,place_combo,85,507951548,00020057.6aa8eae9.01.01,SPX,BOT,1.0,-5.8,2026-09-15T14:06:40.244499+00:00,2026-09-15 12:06:40+00:00,CBOE,1,1.0,-5.8,0.0,,0.0
2026-09-15T14:06:45+00:00,place_combo,85,507951548,00020057.6aa8eae9.02.01,SPXW  260915P07595000,SLD,1.0,8.65,2026-09-15T14:06:40.247837+00:00,2026-09-15 12:06:40+00:00,CBOE,1,1.0,8.65,1.63028,USD,0.0
2026-09-15T14:06:45+00:00,place_combo,85,507951548,00020057.6aa8eae9.03.01,SPXW  260915P07570000,BOT,1.0,2.85,2026-09-15T14:06:40.251120+00:00,2026-09-15 12:06:40+00:00,CBOE,1,1.0,2.85,1.63028,USD,0.0
2026-09-15T14:18:06+00:00,close_combo,92,507951549,00020057.6aa8f5eb.01.01,SPX,SLD,1.0,-9.4,2026-09-15T14:18:00.927355+00:00,2026-09-15 12:18:00+00:00,CBOE,1,1.0,-9.4,0.0,,0.0
2026-09-15T14:18:06+00:00,close_combo,92,507951549,00020057.6aa8f5eb.02.01,SPXW  260915P07600000,BOT,1.0,13.9,2026-09-15T14:18:00.929351+00:00,2026-09-15 12:18:00+00:00,CBOE,1,1.0,13.9,1.63028,USD,-363.26056
2026-09-15T14:18:06+00:00,close_combo,92,507951549,00020057.6aa8f5eb.03.01,SPXW  260915P07575000,SLD,1.0,4.5,2026-09-15T14:18:00.929351+00:00,2026-09-15 12:18:00+00:00,CBOE,1,1.0,4.5,1.63028,USD,106.73944
2026-09-15T14:22:38+00:00,close_combo,98,507951551,00020057.6aa8fc06.01.01,SPX,SLD,1.0,-10.3,2026-09-15T14:22:30.929473+00:00,2026-09-15 12:22:30+00:00,CBOE,1,1.0,-10.3,0.0,,0.0
2026-09-15T14:22:38+00:00,close_combo,98,507951551,00020057.6aa8fc06.02.01,SPXW  260915P07595000,BOT,1.0,16.3,2026-09-15T14:22:30.946612+00:00,2026-09-15 12:22:30+00:00,CBOE,1,1.0,16.3,1.63028,USD,-768.26056
2026-09-15T14:22:38+00:00,close_combo,98,507951551,00020057.6aa8fc06.03.01,SPXW  260915P07570000,SLD,1.0,6.0,2026-09-15T14:22:30.946612+00:00,2026-09-15 12:22:30+00:00,CBOE,1,1.0,6.0,1.63028,USD,311.73944
2026-09-16T14:53:26+00:00,place_combo,9,568718801,00020057.6aaa4a58.01.01,SPX,BOT,1.0,-1.65,2026-09-16T14:53:22.064136+00:00,2026-09-16 12:53:22+00:00,CBOE,1,1.0,-1.65,0.0,,0.0
2026-09-16T14:53:26+00:00,place_combo,9,568718801,00020057.6aaa4a58.02.01,SPXW  260916P07505000,BOT,1.0,1.85,2026-09-16T14:53:22.104117+00:00,2026-09-16 12:53:22+00:00,CBOE,1,1.0,1.85,1.63028,USD,0.0
2026-09-16T14:53:26+00:00,place_combo,9,568718801,00020057.6aaa4a58.03.01,SPXW  260916P07530000,SLD,1.0,3.5,2026-09-16T14:53:22.111142+00:00,2026-09-16 12:53:22+00:00,CBOE,1,1.0,3.5,1.63028,USD,0.0
2026-09-16T14:53:47+00:00,place_combo,16,568718802,00020057.6aaa4a73.01.01,SPX,BOT,1.0,-0.95,2026-09-16T14:53:42.041773+00:00,2026-09-16 12:53:42+00:00,CBOE,1,1.0,-0.95,0.0,,0.0
2026-09-16T14:53:47+00:00,place_combo,16,568718802,00020057.6aaa4a73.02.01,SPXW  260916C07715000,BOT,1.0,0.55,2026-09-16T14:53:42.046553+00:00,2026-09-16 12:53:42+00:00,CBOE,1,1.0,0.55,1.54028,USD,0.0
2026-09-16T14:53:47+00:00,place_combo,16,568718802,00020057.6aaa4a73.03.01,SPXW  260916C07690000,SLD,1.0,1.5,2026-09-16T14:53:42.049921+00:00,2026-09-16 12:53:42+00:00,CBOE,1,1.0,1.5,1.63028,USD,0.0
2026-09-16T14:54:09+00:00,place_combo,23,568718803,00020057.6aaa4a89.01.01,SPX,BOT,1.0,-9.4,2026-09-16T14:54:04.040870+00:00,2026-09-16 12:54:04+00:00,CBOE,1,1.0,-9.4,0.0,,0.0
2026-09-16T14:54:09+00:00,place_combo,23,568718803,00020057.6aaa4a89.02.01,SPXW  260916P07585000,BOT,1.0,14.0,2026-09-16T14:54:04.045948+00:00,2026-09-16 12:54:04+00:00,CBOE,1,1.0,14.0,1.63028,USD,0.0
2026-09-16T14:54:09+00:00,place_combo,23,568718803,00020057.6aaa4a89.03.01,SPXW  260916P07610000,SLD,1.0,23.4,2026-09-16T14:54:04.050528+00:00,2026-09-16 12:54:04+00:00,CBOE,1,1.0,23.4,1.63028,USD,0.0
2026-09-16T14:54:30+00:00,place_combo,30,568718804,00020057.6aaa4a9a.01.01,SPX,BOT,1.0,-11.1,2026-09-16T14:54:23.525057+00:00,2026-09-16 12:54:23+00:00,CBOE,1,1.0,-11.1,0.0,,0.0
2026-09-16T14:54:30+00:00,place_combo,30,568718804,00020057.6aaa4a9a.02.01,SPXW  260916C07635000,BOT,1.0,11.8,2026-09-16T14:54:23.529460+00:00,2026-09-16 12:54:23+00:00,CBOE,1,1.0,11.8,1.63028,USD,0.0
2026-09-16T14:54:30+00:00,place_combo,30,568718804,00020057.6aaa4a9a.03.01,SPXW  260916C07610000,SLD,1.0,22.9,2026-09-16T14:54:23.532577+00:00,2026-09-16 12:54:23+00:00,CBOE,1,1.0,22.9,1.63028,USD,0.0
2026-09-16T14:54:52+00:00,place_combo,37,568718805,00020057.6aaa4aa8.01.01,SPX,BOT,1.0,-1.55,2026-09-16T14:54:45.906644+00:00,2026-09-16 12:54:45+00:00,CBOE,1,1.0,-1.55,0.0,,0.0
2026-09-16T14:54:52+00:00,place_combo,37,568718805,00020057.6aaa4aa8.02.01,SPXW  260916P07525000,SLD,1.0,3.2,2026-09-16T14:54:45.911832+00:00,2026-09-16 12:54:45+00:00,CBOE,1,1.0,3.2,1.63028,USD,0.0
2026-09-16T14:54:52+00:00,place_combo,37,568718805,00020057.6aaa4aa8.03.01,SPXW  260916P07500000,BOT,1.0,1.65,2026-09-16T14:54:45.915649+00:00,2026-09-16 12:54:45+00:00,CBOE,1,1.0,1.65,1.63028,USD,0.0
2026-09-16T14:55:13+00:00,place_combo,44,568718806,00020057.6aaa4ab4.01.01,SPX,BOT,1.0,-1.7,2026-09-16T14:55:06.006632+00:00,2026-09-16 12:55:05+00:00,CBOE,1,1.0,-1.7,0.0,,0.0
2026-09-16T14:55:13+00:00,place_combo,44,568718806,00020057.6aaa4ab4.02.01,SPXW  260916C07700000,BOT,1.0,0.95,2026-09-16T14:55:06.012205+00:00,2026-09-16 12:55:05+00:00,CBOE,1,1.0,0.95,1.54028,USD,0.0
2026-09-16T14:55:13+00:00,place_combo,44,568718806,00020057.6aaa4ab4.03.01,SPXW  260916C07675000,SLD,1.0,2.65,2026-09-16T14:55:06.016194+00:00,2026-09-16 12:55:05+00:00,CBOE,1,1.0,2.65,1.63028,USD,0.0
2026-09-16T15:09:28+00:00,close_combo,48,568718807,00020057.6aaa55e3.01.01,SPX,SLD,1.0,-13.4,2026-09-16T15:09:21.565889+00:00,2026-09-16 13:09:21+00:00,CBOE,1,1.0,-13.4,0.0,,0.0
2026-09-16T15:09:28+00:00,close_combo,48,568718807,00020057.6aaa55e3.02.01,SPXW  260916C07635000,SLD,1.0,16.9,2026-09-16T15:09:21.575669+00:00,2026-09-16 13:09:21+00:00,CBOE,1,1.0,16.9,1.63028,USD,506.73944
2026-09-16T15:09:28+00:00,close_combo,48,568718807,00020057.6aaa55e3.03.01,SPXW  260916C07610000,BOT,1.0,30.3,2026-09-16T15:09:21.580125+00:00,2026-09-16 13:09:21+00:00,CBOE,1,1.0,30.3,1.63028,USD,-743.26056
2026-09-16T17:09:47+00:00,close_combo,52,568718808,00020057.6aaa7e9a.01.01,SPX,SLD,1.0,-10.2,2026-09-16T17:09:39.955187+00:00,2026-09-16 15:09:39+00:00,CBOE,1,1.0,-10.2,0.0,,0.0
2026-09-16T17:09:47+00:00,close_combo,52,568718808,00020057.6aaa7e9a.02.01,SPXW  260916P07585000,SLD,1.0,15.1,2026-09-16T17:09:39.971234+00:00,2026-09-16 15:09:39+00:00,CBOE,1,1.0,15.1,1.63028,USD,106.73944
2026-09-16T17:09:47+00:00,close_combo,52,568718808,00020057.6aaa7e9a.03.01,SPXW  260916P07610000,BOT,1.0,25.3,2026-09-16T17:09:39.974621+00:00,2026-09-16 15:09:39+00:00,CBOE,1,1.0,25.3,1.63028,USD,-193.26056
2026-09-16T19:46:40+00:00,marketable,71,568719165,00020057.6aaac820.01.01,SPXW  260916P07530000,BOT,1.0,2.8,2026-09-16T19:46:39.654906+00:00,2026-09-16 17:46:39+00:00,CBOE,1,1.0,2.8,1.63028,USD,66.73944
2026-09-16T19:46:43+00:00,marketable,72,568719166,00020057.6aaac823.01.01,SPXW  260916P07505000,SLD,1.0,0.2,2026-09-16T19:46:42.106960+00:00,2026-09-16 17:46:42+00:00,CBOE,1,1.0,0.2,1.54028,USD,-168.17056
2026-09-16T19:48:19+00:00,marketable,93,568719171,00020057.6aaacfe5.01.01,SPXW  260916P07525000,BOT,1.0,1.05,2026-09-16T19:48:19.616878+00:00,2026-09-16 17:48:19+00:00,CBOE,1,1.0,1.05,1.63028,USD,211.73944
2026-09-16T19:48:21+00:00,marketable,94,568719172,00020057.6aaacfec.01.01,SPXW  260916P07500000,SLD,1.0,0.1,2026-09-16T19:48:21.465795+00:00,2026-09-16 17:48:21+00:00,CBOE,1,1.0,0.1,1.54028,USD,-158.17056
2026-09-17T13:30:40+00:00,place_combo,12,258730630,00020057.6aab781c.01.01,SPX,BOT,1.0,-12.0,2026-09-17T13:30:38.521567+00:00,2026-09-17 11:30:38+00:00,CBOE,1,1.0,-12.0,0.0,,0.0
2026-09-17T13:30:40+00:00,place_combo,12,258730630,00020057.6aab781c.02.01,SPXW  260917C07655000,BOT,1.0,6.1,2026-09-17T13:30:38.533440+00:00,2026-09-17 11:30:38+00:00,CBOE,1,1.0,6.1,1.63028,USD,0.0
2026-09-17T13:30:40+00:00,place_combo,12,258730630,00020057.6aab781c.03.01,SPXW  260917C07630000,SLD,1.0,18.3,2026-09-17T13:30:38.537844+00:00,2026-09-17 11:30:38+00:00,CBOE,1,1.0,18.3,1.63028,USD,0.0
