date,anchor,strat,gap_pct,em,prior_close,open,close,vix_prior,em_low,em_high,atm,credit_mid,credit_cross,pnl_mid,pnl_cross,win_mid
2023-03-28,close,bps,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4030.0,3980.0,1.28,1.15,124.9,112.4,1
2023-03-28,close,bcs,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4030.0,3980.0,0.25,0.2,22.4,17.4,1
2023-03-28,close,ic,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4030.0,3980.0,1.53,1.35,147.3,129.8,1
2023-03-28,close,ifly,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4030.0,3980.0,17.8,17.4,901.8,861.8,1
2023-03-28,open,bps,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4025.0,3975.0,1.28,1.15,124.9,112.4,1
2023-03-28,open,bcs,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4025.0,3975.0,0.35,0.25,32.4,22.4,1
2023-03-28,open,ic,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4025.0,3975.0,1.62,1.4,157.3,134.8,1
2023-03-28,open,ifly,-0.085,51.6,3977.5,3974.1,3971.3,20.6,3925.0,4025.0,3975.0,17.8,17.35,1401.8,1356.8,1
2023-03-29,close,bps,0.712,50.0,3971.3,3999.5,4027.8,20.0,3920.0,4020.0,3970.0,0.12,0.05,9.9,2.4,1
2023-03-29,close,bcs,0.712,50.0,3971.3,3999.5,4027.8,20.0,3920.0,4020.0,3970.0,6.17,6.05,-166.1,-178.6,0
2023-03-29,close,ic,0.712,50.0,3971.3,3999.5,4027.8,20.0,3920.0,4020.0,3970.0,6.3,6.1,-156.2,-176.2,0
2023-03-29,close,ifly,0.712,50.0,3971.3,3999.5,4027.8,20.0,3920.0,4020.0,3970.0,22.25,21.05,-280.2,-400.2,0
2023-03-29,open,bps,0.712,50.0,3971.3,3999.5,4027.8,20.0,3950.0,4050.0,4000.0,0.4,0.35,37.4,32.4,1
2023-03-29,open,bcs,0.712,50.0,3971.3,3999.5,4027.8,20.0,3950.0,4050.0,4000.0,0.43,0.35,39.9,32.4,1
2023-03-29,open,ic,0.712,50.0,3971.3,3999.5,4027.8,20.0,3950.0,4050.0,4000.0,0.83,0.7,77.3,64.8,1
2023-03-29,open,ifly,0.712,50.0,3971.3,3999.5,4027.8,20.0,3950.0,4050.0,4000.0,18.25,17.8,-680.2,-725.2,0
2023-03-30,close,bps,0.47,48.5,4027.8,4046.7,4050.8,19.1,3980.0,4075.0,4030.0,0.17,0.1,14.9,7.4,1
2023-03-30,close,bcs,0.47,48.5,4027.8,4046.7,4050.8,19.1,3980.0,4075.0,4030.0,1.87,1.8,184.9,177.4,1
2023-03-30,close,ic,0.47,48.5,4027.8,4046.7,4050.8,19.1,3980.0,4075.0,4030.0,2.05,1.9,199.8,184.8,1
2023-03-30,close,ifly,0.47,48.5,4027.8,4046.7,4050.8,19.1,3980.0,4075.0,4030.0,19.8,19.05,-108.2,-183.2,0
2023-03-30,open,bps,0.47,48.5,4027.8,4046.7,4050.8,19.1,4000.0,4095.0,4045.0,0.4,0.35,37.4,32.4,1
2023-03-30,open,bcs,0.47,48.5,4027.8,4046.7,4050.8,19.1,4000.0,4095.0,4045.0,0.27,0.2,24.9,17.4,1
2023-03-30,open,ic,0.47,48.5,4027.8,4046.7,4050.8,19.1,4000.0,4095.0,4045.0,0.68,0.55,62.3,49.8,1
2023-03-30,open,ifly,0.47,48.5,4027.8,4046.7,4050.8,19.1,4000.0,4095.0,4045.0,16.75,16.4,1086.8,1051.8,1
2023-03-31,close,bps,0.132,48.5,4050.8,4056.2,4109.3,19.0,4000.0,4100.0,4050.0,0.25,0.2,22.4,17.4,1
2023-03-31,close,bcs,0.132,48.5,4050.8,4056.2,4109.3,19.0,4000.0,4100.0,4050.0,0.55,0.5,-878.6,-883.6,0
2023-03-31,close,ic,0.132,48.5,4050.8,4056.2,4109.3,19.0,4000.0,4100.0,4050.0,0.8,0.7,-856.2,-866.2,0
2023-03-31,close,ifly,0.132,48.5,4050.8,4056.2,4109.3,19.0,4000.0,4100.0,4050.0,17.35,16.65,-770.2,-840.2,0
2023-03-31,open,bps,0.132,48.5,4050.8,4056.2,4109.3,19.0,4010.0,4105.0,4055.0,0.42,0.35,39.9,32.4,1
2023-03-31,open,bcs,0.132,48.5,4050.8,4056.2,4109.3,19.0,4010.0,4105.0,4055.0,0.38,0.3,-396.1,-403.6,0
2023-03-31,open,ic,0.132,48.5,4050.8,4056.2,4109.3,19.0,4010.0,4105.0,4055.0,0.8,0.65,-356.2,-371.2,0
2023-03-31,open,ifly,0.132,48.5,4050.8,4056.2,4109.3,19.0,4010.0,4105.0,4055.0,15.6,15.2,-945.2,-985.2,0
2023-04-03,close,bps,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4060.0,4160.0,4110.0,0.82,0.75,79.9,72.4,1
2023-04-03,close,bcs,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4060.0,4160.0,4110.0,0.1,0.0,7.4,-2.6,1
2023-04-03,close,ic,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4060.0,4160.0,4110.0,0.92,0.75,87.3,69.8,1
2023-04-03,close,ifly,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4060.0,4160.0,4110.0,16.05,15.7,148.8,113.8,1
2023-04-03,open,bps,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4055.0,4150.0,4100.0,0.62,0.55,59.9,52.4,1
2023-04-03,open,bcs,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4055.0,4150.0,4100.0,0.25,0.2,22.4,17.4,1
2023-04-03,open,ic,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4055.0,4150.0,4100.0,0.87,0.75,82.3,69.8,1
2023-04-03,open,ifly,-0.173,48.4,4109.3,4102.2,4124.5,18.7,4055.0,4150.0,4100.0,16.27,15.95,-828.7,-861.2,0
2023-04-04,close,bps,0.085,48.2,4124.5,4128.0,4100.6,18.6,4075.0,4175.0,4125.0,0.2,0.15,17.4,12.4,1
2023-04-04,close,bcs,0.085,48.2,4124.5,4128.0,4100.6,18.6,4075.0,4175.0,4125.0,0.2,0.15,17.4,12.4,1
2023-04-04,close,ic,0.085,48.2,4124.5,4128.0,4100.6,18.6,4075.0,4175.0,4125.0,0.4,0.3,34.8,24.8,1
2023-04-04,close,ifly,0.085,48.2,4124.5,4128.0,4100.6,18.6,4075.0,4175.0,4125.0,15.4,15.05,-905.2,-940.2,0
2023-04-04,open,bps,0.085,48.2,4124.5,4128.0,4100.6,18.6,4080.0,4175.0,4130.0,0.27,0.2,24.9,17.4,1
2023-04-04,open,bcs,0.085,48.2,4124.5,4128.0,4100.6,18.6,4080.0,4175.0,4130.0,0.2,0.15,17.4,12.4,1
2023-04-04,open,ic,0.085,48.2,4124.5,4128.0,4100.6,18.6,4080.0,4175.0,4130.0,0.47,0.35,42.3,29.8,1
2023-04-04,open,ifly,0.085,48.2,4124.5,4128.0,4100.6,18.6,4080.0,4175.0,4130.0,15.25,14.85,-980.2,-1020.2,0
2023-04-05,close,bps,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4050.0,4150.0,4100.0,0.68,0.6,64.9,57.4,1
2023-04-05,close,bcs,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4050.0,4150.0,4100.0,0.1,0.05,7.4,2.4,1
2023-04-05,close,ic,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4050.0,4150.0,4100.0,0.78,0.65,72.3,59.8,1
2023-04-05,close,ifly,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4050.0,4150.0,4100.0,15.7,15.4,602.8,572.8,1
2023-04-05,open,bps,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4045.0,4145.0,4095.0,0.5,0.4,47.4,37.4,1
2023-04-05,open,bcs,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4045.0,4145.0,4095.0,0.15,0.1,12.4,7.4,1
2023-04-05,open,ic,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4045.0,4145.0,4095.0,0.65,0.5,59.8,44.8,1
2023-04-05,open,ifly,-0.149,49.1,4100.6,4094.5,4090.4,19.0,4045.0,4145.0,4095.0,15.6,15.2,1092.8,1052.8,1
2023-04-06,close,bps,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4040.0,4140.0,4090.0,0.95,0.85,92.4,82.4,1
2023-04-06,close,bcs,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4040.0,4140.0,4090.0,0.08,0.0,4.9,-2.6,1
2023-04-06,close,ic,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4040.0,4140.0,4090.0,1.03,0.85,97.3,79.8,1
2023-04-06,close,ifly,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4040.0,4140.0,4090.0,16.1,15.75,102.8,67.8,1
2023-04-06,open,bps,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4030.0,4130.0,4080.0,0.47,0.4,44.9,37.4,1
2023-04-06,open,bcs,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4030.0,4130.0,4080.0,0.17,0.1,14.9,7.4,1
2023-04-06,open,ic,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4030.0,4130.0,4080.0,0.65,0.5,59.8,44.8,1
2023-04-06,open,ifly,-0.226,49.2,4090.4,4081.2,4105.0,19.1,4030.0,4130.0,4080.0,16.18,15.75,-887.7,-930.2,0
2023-04-10,close,bps,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4055.0,4155.0,4105.0,2.65,2.5,262.4,247.4,1
2023-04-10,close,bcs,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4055.0,4155.0,4105.0,0.05,0.0,2.4,-2.6,1
2023-04-10,close,ic,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4055.0,4155.0,4105.0,2.7,2.5,264.8,244.8,1
2023-04-10,close,ifly,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4055.0,4155.0,4105.0,18.08,17.4,1391.3,1323.8,1
2023-04-10,open,bps,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4040.0,4135.0,4085.0,1.0,0.9,97.4,87.4,1
2023-04-10,open,bcs,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4040.0,4135.0,4085.0,0.08,0.0,4.9,-2.6,1
2023-04-10,open,ic,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4040.0,4135.0,4085.0,1.07,0.9,102.3,84.8,1
2023-04-10,open,ifly,-0.483,47.6,4105.0,4085.2,4109.1,18.4,4040.0,4135.0,4085.0,15.85,15.5,-831.2,-866.2,0
2023-04-11,close,bps,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,0.33,0.25,29.9,22.4,1
2023-04-11,close,bcs,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,0.15,0.05,12.4,2.4,1
2023-04-11,close,ic,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,0.48,0.3,42.3,24.8,1
2023-04-11,close,ifly,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,15.1,14.8,1398.8,1368.8,1
2023-04-11,open,bps,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,0.33,0.25,29.9,22.4,1
2023-04-11,open,bcs,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,0.15,0.05,12.4,2.4,1
2023-04-11,open,ic,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,0.48,0.3,42.3,24.8,1
2023-04-11,open,ifly,0.029,49.1,4109.1,4110.3,4108.9,19.0,4060.0,4160.0,4110.0,15.1,14.8,1398.8,1368.8,1
2023-04-12,close,bps,0.311,49.4,4108.9,4121.7,4092.0,19.1,4060.0,4160.0,4110.0,0.37,0.3,34.9,27.4,1
2023-04-12,close,bcs,0.311,49.4,4108.9,4121.7,4092.0,19.1,4060.0,4160.0,4110.0,2.02,1.95,199.9,192.4,1
2023-04-12,close,ic,0.311,49.4,4108.9,4121.7,4092.0,19.1,4060.0,4160.0,4110.0,2.4,2.25,234.8,219.8,1
2023-04-12,close,ifly,0.311,49.4,4108.9,4121.7,4092.0,19.1,4060.0,4160.0,4110.0,18.5,17.9,39.8,-20.2,1
2023-04-12,open,bps,0.311,49.4,4108.9,4121.7,4092.0,19.1,4070.0,4170.0,4120.0,0.57,0.5,54.9,47.4,1
2023-04-12,open,bcs,0.311,49.4,4108.9,4121.7,4092.0,19.1,4070.0,4170.0,4120.0,1.08,1.0,104.9,97.4,1
2023-04-12,open,ic,0.311,49.4,4108.9,4121.7,4092.0,19.1,4070.0,4170.0,4120.0,1.65,1.5,159.8,144.8,1
2023-04-12,open,ifly,0.311,49.4,4108.9,4121.7,4092.0,19.1,4070.0,4170.0,4120.0,17.7,17.3,-735.2,-775.2,0
2023-04-13,close,bps,0.198,49.2,4092.0,4100.0,4146.2,19.1,4045.0,4140.0,4090.0,0.25,0.15,22.4,12.4,1
2023-04-13,close,bcs,0.198,49.2,4092.0,4100.0,4146.2,19.1,4045.0,4140.0,4090.0,0.4,0.35,-584.6,-589.6,0
2023-04-13,close,ic,0.198,49.2,4092.0,4100.0,4146.2,19.1,4045.0,4140.0,4090.0,0.65,0.5,-562.2,-577.2,0
2023-04-13,close,ifly,0.198,49.2,4092.0,4100.0,4146.2,19.1,4045.0,4140.0,4090.0,17.43,16.9,-762.7,-815.2,0
2023-04-13,open,bps,0.198,49.2,4092.0,4100.0,4146.2,19.1,4050.0,4150.0,4100.0,0.35,0.3,32.4,27.4,1
2023-04-13,open,bcs,0.198,49.2,4092.0,4100.0,4146.2,19.1,4050.0,4150.0,4100.0,0.15,0.1,12.4,7.4,1
2023-04-13,open,ic,0.198,49.2,4092.0,4100.0,4146.2,19.1,4050.0,4150.0,4100.0,0.5,0.4,44.8,34.8,1
2023-04-13,open,ifly,0.198,49.2,4092.0,4100.0,4146.2,19.1,4050.0,4150.0,4100.0,15.3,15.0,-975.2,-1005.2,0
2023-04-14,close,bps,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4100.0,4195.0,4145.0,0.7,0.65,67.4,62.4,1
2023-04-14,close,bcs,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4100.0,4195.0,4145.0,0.15,0.1,12.4,7.4,1
2023-04-14,close,ic,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4100.0,4195.0,4145.0,0.85,0.75,79.8,69.8,1
2023-04-14,close,ifly,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4100.0,4195.0,4145.0,15.05,14.75,763.8,733.8,1
2023-04-14,open,bps,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4095.0,4185.0,4140.0,0.5,0.45,47.4,42.4,1
2023-04-14,open,bcs,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4095.0,4185.0,4140.0,0.4,0.35,37.4,32.4,1
2023-04-14,open,ic,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4095.0,4185.0,4140.0,0.9,0.8,84.8,74.8,1
2023-04-14,open,ifly,-0.147,46.5,4146.2,4140.1,4137.6,17.8,4095.0,4185.0,4140.0,15.38,15.1,1296.3,1268.8,1
2023-04-17,close,bps,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4140.0,0.42,0.35,39.9,32.4,1
2023-04-17,close,bcs,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4140.0,0.17,0.1,14.9,7.4,1
2023-04-17,close,ic,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4140.0,0.6,0.45,54.8,39.8,1
2023-04-17,close,ifly,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4140.0,14.15,13.8,277.8,242.8,1
2023-04-17,open,bps,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4135.0,0.42,0.35,39.9,32.4,1
2023-04-17,open,bcs,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4135.0,0.17,0.1,14.9,7.4,1
2023-04-17,open,ic,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4135.0,0.6,0.45,54.8,39.8,1
2023-04-17,open,ifly,-0.011,44.5,4137.6,4137.2,4151.3,17.1,4095.0,4180.0,4135.0,14.12,13.8,-224.7,-257.2,0
2023-04-18,close,bps,0.312,44.3,4151.3,4164.3,4154.9,17.0,4105.0,4195.0,4150.0,0.12,0.05,9.9,2.4,1
2023-04-18,close,bcs,0.312,44.3,4151.3,4164.3,4154.9,17.0,4105.0,4195.0,4150.0,0.48,0.4,44.9,37.4,1
2023-04-18,close,ic,0.312,44.3,4151.3,4164.3,4154.9,17.0,4105.0,4195.0,4150.0,0.6,0.45,54.8,39.8,1
2023-04-18,close,ifly,0.312,44.3,4151.3,4164.3,4154.9,17.0,4105.0,4195.0,4150.0,16.88,16.3,1195.3,1137.8,1
2023-04-18,open,bps,0.312,44.3,4151.3,4164.3,4154.9,17.0,4120.0,4210.0,4165.0,0.35,0.3,32.4,27.4,1
2023-04-18,open,bcs,0.312,44.3,4151.3,4164.3,4154.9,17.0,4120.0,4210.0,4165.0,0.1,0.05,7.4,2.4,1
2023-04-18,open,ic,0.312,44.3,4151.3,4164.3,4154.9,17.0,4120.0,4210.0,4165.0,0.45,0.35,39.8,29.8,1
2023-04-18,open,ifly,0.312,44.3,4151.3,4164.3,4154.9,17.0,4120.0,4210.0,4165.0,14.3,14.0,411.8,381.8,1
2023-04-19,close,bps,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4110.0,4200.0,4155.0,1.2,1.1,117.4,107.4,1
2023-04-19,close,bcs,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4110.0,4200.0,4155.0,0.1,0.05,7.4,2.4,1
2023-04-19,close,ic,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4110.0,4200.0,4155.0,1.3,1.15,124.8,109.8,1
2023-04-19,close,ifly,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4110.0,4200.0,4155.0,17.03,16.3,1649.3,1576.8,1
2023-04-19,open,bps,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4095.0,4185.0,4140.0,0.38,0.3,34.9,27.4,1
2023-04-19,open,bcs,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4095.0,4185.0,4140.0,0.15,0.1,12.4,7.4,1
2023-04-19,open,ic,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4095.0,4185.0,4140.0,0.53,0.4,47.3,34.8,1
2023-04-19,open,ifly,-0.374,44.0,4154.9,4139.3,4154.5,16.8,4095.0,4185.0,4140.0,14.73,14.35,15.3,-22.2,1
2023-04-20,close,bps,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4110.0,4200.0,4155.0,3.05,2.9,302.4,287.4,1
2023-04-20,close,bcs,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4110.0,4200.0,4155.0,0.05,0.0,2.4,-2.6,1
2023-04-20,close,ic,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4110.0,4200.0,4155.0,3.1,2.9,304.8,284.8,1
2023-04-20,close,ifly,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4110.0,4200.0,4155.0,19.88,19.1,-517.7,-595.2,0
2023-04-20,open,bps,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4085.0,4175.0,4130.0,0.42,0.35,39.9,32.4,1
2023-04-20,open,bcs,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4085.0,4175.0,4130.0,0.17,0.1,14.9,7.4,1
2023-04-20,open,ic,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4085.0,4175.0,4130.0,0.6,0.45,54.8,39.8,1
2023-04-20,open,ifly,-0.579,43.1,4154.5,4130.5,4129.8,16.5,4085.0,4175.0,4130.0,14.93,14.45,1466.3,1418.8,1
2023-04-21,close,bps,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,0.58,0.5,54.9,47.4,1
2023-04-21,close,bcs,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,0.17,0.1,14.9,7.4,1
2023-04-21,close,ic,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,0.75,0.6,69.8,54.8,1
2023-04-21,close,ifly,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,14.68,14.35,1110.3,1077.8,1
2023-04-21,open,bps,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,0.58,0.5,54.9,47.4,1
2023-04-21,open,bcs,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,0.17,0.1,14.9,7.4,1
2023-04-21,open,ic,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,0.75,0.6,69.8,54.8,1
2023-04-21,open,ifly,0.057,44.7,4129.8,4132.1,4133.5,17.2,4085.0,4175.0,4130.0,14.68,14.35,1110.3,1077.8,1
2023-04-24,close,bps,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4135.0,0.33,0.25,29.9,22.4,1
2023-04-24,close,bcs,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4135.0,0.15,0.1,12.4,7.4,1
2023-04-24,close,ic,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4135.0,0.47,0.35,42.3,29.8,1
2023-04-24,close,ifly,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4135.0,13.73,13.4,1163.3,1130.8,1
2023-04-24,open,bps,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4130.0,0.33,0.25,29.9,22.4,1
2023-04-24,open,bcs,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4130.0,0.15,0.1,12.4,7.4,1
2023-04-24,open,ic,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4130.0,0.47,0.35,42.3,29.8,1
2023-04-24,open,ifly,-0.035,43.7,4133.5,4132.1,4137.0,16.8,4090.0,4175.0,4130.0,14.75,14.4,765.8,730.8,1
2023-04-25,close,bps,-0.256,44.0,4137.0,4126.4,4071.6,16.9,4095.0,4180.0,4135.0,1.15,1.05,-2224.6,-2234.6,0
2023-04-25,close,ifly,-0.256,44.0,4137.0,4126.4,4071.6,16.9,4095.0,4180.0,4135.0,15.73,15.15,-932.7,-990.2,0
2023-04-25,open,bps,-0.256,44.0,4137.0,4126.4,4071.6,16.9,4080.0,4170.0,4125.0,0.38,0.3,-802.1,-809.6,0
2023-04-25,open,bcs,-0.256,44.0,4137.0,4126.4,4071.6,16.9,4080.0,4170.0,4125.0,0.08,0.0,4.9,-2.6,1
2023-04-25,open,ic,-0.256,44.0,4137.0,4126.4,4071.6,16.9,4080.0,4170.0,4125.0,0.45,0.3,-797.2,-812.2,0
2023-04-25,open,ifly,-0.256,44.0,4137.0,4126.4,4071.6,16.9,4080.0,4170.0,4125.0,13.88,13.55,-1117.7,-1150.2,0
2023-04-26,close,bps,0.397,48.1,4071.6,4087.8,4056.0,18.8,4025.0,4120.0,4070.0,0.47,0.4,44.9,37.4,1
2023-04-26,close,bcs,0.397,48.1,4071.6,4087.8,4056.0,18.8,4025.0,4120.0,4070.0,0.57,0.5,54.9,47.4,1
2023-04-26,close,ic,0.397,48.1,4071.6,4087.8,4056.0,18.8,4025.0,4120.0,4070.0,1.05,0.9,99.8,84.8,1
2023-04-26,close,ifly,0.397,48.1,4071.6,4087.8,4056.0,18.8,4025.0,4120.0,4070.0,17.38,16.9,331.3,283.8,1
2023-04-26,open,bps,0.397,48.1,4071.6,4087.8,4056.0,18.8,4040.0,4135.0,4090.0,1.12,1.05,109.9,102.4,1
2023-04-26,open,bcs,0.397,48.1,4071.6,4087.8,4056.0,18.8,4040.0,4135.0,4090.0,0.17,0.1,14.9,7.4,1
2023-04-26,open,ic,0.397,48.1,4071.6,4087.8,4056.0,18.8,4040.0,4135.0,4090.0,1.3,1.15,124.8,109.8,1
2023-04-26,open,ifly,0.397,48.1,4071.6,4087.8,4056.0,18.8,4040.0,4135.0,4090.0,15.75,15.3,-930.2,-975.2,0
2023-04-27,close,bps,0.476,48.1,4056.0,4075.3,4135.4,18.8,4010.0,4105.0,4055.0,0.12,0.05,9.9,2.4,1
2023-04-27,close,bcs,0.476,48.1,4056.0,4075.3,4135.4,18.8,4010.0,4105.0,4055.0,0.83,0.75,-2420.1,-2427.6,0
2023-04-27,close,ic,0.476,48.1,4056.0,4075.3,4135.4,18.8,4010.0,4105.0,4055.0,0.95,0.8,-2410.2,-2425.2,0
2023-04-27,close,ifly,0.476,48.1,4056.0,4075.3,4135.4,18.8,4010.0,4105.0,4055.0,20.45,19.75,-460.2,-530.2,0
2023-04-27,open,bps,0.476,48.1,4056.0,4075.3,4135.4,18.8,4025.0,4125.0,4075.0,0.28,0.2,24.9,17.4,1
2023-04-27,open,bcs,0.476,48.1,4056.0,4075.3,4135.4,18.8,4025.0,4125.0,4075.0,0.1,0.05,-1027.6,-1032.6,0
2023-04-27,open,ic,0.476,48.1,4056.0,4075.3,4135.4,18.8,4025.0,4125.0,4075.0,0.38,0.25,-1002.7,-1015.2,0
2023-04-27,open,ifly,0.476,48.1,4056.0,4075.3,4135.4,18.8,4025.0,4125.0,4075.0,15.0,14.65,-1005.2,-1040.2,0
2023-04-28,close,bps,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4090.0,4180.0,4135.0,0.72,0.65,69.9,62.4,1
2023-04-28,close,bcs,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4090.0,4180.0,4135.0,0.1,0.05,7.4,2.4,1
2023-04-28,close,ic,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4090.0,4180.0,4135.0,0.82,0.7,77.3,64.8,1
2023-04-28,close,ifly,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4090.0,4180.0,4135.0,15.33,14.95,-972.7,-1010.2,0
2023-04-28,open,bps,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4085.0,4175.0,4130.0,0.57,0.5,54.9,47.4,1
2023-04-28,open,bcs,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4085.0,4175.0,4130.0,0.15,0.1,12.4,7.4,1
2023-04-28,open,ic,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4085.0,4175.0,4130.0,0.72,0.6,67.3,54.8,1
2023-04-28,open,ifly,-0.138,44.4,4135.4,4129.6,4169.5,17.0,4085.0,4175.0,4130.0,15.2,14.85,-985.2,-1020.2,0
2023-05-01,close,bps,-0.065,41.4,4169.5,4166.8,4167.9,15.8,4130.0,4210.0,4170.0,0.78,0.7,74.9,67.4,1
2023-05-01,close,bcs,-0.065,41.4,4169.5,4166.8,4167.9,15.8,4130.0,4210.0,4170.0,0.27,0.2,24.9,17.4,1
2023-05-01,close,ic,-0.065,41.4,4169.5,4166.8,4167.9,15.8,4130.0,4210.0,4170.0,1.05,0.9,99.8,84.8,1
2023-05-01,close,ifly,-0.065,41.4,4169.5,4166.8,4167.9,15.8,4130.0,4210.0,4170.0,14.17,13.95,1199.3,1176.8,1
2023-05-01,open,bps,-0.065,41.4,4169.5,4166.8,4167.9,15.8,4125.0,4210.0,4165.0,0.58,0.5,54.9,47.4,1
2023-05-01,open,bcs,-0.065,41.4,4169.5,4166.8,4167.9,15.8,4125.0,4210.0,4165.0,0.27,0.2,24.9,17.4,1
